HOG	OG	Gene Tree Parent Clade	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
N0.HOG0012194	OG0011966	-	XP_020902197.1	XP_001629421.2	XP_022781542.1	
N0.HOG0012195	OG0011967	-	XP_020902202.1	XP_001629443.1	XP_022798885.1	
N0.HOG0012196	OG0011968	-	XP_020902204.1	XP_048582332.1	XP_022787649.1	
N0.HOG0012197	OG0011969	-	XP_020902205.1	XP_001629406.2	XP_022802068.1	
N0.HOG0012198	OG0011970	-	XP_020902222.2			Xe_014949-T1, Xe_014945-T1
N0.HOG0012199	OG0011971	-	XP_020902224.1	XP_032220414.1, XP_048577014.1		
N0.HOG0012200	OG0011972	-	XP_020902249.1	XP_032229408.1	XP_022790134.1	
N0.HOG0012201	OG0011973	-	XP_020902253.1, XP_020902252.1	XP_001633141.3		
N0.HOG0012202	OG0011974	-	XP_020902254.1	XP_032225703.1	XP_022785465.1	
N0.HOG0012203	OG0011975	-	XP_020902256.1	XP_001630390.1	XP_022790098.1	
N0.HOG0012204	OG0011976	-	XP_020902259.1	XP_001628098.1	XP_022781419.1	
N0.HOG0012205	OG0011977	-	XP_020902278.1	XP_048577688.1	XP_022797269.1	
N0.HOG0012206	OG0011978	-	XP_020902290.2	XP_001625662.2	XP_022797239.1	
N0.HOG0012207	OG0011979	-	XP_020902297.1	XP_001625635.2	XP_022781373.1	
N0.HOG0012208	OG0011980	-	XP_020909704.1, XP_020902317.1, XP_020909725.1			
N0.HOG0012209	OG0011981	-	XP_020902324.1	XP_048577966.1	XP_022804406.1	
N0.HOG0012210	OG0011982	-	XP_020902333.1	XP_001634123.3	XP_022795789.1	
N0.HOG0012211	OG0011983	-	XP_020902340.1	XP_048577539.1	XP_022789305.1	
N0.HOG0012212	OG0011984	-	XP_020902363.1	XP_001630416.2	XP_022802137.1	
N0.HOG0012213	OG0011985	-	XP_020902368.1	XP_048576236.1	XP_022802667.1	
N0.HOG0012214	OG0011986	-	XP_020902394.1	XP_048588696.1	XP_022802131.1	
N0.HOG0012215	OG0011987	-	XP_020902418.1	XP_001622544.2	XP_022799790.1	
N0.HOG0012216	OG0011988	-	XP_020902444.1	XP_032241031.2	XP_022790282.1	
N0.HOG0012217	OG0011989	-	XP_020902482.1	XP_001634274.2	XP_022793853.1	
N0.HOG0012218	OG0011990	-	XP_020902489.1		XP_022785907.1	Xe_009851-T1
N0.HOG0012219	OG0011991	-	XP_020902499.1		XP_022807320.1	Xe_021834-T1
N0.HOG0012220	OG0011992	-	XP_020902501.1	XP_032229904.2	XP_022787526.1	
N0.HOG0012221	OG0011993	-	XP_020902504.1	XP_001638154.2	XP_022783765.1	
N0.HOG0012222	OG0011994	-	XP_020902509.1	XP_001638085.2	XP_022798237.1	
N0.HOG0012223	OG0011995	-	XP_020902513.2	XP_001629853.2	XP_022807665.1	
N0.HOG0012224	OG0011996	-	XP_020903648.1, XP_020902515.2	XP_032243256.2		
N0.HOG0012225	OG0011997	-	XP_020902538.1, XP_020902527.1	XP_048580833.1		
N0.HOG0012226	OG0011998	-	XP_020902542.1	XP_032222145.1	XP_022782474.1	
N0.HOG0012227	OG0011999	-	XP_020902566.1	XP_032226583.2	XP_022796156.1	
N0.HOG0012228	OG0012000	-	XP_020902583.1	XP_032240952.1	XP_022793601.1	
N0.HOG0012229	OG0012001	-	XP_020902588.1	XP_001627750.2	XP_022797641.1	
N0.HOG0012230	OG0012002	-	XP_020902589.1	XP_001626272.2	XP_022790911.1	
N0.HOG0012231	OG0012003	-	XP_020902590.1	XP_001635607.2	XP_022791758.1	
N0.HOG0012232	OG0012004	-	XP_020902596.1	XP_001635606.1	XP_022793603.1	
N0.HOG0012233	OG0012005	-	XP_020902603.1	XP_032228510.2	XP_022794464.1	
N0.HOG0012234	OG0012006	-	XP_020902606.1	XP_001634129.2	XP_022785650.1	
N0.HOG0012235	OG0012007	-	XP_020902629.1	XP_032225451.2	XP_022793119.1	
N0.HOG0012236	OG0012008	-	XP_020902634.1	XP_001634524.1	XP_022803361.1	
N0.HOG0012237	OG0012009	-	XP_020902638.1	XP_001625734.2	XP_022790286.1	
N0.HOG0012238	OG0012010	-	XP_020902639.2	XP_032241071.2		Xe_009348-T1
N0.HOG0012239	OG0012011	-	XP_020902640.1	XP_048588884.1	XP_022796188.1	
N0.HOG0012240	OG0012012	-	XP_020902651.1, XP_020902646.1, XP_020902650.1			
N0.HOG0012241	OG0012013	-	XP_020902649.2, XP_028515506.1	XP_032232543.2		
N0.HOG0012242	OG0012014	-	XP_020902652.1	XP_001622613.3	XP_022801770.1	
N0.HOG0012243	OG0012015	-	XP_020902673.1	XP_001633706.2	XP_022805195.1	
N0.HOG0012244	OG0012016	-	XP_028515529.1, XP_020902676.1	XP_032232639.2		
N0.HOG0012245	OG0012017	-	XP_020902678.1	XP_048578529.1	XP_022798483.1	
N0.HOG0012246	OG0012018	-	XP_020902682.1	XP_048578752.1	XP_022805882.1	
N0.HOG0012247	OG0012019	-	XP_020902690.1	XP_001628862.1	XP_022780708.1	
N0.HOG0012248	OG0012020	-	XP_020902691.1	XP_032232944.1	XP_022780707.1	
N0.HOG0012249	OG0012021	-	XP_020902695.1	XP_032223541.2	XP_022780710.1	
N0.HOG0012250	OG0012022	-	XP_020902717.1	XP_048578818.1	XP_022780783.1	
N0.HOG0012251	OG0012023	-	XP_020902721.1		XP_022779854.1	Xe_008125-T1
N0.HOG0012252	OG0012024	-	XP_020902732.1	XP_048578746.1	XP_022802604.1	
N0.HOG0012253	OG0012025	-	XP_020902747.1		XP_022806490.1	Xe_008430-T1
N0.HOG0012254	OG0012026	-	XP_020902756.1, XP_020902819.1	XP_001626643.2		
N0.HOG0012255	OG0012027	-	XP_020902757.1	XP_048578315.1	XP_022780747.1	
N0.HOG0012256	OG0012028	-	XP_020902796.1	XP_001630169.2	XP_022780240.1	
N0.HOG0012257	OG0012029	-	XP_020902804.1	XP_001631782.3	XP_022780788.1	
N0.HOG0012258	OG0012030	-	XP_020902810.1	XP_001623256.3	XP_022780795.1	
N0.HOG0012259	OG0012031	-	XP_020902827.1	XP_001623782.3	XP_022779840.1	
N0.HOG0012260	OG0012032	-	XP_020902848.1	XP_048582407.1	XP_022790628.1	
N0.HOG0012261	OG0012033	-	XP_020902858.1	XP_032221392.1	XP_022780003.1	
N0.HOG0012262	OG0012034	-	XP_020902871.1	XP_032233619.1	XP_022799417.1	
N0.HOG0012263	OG0012035	-	XP_020902886.1	XP_001622460.2	XP_022783903.1	
N0.HOG0012264	OG0012036	-	XP_020902891.1	XP_001632149.2	XP_022800007.1	
N0.HOG0012265	OG0012037	-	XP_020902893.1	XP_032223573.1	XP_022793064.1	
N0.HOG0012266	OG0012038	-	XP_020902894.1	XP_001633409.1	XP_022789712.1	
N0.HOG0012267	OG0012039	-	XP_020902899.1	XP_032236018.2	XP_022801019.1	
N0.HOG0012268	OG0012040	-	XP_020902900.1	XP_001633242.1	XP_022798664.1	
N0.HOG0012269	OG0012041	-	XP_020902905.1	XP_001624117.1	XP_022793075.1	
N0.HOG0012270	OG0012042	-	XP_020902939.1, XP_020903994.2	XP_048576074.1		
N0.HOG0012271	OG0012043	-	XP_020902962.1	XP_001637935.2	XP_022786365.1	
N0.HOG0012272	OG0012044	-	XP_020902978.1, XP_020906350.1		XP_022800660.1	
N0.HOG0012273	OG0012045	-	XP_020902979.1	XP_032236653.1	XP_022800661.1	
N0.HOG0012274	OG0012046	-	XP_020902988.1	XP_032227080.1	XP_022784221.1	
N0.HOG0012275	OG0012047	-	XP_020903000.1	XP_001625862.3	XP_022786316.1	
N0.HOG0012276	OG0012048	-	XP_020903004.1	XP_048580730.1	XP_022792650.1	
N0.HOG0012277	OG0012049	-	XP_020903009.1	XP_048576211.1	XP_022800304.1	
N0.HOG0012278	OG0012050	-	XP_020903024.2	XP_048580936.1	XP_022806003.1	
N0.HOG0012279	OG0012051	-	XP_020903054.1	XP_001631094.2	XP_022779694.1	
N0.HOG0012280	OG0012052	-	XP_020903058.1	XP_032225836.1	XP_022782116.1	
N0.HOG0012281	OG0012053	-	XP_020903061.1		XP_022779738.1	Xe_028855-T1
N0.HOG0012282	OG0012054	-	XP_020903068.1	XP_032220266.2	XP_022791729.1	
N0.HOG0012283	OG0012055	-	XP_020903074.1	XP_001624634.3	XP_022803467.1	
N0.HOG0012284	OG0012056	-	XP_020903077.1	XP_032238770.1	XP_022789977.1	
N0.HOG0012285	OG0012057	-	XP_020913572.1, XP_020903081.1		XP_022779611.1	
N0.HOG0012286	OG0012058	-	XP_020903082.1	XP_032220291.1	XP_022789069.1	
N0.HOG0012287	OG0012059	-	XP_020903083.1	XP_032220267.1	XP_022779601.1	
N0.HOG0012288	OG0012060	-	XP_020903086.1	XP_032218427.2	XP_022791703.1	
N0.HOG0012289	OG0012061	-	XP_020903087.1	XP_048576430.1	XP_022779562.1	
N0.HOG0012290	OG0012062	-	XP_020903093.1	XP_001639320.1	XP_022803468.1	
N0.HOG0012291	OG0012063	-	XP_020903097.1	XP_048576924.1	XP_022781045.1	
N0.HOG0012292	OG0012064	-	XP_020903126.1	XP_001626510.1	XP_022787111.1	
N0.HOG0012293	OG0012065	-	XP_020903142.1		XP_022810395.1	Xe_001735-T1
N0.HOG0012294	OG0012066	-	XP_020903143.1	XP_032218050.1	XP_022793878.1	
N0.HOG0012295	OG0012067	-	XP_020903147.1	XP_001626390.2	XP_022805019.1	
N0.HOG0012296	OG0012068	-	XP_020903154.1	XP_032218068.2	XP_022781919.1	
N0.HOG0012297	OG0012069	-	XP_020903155.1	XP_048584009.1	XP_022803580.1	
N0.HOG0012298	OG0012070	-	XP_020903177.1	XP_001622209.3	XP_022780272.1	
N0.HOG0012299	OG0012071	-	XP_020903184.2	XP_048576225.1	XP_022780611.1	
N0.HOG0012300	OG0012072	-	XP_020903205.1	XP_048578277.1	XP_022805870.1	
N0.HOG0012301	OG0012073	-	XP_020903224.1	XP_032235881.2	XP_022808629.1	
N0.HOG0012302	OG0012074	-	XP_020903227.1	XP_032237762.1	XP_022808622.1	
N0.HOG0012303	OG0012075	-	XP_020903228.1	XP_048578656.1	XP_022786164.1	
N0.HOG0012304	OG0012076	-	XP_020903236.1	XP_001632810.2	XP_022808623.1	
N0.HOG0012305	OG0012077	-	XP_020903243.2	XP_032242448.2	XP_022805889.1	
N0.HOG0012306	OG0012078	-	XP_020903245.1	XP_001622643.3	XP_022786494.1	
N0.HOG0012307	OG0012079	-	XP_020903264.1	XP_048584387.1	XP_022803848.1	
N0.HOG0012308	OG0012080	-	XP_020903274.1	XP_032241597.2	XP_022801171.1	
N0.HOG0012309	OG0012081	-	XP_020903315.1	XP_001631692.3	XP_022789601.1	
N0.HOG0012310	OG0012082	-	XP_020903320.1	XP_001634445.1	XP_022784784.1	
N0.HOG0012311	OG0012083	-	XP_020903341.1	XP_001629587.3	XP_022799552.1	
N0.HOG0012312	OG0012084	-	XP_020903351.1	XP_001633560.1	XP_022799591.1	
N0.HOG0012313	OG0012085	-	XP_020903354.1	XP_001627205.1	XP_022793515.1	
N0.HOG0012314	OG0012086	-	XP_020903378.1	XP_032218348.2	XP_022794633.1	
N0.HOG0012315	OG0012087	-	XP_020903397.1	XP_001640959.1	XP_022799451.1	
N0.HOG0012316	OG0012088	-	XP_020903400.1	XP_048579585.1	XP_022794627.1	
N0.HOG0012317	OG0012089	-	XP_020903452.1	XP_032223457.1	XP_022789726.1	
N0.HOG0012318	OG0012090	-	XP_028515716.1, XP_020903493.1, XP_020903470.1			
N0.HOG0012319	OG0012091	-	XP_020903472.1	XP_032234682.1	XP_022798178.1	
N0.HOG0012320	OG0012092	-	XP_020903481.1	XP_001630296.1	XP_022795971.1	
N0.HOG0012321	OG0012093	-	XP_020903483.1	XP_001630330.1	XP_022808770.1	
N0.HOG0012322	OG0012094	-	XP_020903484.1	XP_001630329.2	XP_022808774.1	
N0.HOG0012323	OG0012095	-	XP_020903529.1	XP_001641714.2	XP_022797931.1	
N0.HOG0012324	OG0012096	-	XP_028512664.1, XP_020903548.1, XP_028519050.1			
N0.HOG0012325	OG0012097	-	XP_020903549.1	XP_032219566.1	XP_022800455.1	
N0.HOG0012326	OG0012098	-	XP_020903593.1	XP_032237665.2	XP_022779156.1	
N0.HOG0012327	OG0012099	-	XP_020903598.1	XP_032234864.1	XP_022786592.1	
N0.HOG0012328	OG0012100	-	XP_020903601.1	XP_032227929.2	XP_022798297.1	
N0.HOG0012329	OG0012101	-	XP_020903613.1	XP_032241036.2	XP_022790859.1	
N0.HOG0012330	OG0012102	-	XP_020903627.1	XP_032227927.2	XP_022798135.1	
N0.HOG0012331	OG0012103	-	XP_020903657.1	XP_048588665.1	XP_022797307.1	
N0.HOG0012332	OG0012104	-	XP_020903664.1	XP_032231125.2	XP_022779110.1	
N0.HOG0012333	OG0012105	-	XP_020903691.1	XP_048588650.1	XP_022793156.1	
N0.HOG0012334	OG0012106	-	XP_020903699.1	XP_032231430.2	XP_022791229.1	
N0.HOG0012335	OG0012107	-	XP_020903702.1	XP_001637294.3	XP_022805362.1	
N0.HOG0012336	OG0012108	-	XP_020903704.1	XP_048588314.1	XP_022779143.1	
N0.HOG0012337	OG0012109	-	XP_020903746.2	XP_048585080.1	XP_022777836.1	
N0.HOG0012338	OG0012110	-	XP_020903779.1	XP_001630968.2	XP_022782509.1	
N0.HOG0012339	OG0012111	-	XP_020903798.1, XP_028518882.1, XP_028518883.1			
N0.HOG0012340	OG0012112	-	XP_020903808.1	XP_001639695.2	XP_022782311.1	
N0.HOG0012341	OG0012113	-	XP_020903812.1	XP_048585528.1	XP_022782320.1	
N0.HOG0012342	OG0012114	-	XP_020903813.1	XP_032222715.2	XP_022781994.1	
N0.HOG0012343	OG0012115	-	XP_020903827.1	XP_001639694.3	XP_022782310.1	
N0.HOG0012344	OG0012116	-	XP_020903828.1	XP_001639693.3	XP_022782380.1	
N0.HOG0012345	OG0012117	-	XP_020903879.2		XP_022805944.1, XP_022794385.1	
N0.HOG0012346	OG0012118	-	XP_020907343.1, XP_020903880.2		XP_022800680.1	
N0.HOG0012347	OG0012119	-	XP_020903887.1, XP_020904342.1		XP_022784343.1	
N0.HOG0012348	OG0012120	-	XP_028515997.1, XP_020912479.1, XP_020903889.1			
N0.HOG0012349	OG0012121	-	XP_020903905.1	XP_001635619.2	XP_022799406.1	
N0.HOG0012350	OG0012122	-	XP_020903915.1	XP_001627211.2		Xe_021641-T1
N0.HOG0012351	OG0012123	-	XP_020903927.1	XP_032223463.1	XP_022789240.1	
N0.HOG0012352	OG0012124	-	XP_020903936.1	XP_032219283.1	XP_022789195.1	
N0.HOG0012353	OG0012125	-	XP_020903948.2	XP_032239089.1	XP_022789253.1	
N0.HOG0012354	OG0012126	-	XP_020903958.1	XP_032242905.1		Xe_021797-T1
N0.HOG0012355	OG0012127	-	XP_020903962.1	XP_048580486.1	XP_022789216.1	
N0.HOG0012356	OG0012128	-	XP_020903980.1			Xe_017916-T1, Xe_025939-T1
N0.HOG0012357	OG0012129	-	XP_020903984.1	XP_001621638.2		Xe_005263-T1
N0.HOG0012358	OG0012130	-	XP_020903999.1	XP_032224690.2		Xe_019263-T1
N0.HOG0012359	OG0012131	-	XP_020916720.1, XP_020904010.1, XP_028516330.1			
N0.HOG0012360	OG0012132	-	XP_020904037.1	XP_001638720.2	XP_022782899.1	
N0.HOG0012361	OG0012133	-	XP_020904052.1	XP_048580168.1	XP_022808838.1	
N0.HOG0012362	OG0012134	-	XP_020904058.1	XP_032237700.1	XP_022790871.1	
N0.HOG0012363	OG0012135	-	XP_020904103.1	XP_032228965.1		Xe_011307-T1
N0.HOG0012364	OG0012136	-	XP_020904124.1	XP_001638215.1	XP_022783462.1	
N0.HOG0012365	OG0012137	-	XP_020904141.1	XP_032228911.2	XP_022793599.1	
N0.HOG0012366	OG0012138	-	XP_020904150.1	XP_001637378.3	XP_022801179.1	
N0.HOG0012367	OG0012139	-	XP_020904155.1	XP_032228910.2	XP_022793565.1	
N0.HOG0012368	OG0012140	-	XP_020904157.1	XP_032238002.1	XP_022791658.1	
N0.HOG0012369	OG0012141	-	XP_020904168.1	XP_048588763.1	XP_022793267.1	
N0.HOG0012370	OG0012142	-	XP_020904179.2	XP_048589350.1	XP_022781160.1	
N0.HOG0012371	OG0012143	-	XP_020904184.1	XP_032235225.2	XP_022797948.1	
N0.HOG0012372	OG0012144	-	XP_020904186.1	XP_032235252.2	XP_022788207.1	
N0.HOG0012373	OG0012145	-	XP_020904194.1	XP_001636570.1	XP_022796436.1	
N0.HOG0012374	OG0012146	-	XP_020904213.1	XP_001639067.1	XP_022781096.1	
N0.HOG0012375	OG0012147	-	XP_020904214.2	XP_032237811.1	XP_022785849.1	
N0.HOG0012376	OG0012148	-	XP_020904242.1	XP_032218670.1	XP_022793063.1	
N0.HOG0012377	OG0012149	-	XP_020904264.2	XP_048588750.1	XP_022791611.1	
N0.HOG0012378	OG0012150	-	XP_020904268.1	XP_001637816.3	XP_022786766.1	
N0.HOG0012379	OG0012151	-	XP_020904273.1	XP_048576037.1	XP_022780263.1	
N0.HOG0012380	OG0012152	-	XP_020904280.1	XP_048575649.1	XP_022782318.1	
N0.HOG0012381	OG0012153	-	XP_020904284.1	XP_001632984.1	XP_022790355.1	
N0.HOG0012382	OG0012154	-	XP_020904289.1		XP_022788757.1, XP_022789703.1	
N0.HOG0012383	OG0012155	-	XP_028514325.1, XP_020910391.1, XP_020904291.1			
N0.HOG0012384	OG0012156	-	XP_020904303.1	XP_001623181.2	XP_022781736.1	
N0.HOG0012385	OG0012157	-	XP_020904307.2	XP_001639648.1	XP_022778939.1	
N0.HOG0012386	OG0012158	-	XP_020904311.1	XP_001639735.2	XP_022778949.1	
N0.HOG0012387	OG0012159	-	XP_020904315.1	XP_001631917.3	XP_022781726.1	
N0.HOG0012388	OG0012160	-	XP_020904319.1	XP_001628014.2	XP_022780622.1	
N0.HOG0012389	OG0012161	-	XP_020904322.1	XP_001635245.2	XP_022782347.1	
N0.HOG0012390	OG0012162	-	XP_020904329.1	XP_032220550.1	XP_022781752.1	
N0.HOG0012391	OG0012163	-	XP_020904331.1	XP_032236748.1	XP_022781721.1	
N0.HOG0012392	OG0012164	-	XP_020904333.1	XP_001631916.2	XP_022781686.1	
N0.HOG0012393	OG0012165	-	XP_020904349.1	XP_001631646.1	XP_022789851.1	
N0.HOG0012394	OG0012166	-	XP_020904364.1	XP_032230482.2	XP_022790263.1	
N0.HOG0012395	OG0012167	-	XP_020904373.1	XP_032240909.1	XP_022783757.1	
N0.HOG0012396	OG0012168	-	XP_020904374.1	XP_001632001.3	XP_022801762.1	
N0.HOG0012397	OG0012169	-	XP_020904377.1	XP_001636306.2	XP_022800371.1	
N0.HOG0012398	OG0012170	-	XP_020904388.1	XP_001636360.2	XP_022797642.1	
N0.HOG0012399	OG0012171	-	XP_020904397.1	XP_048580428.1, XP_048580427.1		
N0.HOG0012400	OG0012172	-	XP_020910123.1, XP_020910891.1, XP_020904398.1			
N0.HOG0012401	OG0012173	-	XP_020904418.2	XP_001626890.3	XP_022794492.1	
N0.HOG0012402	OG0012174	-	XP_020904430.1	XP_001628976.1	XP_022783858.1	
N0.HOG0012403	OG0012175	-	XP_020904434.1	XP_048578295.1	XP_022786526.1	
N0.HOG0012404	OG0012176	-	XP_020904441.1	XP_001630486.3	XP_022791193.1	
N0.HOG0012405	OG0012177	-	XP_020904443.1	XP_032234982.2	XP_022780717.1	
N0.HOG0012406	OG0012178	-	XP_020904458.1	XP_001630468.3	XP_022780701.1	
N0.HOG0012407	OG0012179	-	XP_020904468.1, XP_020914616.1, XP_028515984.1			
N0.HOG0012408	OG0012180	-	XP_020904473.1	XP_032236587.2	XP_022780835.1	
N0.HOG0012409	OG0012181	-	XP_020904485.1	XP_001635763.2	XP_022780791.1	
N0.HOG0012410	OG0012182	-	XP_020904502.1		XP_022789256.1, XP_022788722.1	
N0.HOG0012411	OG0012183	-	XP_020904537.1	XP_001637847.1	XP_022785176.1	
N0.HOG0012412	OG0012184	-	XP_028513726.1, XP_020904571.1	XP_032240861.2		
N0.HOG0012413	OG0012185	-	XP_020904577.1	XP_001634358.2	XP_022779200.1	
N0.HOG0012414	OG0012186	-	XP_020904585.1	XP_001636349.1	XP_022786882.1	
N0.HOG0012415	OG0012187	-	XP_020904625.1	XP_001638986.1	XP_022805590.1	
N0.HOG0012416	OG0012188	-	XP_020904635.1	XP_001637756.2	XP_022804709.1	
N0.HOG0012417	OG0012189	-	XP_020904638.1	XP_048584028.1	XP_022808069.1	
N0.HOG0012418	OG0012190	-	XP_020904641.1	XP_001624781.2		Xe_002290-T1
N0.HOG0012419	OG0012191	-	XP_020904642.1	XP_048583602.1	XP_022794070.1	
N0.HOG0012420	OG0012192	-	XP_020904654.1	XP_032236995.2	XP_022780250.1	
N0.HOG0012421	OG0012193	-	XP_020904663.1	XP_032228890.1	XP_022780339.1	
N0.HOG0012422	OG0012194	-	XP_020904679.1	XP_032232815.1	XP_022781041.1	
N0.HOG0012423	OG0012195	-	XP_020904685.1	XP_032232817.1	XP_022794775.1	
N0.HOG0012424	OG0012196	-	XP_020904707.1	XP_032235244.2	XP_022781123.1	
N0.HOG0012425	OG0012197	-	XP_020904728.1	XP_048586814.1	XP_022797358.1	
N0.HOG0012426	OG0012198	-	XP_020904741.1	XP_001637482.1	XP_022791493.1	
N0.HOG0012427	OG0012199	-	XP_020904775.1	XP_032218033.1	XP_022781895.1	
N0.HOG0012428	OG0012200	-	XP_020904782.1	XP_001626498.3	XP_022796902.1	
N0.HOG0012429	OG0012201	-	XP_020904784.1	XP_032241963.2	XP_022802561.1	
N0.HOG0012430	OG0012202	-	XP_020904794.1, XP_028514045.1	XP_048583456.1		
N0.HOG0012431	OG0012203	-	XP_020904801.2	XP_048584243.1	XP_022799312.1	
N0.HOG0012432	OG0012204	-	XP_020904803.1	XP_032226214.2	XP_022780430.1	
N0.HOG0012433	OG0012205	-	XP_020904806.1	XP_032218024.2	XP_022799332.1	
N0.HOG0012434	OG0012206	-	XP_028517340.1, XP_020904816.1		XP_022802634.1	
N0.HOG0012435	OG0012207	-	XP_020904818.1	XP_032228537.1	XP_022784995.1	
N0.HOG0012436	OG0012208	-	XP_020904822.1	XP_001623724.2	XP_022784354.1	
N0.HOG0012437	OG0012209	-	XP_020904829.1	XP_032237271.2	XP_022795504.1	
N0.HOG0012438	OG0012210	-	XP_020907434.1, XP_020904838.1, XP_020907612.1			
N0.HOG0012439	OG0012211	-	XP_020904848.1	XP_001629694.2	XP_022781927.1	
N0.HOG0012440	OG0012212	-	XP_020904865.1	XP_032217986.1	XP_022780410.1	
N0.HOG0012441	OG0012213	-	XP_020904880.1	XP_001629285.1	XP_022802867.1	
N0.HOG0012442	OG0012214	-	XP_020904882.1	XP_001632371.1	XP_022781907.1	
N0.HOG0012443	OG0012215	-	XP_020904884.2	XP_048583913.1	XP_022781876.1	
N0.HOG0012444	OG0012216	-	XP_020904887.1	XP_048583993.1	XP_022785584.1	
N0.HOG0012445	OG0012217	-	XP_020904891.1	XP_032225478.2	XP_022797786.1	
N0.HOG0012446	OG0012218	-	XP_020904922.1	XP_032236317.1	XP_022780408.1	
N0.HOG0012447	OG0012219	-	XP_020904936.2	XP_032243211.2	XP_022788942.1	
N0.HOG0012448	OG0012220	-	XP_020904944.1	XP_001638102.2	XP_022801111.1	
N0.HOG0012449	OG0012221	-	XP_020904945.1	XP_048588922.1	XP_022796179.1	
N0.HOG0012450	OG0012222	-	XP_020904961.1	XP_001624736.2	XP_022797769.1	
N0.HOG0012451	OG0012223	-	XP_020904974.2	XP_001640094.1	XP_022801971.1	
N0.HOG0012452	OG0012224	-	XP_020904980.1	XP_048586919.1	XP_022780953.1	
N0.HOG0012453	OG0012225	-	XP_020904995.1	XP_048578565.1	XP_022798906.1	
N0.HOG0012454	OG0012226	-	XP_028516476.1, XP_020905002.1, XP_020906354.1			
N0.HOG0012455	OG0012227	-	XP_020905026.1		XP_022794908.1	Xe_013148-T1
N0.HOG0012456	OG0012228	-	XP_020905029.1	XP_032226832.2	XP_022779394.1	
N0.HOG0012457	OG0012229	-	XP_020905032.1	XP_001639751.2	XP_022779440.1	
N0.HOG0012458	OG0012230	-	XP_020917643.1, XP_020905033.1	XP_048580024.1		
N0.HOG0012459	OG0012231	-	XP_020905087.1	XP_032239118.1	XP_022780869.1	
N0.HOG0012460	OG0012232	-	XP_020905095.1, XP_020912020.1	XP_048582587.1		
N0.HOG0012461	OG0012233	-	XP_020905124.1	XP_001635866.2	XP_022785932.1	
N0.HOG0012462	OG0012234	-	XP_020905133.1	XP_001634159.2	XP_022798693.1	
N0.HOG0012463	OG0012235	-	XP_020905140.1	XP_048580124.1		Xe_021498-T1
N0.HOG0012464	OG0012236	-	XP_020911326.1, XP_028515208.1, XP_020905166.1			
N0.HOG0012465	OG0012237	-	XP_020905177.1	XP_032236362.1	XP_022788219.1	
N0.HOG0012466	OG0012238	-	XP_020905179.1	XP_032236332.1	XP_022788217.1	
N0.HOG0012467	OG0012239	-	XP_020905185.1	XP_032223096.1	XP_022799488.1	
N0.HOG0012468	OG0012240	-	XP_020905204.1	XP_032223032.2	XP_022797926.1	
N0.HOG0012469	OG0012241	-	XP_020905208.1	XP_001627461.2	XP_022793174.1	
N0.HOG0012470	OG0012242	-	XP_020905209.1	XP_048589718.1		Xe_015952-T1
N0.HOG0012471	OG0012243	-	XP_020905229.1	XP_032223251.2	XP_022778925.1	
N0.HOG0012472	OG0012244	-	XP_020905237.1	XP_032233522.1	XP_022793370.1	
N0.HOG0012473	OG0012245	-	XP_020905238.1	XP_048589554.1	XP_022788243.1	
N0.HOG0012474	OG0012246	-	XP_020905239.1	XP_032230995.2	XP_022784634.1	
N0.HOG0012475	OG0012247	-	XP_020905242.1	XP_001629260.1	XP_022794296.1	
N0.HOG0012476	OG0012248	-	XP_020914043.1, XP_020905245.1	XP_001641763.3		
N0.HOG0012477	OG0012249	-	XP_020905254.1	XP_032226743.2	XP_022788266.1	
N0.HOG0012478	OG0012250	-	XP_020905255.1	XP_032226744.1	XP_022788205.1	
N0.HOG0012479	OG0012251	-	XP_020905256.1	XP_032242171.2	XP_022801330.1	
N0.HOG0012480	OG0012252	-	XP_020905258.1	XP_032236363.1	XP_022788204.1	
N0.HOG0012481	OG0012253	-	XP_020905262.1	XP_032223013.1	XP_022795352.1	
N0.HOG0012482	OG0012254	-	XP_020905269.1	XP_001626796.3	XP_022801434.1	
N0.HOG0012483	OG0012255	-	XP_020905274.1	XP_001627441.3	XP_022786105.1	
N0.HOG0012484	OG0012256	-	XP_020905287.1	XP_001627459.2	XP_022793214.1	
N0.HOG0012485	OG0012257	-	XP_020905291.1	XP_032242139.1	XP_022785722.1	
N0.HOG0012486	OG0012258	-	XP_020905297.1	XP_001627457.3	XP_022786124.1	
N0.HOG0012487	OG0012259	-	XP_020905326.2	XP_032236373.2	XP_022788229.1	
N0.HOG0012488	OG0012260	-	XP_020905354.1	XP_032218812.2	XP_022787333.1	
N0.HOG0012489	OG0012261	-	XP_020905373.1	XP_048576248.1	XP_022802881.1	
N0.HOG0012490	OG0012262	-	XP_020905401.1	XP_032218955.2	XP_022802364.1	
N0.HOG0012491	OG0012263	-	XP_020905407.1	XP_001628397.2	XP_022780162.1	
N0.HOG0012492	OG0012264	-	XP_020905410.1, XP_028519049.1, XP_028517989.1			
N0.HOG0012493	OG0012265	-	XP_020905424.2		XP_022807309.1, XP_022795758.1	
N0.HOG0012494	OG0012266	-	XP_020905436.1	XP_032240272.2	XP_022788493.1	
N0.HOG0012495	OG0012267	-	XP_020905442.1	XP_032233594.2	XP_022786762.1	
