HOG	OG	Gene Tree Parent Clade	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
N2.HOG0005114	OG0004921	n0	XP_020894122.1	XP_032231409.1		
N2.HOG0005115	OG0004922	n0	XP_020894123.1	XP_032231060.1		
N2.HOG0005116	OG0004923	n0	XP_020894127.1	XP_048576533.1		
N2.HOG0005117	OG0004924	n0	XP_020894129.1	XP_032230119.1		
N2.HOG0005118	OG0004925	n0	XP_020894130.1	XP_001637983.2		
N2.HOG0005119	OG0004926	n0	XP_020894137.1	XP_001625874.2		
N2.HOG0005120	OG0004927	n0	XP_020894155.1			
N2.HOG0005121	OG0004928	n0	XP_020894157.1	XP_001637094.2		
N2.HOG0005122	OG0004929	n0	XP_020894172.1	XP_001625919.2		
N2.HOG0005123	OG0004930	n0	XP_020894174.1	XP_048576722.1		
N2.HOG0005124	OG0004931	n0	XP_020894177.1	XP_001631308.3		
N2.HOG0005125	OG0004932	n0	XP_020909191.1, XP_020909190.1, XP_020894181.1, XP_020914499.1			
N2.HOG0005126	OG0004933	n0	XP_020894183.1, XP_028517903.1	XP_032222501.2		
N2.HOG0005127	OG0004934	n0	XP_020894189.1	XP_032242580.2		
N2.HOG0005128	OG0004935	n0	XP_020894195.2, XP_028513416.1, XP_020895301.2, XP_028517924.1			
N2.HOG0005129	OG0004936	n0	XP_020894196.1	XP_032220925.2		
N2.HOG0005130	OG0004937	n0	XP_020894200.1	XP_001634577.2		
N2.HOG0005131	OG0004938	n0	XP_020894202.1	XP_001636798.2		
N2.HOG0005132	OG0004939	n0	XP_020894203.1	XP_032239771.1		
N2.HOG0005133	OG0004940	n0	XP_020894204.1	XP_032241174.2		
N2.HOG0005134	OG0004941	n0	XP_020894212.1	XP_032218353.2		
N2.HOG0005135	OG0004942	n0	XP_020894218.1	XP_001629479.2		
N2.HOG0005136	OG0004943	n0	XP_020894223.1	XP_032218240.1		
N2.HOG0005137	OG0004944	n0	XP_020894224.1	XP_048579612.1		
N2.HOG0005138	OG0004945	n0	XP_020894225.1	XP_032222903.1		
N2.HOG0005139	OG0004946	n0	XP_020898777.1, XP_020894226.1	XP_032222174.2		
N2.HOG0005140	OG0004947	n0	XP_020894227.1	XP_001641640.2		
N2.HOG0005141	OG0004948	n0	XP_020894228.1	XP_048580157.1		
N2.HOG0005142	OG0004949	n0	XP_020894229.1	XP_001625173.2		
N2.HOG0005143	OG0004950	n0	XP_020894233.1	XP_001641448.2		
N2.HOG0005144	OG0004951	n0	XP_020894245.1	XP_048579769.1		
N2.HOG0005145	OG0004952	n0	XP_020894253.1	XP_001629491.2		
N2.HOG0005146	OG0004953	n0	XP_020894255.1	XP_001629465.1		
N2.HOG0005147	OG0004954	n0	XP_020894269.1, XP_028516856.1	XP_048586534.1		
N2.HOG0005148	OG0004955	n0	XP_028513189.1, XP_020894322.1, XP_028513177.1, XP_020894270.1			
N2.HOG0005149	OG0004956	n0	XP_020894271.1	XP_032238380.2		
N2.HOG0005150	OG0004957	n0	XP_020894272.1	XP_048586184.1		
N2.HOG0005151	OG0004958	n0	XP_020894279.1	XP_001632291.2		
N2.HOG0005152	OG0004959	n0	XP_020894281.1	XP_001628103.3		
N2.HOG0005153	OG0004960	n0	XP_020894283.1	XP_032238381.2		
N2.HOG0005154	OG0004961	n0	XP_020894284.1	XP_032238382.2		
N2.HOG0005155	OG0004962	n0	XP_020894285.1	XP_001633289.3		
N2.HOG0005156	OG0004963	n0	XP_020894289.1	XP_001632290.2		
N2.HOG0005157	OG0004964	n0	XP_020894291.1	XP_032219619.2		
N2.HOG0005158	OG0004965	n0	XP_020894292.1	XP_048586315.1		
N2.HOG0005159	OG0004966	n0	XP_020894309.2	XP_001635105.3		
N2.HOG0005160	OG0004967	n0	XP_020894315.1	XP_048586141.1		
N2.HOG0005161	OG0004968	n0	XP_020894320.1	XP_032219620.2		
N2.HOG0005162	OG0004969	n0	XP_020894323.1	XP_048586135.1		
N2.HOG0005163	OG0004970	n0	XP_020894324.1	XP_032237226.2		
N2.HOG0005164	OG0004971	n0	XP_020894325.1	XP_032226598.2		
N2.HOG0005165	OG0004972	n0	XP_020894333.1	XP_032241645.2		
N2.HOG0005166	OG0004973	n0	XP_020894334.1	XP_048586503.1		
N2.HOG0005167	OG0004974	n0	XP_020894336.1	XP_048586501.1		
N2.HOG0005168	OG0004975	n0	XP_020894337.1	XP_001638867.3		
N2.HOG0005169	OG0004976	n0	XP_020894347.2	XP_001633338.3		
N2.HOG0005170	OG0004977	n0	XP_020894349.1	XP_048585916.1		
N2.HOG0005171	OG0004978	n0	XP_020906489.1, XP_020894358.1	XP_032240484.1		
N2.HOG0005172	OG0004979	n0	XP_020894361.1	XP_048576820.1		
N2.HOG0005173	OG0004980	n0	XP_020894368.1	XP_048576538.1		
N2.HOG0005174	OG0004981	n0	XP_020894369.1	XP_032218420.2		
N2.HOG0005175	OG0004982	n0	XP_020894370.1	XP_001637977.2		
N2.HOG0005176	OG0004983	n0	XP_020894371.1	XP_001637976.1		
N2.HOG0005177	OG0004984	n0	XP_020894372.1	XP_032218455.2		
N2.HOG0005178	OG0004985	n0	XP_020894390.1, XP_020912028.1	XP_032219115.2		
N2.HOG0005179	OG0004986	n0	XP_020894391.1	XP_048576866.1		
N2.HOG0005180	OG0004987	n0	XP_020894399.1	XP_048576547.1		
N2.HOG0005181	OG0004988	n0	XP_020894400.2	XP_001638035.3		
N2.HOG0005182	OG0004989	n0	XP_020894401.1	XP_001628774.2		
N2.HOG0005183	OG0004990	n0	XP_020906464.1, XP_020894403.1	XP_001628642.2		
N2.HOG0005184	OG0004991	n0	XP_020894411.1	XP_001637979.3		
N2.HOG0005185	OG0004992	n0	XP_020894416.1	XP_032225192.1		
N2.HOG0005186	OG0004993	n0	XP_020894418.1	XP_048576389.1		
N2.HOG0005187	OG0004994	n0	XP_020894423.1	XP_048576583.1		
N2.HOG0005188	OG0004995	n0	XP_020894431.1	XP_001628674.3		
N2.HOG0005189	OG0004996	n0	XP_020894433.1	XP_048577105.1		
N2.HOG0005190	OG0004997	n0	XP_020894437.1	XP_032218434.1		
N2.HOG0005191	OG0004998	n0	XP_020894448.1	XP_048581780.1		
N2.HOG0005192	OG0004999	n0	XP_020894452.1	XP_032227152.2		
N2.HOG0005193	OG0005000	n0	XP_020894460.1	XP_048580917.1		
N2.HOG0005194	OG0005001	n0	XP_020894466.1	XP_032220904.1		
N2.HOG0005195	OG0005002	n0	XP_028513227.1, XP_020894473.1, XP_020901836.1, XP_020894472.1			
N2.HOG0005196	OG0005003	n0	XP_020894481.1	XP_001632967.1		
N2.HOG0005197	OG0005004	n0	XP_020894483.2	XP_001634651.2		
N2.HOG0005198	OG0005005	n0	XP_020894484.1	XP_001638671.2		
N2.HOG0005199	OG0005006	n0	XP_020894518.1	XP_032239153.2		
N2.HOG0005200	OG0005007	n0	XP_020894520.1	XP_048582026.1		
N2.HOG0005201	OG0005008	n0	XP_020894526.1	XP_048583111.1		
N2.HOG0005202	OG0005009	n0	XP_020894535.1	XP_001624127.1		
N2.HOG0005203	OG0005010	n0	XP_020894537.1	XP_001631942.2		
N2.HOG0005204	OG0005011	n0	XP_020894539.1	XP_001639467.1		
N2.HOG0005205	OG0005012	n0	XP_020894540.1	XP_032225545.2		
N2.HOG0005206	OG0005013	n0	XP_020894543.1	XP_032226538.2		
N2.HOG0005207	OG0005014	n0	XP_020894550.1	XP_032238496.2		
N2.HOG0005208	OG0005015	n0	XP_020894557.1	XP_032234155.2		
N2.HOG0005209	OG0005016	n0	XP_020894558.1	XP_032234117.2		
N2.HOG0005210	OG0005017	n0	XP_020894559.2	XP_001631481.3		
N2.HOG0005211	OG0005018	n0	XP_020894560.1	XP_001629750.2		
N2.HOG0005212	OG0005019	n0	XP_020894561.1	XP_032238328.1		
N2.HOG0005213	OG0005020	n0	XP_020894563.1	XP_001639500.2		
N2.HOG0005214	OG0005021	n0	XP_020894566.1	XP_032234100.2		
N2.HOG0005215	OG0005022	n0	XP_020894585.1	XP_032236162.1		
N2.HOG0005216	OG0005023	n0	XP_020894590.1	XP_001631496.1		
N2.HOG0005217	OG0005024	n0	XP_020894591.1	XP_001627928.3		
N2.HOG0005218	OG0005025	n0	XP_020894592.1	XP_001627913.3		
N2.HOG0005219	OG0005026	n0	XP_020894593.1	XP_032243122.2		
N2.HOG0005220	OG0005027	n0	XP_020894594.2	XP_048582476.1		
N2.HOG0005221	OG0005028	n0	XP_020894595.1	XP_001623576.1		
N2.HOG0005222	OG0005029	n0	XP_020894600.1	XP_001639468.1		
N2.HOG0005223	OG0005030	n0	XP_020894603.1	XP_048585711.1		
N2.HOG0005224	OG0005031	n0	XP_020894604.1	XP_001627918.3		
N2.HOG0005225	OG0005032	n0	XP_020894605.1	XP_001628185.2		
N2.HOG0005226	OG0005033	n0	XP_020894613.1	XP_048581898.1		
N2.HOG0005227	OG0005034	n0	XP_020894615.1	XP_001633952.2		
N2.HOG0005228	OG0005035	n0	XP_020894619.1	XP_048582682.1		
N2.HOG0005229	OG0005036	n0	XP_020894620.1	XP_001626338.3		
N2.HOG0005230	OG0005037	n0	XP_020894623.1	XP_048582125.1, XP_048582349.1, XP_048582348.1		
N2.HOG0005231	OG0005038	n0	XP_020894624.1	XP_032239140.2		
N2.HOG0005232	OG0005039	n0	XP_020894627.1	XP_032239133.2		
N2.HOG0005233	OG0005040	n0	XP_020894628.1	XP_001631463.2		
N2.HOG0005234	OG0005041	n0	XP_020894631.1	XP_048584994.1		
N2.HOG0005235	OG0005042	n0	XP_020894635.1, XP_020907784.1	XP_001639440.2		
N2.HOG0005236	OG0005043	n0	XP_020894636.1	XP_001628193.3		
N2.HOG0005237	OG0005044	n0	XP_020894637.1	XP_032236795.1		
N2.HOG0005238	OG0005045	n0	XP_020894659.2	XP_032234160.2		
N2.HOG0005239	OG0005046	n0	XP_020894662.1	XP_048582473.1		
N2.HOG0005240	OG0005047	n0	XP_020894664.2	XP_001633951.3		
N2.HOG0005241	OG0005048	n0	XP_020894667.1	XP_048582126.1		
N2.HOG0005242	OG0005049	n0	XP_020894675.1	XP_048582336.1		
N2.HOG0005243	OG0005050	n0	XP_020894676.1	XP_032228103.1		
N2.HOG0005244	OG0005051	n0	XP_020894677.1	XP_048581793.1		
N2.HOG0005245	OG0005052	n0	XP_020894685.1	XP_032242346.2		
N2.HOG0005246	OG0005053	n0	XP_020894693.1	XP_032220459.1		
N2.HOG0005247	OG0005054	n0	XP_020894694.1	XP_001636677.1		
N2.HOG0005248	OG0005055	n0	XP_020894698.1	XP_001639631.3		
N2.HOG0005249	OG0005056	n0	XP_020894699.1	XP_001636707.2		
N2.HOG0005250	OG0005057	n0	XP_020894705.1	XP_001625582.2		
N2.HOG0005251	OG0005058	n0	XP_020894707.1	XP_048584725.1		
N2.HOG0005252	OG0005059	n0	XP_020894711.1	XP_001635283.2		
N2.HOG0005253	OG0005060	n0	XP_020894712.1	XP_048584526.1		
N2.HOG0005254	OG0005061	n0	XP_020894713.1	XP_032240588.1		
N2.HOG0005255	OG0005062	n0	XP_020894715.1	XP_032240732.2		
N2.HOG0005256	OG0005063	n0	XP_020916049.1, XP_020894719.1, XP_028519315.1, XP_020894718.1			
N2.HOG0005257	OG0005064	n0	XP_020894722.1	XP_032240120.2		
N2.HOG0005258	OG0005065	n0	XP_020894723.1	XP_048585345.1		
N2.HOG0005259	OG0005066	n0	XP_020894725.1	XP_032222635.1		
N2.HOG0005260	OG0005067	n0	XP_020894734.1	XP_001628923.2		
N2.HOG0005261	OG0005068	n0	XP_020894739.1	XP_032220711.2		
N2.HOG0005262	OG0005069	n0	XP_020894753.1	XP_048585587.1		
N2.HOG0005263	OG0005070	n0	XP_020894754.2, XP_020895855.2, XP_028519483.1, XP_020900000.1			
N2.HOG0005264	OG0005071	n0	XP_020894761.2	XP_032233010.2		
N2.HOG0005265	OG0005072	n0	XP_020894767.1	XP_048586809.1		
N2.HOG0005266	OG0005073	n0	XP_020894772.1	XP_032239900.2		
N2.HOG0005267	OG0005074	n0	XP_020894773.1	XP_001638290.2		
N2.HOG0005268	OG0005075	n0	XP_020894774.1	XP_001637196.1		
N2.HOG0005269	OG0005076	n0	XP_020894777.1	XP_032230594.2		
N2.HOG0005270	OG0005077	n0	XP_020894782.1	XP_048586806.1		
N2.HOG0005271	OG0005078	n0	XP_020894803.1	XP_048590340.1		
N2.HOG0005272	OG0005079	n0	XP_020894804.1	XP_048590221.1		
N2.HOG0005273	OG0005080	n0	XP_020894805.1	XP_048590670.1		
N2.HOG0005274	OG0005081	n0	XP_020894806.1	XP_048590671.1		
N2.HOG0005275	OG0005082	n0	XP_020894808.1	XP_032229578.1		
N2.HOG0005276	OG0005083	n0	XP_020894811.1	XP_048590561.1		
N2.HOG0005277	OG0005084	n0	XP_020894816.1	XP_032229584.1		
N2.HOG0005278	OG0005085	n0	XP_020894819.1	XP_032219080.1		
N2.HOG0005279	OG0005086	n0	XP_020894821.1	XP_032229592.1		
N2.HOG0005280	OG0005087	n0	XP_020894828.2	XP_048590163.1		
N2.HOG0005281	OG0005088	n0	XP_020894830.1	XP_048590164.1		
N2.HOG0005282	OG0005089	n0	XP_020894836.1	XP_001630673.2		
N2.HOG0005283	OG0005090	n0	XP_020894837.1	XP_048584996.1		
N2.HOG0005284	OG0005091	n0	XP_020894838.1	XP_001626107.1		
N2.HOG0005285	OG0005092	n0	XP_020894840.2	XP_048590423.1		
N2.HOG0005286	OG0005093	n0	XP_020894849.1	XP_001630648.3		
N2.HOG0005287	OG0005094	n0	XP_020894850.1	XP_048590306.1		
N2.HOG0005288	OG0005095	n0	XP_020894862.1	XP_001626109.3		
N2.HOG0005289	OG0005096	n0	XP_020894870.1	XP_048585988.1		
N2.HOG0005290	OG0005097	n0	XP_020894876.1	XP_001631204.1		
N2.HOG0005291	OG0005098	n0	XP_020894877.1	XP_048586451.1		
N2.HOG0005292	OG0005099	n0	XP_020894880.1	XP_032222638.1		
N2.HOG0005293	OG0005100	n0	XP_020894881.1	XP_001633343.2		
N2.HOG0005294	OG0005101	n0	XP_020894883.1	XP_048586185.1		
N2.HOG0005295	OG0005102	n0	XP_020894884.1	XP_048586415.1		
N2.HOG0005296	OG0005103	n0	XP_020894896.1	XP_048586340.1		
N2.HOG0005297	OG0005104	n0	XP_020894900.1	XP_048586431.1		
N2.HOG0005298	OG0005105	n0	XP_020894902.1	XP_032240462.2		
N2.HOG0005299	OG0005106	n0	XP_020894903.1	XP_001635069.1		
N2.HOG0005300	OG0005107	n0	XP_020894904.1	XP_048585878.1		
N2.HOG0005301	OG0005108	n0	XP_020894909.1	XP_001631179.2		
N2.HOG0005302	OG0005109	n0	XP_020894912.1	XP_032235861.2		
N2.HOG0005303	OG0005110	n0	XP_020894915.1	XP_032241705.2		
N2.HOG0005304	OG0005111	n0	XP_020894918.1	XP_032235850.2		
N2.HOG0005305	OG0005112	n0	XP_020894920.1, XP_020909262.1	XP_032229226.2		
N2.HOG0005306	OG0005113	n0	XP_020894921.1	XP_001628603.2, XP_048586558.1		
N2.HOG0005307	OG0005114	n0	XP_020894923.1, XP_020904083.1	XP_048579290.1		
N2.HOG0005308	OG0005115	n0	XP_020894928.1	XP_001628618.2		
N2.HOG0005309	OG0005116	n0	XP_020894929.1	XP_032235865.1		
N2.HOG0005310	OG0005117	n0	XP_020894930.1	XP_032235862.2		
N2.HOG0005311	OG0005118	n0	XP_020894931.1			
N2.HOG0005312	OG0005119	n0	XP_020894934.1	XP_032237172.1		
N2.HOG0005313	OG0005120	n0	XP_020894942.1	XP_032230595.1		
N2.HOG0005314	OG0005121	n0	XP_020894945.1	XP_048586054.1		
N2.HOG0005315	OG0005122	n0	XP_020894952.1	XP_001628609.2		
N2.HOG0005316	OG0005123	n0	XP_020894953.1	XP_001627766.2		
N2.HOG0005317	OG0005124	n0	XP_020894954.1	XP_001632230.1		
N2.HOG0005318	OG0005125	n0	XP_020894961.1	XP_048586344.1		
N2.HOG0005319	OG0005126	n0	XP_020894964.1	XP_001633302.1		
N2.HOG0005320	OG0005127	n0	XP_020894966.1	XP_048585247.1		
N2.HOG0005321	OG0005128	n0	XP_020894974.1	XP_001627502.2		
N2.HOG0005322	OG0005129	n0	XP_020894975.1	XP_001641855.3		
N2.HOG0005323	OG0005130	n0	XP_020894979.1	XP_032223095.2		
N2.HOG0005324	OG0005131	n0	XP_020894980.1	XP_001631068.1		
N2.HOG0005325	OG0005132	n0	XP_020911775.1, XP_020894981.1	XP_048589341.1		
N2.HOG0005326	OG0005133	n0	XP_020894986.1	XP_001641786.2		
N2.HOG0005327	OG0005134	n0	XP_020894990.1	XP_032218186.2		
N2.HOG0005328	OG0005135	n0	XP_020894998.1	XP_001640901.1		
N2.HOG0005329	OG0005136	n0	XP_020895006.1	XP_048589177.1		
N2.HOG0005330	OG0005137	n0	XP_020895008.1	XP_032223217.1		
N2.HOG0005331	OG0005138	n0	XP_020895016.1	XP_001641223.1		
N2.HOG0005332	OG0005139	n0	XP_020895020.1	XP_001641871.3		
N2.HOG0005333	OG0005140	n0	XP_020895027.1	XP_001626216.2		
N2.HOG0005334	OG0005141	n0	XP_020895037.1	XP_001641672.1		
N2.HOG0005335	OG0005142	n0	XP_020895040.1	XP_001641667.2		
N2.HOG0005336	OG0005143	n0	XP_020895047.1	XP_001641748.1		
N2.HOG0005337	OG0005144	n0	XP_020895054.1	XP_048577253.1		
N2.HOG0005338	OG0005145	n0	XP_020895058.2	XP_001640504.3		
N2.HOG0005339	OG0005146	n0	XP_020895062.1	XP_001635639.2		
N2.HOG0005340	OG0005147	n0	XP_020895072.2	XP_032239758.2		
N2.HOG0005341	OG0005148	n0	XP_020895128.1, XP_020895073.1	XP_032233165.1		
N2.HOG0005342	OG0005149	n0	XP_020895075.1	XP_001625949.3		
N2.HOG0005343	OG0005150	n0	XP_020895078.1	XP_048579965.1		
N2.HOG0005344	OG0005151	n0	XP_020895083.1	XP_001641595.2		
N2.HOG0005345	OG0005152	n0	XP_020895090.1	XP_048579649.1		
N2.HOG0005346	OG0005153	n0	XP_020895092.1	XP_032231885.2		
N2.HOG0005347	OG0005154	n0	XP_020895096.1	XP_001647519.1		
N2.HOG0005348	OG0005155	n0	XP_020895098.1	XP_001641499.2		
N2.HOG0005349	OG0005156	n0	XP_020895103.1	XP_048576432.1		
N2.HOG0005350	OG0005157	n0	XP_020895106.1	XP_032231557.1		
N2.HOG0005351	OG0005158	n0	XP_020895107.1	XP_001641593.1		
N2.HOG0005352	OG0005159	n0	XP_020895108.1	XP_048577519.1		
N2.HOG0005353	OG0005160	n0	XP_028515074.1, XP_020895119.1, XP_020911483.1, XP_028515076.1			
N2.HOG0005354	OG0005161	n0	XP_020895125.2	XP_032226681.1		
N2.HOG0005355	OG0005162	n0	XP_020895130.1	XP_001641354.1		
N2.HOG0005356	OG0005163	n0	XP_020895131.1	XP_032241094.2		
N2.HOG0005357	OG0005164	n0	XP_020895142.2	XP_032241474.2		
N2.HOG0005358	OG0005165	n0	XP_020904752.2, XP_020904753.1, XP_020895145.2	XP_032232038.2		
N2.HOG0005359	OG0005166	n0	XP_020899535.1, XP_020895146.2	XP_001634832.3		
N2.HOG0005360	OG0005167	n0	XP_020895147.1, XP_020897395.1	XP_048581844.1		
N2.HOG0005361	OG0005168	n0	XP_020895156.1	XP_001632969.2		
N2.HOG0005362	OG0005169	n0	XP_020895158.1	XP_001632930.1		
N2.HOG0005363	OG0005170	n0	XP_020895169.1	XP_048575627.1		
N2.HOG0005364	OG0005171	n0	XP_020895180.1	XP_048588551.1		
N2.HOG0005365	OG0005172	n0	XP_020895184.1	XP_032227974.2		
N2.HOG0005366	OG0005173	n0	XP_020895186.1, XP_020895226.1	XP_048579338.1		
N2.HOG0005367	OG0005174	n0	XP_020895188.1, XP_020895228.1	XP_001629456.2		
N2.HOG0005368	OG0005175	n0	XP_020895189.1	XP_048580377.1		
N2.HOG0005369	OG0005176	n0	XP_020895190.1	XP_001629998.1		
N2.HOG0005370	OG0005177	n0	XP_020895191.1	XP_032234277.2		
N2.HOG0005371	OG0005178	n0	XP_020895197.1	XP_001627303.1		
N2.HOG0005372	OG0005179	n0	XP_020895205.1	XP_001624814.1		
N2.HOG0005373	OG0005180	n0	XP_020895206.1	XP_032227966.1		
N2.HOG0005374	OG0005181	n0	XP_020895209.1, XP_020906086.1	XP_048588234.1		
N2.HOG0005375	OG0005182	n0	XP_020895212.1	XP_048588821.1		
N2.HOG0005376	OG0005183	n0	XP_020895214.1	XP_001627150.3, XP_032236917.2		
N2.HOG0005377	OG0005184	n0	XP_020895215.1	XP_032233912.1		
N2.HOG0005378	OG0005185	n0	XP_020895220.1	XP_001624805.1		
N2.HOG0005379	OG0005186	n0	XP_020895224.1	XP_001637325.1		
N2.HOG0005380	OG0005187	n0	XP_020895230.1	XP_048588258.1		
N2.HOG0005381	OG0005188	n0	XP_020895235.1	XP_048588552.1		
N2.HOG0005382	OG0005189	n0	XP_020895237.1	XP_032236916.2		
N2.HOG0005383	OG0005190	n0	XP_020895241.1	XP_048588733.1		
N2.HOG0005384	OG0005191	n0	XP_020895243.1	XP_032236127.2		
N2.HOG0005385	OG0005192	n0	XP_020895244.1	XP_032227095.2		
N2.HOG0005386	OG0005193	n0	XP_020895246.1	XP_048588256.1		
N2.HOG0005387	OG0005194	n0	XP_020895251.1, XP_020896371.1, XP_020896248.1	XP_001633227.2		
N2.HOG0005388	OG0005195	n0	XP_020895268.1	XP_001631871.2		
N2.HOG0005389	OG0005196	n0	XP_028516237.1, XP_020914977.1, XP_028515437.1, XP_020895283.1			
N2.HOG0005390	OG0005197	n0	XP_020895288.1	XP_032237946.2		
N2.HOG0005391	OG0005198	n0	XP_020895290.1	XP_001633506.2		
N2.HOG0005392	OG0005199	n0	XP_020895292.1	XP_048581637.1		
N2.HOG0005393	OG0005200	n0	XP_020895304.1	XP_048581031.1		
N2.HOG0005394	OG0005201	n0	XP_020895323.2	XP_048580840.1		
N2.HOG0005395	OG0005202	n0	XP_020895327.1	XP_032237942.2		
N2.HOG0005396	OG0005203	n0	XP_020895336.1	XP_001629232.3		
N2.HOG0005397	OG0005204	n0	XP_020895337.1	XP_001629381.1		
N2.HOG0005398	OG0005205	n0	XP_020895338.1	XP_032234994.1		
N2.HOG0005399	OG0005206	n0	XP_020895342.1	XP_048590257.1		
N2.HOG0005400	OG0005207	n0	XP_020895347.1	XP_032229757.2		
N2.HOG0005401	OG0005208	n0	XP_020895350.1	XP_032229762.2		
N2.HOG0005402	OG0005209	n0	XP_020895352.1	XP_032234949.1		
N2.HOG0005403	OG0005210	n0	XP_020895353.1	XP_001626688.3		
N2.HOG0005404	OG0005211	n0	XP_020895358.1	XP_048590065.1		
N2.HOG0005405	OG0005212	n0	XP_020895359.1	XP_048590264.1		
N2.HOG0005406	OG0005213	n0	XP_020895361.1	XP_001625539.2		
N2.HOG0005407	OG0005214	n0	XP_020895362.1	XP_032229572.2		
N2.HOG0005408	OG0005215	n0	XP_020895364.1	XP_048590330.1		
N2.HOG0005409	OG0005216	n0	XP_020895366.1	XP_032228878.2		
N2.HOG0005410	OG0005217	n0	XP_020895368.1	XP_001623157.2		
N2.HOG0005411	OG0005218	n0	XP_020895371.1	XP_048590675.1		
N2.HOG0005412	OG0005219	n0	XP_020895375.1	XP_001622688.3		
N2.HOG0005413	OG0005220	n0	XP_020895378.1	XP_032232371.1		
N2.HOG0005414	OG0005221	n0	XP_020895379.1	XP_032217821.2		
N2.HOG0005415	OG0005222	n0	XP_020895384.1	XP_001626294.2		
N2.HOG0005416	OG0005223	n0	XP_020895388.1	XP_001631819.2		
N2.HOG0005417	OG0005224	n0	XP_020895389.1	XP_032237045.2		
N2.HOG0005418	OG0005225	n0	XP_020895390.1	XP_048590451.1		
N2.HOG0005419	OG0005226	n0	XP_020895393.1	XP_001626102.3		
N2.HOG0005420	OG0005227	n0	XP_020895402.1	XP_032225514.1		
N2.HOG0005421	OG0005228	n0	XP_020895409.1	XP_001624377.2		
N2.HOG0005422	OG0005229	n0	XP_020911553.1, XP_020912130.1, XP_020915884.1, XP_020895410.1			
N2.HOG0005423	OG0005230	n0	XP_020895413.1	XP_001636068.2		
N2.HOG0005424	OG0005231	n0	XP_020895414.1	XP_001625304.3		
N2.HOG0005425	OG0005232	n0	XP_020895415.1	XP_048589943.1		
N2.HOG0005426	OG0005233	n0	XP_020895417.1	XP_048589941.1		
N2.HOG0005427	OG0005234	n0	XP_020895418.1	XP_032217851.1		
N2.HOG0005428	OG0005235	n0	XP_020895420.1	XP_032217910.2		
N2.HOG0005429	OG0005236	n0	XP_020895421.1	XP_032236396.2		
N2.HOG0005430	OG0005237	n0	XP_020895425.1	XP_048590393.1		
N2.HOG0005431	OG0005238	n0	XP_020895426.1, XP_020895448.1	XP_032234940.1		
N2.HOG0005432	OG0005239	n0	XP_020895428.1	XP_032232314.1		
N2.HOG0005433	OG0005240	n0	XP_020895429.1	XP_032232318.2		
N2.HOG0005434	OG0005241	n0	XP_020895431.2	XP_001626693.3		
N2.HOG0005435	OG0005242	n0	XP_020895434.1	XP_032240194.2		
N2.HOG0005436	OG0005243	n0	XP_020895438.1	XP_001636006.2		
N2.HOG0005437	OG0005244	n0	XP_020895449.1	XP_048585584.1		
N2.HOG0005438	OG0005245	n0	XP_020895462.1	XP_048590077.1		
N2.HOG0005439	OG0005246	n0	XP_020895463.1	XP_001638507.2		
N2.HOG0005440	OG0005247	n0	XP_020899355.1, XP_020895472.1, XP_020896958.1, XP_028516748.1			
N2.HOG0005441	OG0005248	n0	XP_020895473.1	XP_048590548.1		
N2.HOG0005442	OG0005249	n0	XP_020895484.1	XP_001626281.2		
N2.HOG0005443	OG0005250	n0	XP_020895487.1	XP_048590678.1		
N2.HOG0005444	OG0005251	n0	XP_020895489.1	XP_032219054.1		
N2.HOG0005445	OG0005252	n0	XP_020895496.1	XP_048590205.1		
N2.HOG0005446	OG0005253	n0	XP_020895498.1	XP_048590053.1		
N2.HOG0005447	OG0005254	n0	XP_020895501.1	XP_048590467.1		
N2.HOG0005448	OG0005255	n0	XP_020895514.1	XP_001629218.2		
N2.HOG0005449	OG0005256	n0	XP_020895516.1	XP_032233330.2		
N2.HOG0005450	OG0005257	n0	XP_020895524.1	XP_001638316.3		
N2.HOG0005451	OG0005258	n0	XP_020895526.1	XP_048590338.1		
N2.HOG0005452	OG0005259	n0	XP_020895527.1	XP_032233286.1		
N2.HOG0005453	OG0005260	n0	XP_020895529.1	XP_032232780.2		
N2.HOG0005454	OG0005261	n0	XP_020895540.1	XP_032222478.1		
N2.HOG0005455	OG0005262	n0	XP_020895541.1	XP_048585360.1		
N2.HOG0005456	OG0005263	n0	XP_020895543.1	XP_032233221.1		
N2.HOG0005457	OG0005264	n0	XP_020895546.1	XP_032222624.1		
N2.HOG0005458	OG0005265	n0	XP_020895566.1	XP_032226341.2		
N2.HOG0005459	OG0005266	n0	XP_020895571.1	XP_048585014.1		
N2.HOG0005460	OG0005267	n0	XP_020895574.1	XP_048584583.1		
N2.HOG0005461	OG0005268	n0	XP_020895575.1	XP_048584584.1		
N2.HOG0005462	OG0005269	n0	XP_020895577.1	XP_001635152.3		
N2.HOG0005463	OG0005270	n0	XP_020895578.1	XP_032230846.1		
N2.HOG0005464	OG0005271	n0	XP_020895579.1	XP_001641306.1		
N2.HOG0005465	OG0005272	n0	XP_020895581.1	XP_001636548.1		
N2.HOG0005466	OG0005273	n0	XP_020895590.1	XP_001623806.2		
N2.HOG0005467	OG0005274	n0	XP_020895591.1	XP_001641308.2		
N2.HOG0005468	OG0005275	n0	XP_020895601.1	XP_001634827.2		
N2.HOG0005469	OG0005276	n0	XP_020895608.2	XP_001641369.2		
