Orthogroup	spis_longest_isoform_marker	nvec_longest_isoform
OG0006272	XP_022778864.1	XP_032220595.1
OG0006273	XP_022791899.1	XP_001634821.1
OG0006274	XP_022783629.1	XP_001623571.3
OG0006275	XP_022800116.1	XP_032225902.1
OG0006276	XP_022794677.1	XP_001640831.1
OG0006277	XP_022802185.1	XP_032225904.2
OG0006278	XP_022784963.1	XP_032221093.2
OG0006279	XP_022794681.1	XP_032220675.1
OG0006280	XP_022794699.1	XP_001634828.2
OG0006281	XP_022786028.1	XP_032226082.2
OG0006282	XP_022779416.1	XP_032222645.2
OG0006283	XP_022794680.1	XP_032233236.1
OG0006284	XP_022794530.1	XP_001628909.2
OG0006285	XP_022788687.1	XP_001624530.3
OG0006286	XP_022803547.1	XP_001632651.2
OG0006287	XP_022801153.1	XP_032219842.1
OG0006288	XP_022794039.1	XP_001631051.2
OG0006289	XP_022781188.1	XP_032223124.1
OG0006290	XP_022809047.1	XP_032238065.2
OG0006291	XP_022781101.1	XP_001639193.3
OG0006292	XP_022784953.1	XP_048575748.1
OG0006293	XP_022796901.1	XP_001634069.3
OG0006294	XP_022804194.1	XP_048581017.1
OG0006295	XP_022783521.1	XP_032232395.2
OG0006296	XP_022780739.1	XP_032241400.1
OG0006297	XP_022783602.1	XP_032230790.1
OG0006298	XP_022783634.1	XP_048581108.1
OG0006299	XP_022795799.1	XP_032223640.1
OG0006300	XP_022810374.1	XP_001623377.1
OG0006301	XP_022795029.1	XP_032239361.2
OG0006302	XP_022783643.1, XP_022777625.1	XP_032232400.2
OG0006303	XP_022795423.1	XP_048575864.1
OG0006304	XP_022789779.1	XP_048581037.1
OG0006305	XP_022783410.1	XP_032237923.1
OG0006306	XP_022783506.1	XP_001639951.3
OG0006307	XP_022783408.1	XP_001638674.1
OG0006308	XP_022793248.1	XP_001633864.1
OG0006309	XP_022783458.1	XP_001628393.2
OG0006310	XP_022788767.1	XP_001629547.1
OG0006311	XP_022809057.1	XP_032228848.1
OG0006312	XP_022810043.1	XP_048576540.1, XP_001626821.3
OG0006313	XP_022785395.1	XP_001634423.2
OG0006314	XP_022788789.1	XP_048581748.1
OG0006315	XP_022783465.1	XP_001628369.2
OG0006316	XP_022783501.1	XP_032220915.1
OG0006317	XP_022794983.1	XP_001634904.1
OG0006318	XP_022796762.1	XP_032234952.1
OG0006319	XP_022795089.1	XP_048590006.1
OG0006320	XP_022795086.1, XP_022795090.1	XP_032236672.1
OG0006321	XP_022784977.1	XP_032235104.2
OG0006322	XP_022784951.1	XP_048575686.1
OG0006323	XP_022799124.1	XP_048575811.1
OG0006324	XP_022804182.1	XP_032229024.2
OG0006325	XP_022799157.1	XP_001628894.1
OG0006326	XP_022799145.1	XP_001628893.2
OG0006327	XP_022797701.1	XP_048581131.1
OG0006328	XP_022804191.1	XP_032226432.1
OG0006329	XP_022804185.1	XP_001625688.1
OG0006330	XP_022783604.1	XP_032226428.2
OG0006331	XP_022783585.1	XP_001638591.3
OG0006332	XP_022804208.1, XP_022804207.1	XP_032219355.1
OG0006333	XP_022804212.1	XP_048580558.1
OG0006334	XP_022783641.1	XP_001638656.1
OG0006335	XP_022799164.1	XP_032240047.2
OG0006336	XP_022799910.1	XP_048586356.1
OG0006337	XP_022783627.1	XP_001634070.2
OG0006338	XP_022783591.1	XP_001638675.2
OG0006339	XP_022779864.1	XP_032238878.2
OG0006340	XP_022782002.1	XP_032221058.2
OG0006341	XP_022803998.1	XP_048576283.1
OG0006342	XP_022804000.1	XP_001630155.1
OG0006343	XP_022803990.1	XP_001630131.3
OG0006344	XP_022803996.1	XP_048575693.1
OG0006346	XP_022803997.1	XP_001630132.3
OG0006347	XP_022782359.1	XP_048575690.1
OG0006349	XP_022796026.1	XP_048578453.1
OG0006350	XP_022796319.1	XP_032222848.1
OG0006351	XP_022796299.1	XP_048580176.1
OG0006352	XP_022796308.1	XP_001641548.3
OG0006353	XP_022791667.1	XP_001635617.1
OG0006354	XP_022796037.1	XP_001635674.1
OG0006355	XP_022788683.1	XP_001634271.1
OG0006356	XP_022796306.1	XP_001634554.1
OG0006357	XP_022808054.1	XP_048590437.1
OG0006358	XP_022788100.1	XP_032233336.2
OG0006359	XP_022808064.1	XP_001638435.2
OG0006360	XP_022807504.1	XP_001634895.3
OG0006361	XP_022807508.1	XP_048590651.1
OG0006362	XP_022794519.1	XP_048575860.1
OG0006363	XP_022788772.1	XP_032232468.2
OG0006364	XP_022783542.1	XP_048578174.1
OG0006365	XP_022783500.1	XP_048578172.1
OG0006366	XP_022797690.1	XP_032242815.2
OG0006367	XP_022802670.1	XP_048576084.1
OG0006368	XP_022790048.1	XP_001624274.3
OG0006369	XP_022783533.1	XP_001624263.1
OG0006370	XP_022788837.1	XP_048577383.1
OG0006371	XP_022795412.1	XP_001630352.1
OG0006373	XP_022786501.1	XP_048578492.1
OG0006374	XP_022802618.1	XP_001642112.2
OG0006375	XP_022783987.1	XP_048586780.1
OG0006376	XP_022793546.1	XP_032232306.1
OG0006377	XP_022784281.1	XP_032232305.1
OG0006378	XP_022791425.1	XP_032217766.1
OG0006379	XP_022781656.1, XP_022781655.1	XP_048585184.1
OG0006380	XP_022804119.1	XP_001624857.1
OG0006381	XP_022795413.1	XP_048575571.1
OG0006382	XP_022804118.1	XP_001634603.1
OG0006383	XP_022793548.1	XP_048581532.1
OG0006384	XP_022791467.1	XP_032217738.1
OG0006385	XP_022793551.1	XP_001628288.1
OG0006386	XP_022786607.1	XP_001637426.1
OG0006387	XP_022786624.1	XP_001637375.1
OG0006388	XP_022786615.1	XP_001637377.3
OG0006389	XP_022786650.1	XP_032217770.1
OG0006390	XP_022793940.1	XP_032239693.2
OG0006391	XP_022804245.1	XP_048579556.1
OG0006392	XP_022779791.1	XP_001638992.2
OG0006393	XP_022787009.1	XP_001626899.1
OG0006394	XP_022786967.1	XP_032234765.2
OG0006395	XP_022788396.1	XP_032234197.1
OG0006396	XP_022793947.1	XP_048581041.1
OG0006397	XP_022788661.1	XP_001629563.1, XP_001629564.2
OG0006398	XP_022789799.1	XP_032234200.1
OG0006399	XP_022782042.1	XP_032236949.2
OG0006400	XP_022789849.1	XP_001628401.3
OG0006401	XP_022805837.1	XP_001635497.3
OG0006402	XP_022789797.1	XP_048581669.1
OG0006403	XP_022779769.1, XP_022779768.1	XP_048581789.1
OG0006404	XP_022784034.1	XP_048581459.1
OG0006405	XP_022809493.1	XP_032228852.1
OG0006407	XP_022795591.1	XP_048581564.1
OG0006408	XP_022778966.1	XP_048584958.1, XP_032226122.2
OG0006409	XP_022809525.1	XP_048585900.1
OG0006410	XP_022800831.1	XP_001626088.2
OG0006411	XP_022784226.1	XP_032221425.2
OG0006412	XP_022800963.1	XP_032238485.2
OG0006413	XP_022806916.1	XP_032217806.1
OG0006414	XP_022800865.1	XP_001637505.2
OG0006415	XP_022807879.1	XP_032243341.1
OG0006416	XP_022800856.1	XP_048583977.1
OG0006418	XP_022808274.1	XP_032238503.2
OG0006419	XP_022807691.1	XP_048583001.1
OG0006420	XP_022792556.1	XP_048582050.1
OG0006421	XP_022785843.1	XP_032223516.2
OG0006423	XP_022785805.1	XP_001641982.2
OG0006424	XP_022785762.1	XP_048582205.1
OG0006425	XP_022795226.1	XP_001629699.1
OG0006427	XP_022789129.1	XP_048587137.1
OG0006428	XP_022784095.1	XP_001639975.1
OG0006429	XP_022783844.1	XP_001639232.1
OG0006430	XP_022783787.1	XP_032231688.2
OG0006431	XP_022798150.1	XP_032234644.1
OG0006432	XP_022809292.1	XP_048575990.1
OG0006433	XP_022795552.1	XP_001636384.2
OG0006434	XP_022805401.1	XP_032242026.2
OG0006435	XP_022798642.1	XP_048587293.1
OG0006436	XP_022798659.1	XP_048587315.1
OG0006437	XP_022809291.1	XP_001628890.2
OG0006438	XP_022796109.1	XP_048590299.1
OG0006439	XP_022781739.1	XP_032221554.2
OG0006440	XP_022783664.1	XP_048584936.1
OG0006441	XP_022790500.1	XP_032237303.2
OG0006442	XP_022783719.1	XP_032222110.1
OG0006443	XP_022783645.1	XP_001640888.1
OG0006444	XP_022790527.1	XP_048585264.1
OG0006445	XP_022781569.1	XP_048584616.1
OG0006447	XP_022783851.1	XP_032242467.2
OG0006449	XP_022803137.1	XP_001628997.1
OG0006450	XP_022783796.1	XP_032242451.2
OG0006451	XP_022803146.1	XP_001626466.2
OG0006452	XP_022783760.1	XP_032229654.2
OG0006453	XP_022803133.1	XP_001639234.1
OG0006454	XP_022788414.1	XP_048575775.1
OG0006455	XP_022780591.1	XP_001639970.3
OG0006456	XP_022780686.1	XP_048575429.1
OG0006457	XP_022795441.1	XP_032234422.1
OG0006458	XP_022780582.1	XP_001640326.1
OG0006459	XP_022780575.1	XP_001640442.2
OG0006460	XP_022790196.1	XP_032221121.2
OG0006461	XP_022783202.1	XP_001636958.3
OG0006462	XP_022783191.1	XP_001640097.3
OG0006463	XP_022790817.1	XP_032228005.1
OG0006464	XP_022790221.1	XP_001630036.2
OG0006465	XP_022795443.1	XP_048575416.1
OG0006466	XP_022795424.1	XP_048575698.1
OG0006467	XP_022795433.1	XP_048575417.1
OG0006468	XP_022795426.1	XP_048575943.1
OG0006469	XP_022784936.1	XP_048575982.1
OG0006470	XP_022780292.1	XP_032233122.2
OG0006471	XP_022790060.1	XP_032232672.2
OG0006472	XP_022780286.1	XP_048575683.1
OG0006473	XP_022780333.1	XP_048575600.1
OG0006474	XP_022780282.1	XP_032229824.2
OG0006475	XP_022780222.1	XP_048575921.1
OG0006476	XP_022783534.1	XP_001637061.1
OG0006477	XP_022794575.1	XP_048576223.1
OG0006479	XP_022797676.1	XP_048581102.1
OG0006480	XP_022797677.1	XP_048590583.1
OG0006481	XP_022799993.1	XP_048576013.1
OG0006482	XP_022807233.1	XP_032242854.2
OG0006483	XP_022795431.1	XP_001632119.3
OG0006484	XP_022790212.1	XP_048575972.1
OG0006485	XP_022806180.1	XP_032221383.2
OG0006486	XP_022799140.1	XP_001626386.2
OG0006487	XP_022804188.1	XP_032226527.2
OG0006490	XP_022790816.1	XP_001624836.3
OG0006491	XP_022780633.1	XP_048575695.1
OG0006492	XP_022790229.1	XP_001626831.1
OG0006493	XP_022795439.1	XP_048575435.1
OG0006495	XP_022794887.1	XP_001640393.3
OG0006496	XP_022785013.1	XP_048576341.1
OG0006497	XP_022797678.1	XP_032228542.1
OG0006498	XP_022797685.1	XP_048580851.1
OG0006499	XP_022802974.1	XP_032221134.2
OG0006500	XP_022803854.1	XP_001641928.1
OG0006501	XP_022783636.1	XP_001642051.1
OG0006502	XP_022783572.1	XP_032223351.2
OG0006503	XP_022795790.1	XP_032230451.2
OG0006504	XP_022800270.1	XP_001640069.1
OG0006505	XP_022783135.1	XP_001636084.3
OG0006506	XP_022780100.1	XP_048575850.1
OG0006507	XP_022796883.1	XP_001642026.2
OG0006508	XP_022796879.1	XP_032223512.2
OG0006509	XP_022804848.1	XP_032230127.1
OG0006510	XP_022791322.1	XP_032225466.2
OG0006511	XP_022796826.1	XP_001626623.1
OG0006512	XP_022791330.1	XP_032225463.2
OG0006513	XP_022791333.1	XP_001639423.1
OG0006514	XP_022791311.1	XP_032220230.1
OG0006515	XP_022804852.1	XP_001627005.1
OG0006517	XP_022792637.1	XP_001629890.2
OG0006518	XP_022804025.1	XP_048581402.1
OG0006519	XP_022792638.1	XP_001629891.1
OG0006520	XP_022807098.1	XP_032243221.2
OG0006521	XP_022800757.1	XP_048580714.1
OG0006522	XP_022804026.1	XP_032239734.1
OG0006523	XP_022797887.1	XP_048583207.1
OG0006524	XP_022809737.1	XP_001630483.1
OG0006525	XP_022797888.1	XP_048581500.1
OG0006526	XP_022800183.1	XP_001634420.1
OG0006527	XP_022788115.1	XP_048590123.1
OG0006528	XP_022797375.1	XP_001638925.2
OG0006529	XP_022808632.1	XP_048582040.1
OG0006530	XP_022805096.1	XP_001635981.1
OG0006531	XP_022806960.1	XP_001632936.3
OG0006532	XP_022784548.1	XP_048587799.1
OG0006533	XP_022791495.1	XP_032236237.2
OG0006534	XP_022791445.1	XP_001640158.3
OG0006535	XP_022783449.1	XP_048587946.1
OG0006536	XP_022783513.1	XP_032219734.2
OG0006537	XP_022807660.1	XP_001629230.2
OG0006538	XP_022783504.1	XP_048587983.1
OG0006539	XP_022807485.1	XP_032221433.2
OG0006540	XP_022787784.1	XP_032233335.2
OG0006541	XP_022785773.1	XP_001635498.3
OG0006542	XP_022791440.1	XP_032236234.2
OG0006543	XP_022791427.1	XP_032237629.2
OG0006544	XP_022798901.1	XP_048578890.1
OG0006545	XP_022798916.1	XP_048579124.1
OG0006546	XP_022789490.1	XP_032237788.1
OG0006547	XP_022783553.1	XP_048578436.1
OG0006548	XP_022783597.1	XP_048578795.1
OG0006549	XP_022807659.1	XP_001629215.2
OG0006550	XP_022792228.1	XP_032241234.2
OG0006551	XP_022783598.1	XP_001625848.1
OG0006552	XP_022792233.1	XP_001622434.1
OG0006553	XP_022781563.1	XP_048577858.1
OG0006554	XP_022809439.1	XP_001626100.1
OG0006555	XP_022804222.1	XP_001632252.1
OG0006556	XP_022777981.1	XP_048586466.1
OG0006557	XP_022786212.1	XP_048585822.1
OG0006558	XP_022786216.1	XP_001635089.3
OG0006559	XP_022786274.1	XP_032240405.2
OG0006560	XP_022786275.1	XP_048585824.1
OG0006561	XP_022804230.1	XP_032240412.1
OG0006562	XP_022777591.1	XP_001624176.2
OG0006563	XP_022777465.1	XP_032240420.1
OG0006564	XP_022786270.1	XP_032240406.2
OG0006565	XP_022786218.1	XP_048585972.1
OG0006566	XP_022810359.1	XP_048586013.1
OG0006567	XP_022810509.1	XP_048586758.1
OG0006568	XP_022778002.1	XP_032240411.2
OG0006569	XP_022777992.1	XP_032240410.1
OG0006570	XP_022804228.1	XP_001635076.2
OG0006571	XP_022804215.1	XP_001635120.1
OG0006572	XP_022787408.1	XP_032240399.2
OG0006573	XP_022810385.1	XP_001624177.1
OG0006574	XP_022786298.1	XP_032225116.1
OG0006575	XP_022799985.1	XP_048589932.1
OG0006576	XP_022786295.1	XP_001624331.2
OG0006577	XP_022786330.1	XP_001622225.1
OG0006578	XP_022786283.1	XP_001638386.2
OG0006579	XP_022798736.1	XP_001625239.3
OG0006580	XP_022798722.1	XP_001625224.1
OG0006581	XP_022807156.1	XP_032240396.1
OG0006582	XP_022809418.1	XP_032231498.1
OG0006583	XP_022803483.1	XP_001631200.2
OG0006584	XP_022800431.1	XP_032228652.2
OG0006585	XP_022810439.1	XP_048585778.1
OG0006586	XP_022804261.1	XP_001627790.2
OG0006587	XP_022777808.1	XP_032231493.2
OG0006588	XP_022803498.1	XP_048586393.1
OG0006589	XP_022792859.1	XP_001624158.3
OG0006590	XP_022783834.1	XP_001638874.2
OG0006591	XP_022777745.1	XP_032233303.2
OG0006592	XP_022792870.1	XP_032227235.1
OG0006594	XP_022803494.1	XP_001631227.1
OG0006595	XP_022797364.1	XP_048590209.1
OG0006596	XP_022787770.1	XP_048589885.1, XP_048589877.1
OG0006597	XP_022803485.1	XP_001625368.3
OG0006598	XP_022803484.1	XP_001625352.2
OG0006599	XP_022795350.1	XP_001641860.2
OG0006600	XP_022781122.1	XP_001633777.3
OG0006601	XP_022794033.1	XP_032234355.1
OG0006602	XP_022794052.1	XP_001633827.2
OG0006603	XP_022794005.1	XP_001630018.2
OG0006604	XP_022801052.1	XP_001628073.1
OG0006605	XP_022785728.1	XP_032223074.2
OG0006606	XP_022785726.1	XP_001625444.1
OG0006607	XP_022787273.1	XP_001636546.2
OG0006608	XP_022792164.1	XP_032231172.1
OG0006609	XP_022800520.1	XP_032231955.2
OG0006610	XP_022786844.1	XP_032219892.1
OG0006611	XP_022809275.1	XP_048589344.1
OG0006612	XP_022800370.1	XP_032238963.2
OG0006613	XP_022801797.1	XP_032237864.2
OG0006614	XP_022783342.1	XP_048589401.1
OG0006615	XP_022792191.1	XP_001631063.3
OG0006616	XP_022786835.1	XP_001626253.2
OG0006617	XP_022783368.1	XP_032231183.1
OG0006618	XP_022792200.1	XP_032231181.1
OG0006619	XP_022781182.1	XP_032238982.1
OG0006620	XP_022794048.1	XP_048589447.1
OG0006621	XP_022786834.1	XP_032242237.1
OG0006622	XP_022809219.1	XP_032232782.2
OG0006623	XP_022787945.1	XP_032223252.2
OG0006624	XP_022785744.1	XP_001625431.3
OG0006625	XP_022785734.1	XP_032218193.2
OG0006626	XP_022783398.1	XP_001637733.1
OG0006627	XP_022785731.1	XP_032218195.2
OG0006628	XP_022800567.1	XP_001630712.2
OG0006629	XP_022800398.1	XP_032238953.2
OG0006630	XP_022794023.1	XP_032235657.2
OG0006631	XP_022781147.1	XP_032235677.2
OG0006632	XP_022809269.1	XP_032242238.2
OG0006633	XP_022792172.1	XP_048589398.1
OG0006634	XP_022786804.1	XP_048589428.1
OG0006635	XP_022785750.1	XP_048589248.1
OG0006636	XP_022805170.1, XP_022805182.1	XP_032218572.2
OG0006637	XP_022793195.1	XP_001630423.2
OG0006638	XP_022804897.1	XP_032230994.2
OG0006640	XP_022804908.1	XP_001635227.2
OG0006641	XP_022790523.1, XP_022792175.1	XP_032230998.1
OG0006642	XP_022800089.1	XP_032231019.2
OG0006643	XP_022783186.1	XP_001627590.3
OG0006644	XP_022785747.1	XP_001623712.1
OG0006645	XP_022801390.1	XP_032233586.1
OG0006646	XP_022799629.1	XP_048578489.1
OG0006647	XP_022781470.1	XP_001628175.3
OG0006648	XP_022802096.1	XP_001639523.1
OG0006649	XP_022798861.1	XP_001629442.1
OG0006650	XP_022798859.1	XP_001629420.2
OG0006651	XP_022787696.1	XP_048582006.1
OG0006652	XP_022807856.1	XP_032242329.2
OG0006653	XP_022793158.1	XP_032240935.1
OG0006654	XP_022784710.1	XP_032237466.2, XP_048589562.1
OG0006655	XP_022781381.1	XP_001628096.2
OG0006656	XP_022805484.1	XP_032235330.2
OG0006657	XP_022797270.1	XP_001630809.2
OG0006658	XP_022805318.1	XP_032239292.2
OG0006659	XP_022805492.1	XP_001630794.2
OG0006660	XP_022797244.1	XP_001628469.1
OG0006661	XP_022781379.1	XP_032228991.1
OG0006662	XP_022797245.1	XP_048577731.1
OG0006663	XP_022789929.1	XP_032235365.1
OG0006664	XP_022785160.1	XP_001626843.3
OG0006665	XP_022797243.1	XP_048577839.1
OG0006666	XP_022785494.1	XP_048577331.1
OG0006667	XP_022781378.1	XP_001625647.2
OG0006668	XP_022781374.1	XP_032228989.1
OG0006669	XP_022780273.1	XP_001628902.1
OG0006670	XP_022799221.1	XP_001629887.3
OG0006671	XP_022808354.1	XP_032227153.2
OG0006672	XP_022804438.1	XP_048575615.1
OG0006673	XP_022783222.1	XP_032239270.2
OG0006674	XP_022795800.1	XP_032239288.2
OG0006675	XP_022802994.1	XP_001632105.2
OG0006676	XP_022797559.1	XP_032234271.2
OG0006677	XP_022797570.1	XP_032234274.1
OG0006678	XP_022802140.1	XP_048588592.1
OG0006679	XP_022782519.1	XP_032234983.1
OG0006680	XP_022802976.1	XP_001640019.2
OG0006681	XP_022779118.1	XP_048588819.1
OG0006682	XP_022779136.1	XP_032225849.2
OG0006683	XP_022802162.1	XP_001632723.2
OG0006684	XP_022779131.1	XP_032236100.2
OG0006685	XP_022792812.1	XP_048588596.1
OG0006686	XP_022802144.1	XP_048588478.1
OG0006687	XP_022788599.1	XP_001624761.2
OG0006688	XP_022788601.1	XP_032227931.2
OG0006689	XP_022779159.1	XP_032225847.2
OG0006690	XP_022806716.1	XP_032236090.2
OG0006691	XP_022788600.1	XP_001637338.1
OG0006692	XP_022790254.1	XP_001631426.2
OG0006694	XP_022788680.1	XP_032227939.2
OG0006695	XP_022790280.1	XP_001632055.2
OG0006696	XP_022792843.1	XP_001628439.1
OG0006697	XP_022788611.1	XP_048587972.1
OG0006698	XP_022799739.1	XP_048580385.1
OG0006699	XP_022799787.1	XP_032230115.2
OG0006700	XP_022802985.1	XP_048575829.1
OG0006701	XP_022799781.1	XP_048576675.1
OG0006702	XP_022799783.1	XP_001622745.3
OG0006703	XP_022799810.1	XP_001626000.1
OG0006704	XP_022799789.1	XP_001622549.1
OG0006706	XP_022806546.1	XP_001635530.3
OG0006707	XP_022791351.1	XP_032236080.1
OG0006708	XP_022804091.1	XP_032240980.2
OG0006709	XP_022785883.1	XP_001641099.1
OG0006710	XP_022791561.1	XP_001626956.3
OG0006711	XP_022794506.1	XP_032233788.2
OG0006712	XP_022800303.1	XP_032242767.2
OG0006713	XP_022793192.1	XP_001631440.3
OG0006714	XP_022787510.1	XP_032238582.1
OG0006716	XP_022793861.1	XP_001641627.3
OG0006717	XP_022793856.1	XP_001637891.1
OG0006718	XP_022793196.1	XP_032236125.1
OG0006719	XP_022801755.1	XP_032227453.2
OG0006720	XP_022807318.1	XP_048577140.1
OG0006721	XP_022794508.1	XP_001629686.1
OG0006722	XP_022808961.1, XP_022808717.1	XP_048580139.1
OG0006723	XP_022785911.1	XP_001635865.2
OG0006724	XP_022808839.1	XP_001640932.2
OG0006725	XP_022787365.1	XP_001630206.3
OG0006726	XP_022787525.1	XP_032229903.1
OG0006727	XP_022788677.1	XP_001635506.2
OG0006728	XP_022794600.1	XP_048589100.1
OG0006730	XP_022789917.1	XP_032242629.2
OG0006731	XP_022791837.1	XP_048579872.1
OG0006732	XP_022784134.1	XP_048576003.1
OG0006733	XP_022790287.1	XP_001625733.1
OG0006734	XP_022794774.1	XP_001629607.1
OG0006735	XP_022793184.1	XP_032236077.2
OG0006736	XP_022808960.1	XP_048580134.1
OG0006737	XP_022787547.1	XP_032229898.1
OG0006738	XP_022790395.1	XP_032226463.2
OG0006739	XP_022789923.1	XP_048576764.1
OG0006740	XP_022785189.1	XP_032241371.1
OG0006741	XP_022797652.1	XP_032243171.2
OG0006742	XP_022797509.1	XP_032240950.1
OG0006743	XP_022797693.1	XP_032243232.2
OG0006744	XP_022797519.1	XP_001635546.1
OG0006745	XP_022791465.1	XP_001635608.1
OG0006746	XP_022780321.1	XP_048576101.1
OG0006747	XP_022804950.1	XP_048588272.1
OG0006748	XP_022788668.1	XP_032218538.1
OG0006749	XP_022787274.1	XP_001641004.2
OG0006750	XP_022790352.1	XP_001623507.1
OG0006751	XP_022801769.1	XP_048587984.1
OG0006752	XP_022797557.1	XP_048578912.1
OG0006753	XP_022788629.1	XP_001638151.2
OG0006754	XP_022788916.1	XP_032236081.1
OG0006755	XP_022801773.1	XP_032227457.1
OG0006756	XP_022788646.1	XP_032234875.2
OG0006757	XP_022784219.1	XP_001624026.1
OG0006758	XP_022803359.1	XP_048579401.1
OG0006759	XP_022803362.1	XP_032239845.1
OG0006760	XP_022807317.1	XP_032241111.1
OG0006761	XP_022792367.1	XP_032231425.2
OG0006762	XP_022802978.1	XP_032221033.1
OG0006763	XP_022788644.1	XP_032234876.1
OG0006764	XP_022788627.1	XP_048588076.1
OG0006765	XP_022793154.1	XP_048577409.1
OG0006766	XP_022805197.1	XP_001631787.2
OG0006767	XP_022780724.1	XP_001627081.1
OG0006768	XP_022780754.1	XP_048578534.1
OG0006769	XP_022807347.1	XP_001624063.3
OG0006770	XP_022780732.1	XP_048578514.1
OG0006771	XP_022780733.1	XP_001627091.1
OG0006772	XP_022779174.1, XP_022810653.1	XP_048578339.1
OG0006773	XP_022780726.1	XP_001627080.3
OG0006774	XP_022779932.1	XP_032238867.2
OG0006775	XP_022780803.1	XP_032227199.1
OG0006776	XP_022780814.1	XP_001635767.2
OG0006778	XP_022783011.1	XP_001623778.3
OG0006779	XP_022783573.1	XP_032225570.1
OG0006780	XP_022782993.1	XP_048578845.1
OG0006781	XP_022802600.1	XP_032223585.1
OG0006782	XP_022805188.1	XP_001635741.2
OG0006783	XP_022806492.1	XP_048578967.1
OG0006784	XP_022779862.1	XP_032241267.2
OG0006785	XP_022784215.1	XP_048575357.1
OG0006786	XP_022798482.1	XP_001622436.2
OG0006787	XP_022806498.1	XP_048578618.1
OG0006788	XP_022786575.1	XP_032223322.2
OG0006789	XP_022784161.1	XP_032230387.2
OG0006790	XP_022802620.1	XP_032226501.2
OG0006791	XP_022802622.1	XP_032223490.1
OG0006792	XP_022802607.1	XP_048578747.1
OG0006793	XP_022805193.1	XP_001635787.2
OG0006794	XP_022779844.1	XP_048578831.1
OG0006795	XP_022780013.1	XP_001640410.2
OG0006796	XP_022779846.1	XP_032238861.2
OG0006797	XP_022780816.1	XP_048578751.1
OG0006798	XP_022785144.1	XP_001636981.2
OG0006799	XP_022783594.1	XP_048578471.1
OG0006800	XP_022780826.1	XP_001632786.1
OG0006801	XP_022806358.1	XP_048578344.1
OG0006802	XP_022780812.1	XP_032226183.2
OG0006804	XP_022785171.1	XP_001636932.1
OG0006805	XP_022780291.1	XP_001630168.1
OG0006806	XP_022787686.1	XP_032220388.2
OG0006807	XP_022802981.1	XP_001636897.2
OG0006808	XP_022780879.1	XP_048582829.1
OG0006809	XP_022802821.1	XP_001633915.1
OG0006810	XP_022780976.1	XP_001633196.2
OG0006811	XP_022794288.1	XP_001629410.3
OG0006812	XP_022798667.1	XP_001639512.3
OG0006813	XP_022793049.1	XP_001624116.2
OG0006814	XP_022803535.1	XP_001636205.3
OG0006815	XP_022803528.1	XP_001631342.1
OG0006816	XP_022793073.1	XP_001641979.1
OG0006818	XP_022805433.1	XP_032220832.2
OG0006820	XP_022789825.1	XP_048580718.1
OG0006821	XP_022789792.1	XP_001639931.3
OG0006822	XP_022777526.1	XP_001639932.3
OG0006823	XP_022778791.1	XP_048585251.1
OG0006824	XP_022779996.1	XP_048585252.1
OG0006825	XP_022809467.1	XP_032225483.2
OG0006826	XP_022780640.1	XP_001635284.3
OG0006827	XP_022793197.1	XP_001635544.1
OG0006828	XP_022791455.1	XP_001630435.1
OG0006829	XP_022784204.1	XP_032221475.1
OG0006830	XP_022800682.1	XP_048590332.1
OG0006831	XP_022802954.1	XP_032229284.2
OG0006832	XP_022798225.1	XP_001638352.1
OG0006833	XP_022800668.1	XP_048590341.1
OG0006834	XP_022786314.1	XP_001625872.2
OG0006835	XP_022798195.1, XP_022798234.1	XP_032218993.2
OG0006836	XP_022802987.1	XP_048575894.1
OG0006837	XP_022783448.1	XP_048577225.1
OG0006838	XP_022807147.1	XP_048581555.1
OG0006839	XP_022797035.1	XP_032229558.2
OG0006840	XP_022779710.1	XP_001631091.2
OG0006841	XP_022785263.1	XP_001640190.3
OG0006842	XP_022783042.1	XP_032221201.2
OG0006843	XP_022779736.1	XP_048584133.1
OG0006844	XP_022785225.1	XP_032221232.2
OG0006845	XP_022785271.1	XP_032221231.1
OG0006846	XP_022790050.1	XP_001633631.1
OG0006847	XP_022785349.1	XP_001627553.1
OG0006848	XP_022785292.1	XP_032231229.1
OG0006849	XP_022790017.1	XP_032238768.2
OG0006850	XP_022803465.1	XP_001624644.3
OG0006851	XP_022798047.1	XP_032218426.2
OG0006852	XP_022785338.1	XP_048576862.1
OG0006853	XP_022785340.1	XP_032231230.1
OG0006855	XP_022803926.1	XP_032220207.1
OG0006856	XP_022789544.1	XP_048584160.1
OG0006857	XP_022787104.1	XP_032217946.2
OG0006858	XP_022784080.1	XP_001630632.2
OG0006859	XP_022807106.1	XP_001626406.2
OG0006860	XP_022787090.1	XP_001626491.3
OG0006861	XP_022803762.1	XP_032239413.2
OG0006862	XP_022779068.1	XP_001622332.1
OG0006863	XP_022803767.1	XP_048583440.1
OG0006864	XP_022782005.1	XP_001638710.3
OG0006865	XP_022788983.1	XP_001626707.2
OG0006866	XP_022802968.1	XP_032228882.1
OG0006867	XP_022783580.1	XP_001633110.3
OG0006868	XP_022789434.1	XP_048583731.1
OG0006869	XP_022794886.1	XP_048575733.1
OG0006870	XP_022784179.1	XP_001636939.3
OG0006871	XP_022798943.1	XP_032225225.2
OG0006873	XP_022794292.1	XP_001634185.3
