Orthogroup	spis_longest_isoform_marker	xenia_longest_isoforms
OG0004499	XP_022784962.1	Xe_009659-T1
OG0004501	XP_022781836.1	Xe_003096-T1
OG0004502	XP_022796018.1	Xe_001959-T1
OG0004504	XP_022793925.1	Xe_002993-T1
OG0004506	XP_022789826.1	Xe_021579-T1
OG0004507	XP_022782535.1	Xe_009527-T1
OG0004508	XP_022807829.1	Xe_000469-T1
OG0004509	XP_022783682.1	Xe_013935-T1
OG0004510	XP_022784643.1	Xe_013950-T1
OG0004512	XP_022804749.1	Xe_001085-T1
OG0004513	XP_022804759.1	Xe_013610-T1
OG0004514	XP_022804210.1	Xe_010081-T1
OG0004515	XP_022796505.1	Xe_013202-T1
OG0004516	XP_022807831.1	Xe_000695-T1
OG0004517	XP_022808501.1	Xe_002205-T1
OG0004518	XP_022798809.1	Xe_022048-T1
OG0004520	XP_022787966.1	Xe_015544-T1
OG0004521	XP_022800626.1	Xe_015422-T1
OG0004522	XP_022782889.1	Xe_013205-T1
OG0004523	XP_022807827.1	Xe_000468-T1
OG0004524	XP_022804227.1	Xe_010080-T1
OG0004526	XP_022780696.1	Xe_013203-T1
OG0004527	XP_022806457.1	Xe_021822-T1
OG0004528	XP_022787422.1	Xe_012496-T1
OG0004529	XP_022810309.1	Xe_013200-T1
OG0004530	XP_022807244.1	Xe_009847-T1
OG0004531	XP_022785890.1	Xe_009633-T1
OG0004532	XP_022784726.1	Xe_013129-T1
OG0004535	XP_022806164.1	Xe_010162-T1
OG0004536	XP_022807870.1	Xe_000406-T1
OG0004537	XP_022793313.1	Xe_000467-T1
OG0004538	XP_022808502.1	Xe_003394-T1
OG0004539	XP_022796240.1	Xe_013778-T1
OG0004540	XP_022796482.1	Xe_012285-T1
OG0004541	XP_022782297.1	Xe_012166-T1
OG0004542	XP_022805087.1	Xe_003444-T1
OG0004543	XP_022787220.1	Xe_012187-T1
OG0004544	XP_022800096.1	Xe_013608-T1
OG0004545	XP_022782907.1	Xe_013265-T1
OG0004546	XP_022800103.1	Xe_013951-T1
OG0004547	XP_022779034.1	Xe_013229-T1
OG0004548	XP_022782256.1	Xe_001881-T1
OG0004549	XP_022783729.1	Xe_013211-T1
OG0004550	XP_022799114.1	Xe_013172-T1
OG0004551	XP_022782903.1	Xe_013146-T1
OG0004552	XP_022787127.1	Xe_012313-T2
OG0004553	XP_022787129.1	Xe_012230-T1
OG0004554	XP_022796491.1	Xe_012284-T1
OG0004555	XP_022797779.1	Xe_013261-T1
OG0004557	XP_022787123.1	Xe_011854-T1
OG0004558	XP_022787203.1	Xe_011855-T1
OG0004560	XP_022780425.1	Xe_019766-T1
OG0004561	XP_022790598.1	Xe_002546-T1
OG0004562	XP_022786876.1	Xe_007973-T1
OG0004563	XP_022790537.1	Xe_007924-T1
OG0004564	XP_022789612.1	Xe_013232-T1
OG0004565	XP_022790538.1	Xe_007933-T1
OG0004566	XP_022797487.1	Xe_003438-T1
OG0004567	XP_022793361.1	Xe_007972-T1
OG0004568	XP_022790535.1	Xe_008352-T1
OG0004570	XP_022800051.1	Xe_021760-T1
OG0004571	XP_022799207.1	Xe_021610-T1
OG0004572	XP_022788471.1	Xe_021652-T1
OG0004573	XP_022788913.1	Xe_022276-T1
OG0004574	XP_022788937.1	Xe_022279-T1
OG0004575	XP_022789252.1	Xe_021773-T1
OG0004576	XP_022789054.1	Xe_021706-T1
OG0004577	XP_022799457.1	Xe_022347-T1
OG0004578	XP_022792586.1	Xe_021653-T1
OG0004579	XP_022790321.1	Xe_022283-T1
OG0004580	XP_022806903.1	Xe_021690-T1
OG0004581	XP_022805391.1	Xe_014126-T1
OG0004582	XP_022799426.1	Xe_021611-T1
OG0004583	XP_022796648.1	Xe_021704-T1
OG0004584	XP_022798696.1	Xe_022343-T1
OG0004586	XP_022789214.1	Xe_021655-T1
OG0004587	XP_022798845.1	Xe_015971-T1
OG0004588	XP_022799936.1	Xe_021630-T1
OG0004589	XP_022799505.1	Xe_022394-T1
OG0004590	XP_022799230.1	Xe_022320-T1
OG0004591	XP_022786445.1	Xe_008297-T1
OG0004592	XP_022810270.1	Xe_010541-T1
OG0004593	XP_022795683.1	Xe_010837-T1
OG0004594	XP_022795597.1	Xe_010392-T1
OG0004595	XP_022796521.1	Xe_011212-T1
OG0004596	XP_022789859.1	Xe_011638-T1
OG0004597	XP_022784538.1	Xe_022308-T1
OG0004598	XP_022803220.1	Xe_010534-T1
OG0004599	XP_022785581.1	Xe_010272-T1
OG0004600	XP_022785536.1	Xe_010949-T1
OG0004602	XP_022788036.1	Xe_012310-T1
OG0004603	XP_022803091.1	Xe_012374-T1
OG0004604	XP_022803293.1	Xe_012100-T1
OG0004605	XP_022800226.1	Xe_012013-T1
OG0004606	XP_022790316.1	Xe_012321-T1
OG0004608	XP_022794371.1	Xe_012256-T1
OG0004609	XP_022792828.1	Xe_012143-T1
OG0004610	XP_022790322.1	Xe_012346-T1
OG0004611	XP_022792789.1	Xe_011742-T1
OG0004613	XP_022803103.1	Xe_012373-T1
OG0004614	XP_022809388.1	Xe_015689-T1
OG0004615	XP_022779419.1	Xe_011952-T1
OG0004618	XP_022782815.1	Xe_007498-T1
OG0004619	XP_022802576.1	Xe_007882-T1
OG0004620	XP_022782750.1	Xe_007767-T1
OG0004621	XP_022782857.1	Xe_007502-T1
OG0004622	XP_022782805.1	Xe_021957-T1
OG0004623	XP_022803155.1	Xe_008054-T1
OG0004625	XP_022796790.1	Xe_008303-T1
OG0004626	XP_022786871.1	Xe_008037-T1
OG0004627	XP_022790172.1	Xe_007462-T1
OG0004628	XP_022790167.1	Xe_007901-T1
OG0004629	XP_022782844.1	Xe_008247-T1
OG0004630	XP_022782818.1	Xe_007501-T1
OG0004631	XP_022782807.1	Xe_021958-T1
OG0004632	XP_022795304.1	Xe_008573-T1
OG0004633	XP_022802725.1	Xe_008428-T1
OG0004634	XP_022802743.1	Xe_028893-T1
OG0004635	XP_022798479.1	Xe_008421-T1
OG0004636	XP_022789521.1	Xe_008469-T1
OG0004637	XP_022802742.1	Xe_008446-T1
OG0004638	XP_022808440.1	Xe_008608-T1
OG0004639	XP_022804104.1	Xe_003279-T1
OG0004640	XP_022798499.1	Xe_008420-T1
OG0004641	XP_022798495.1	Xe_008419-T1
OG0004643	XP_022804868.1	Xe_008424-T1
OG0004645	XP_022796965.1	Xe_004312-T1
OG0004646	XP_022801802.1	Xe_004662-T1
OG0004647	XP_022791224.1	Xe_014254-T1
OG0004648	XP_022793416.1	Xe_021403-T1
OG0004649	XP_022799031.1	Xe_000889-T1
OG0004650	XP_022791830.1	Xe_000725-T1
OG0004651	XP_022791827.1	Xe_000723-T1
OG0004652	XP_022779276.1	Xe_010185-T1
OG0004653	XP_022801421.1	Xe_015552-T1
OG0004654	XP_022807057.1	Xe_022238-T1
OG0004655	XP_022779275.1	Xe_009599-T1
OG0004656	XP_022779305.1	Xe_009600-T1
OG0004657	XP_022799434.1	Xe_010133-T1
OG0004659	XP_022807063.1	Xe_022143-T1
OG0004660	XP_022798535.1	Xe_001329-T1
OG0004661	XP_022801420.1	Xe_015548-T1
OG0004662	XP_022787564.1	Xe_021866-T2
OG0004663	XP_022807060.1	Xe_022139-T1
OG0004664	XP_022807066.1	Xe_021404-T1
OG0004665	XP_022792236.1	Xe_014653-T1
OG0004666	XP_022792857.1	Xe_015515-T1
OG0004667	XP_022807073.1	Xe_000820-T1
OG0004668	XP_022785331.1	Xe_021824-T1
OG0004669	XP_022799046.1	Xe_010055-T1
OG0004670	XP_022793355.1	Xe_014651-T1
OG0004671	XP_022785774.1	Xe_004873-T1
OG0004672	XP_022781019.1	Xe_006337-T1
OG0004673	XP_022806145.1	Xe_005226-T1
OG0004675	XP_022791766.1	Xe_005337-T1
OG0004676	XP_022791744.1	Xe_010143-T1
OG0004677	XP_022794192.1	Xe_005632-T1
OG0004679	XP_022785668.1	Xe_024409-T1
OG0004680	XP_022788450.1	Xe_005292-T1
OG0004681	XP_022802500.1	Xe_005324-T1
OG0004682	XP_022781021.1	Xe_005427-T1
OG0004684	XP_022801650.1	Xe_005212-T1
OG0004685	XP_022801639.1	Xe_005210-T1
OG0004686	XP_022794792.1	Xe_005284-T1
OG0004687	XP_022781372.1	Xe_011273-T1
OG0004688	XP_022794783.1	Xe_005272-T1
OG0004689	XP_022801645.1	Xe_005213-T1
OG0004690	XP_022801646.1	Xe_005214-T1
OG0004691	XP_022790765.1	Xe_022156-T1
OG0004692	XP_022788319.1	Xe_021262-T1
OG0004693	XP_022793157.1	Xe_002333-T1
OG0004694	XP_022782472.1	Xe_022237-T1
OG0004695	XP_022794164.1	Xe_001968-T1
OG0004696	XP_022800484.1	Xe_009601-T1
OG0004697	XP_022800503.1	Xe_009602-T1
OG0004698	XP_022790794.1	Xe_021271-T1
OG0004699	XP_022788271.1	Xe_021261-T1
OG0004700	XP_022788281.1	Xe_021527-T1
OG0004701	XP_022794840.1	Xe_010079-T1
OG0004702	XP_022788932.1	Xe_014611-T1
OG0004703	XP_022788910.1	Xe_014197-T1
OG0004704	XP_022798358.1	Xe_021534-T1
OG0004707	XP_022779258.1	Xe_009872-T1
OG0004708	XP_022782626.1	Xe_025194-T1
OG0004709	XP_022784599.1	Xe_003906-T1
OG0004710	XP_022785284.1	Xe_022157-T1
OG0004711	XP_022789931.1	Xe_022194-T1
OG0004712	XP_022791646.1	Xe_022127-T1
OG0004713	XP_022802442.1	Xe_021429-T1
OG0004715	XP_022799074.1	Xe_005041-T1
OG0004716	XP_022802445.1	Xe_021183-T1
OG0004717	XP_022803627.1	Xe_001279-T1
OG0004718	XP_022794483.1	Xe_009644-T1
OG0004719	XP_022791813.1	Xe_009645-T1
OG0004720	XP_022803451.1	Xe_000886-T1
OG0004721	XP_022806447.1	Xe_021820-T1
OG0004722	XP_022788933.1	Xe_014280-T1
OG0004723	XP_022798340.1	Xe_022159-T1
OG0004724	XP_022793645.1	Xe_021880-T1
OG0004725	XP_022798354.1	Xe_021370-T1
OG0004726	XP_022795965.1	Xe_001298-T1
OG0004727	XP_022798357.1	Xe_021369-T1
OG0004728	XP_022789915.1	Xe_021860-T1
OG0004729	XP_022782518.1	Xe_009992-T1
OG0004730	XP_022807062.1	Xe_022146-T1
OG0004731	XP_022791674.1	Xe_022126-T1
OG0004732	XP_022785350.1	Xe_021393-T1
OG0004733	XP_022791669.1	Xe_021522-T1
OG0004735	XP_022798341.1	Xe_021842-T1
OG0004736	XP_022789948.1	Xe_022192-T1
OG0004737	XP_022795960.1	Xe_009734-T1
OG0004738	XP_022785283.1	Xe_022129-T1
OG0004739	XP_022785314.1	Xe_022128-T1
OG0004740	XP_022793652.1	Xe_021513-T1
OG0004741	XP_022802449.1	Xe_021518-T1
OG0004742	XP_022802457.1	Xe_021512-T1
OG0004744	XP_022808488.1	Xe_016052-T1
OG0004745	XP_022806995.1	Xe_010134-T1
OG0004746	XP_022782485.1	Xe_021525-T1
OG0004747	XP_022803270.1	Xe_021295-T1
OG0004749	XP_022787484.1	Xe_009253-T1
OG0004750	XP_022803636.1	Xe_009792-T1
OG0004751	XP_022795928.1	Xe_009515-T1
OG0004753	XP_022789985.1	Xe_005478-T1, Xe_005460-T1
OG0004754	XP_022789988.1	Xe_005458-T1, Xe_005476-T1
OG0004755	XP_022788387.1	Xe_006276-T1
OG0004756	XP_022799800.1	Xe_006275-T1
OG0004757	XP_022779560.1	Xe_005410-T1
OG0004758	XP_022798049.1	Xe_005749-T1
OG0004759	XP_022796566.1	Xe_005239-T1
OG0004760	XP_022796565.1	Xe_005237-T1
OG0004761	XP_022779561.1	Xe_005412-T1
OG0004762	XP_022786672.1	Xe_007026-T1
OG0004763	XP_022804305.1	Xe_015729-T1
OG0004765	XP_022799794.1	Xe_006286-T1
OG0004766	XP_022798059.1	Xe_004238-T1
OG0004767	XP_022802691.1	Xe_022188-T1
OG0004768	XP_022783339.1	Xe_016032-T1
OG0004770	XP_022798054.1	Xe_005578-T1
OG0004771	XP_022798062.1	Xe_005677-T1
OG0004772	XP_022798063.1	Xe_005680-T1
OG0004774	XP_022798987.1	Xe_005678-T1
OG0004775	XP_022786543.1	Xe_008131-T1
OG0004776	XP_022785886.1	Xe_013788-T1
OG0004777	XP_022784616.1	Xe_013986-T1
OG0004778	XP_022783736.1	Xe_013136-T1
OG0004779	XP_022785888.1	Xe_013135-T1
OG0004780	XP_022783702.1	Xe_013137-T1
OG0004781	XP_022785902.1	Xe_013133-T1
OG0004782	XP_022785900.1	Xe_013134-T1
OG0004783	XP_022793624.1	Xe_013050-T1
OG0004784	XP_022802903.1	Xe_013170-T1
OG0004785	XP_022796634.1	Xe_013968-T1
OG0004786	XP_022793637.1	Xe_013253-T1
OG0004787	XP_022790514.1	Xe_013856-T1
OG0004788	XP_022779039.1	Xe_013797-T1
OG0004791	XP_022787262.1	Xe_015989-T1
OG0004792	XP_022789861.1	Xe_002784-T1
OG0004793	XP_022806208.1	Xe_002871-T1
OG0004794	XP_022789899.1	Xe_002785-T1
OG0004796	XP_022793304.1	Xe_001148-T1
OG0004797	XP_022798560.1	Xe_000687-T1
OG0004798	XP_022803192.1	Xe_000777-T2
OG0004799	XP_022792430.1	Xe_010164-T1
OG0004800	XP_022779723.1	Xe_000619-T1
OG0004801	XP_022779724.1	Xe_000930-T1
OG0004802	XP_022785243.1	Xe_009711-T1
OG0004803	XP_022785206.1	Xe_000496-T1
OG0004804	XP_022790650.1	Xe_004927-T1
OG0004805	XP_022783396.1	Xe_025181-T1
OG0004806	XP_022798744.1	Xe_004928-T1
OG0004807	XP_022793095.1	Xe_002485-T1
OG0004808	XP_022787648.1	Xe_000174-T1
OG0004809	XP_022780547.1	Xe_004401-T1
OG0004811	XP_022782089.1	Xe_011213-T1
OG0004812	XP_022798421.1	Xe_012511-T1
OG0004813	XP_022783302.1	Xe_011872-T1
OG0004814	XP_022783279.1	Xe_011783-T1
OG0004815	XP_022777986.1	Xe_011752-T1
OG0004816	XP_022805687.1	Xe_012093-T1
OG0004817	XP_022787388.1	Xe_012059-T1
OG0004818	XP_022787168.1	Xe_011943-T1
OG0004819	XP_022806767.1	Xe_002486-T1
OG0004821	XP_022787591.1	Xe_004502-T1
OG0004822	XP_022798027.1	Xe_020588-T1
OG0004824	XP_022801409.1	Xe_004829-T1
OG0004825	XP_022790694.1	Xe_000245-T1
OG0004826	XP_022790625.1	Xe_004739-T1
OG0004827	XP_022780927.1	Xe_004618-T1
OG0004828	XP_022798444.1	Xe_004869-T1
OG0004829	XP_022798439.1	Xe_004867-T1
OG0004830	XP_022781991.1	Xe_009928-T1
OG0004831	XP_022784992.1	Xe_027959-T1
OG0004832	XP_022793773.1	Xe_009862-T1
OG0004833	XP_022793775.1	Xe_026009-T1
OG0004834	XP_022780638.1	Xe_024222-T1
OG0004835	XP_022784531.1	Xe_003916-T1
OG0004837	XP_022797046.1	Xe_000348-T1
OG0004838	XP_022792437.1	Xe_010163-T1
OG0004839	XP_022798170.1	Xe_000845-T1
OG0004840	XP_022797052.1	Xe_001205-T1
OG0004841	XP_022797042.1	Xe_001256-T1
OG0004842	XP_022797056.1	Xe_001215-T1
OG0004843	XP_022783111.1	Xe_000366-T1
OG0004844	XP_022799829.1	Xe_019265-T1
OG0004845	XP_022798449.1	Xe_000309-T1
OG0004846	XP_022802433.1	Xe_008134-T1
OG0004847	XP_022798128.1	Xe_000238-T1
OG0004848	XP_022798677.1	Xe_020602-T1
OG0004849	XP_022802434.1	Xe_004468-T1
OG0004850	XP_022799848.1	Xe_020607-T1
OG0004851	XP_022798456.1	Xe_019259-T1
OG0004852	XP_022798393.1	Xe_004537-T1
OG0004853	XP_022797071.1	Xe_004926-T1
OG0004855	XP_022798687.1	Xe_000295-T1
OG0004856	XP_022799852.1	Xe_020599-T1
OG0004857	XP_022785804.1	Xe_020606-T1
OG0004858	XP_022798010.1	Xe_021637-T1
OG0004859	XP_022798451.1	Xe_019870-T1
OG0004860	XP_022785834.1	Xe_000247-T1
OG0004861	XP_022785770.1	Xe_021659-T1
OG0004862	XP_022785835.1	Xe_000306-T1
OG0004863	XP_022786831.1	Xe_000292-T1
OG0004864	XP_022785808.1	Xe_019334-T1
OG0004865	XP_022786829.1	Xe_000310-T1
OG0004866	XP_022807430.1	Xe_021272-T1
OG0004869	XP_022785827.1	Xe_004856-T1
OG0004870	XP_022798392.1	Xe_004475-T1
OG0004872	XP_022780716.1	Xe_008882-T1
OG0004873	XP_022780792.1	Xe_008604-T1
OG0004874	XP_022782982.1	Xe_008773-T1
OG0004875	XP_022780797.1	Xe_014517-T1
OG0004877	XP_022780719.1	Xe_008772-T1
OG0004878	XP_022786576.1	Xe_011432-T1
OG0004879	XP_022799184.1	Xe_022337-T1
OG0004880	XP_022780743.1	Xe_008110-T1
OG0004881	XP_022786519.1	Xe_008513-T2
OG0004882	XP_022786566.1	Xe_008478-T1
OG0004883	XP_022786552.1	Xe_008374-T1
OG0004884	XP_022790003.1	Xe_006273-T1
OG0004885	XP_022780528.1	Xe_004477-T1
OG0004886	XP_022780556.1	Xe_004427-T1
OG0004887	XP_022797995.1	Xe_021785-T1
OG0004888	XP_022806386.1	Xe_004742-T1
OG0004889	XP_022786536.1	Xe_008457-T1
OG0004890	XP_022786551.1	Xe_008373-T1
OG0004891	XP_022786533.1	Xe_008378-T1
OG0004892	XP_022786499.1	Xe_008371-T1
OG0004893	XP_022780714.1	Xe_008380-T1
OG0004894	XP_022780718.1	Xe_005424-T1
OG0004895	XP_022786540.1	Xe_008375-T1
OG0004896	XP_022780756.1	Xe_008558-T1
OG0004897	XP_022807822.1	Xe_004784-T1
OG0004898	XP_022797990.1	Xe_021654-T1
OG0004899	XP_022802931.1	Xe_002658-T1
OG0004900	XP_022802933.1	Xe_002659-T1
OG0004901	XP_022801214.1	Xe_002547-T1
OG0004902	XP_022800765.1	Xe_021664-T1
OG0004903	XP_022787723.1	Xe_002425-T1
OG0004904	XP_022804053.1	Xe_002802-T1
OG0004905	XP_022802923.1	Xe_002660-T1
OG0004906	XP_022790082.1	Xe_021775-T1
OG0004908	XP_022785478.1	Xe_012618-T1
OG0004909	XP_022797456.1	Xe_012906-T1
OG0004910	XP_022803825.1	Xe_012722-T1
OG0004911	XP_022791048.1	Xe_015508-T1
OG0004913	XP_022788494.1	Xe_009848-T1
OG0004914	XP_022795840.1	Xe_021986-T1
OG0004915	XP_022796845.1	Xe_005319-T1
OG0004916	XP_022785670.1	Xe_005501-T1
OG0004917	XP_022796836.1	Xe_007171-T1
OG0004918	XP_022796360.1	Xe_005500-T1
OG0004919	XP_022806670.1	Xe_005606-T1
OG0004920	XP_022786661.1	Xe_007186-T1
OG0004921	XP_022798044.1	Xe_007170-T1
OG0004922	XP_022786713.1	Xe_007184-T1
OG0004923	XP_022806653.1	Xe_006988-T1
OG0004924	XP_022808663.1	Xe_005358-T1
OG0004925	XP_022796347.1	Xe_005502-T1
OG0004926	XP_022804510.1	Xe_002441-T1
OG0004927	XP_022805521.1	Xe_005614-T1, Xe_005616-T1
OG0004928	XP_022800756.1	Xe_021663-T1
OG0004929	XP_022809063.1	Xe_005704-T1
OG0004930	XP_022793809.1	Xe_005231-T1
OG0004931	XP_022806659.1	Xe_005359-T1
OG0004934	XP_022785280.1	Xe_021856-T1
OG0004936	XP_022798009.1	Xe_021618-T1
OG0004937	XP_022795851.1	Xe_022234-T1
OG0004938	XP_022798378.1	Xe_021517-T1
OG0004939	XP_022795850.1	Xe_022168-T1
OG0004940	XP_022799022.1	Xe_009626-T1
OG0004941	XP_022782700.1	Xe_001091-T1
OG0004942	XP_022791857.1	Xe_001310-T1
OG0004943	XP_022777506.1	Xe_000741-T1
OG0004944	XP_022800488.1	Xe_009997-T1
OG0004945	XP_022800472.1	Xe_009995-T1
OG0004947	XP_022795837.1	Xe_021982-T1
OG0004948	XP_022785310.1	Xe_002995-T1
OG0004949	XP_022785322.1	Xe_021379-T1
OG0004950	XP_022800485.1	Xe_009994-T1
OG0004951	XP_022785345.1	Xe_021583-T1
OG0004952	XP_022798366.1	Xe_022160-T1
OG0004953	XP_022798361.1	Xe_022161-T1
OG0004956	XP_022790929.1	Xe_011705-T1
OG0004957	XP_022791335.1	Xe_011847-T1
OG0004958	XP_022790948.1	Xe_011787-T1
OG0004959	XP_022790940.1	Xe_012439-T1
OG0004960	XP_022790931.1	Xe_011802-T1
OG0004961	XP_022790932.1	Xe_008224-T1
OG0004962	XP_022791011.1	Xe_012490-T1
OG0004963	XP_022790942.1	Xe_012138-T1
OG0004964	XP_022800221.1	Xe_005332-T1
OG0004965	XP_022783296.1	Xe_012444-T1
OG0004966	XP_022788009.1	Xe_012127-T1
OG0004967	XP_022790955.1	Xe_011757-T1
OG0004968	XP_022782242.1	Xe_011758-T1
OG0004969	XP_022788023.1	Xe_012194-T1
OG0004970	XP_022790967.1	Xe_011789-T1
OG0004971	XP_022800823.1	Xe_011827-T1
OG0004972	XP_022808260.1	Xe_012199-T1
OG0004973	XP_022783301.1	Xe_011929-T1
OG0004974	XP_022791012.1	Xe_011927-T1
OG0004975	XP_022803783.1	Xe_011743-T1
OG0004977	XP_022800816.1	Xe_011828-T1
OG0004979	XP_022781054.1	Xe_006980-T1
OG0004980	XP_022794078.1	Xe_006991-T1
OG0004981	XP_022794101.1	Xe_006986-T1
OG0004982	XP_022794093.1	Xe_006985-T1
OG0004983	XP_022794079.1	Xe_006825-T1
OG0004984	XP_022794076.1	Xe_005528-T1
OG0004986	XP_022802306.1	Xe_005996-T1
OG0004987	XP_022781034.1	Xe_006336-T1
OG0004988	XP_022794077.1	Xe_005599-T1
OG0004989	XP_022802849.1	Xe_005236-T1
OG0004991	XP_022781080.1	Xe_006335-T1
OG0004992	XP_022795973.1	Xe_005521-T1
OG0004993	XP_022792968.1	Xe_005498-T1
OG0004994	XP_022789990.1	Xe_005582-T1
OG0004995	XP_022781035.1	Xe_005269-T1
OG0004996	XP_022786678.1	Xe_005228-T1
OG0004997	XP_022803938.1	Xe_005516-T1
OG0004998	XP_022803203.1	Xe_011479-T1
OG0004999	XP_022798685.1	Xe_022341-T1
OG0005000	XP_022792276.1	Xe_016142-T1
OG0005001	XP_022789715.1	Xe_021780-T1
OG0005003	XP_022799537.1	Xe_021645-T1
OG0005004	XP_022784590.1	Xe_003917-T1
OG0005005	XP_022807915.1	Xe_022281-T1
OG0005006	XP_022794264.1	Xe_004497-T1
OG0005007	XP_022780910.1	Xe_005043-T1
OG0005008	XP_022790624.1	Xe_020763-T1
OG0005009	XP_022790641.1	Xe_004712-T1
OG0005010	XP_022780870.1	Xe_005017-T1
OG0005011	XP_022781536.1	Xe_004970-T1
OG0005012	XP_022798666.1	Xe_015974-T1
OG0005013	XP_022783880.1	Xe_005079-T1
OG0005014	XP_022789158.1	Xe_000300-T1
OG0005015	XP_022796219.1	Xe_020772-T1
OG0005016	XP_022793454.1	Xe_004948-T1
OG0005017	XP_022806393.1	Xe_004479-T1
OG0005018	XP_022780932.1	Xe_004973-T1
OG0005019	XP_022780887.1	Xe_004974-T1
OG0005020	XP_022796233.1	Xe_019280-T1
OG0005021	XP_022790695.1	Xe_004388-T1
OG0005022	XP_022789773.1	Xe_004378-T1
OG0005023	XP_022807905.1	Xe_004638-T1
OG0005024	XP_022781466.1	Xe_004864-T1
OG0005025	XP_022781467.1	Xe_004865-T1
OG0005026	XP_022805854.1	Xe_003904-T1
OG0005027	XP_022781468.1	Xe_012866-T1
OG0005028	XP_022783920.1	Xe_005080-T1
OG0005029	XP_022781465.1	Xe_004827-T1
OG0005030	XP_022800459.1	Xe_011724-T1
OG0005031	XP_022802416.1	Xe_005138-T1
OG0005032	XP_022785865.1	Xe_004828-T1
OG0005033	XP_022789771.1	Xe_004377-T1
OG0005034	XP_022808659.1	Xe_004511-T1
OG0005035	XP_022785806.1	Xe_004835-T1
OG0005036	XP_022781962.1	Xe_014178-T1
OG0005038	XP_022807542.1	Xe_004513-T1
OG0005039	XP_022798757.1	Xe_004524-T1
OG0005040	XP_022794867.1	Xe_004963-T1
OG0005041	XP_022809114.1	Xe_023295-T1
OG0005043	XP_022798670.1	Xe_000224-T1
OG0005044	XP_022789380.1	Xe_004714-T1
OG0005045	XP_022790601.1	Xe_004734-T1
OG0005046	XP_022781464.1	Xe_004866-T1
OG0005047	XP_022808590.1	Xe_004512-T1
OG0005048	XP_022798864.1	Xe_005025-T1
OG0005049	XP_022807895.1	Xe_014720-T1
OG0005050	XP_022789713.1	Xe_010166-T1
OG0005051	XP_022798856.1	Xe_005027-T1
OG0005052	XP_022783893.1	Xe_004861-T1
OG0005053	XP_022801022.1	Xe_004962-T1
OG0005054	XP_022790654.1	Xe_004516-T1
OG0005055	XP_022785791.1	Xe_010538-T1
OG0005056	XP_022785787.1	Xe_021667-T1
OG0005057	XP_022798169.1	Xe_009190-T1
OG0005058	XP_022793830.1	Xe_026010-T1
OG0005059	XP_022780671.1	Xe_023490-T1
OG0005060	XP_022790407.1	Xe_023501-T1
OG0005061	XP_022790850.1	Xe_000932-T1
OG0005062	XP_022780628.1	Xe_023244-T1
OG0005064	XP_022790865.1	Xe_027430-T1
OG0005065	XP_022790874.1	Xe_015803-T1
OG0005066	XP_022780632.1	Xe_024224-T1
OG0005067	XP_022778493.1	Xe_018493-T1
OG0005068	XP_022790799.1	Xe_012706-T1
OG0005069	XP_022794499.1	Xe_023650-T1
OG0005071	XP_022804909.1	Xe_013603-T1
OG0005072	XP_022793308.1	Xe_001147-T1
OG0005073	XP_022783095.1	Xe_000793-T1
OG0005074	XP_022785264.1	Xe_000602-T1
OG0005075	XP_022779793.1	Xe_001204-T1
OG0005076	XP_022785245.1	Xe_028814-T1
OG0005077	XP_022793303.1	Xe_001146-T1
OG0005078	XP_022807128.1	Xe_002604-T1
OG0005079	XP_022807120.1	Xe_002606-T1
OG0005080	XP_022806338.1	Xe_002706-T1
OG0005081	XP_022806325.1	Xe_002707-T1
OG0005082	XP_022807122.1	Xe_002798-T1
OG0005083	XP_022807123.1	Xe_002607-T1
OG0005084	XP_022807129.1	Xe_002633-T1
OG0005085	XP_022804949.1	Xe_002711-T1
OG0005086	XP_022807507.1	Xe_002712-T1
OG0005087	XP_022808017.1	Xe_002513-T1
OG0005088	XP_022804592.1	Xe_002548-T1
OG0005089	XP_022800795.1	Xe_002708-T1
OG0005090	XP_022809115.1	Xe_025834-T1
OG0005091	XP_022807126.1	Xe_002797-T1
OG0005092	XP_022807118.1	Xe_002501-T1
OG0005094	XP_022789885.1	Xe_002584-T1
OG0005095	XP_022807509.1	Xe_002739-T1
OG0005096	XP_022804030.1	Xe_028951-T1
OG0005097	XP_022809337.1	Xe_011704-T1
OG0005098	XP_022804221.1	Xe_012264-T1
OG0005099	XP_022790441.1	Xe_023651-T1
OG0005100	XP_022807686.1	Xe_012183-T1
OG0005101	XP_022788068.1	Xe_012412-T1
OG0005102	XP_022788053.1	Xe_012415-T1
OG0005103	XP_022804039.1	Xe_012327-T1
OG0005104	XP_022788056.1	Xe_012111-T1
OG0005105	XP_022801749.1	Xe_012377-T1
OG0005106	XP_022801750.1	Xe_012378-T1
OG0005107	XP_022784334.1	Xe_012220-T1
OG0005108	XP_022802775.1	Xe_012526-T1
OG0005109	XP_022802797.1	Xe_012529-T1
OG0005110	XP_022783245.1	Xe_028941-T1
OG0005115	XP_022782213.1	Xe_012060-T1
OG0005116	XP_022803104.1	Xe_012388-T1
OG0005117	XP_022803100.1	Xe_012389-T1
OG0005118	XP_022784363.1	Xe_012219-T1, Xe_012221-T1
OG0005119	XP_022788059.1	Xe_012108-T1
OG0005120	XP_022788051.1	Xe_012416-T1
OG0005121	XP_022807675.1	Xe_012182-T1
OG0005122	XP_022788033.1	Xe_012411-T1
OG0005123	XP_022788083.1	Xe_012409-T1
