Orthogroup	spis_longest_isoform_marker	aip_longest_isoforms
OG0005325	XP_022802454.1	XP_020895809.1
OG0005326	XP_022785627.1	XP_020895811.1
OG0005327	XP_022801042.1	XP_020895820.1
OG0005328	XP_022782121.1	XP_020895821.1
OG0005329	XP_022801054.1	XP_020895823.1
OG0005330	XP_022801055.1	XP_020895827.1
OG0005331	XP_022785625.1	XP_020895828.1
OG0005332	XP_022791854.1	XP_020895831.1
OG0005333	XP_022782058.1	XP_020895833.1
OG0005334	XP_022777776.1	XP_028519294.1, XP_020895847.1
OG0005335	XP_022793110.1	XP_020895849.1
OG0005336	XP_022787332.1	XP_020895850.1
OG0005337	XP_022786215.1	XP_020895857.1
OG0005338	XP_022787294.1	XP_020895865.1
OG0005339	XP_022788076.1	XP_020895868.1
OG0005340	XP_022800557.1	XP_020895869.1, XP_020917725.1
OG0005341	XP_022785921.1	XP_020895872.1
OG0005342	XP_022787641.1	XP_020895876.1
OG0005343	XP_022786255.1	XP_020895888.1
OG0005344	XP_022786205.1	XP_020895891.1
OG0005345	XP_022797895.1	XP_020895902.1
OG0005346	XP_022795797.1	XP_020895904.1
OG0005347	XP_022795795.1	XP_020895907.1
OG0005348	XP_022779918.1	XP_020895913.1
OG0005349	XP_022780305.1	XP_020895920.1
OG0005350	XP_022795798.1	XP_020895922.1
OG0005351	XP_022796889.1	XP_020895934.1
OG0005353	XP_022787340.1	XP_020895962.1
OG0005354	XP_022787277.1	XP_020895963.1
OG0005355	XP_022787363.1	XP_020895965.1
OG0005356	XP_022808499.1	XP_020895969.1
OG0005358	XP_022798113.1	XP_020895993.1
OG0005359	XP_022798106.1	XP_020895994.1
OG0005360	XP_022804677.1	XP_020895997.1
OG0005361	XP_022787656.1	XP_020895998.1
OG0005362	XP_022787643.1	XP_020896001.1
OG0005363	XP_022787652.1	XP_020896009.1
OG0005364	XP_022783066.1	XP_020896014.2
OG0005365	XP_022784914.1	XP_028516356.1, XP_020904467.1, XP_020896037.1
OG0005366	XP_022798866.1	XP_020896047.1
OG0005367	XP_022792059.1	XP_020896056.1
OG0005368	XP_022781458.1	XP_020896058.1
OG0005369	XP_022781543.1	XP_020896059.1
OG0005370	XP_022781546.1	XP_020896061.1
OG0005371	XP_022800562.1	XP_020896063.1
OG0005372	XP_022793449.1	XP_020896067.1
OG0005373	XP_022793460.1	XP_020896068.1
OG0005374	XP_022803533.1	XP_020896069.1
OG0005375	XP_022803518.1	XP_020896070.1
OG0005376	XP_022787717.1	XP_020896071.1
OG0005377	XP_022780526.1	XP_020896072.1
OG0005378	XP_022781484.1	XP_020896075.1
OG0005379	XP_022803519.1	XP_020896076.1
OG0005380	XP_022782115.1	XP_020896077.1
OG0005381	XP_022781544.1	XP_020896079.1
OG0005382	XP_022801393.1	XP_020896080.1
OG0005383	XP_022785810.1	XP_020896082.1
OG0005384	XP_022786770.1	XP_020896086.1
OG0005385	XP_022803241.1	XP_020896093.1
OG0005386	XP_022798849.1	XP_020896094.1
OG0005387	XP_022780930.1	XP_020896096.1, XP_020896099.1
OG0005388	XP_022785811.1	XP_020896103.1
OG0005389	XP_022782087.1	XP_020896111.1
OG0005390	XP_022808497.1	XP_020896112.2
OG0005391	XP_022781440.1	XP_020896118.1
OG0005392	XP_022796939.1	XP_020896121.1
OG0005393	XP_022804926.1	XP_020896133.1
OG0005394	XP_022782152.1	XP_020896135.1
OG0005395	XP_022786102.1	XP_020896137.1
OG0005396	XP_022799688.1	XP_020896139.1
OG0005397	XP_022782557.1	XP_020896143.1
OG0005398	XP_022804585.1	XP_020896145.1
OG0005399	XP_022799699.1	XP_020896161.1
OG0005400	XP_022782084.1	XP_020896166.1
OG0005401	XP_022794365.1	XP_020896177.1
OG0005402	XP_022807432.1	XP_020896178.1
OG0005403	XP_022799967.1	XP_020896179.1
OG0005404	XP_022799964.1	XP_020896181.1
OG0005405	XP_022794348.1	XP_020896184.1
OG0005406	XP_022805587.1	XP_020896185.1
OG0005407	XP_022788156.1	XP_020896187.1
OG0005408	XP_022805677.1	XP_020896188.1
OG0005409	XP_022807213.1	XP_020896194.1
OG0005410	XP_022795011.1	XP_020896197.1
OG0005411	XP_022794994.1	XP_020896199.1
OG0005412	XP_022788114.1	XP_020896200.1
OG0005414	XP_022794995.1	XP_020896202.1
OG0005415	XP_022796933.1	XP_020896215.1
OG0005416	XP_022785576.1	XP_020896224.1
OG0005417	XP_022796937.1	XP_020896225.1
OG0005418	XP_022783060.1	XP_020896231.1
OG0005419	XP_022783043.1	XP_020896234.1
OG0005420	XP_022782165.1	XP_020896235.1
OG0005421	XP_022779739.1	XP_020896246.1
OG0005422	XP_022782118.1	XP_020896256.1
OG0005423	XP_022787606.1	XP_020896258.1
OG0005424	XP_022783085.1	XP_020896259.1
OG0005425	XP_022782114.1	XP_020896261.1
OG0005426	XP_022787613.1	XP_020896263.1
OG0005427	XP_022795590.1	XP_020896281.1
OG0005428	XP_022799763.1	XP_020896285.1
OG0005429	XP_022787578.1	XP_020896288.1
OG0005430	XP_022804393.1	XP_020896289.1
OG0005431	XP_022804394.1	XP_020896291.1
OG0005432	XP_022808504.1	XP_020896298.1
OG0005433	XP_022795982.1	XP_020896306.2
OG0005434	XP_022808205.1	XP_020896311.1
OG0005436	XP_022782057.1	XP_020896317.1
OG0005437	XP_022799772.1	XP_020896319.1
OG0005438	XP_022795580.1	XP_020896320.1
OG0005439	XP_022803043.1	XP_020896321.1
OG0005440	XP_022777856.1	XP_020896322.1
OG0005441	XP_022799738.1	XP_020896325.2
OG0005442	XP_022782072.1	XP_020896326.1
OG0005443	XP_022789672.1	XP_020896331.1
OG0005444	XP_022794320.1	XP_020896343.1
OG0005445	XP_022789692.1	XP_020896347.1
OG0005446	XP_022784480.1, XP_022784481.1	XP_020896348.1
OG0005447	XP_022789655.1	XP_020896351.1
OG0005448	XP_022794317.1	XP_020896355.2
OG0005449	XP_022787856.1	XP_020896357.1
OG0005450	XP_022789659.1	XP_020896358.1
OG0005451	XP_022789671.1	XP_020896391.1
OG0005452	XP_022787153.1	XP_020896392.1, XP_028517347.1
OG0005453	XP_022793310.1	XP_020896400.1
OG0005454	XP_022789695.1	XP_020896405.2
OG0005455	XP_022789658.1	XP_020896406.1
OG0005456	XP_022796941.1	XP_020896430.1
OG0005457	XP_022790825.1	XP_020896436.1
OG0005458	XP_022780621.1	XP_020896439.1
OG0005460	XP_022793319.1	XP_020896461.1
OG0005461	XP_022790795.1	XP_020896466.2
OG0005462	XP_022790774.1	XP_020896467.1
OG0005463	XP_022790776.1	XP_020896469.1
OG0005464	XP_022787530.1	XP_020896470.1
OG0005465	XP_022790704.1	XP_020896472.1
OG0005466	XP_022793329.1	XP_020896474.1
OG0005467	XP_022788602.1	XP_020896480.1
OG0005468	XP_022791622.1	XP_020896486.1
OG0005469	XP_022788720.1	XP_020896487.1
OG0005470	XP_022807089.1	XP_020896490.1
OG0005471	XP_022780075.1	XP_020896492.1
OG0005472	XP_022782103.1	XP_020896497.1
OG0005473	XP_022788305.1, XP_022788300.1	XP_020896498.1
OG0005475	XP_022792143.1	XP_020896525.1, XP_020899231.1
OG0005476	XP_022788345.1	XP_020896530.1
OG0005478	XP_022791903.1	XP_020896542.1
OG0005479	XP_022792025.1	XP_020896546.1
OG0005480	XP_022806555.1	XP_020896554.1
OG0005481	XP_022804574.1	XP_020896555.1
OG0005482	XP_022804582.1	XP_020896556.1
OG0005483	XP_022796926.1	XP_020896558.1
OG0005484	XP_022799702.1	XP_020896565.1
OG0005485	XP_022799701.1	XP_020896566.2
OG0005486	XP_022799683.1	XP_020896568.1
OG0005487	XP_022799673.1	XP_020896574.1
OG0005488	XP_022799674.1	XP_020896579.1
OG0005489	XP_022787023.1	XP_020896581.1
OG0005490	XP_022799700.1	XP_020896585.1
OG0005491	XP_022799223.1	XP_020896612.1
OG0005492	XP_022794910.1	XP_020896618.1
OG0005493	XP_022808670.1	XP_020896632.1
OG0005494	XP_022808658.1	XP_020896637.1
OG0005495	XP_022799380.1	XP_020896643.2
OG0005496	XP_022799381.1	XP_020896650.1
OG0005497	XP_022799785.1, XP_022799776.1	XP_020896652.1
OG0005499	XP_022781357.1	XP_020896671.1
OG0005500	XP_022808708.1	XP_020896680.1
OG0005501	XP_022781269.1	XP_020896697.1
OG0005502	XP_022782110.1	XP_020896707.1
OG0005503	XP_022781254.1	XP_020896708.1
OG0005504	XP_022782122.1	XP_020896709.1
OG0005505	XP_022788030.1	XP_020896717.1
OG0005506	XP_022803606.1	XP_020896725.1
OG0005507	XP_022803600.1	XP_020896728.1
OG0005508	XP_022799049.1	XP_020896729.1
OG0005509	XP_022798614.1	XP_020896733.1
OG0005510	XP_022798599.1	XP_020896734.1
OG0005511	XP_022787266.1	XP_020896737.1
OG0005512	XP_022797651.1	XP_020896739.1
OG0005513	XP_022796492.1	XP_020896751.1
OG0005514	XP_022796508.1	XP_020896752.2
OG0005515	XP_022796467.1	XP_020896754.2
OG0005516	XP_022787154.1	XP_020896755.1
OG0005517	XP_022796509.1	XP_020896757.1
OG0005518	XP_022788032.1	XP_020896758.1
OG0005519	XP_022792806.1	XP_020896759.1
OG0005520	XP_022791010.1	XP_020896762.1
OG0005521	XP_022799080.1	XP_020896764.1
OG0005522	XP_022779418.1	XP_020896765.1
OG0005523	XP_022801595.1	XP_020896769.1
OG0005524	XP_022810306.1, XP_022778260.1	XP_020896775.1
OG0005525	XP_022796473.1	XP_020896777.1
OG0005526	XP_022797561.1	XP_020896778.2
OG0005527	XP_022787180.1	XP_020896781.1
OG0005528	XP_022806788.1	XP_020896787.1
OG0005529	XP_022789104.1	XP_020896790.1
OG0005530	XP_022806437.1	XP_020896792.1
OG0005531	XP_022806430.1	XP_020896794.1
OG0005532	XP_022803511.1	XP_020896801.1
OG0005533	XP_022785168.1	XP_020896820.2
OG0005534	XP_022803298.1	XP_020896821.1
OG0005535	XP_022796824.1	XP_020896823.1
OG0005536	XP_022787420.1	XP_020896834.1
OG0005537	XP_022793090.1	XP_020896841.1
OG0005538	XP_022779422.1	XP_020896843.1
OG0005539	XP_022779474.1	XP_020896847.1
OG0005540	XP_022784302.1	XP_020896848.1
OG0005541	XP_022784304.1	XP_020896849.1
OG0005542	XP_022786278.1	XP_020896867.1
OG0005543	XP_022804334.1	XP_020896877.1
OG0005544	XP_022782289.1	XP_020896886.1
OG0005545	XP_022791656.1	XP_020896887.1
OG0005546	XP_022790935.1	XP_020896889.1
OG0005547	XP_022797589.1	XP_020896898.1
OG0005548	XP_022800729.1	XP_020896902.1
OG0005549	XP_022788062.1	XP_020896903.1
OG0005550	XP_022788070.1	XP_020896904.1
OG0005551	XP_022799047.1	XP_020896905.1
OG0005552	XP_022798615.1	XP_020896910.1
OG0005553	XP_022787181.1	XP_020896916.1
OG0005554	XP_022803508.1	XP_020896919.1
OG0005555	XP_022777429.1	XP_020896926.1
OG0005557	XP_022791031.1	XP_020896953.1
OG0005558	XP_022787209.1	XP_020896957.1
OG0005559	XP_022806418.1	XP_020896964.1
OG0005560	XP_022797580.1	XP_020896969.1
OG0005561	XP_022778069.1, XP_022800352.1	XP_020896976.1
OG0005562	XP_022794613.1	XP_020896988.1
OG0005563	XP_022803601.1	XP_020896994.1
OG0005564	XP_022794350.1	XP_020897002.1
OG0005566	XP_022781463.1	XP_020897026.1
OG0005567	XP_022792680.1	XP_020897029.1
OG0005568	XP_022781590.1	XP_020897033.2
OG0005569	XP_022779415.1	XP_020897034.1
OG0005570	XP_022779075.1	XP_020897037.1
OG0005571	XP_022797201.1	XP_020897049.1
OG0005572	XP_022784684.1	XP_020897051.1
OG0005573	XP_022784685.1	XP_020897052.1
OG0005574	XP_022791870.1	XP_020897112.2, XP_020897056.2
OG0005575	XP_022779056.1	XP_020897057.1
OG0005576	XP_022785484.1	XP_020897059.1
OG0005577	XP_022783710.1	XP_020897060.1
OG0005578	XP_022806984.1	XP_020897061.1
OG0005580	XP_022792712.1	XP_020897065.1
OG0005581	XP_022781670.1	XP_020897071.1
OG0005582	XP_022779411.1	XP_020897074.1
OG0005583	XP_022783167.1	XP_020897076.1
OG0005584	XP_022785497.1	XP_020897078.1
OG0005585	XP_022780427.1, XP_022780385.1	XP_020897080.1
OG0005586	XP_022795715.1	XP_020897083.1
OG0005587	XP_022795707.1	XP_020897084.1
OG0005588	XP_022791963.1	XP_020897086.1
OG0005589	XP_022783748.1	XP_020897088.1
OG0005590	XP_022783654.1	XP_020897089.1
OG0005591	XP_022792947.1	XP_020897091.1
OG0005592	XP_022781629.1	XP_020897092.1
OG0005593	XP_022783742.1	XP_020897093.2
OG0005594	XP_022781657.1	XP_020897106.1
OG0005595	XP_022800768.1	XP_020897124.1
OG0005596	XP_022781445.1	XP_020897131.1
OG0005597	XP_022781473.1	XP_020897132.1
OG0005598	XP_022793720.1	XP_020897134.1
OG0005599	XP_022779589.1	XP_020897140.1
OG0005600	XP_022798966.1	XP_020897141.1
OG0005601	XP_022793696.1	XP_020897142.1
OG0005602	XP_022803948.1	XP_020897144.1
OG0005603	XP_022778764.1	XP_020897149.1
OG0005604	XP_022800970.1	XP_020897161.1
OG0005605	XP_022808805.1	XP_020897164.1
OG0005606	XP_022808854.1	XP_020897165.1
OG0005607	XP_022808886.1	XP_020897166.1
OG0005608	XP_022794126.1, XP_022800656.1	XP_020897169.1
OG0005609	XP_022809747.1	XP_020897172.1
OG0005610	XP_022782236.1	XP_020897174.1
OG0005611	XP_022794105.1	XP_020897180.1
OG0005612	XP_022801000.1	XP_020897181.1
OG0005613	XP_022801001.1	XP_020897183.2
OG0005614	XP_022800992.1	XP_020897184.1, XP_020897185.1
OG0005615	XP_022788786.1	XP_020897188.1
OG0005616	XP_022789776.1	XP_020897197.1
OG0005617	XP_022780156.1	XP_020897214.2, XP_028517481.1
OG0005618	XP_022798411.1	XP_020897219.1
OG0005619	XP_022797372.1	XP_020897223.1
OG0005620	XP_022810482.1	XP_020897225.1
OG0005621	XP_022788650.1	XP_020897228.1
OG0005622	XP_022802129.1	XP_020897229.1
OG0005623	XP_022801425.1	XP_020897230.1
OG0005624	XP_022788653.1	XP_020897239.1
OG0005625	XP_022799401.1	XP_020897243.1
OG0005626	XP_022780118.1	XP_020897246.1
OG0005627	XP_022802320.1	XP_020897254.1
OG0005628	XP_022802305.1	XP_020897262.1
OG0005629	XP_022784287.1	XP_020897272.1
OG0005630	XP_022791734.1	XP_020897279.1
OG0005631	XP_022791735.1	XP_020897280.1
OG0005632	XP_022794986.1	XP_020897281.2
OG0005633	XP_022802951.1	XP_020897283.1
OG0005634	XP_022801211.1	XP_020897287.1
OG0005635	XP_022801218.1	XP_020897288.1
OG0005636	XP_022788853.1	XP_020897295.1
OG0005637	XP_022786286.1	XP_020897296.1, XP_020897298.1
OG0005638	XP_022794991.1	XP_020897300.1
OG0005639	XP_022798326.1	XP_020897303.1
OG0005640	XP_022788855.1	XP_020897316.1
OG0005641	XP_022783688.1	XP_020897324.1
OG0005642	XP_022789370.1	XP_020897330.1
OG0005643	XP_022792725.1	XP_028514033.1, XP_020897334.1
OG0005644	XP_022783746.1	XP_020897336.1
OG0005645	XP_022797784.1	XP_020897339.1
OG0005646	XP_022802919.1	XP_020897347.1
OG0005647	XP_022789361.1	XP_020897350.1
OG0005648	XP_022782913.1	XP_020897351.1
OG0005649	XP_022805712.1	XP_020897355.1
OG0005650	XP_022797774.1	XP_020897358.1
OG0005651	XP_022785743.1	XP_020900159.1, XP_020897363.1
OG0005652	XP_022805063.1	XP_020897372.1
OG0005653	XP_022789404.1	XP_020897374.1
OG0005654	XP_022783734.1	XP_020897377.1
OG0005655	XP_022779441.1	XP_020897380.1
OG0005656	XP_022789369.1	XP_020897385.1
OG0005657	XP_022805068.1	XP_020897389.1
OG0005658	XP_022789986.1	XP_020897392.1
OG0005659	XP_022809140.1	XP_020897397.1
OG0005660	XP_022803584.1	XP_020897400.1
OG0005661	XP_022803585.1	XP_020897401.1
OG0005662	XP_022795171.1	XP_020897402.1
OG0005663	XP_022795218.1	XP_020897403.1
OG0005664	XP_022780371.1	XP_020897406.1
OG0005665	XP_022805549.1	XP_020897410.1
OG0005666	XP_022779140.1	XP_020897419.1
OG0005667	XP_022791140.1, XP_022780445.1	XP_020897422.1
OG0005668	XP_022784869.1	XP_020897423.1
OG0005669	XP_022779732.1	XP_020897424.1
OG0005670	XP_022795503.1	XP_020897430.1, XP_028519575.1
OG0005671	XP_022783877.1	XP_020897434.1
OG0005672	XP_022799310.1	XP_020897435.1
OG0005673	XP_022788409.1, XP_022788467.1	XP_020897443.2
OG0005674	XP_022780465.1	XP_020897447.1
OG0005675	XP_022803563.1	XP_020897455.1
OG0005676	XP_022795213.1	XP_020897458.1
OG0005677	XP_022789162.1	XP_020897465.1
OG0005678	XP_022797047.1	XP_020897472.1
OG0005679	XP_022803014.1	XP_020897474.1
OG0005680	XP_022803015.1	XP_020897475.1
OG0005681	XP_022810028.1	XP_020897476.1
OG0005682	XP_022796943.1	XP_020897486.1
OG0005683	XP_022783032.1	XP_020897488.1
OG0005684	XP_022779020.1	XP_020897491.1
OG0005685	XP_022797050.1	XP_020897493.1
OG0005686	XP_022785228.1	XP_020897494.1
OG0005687	XP_022783067.1	XP_020897495.1
OG0005688	XP_022797059.1	XP_020897496.1
OG0005689	XP_022796925.1	XP_020897498.1
OG0005690	XP_022792382.1	XP_020897504.1
OG0005691	XP_022796945.1	XP_020897514.1
OG0005692	XP_022803008.1	XP_020897537.1
OG0005693	XP_022798556.1	XP_020897538.1
OG0005694	XP_022799172.1	XP_020897547.1
OG0005695	XP_022807121.1	XP_020897552.1
OG0005696	XP_022804355.1	XP_020897553.1
OG0005697	XP_022799159.1	XP_020897561.1
OG0005698	XP_022801709.1	XP_020897564.1
OG0005699	XP_022797986.1	XP_020897565.1
OG0005700	XP_022807744.1	XP_020897573.1
OG0005701	XP_022790349.1	XP_020897582.1
OG0005702	XP_022799942.1	XP_020897584.1
OG0005703	XP_022804354.1	XP_020897586.1
OG0005704	XP_022804349.1	XP_020897591.1, XP_028514074.1
OG0005705	XP_022797993.1	XP_020897597.1
OG0005706	XP_022804366.1	XP_020897601.1
OG0005707	XP_022796199.1	XP_020897613.1
OG0005708	XP_022802095.1	XP_020897615.1
OG0005709	XP_022785856.1	XP_020897623.1
OG0005710	XP_022796217.1	XP_020897628.1
OG0005711	XP_022790700.1	XP_020897630.1
OG0005712	XP_022783918.1	XP_020897634.1
OG0005713	XP_022798401.1	XP_020897635.1
OG0005714	XP_022780886.1	XP_020897638.1
OG0005715	XP_022786830.1	XP_020897644.1
OG0005716	XP_022798389.1	XP_020897647.1
OG0005717	XP_022785854.1	XP_020897655.1
OG0005718	XP_022798391.1	XP_020897657.1
OG0005719	XP_022802104.1	XP_020897658.1
OG0005720	XP_022785858.1	XP_020897665.2
OG0005721	XP_022785862.1	XP_020897666.1
OG0005722	XP_022780881.1	XP_020897668.1
OG0005723	XP_022780882.1	XP_020897670.1
OG0005725	XP_022796235.1	XP_020897675.2
OG0005726	XP_022796201.1	XP_020897680.1
OG0005727	XP_022782625.1	XP_020897690.1
OG0005728	XP_022781028.1	XP_020897696.1
OG0005729	XP_022779595.1	XP_020897705.1
OG0005730	XP_022779637.1	XP_020897708.1
OG0005731	XP_022786668.1	XP_020897711.1
OG0005732	XP_022804856.1	XP_020897716.1
OG0005733	XP_022791094.1	XP_020897719.1
OG0005734	XP_022800075.1	XP_020897720.1
OG0005735	XP_022791067.1	XP_020897722.1
OG0005736	XP_022794839.1	XP_020901352.1, XP_020897724.1
OG0005737	XP_022791104.1, XP_022791118.1	XP_020897725.1
OG0005738	XP_022810485.1	XP_020897731.1
OG0005739	XP_022800068.1	XP_020897732.1
OG0005740	XP_022789997.1	XP_020897737.1
OG0005741	XP_022798973.1	XP_020897739.1
OG0005742	XP_022790198.1	XP_020897744.1, XP_028517772.1
OG0005743	XP_022791077.1	XP_020897745.1
OG0005744	XP_022804836.1	XP_020897747.1
OG0005745	XP_022805592.1	XP_020897749.1
OG0005746	XP_022785778.1	XP_020897752.1
OG0005747	XP_022785089.1	XP_020897753.1
OG0005748	XP_022809093.1	XP_020897754.1
OG0005749	XP_022785100.1	XP_020897755.1
OG0005750	XP_022791312.1	XP_020897758.1
OG0005751	XP_022781068.1	XP_020897765.1
OG0005752	XP_022781044.1	XP_020897766.1
OG0005753	XP_022787767.1	XP_020897768.1
OG0005754	XP_022783147.1	XP_020897769.1
OG0005755	XP_022781013.1	XP_020897771.1
OG0005756	XP_022796372.1	XP_020897780.1
OG0005757	XP_022784446.1	XP_020897781.1
OG0005758	XP_022781002.1	XP_020897782.1
OG0005759	XP_022804837.1	XP_020897788.1
OG0005760	XP_022800070.1, XP_022800078.1	XP_020897791.1
OG0005761	XP_022779650.1	XP_020897794.1
OG0005762	XP_022799965.1	XP_020897807.1
OG0005763	XP_022780989.1	XP_020897808.1
OG0005764	XP_022781001.1	XP_020897815.2
OG0005765	XP_022805879.1	XP_020897819.1
OG0005766	XP_022789966.1	XP_020897833.1
OG0005767	XP_022807394.1	XP_020897840.1
OG0005768	XP_022805423.1	XP_020897844.1
OG0005769	XP_022804886.1	XP_020897845.1
OG0005770	XP_022792791.1	XP_020897847.1
OG0005771	XP_022799972.1	XP_020897860.2
OG0005772	XP_022788781.1	XP_020897864.1
OG0005773	XP_022804832.1	XP_020897866.1
OG0005774	XP_022791101.1	XP_020897867.1
OG0005775	XP_022810152.1	XP_020897868.1
OG0005776	XP_022782404.1	XP_020897873.1, XP_028514115.1
OG0005777	XP_022810151.1	XP_020897876.1
OG0005778	XP_022792379.1	XP_020897879.1
OG0005779	XP_022783289.1	XP_020897882.1
OG0005780	XP_022801217.1	XP_020897889.1
OG0005782	XP_022783283.1	XP_020897898.1
OG0005783	XP_022779711.1	XP_020897899.1
OG0005784	XP_022799758.1	XP_020897905.1
OG0005785	XP_022799750.1	XP_020897906.1
OG0005786	XP_022799316.1	XP_020897913.2
OG0005787	XP_022793917.1	XP_020897930.1
OG0005788	XP_022804752.1	XP_020897931.1
OG0005789	XP_022805100.1	XP_020897935.1
OG0005790	XP_022805092.1, XP_022805101.1	XP_020897936.1
OG0005791	XP_022781216.1	XP_020897937.1
OG0005792	XP_022806466.1	XP_020897939.1
OG0005793	XP_022796961.1	XP_020897941.1
OG0005794	XP_022795788.1	XP_020897947.1
OG0005795	XP_022802270.1	XP_020897951.1
OG0005796	XP_022786366.1	XP_020897954.1
OG0005797	XP_022802272.1	XP_020897960.1
OG0005798	XP_022783497.1	XP_020897965.2
OG0005799	XP_022783429.1	XP_020897968.1
OG0005800	XP_022806274.1	XP_020897971.1
OG0005801	XP_022809673.1	XP_020897979.1
OG0005802	XP_022791788.1	XP_020897980.1
OG0005803	XP_022803394.1	XP_020897983.1
OG0005804	XP_022805099.1	XP_020897992.1
OG0005805	XP_022803716.1	XP_020897994.1
OG0005806	XP_022788831.1	XP_020898259.1, XP_020897995.1
OG0005807	XP_022795493.1	XP_020897996.1
OG0005808	XP_022784441.1	XP_020897999.1
OG0005809	XP_022809311.1	XP_020898009.1
OG0005810	XP_022809312.1	XP_020898011.1
OG0005811	XP_022799147.1, XP_022785359.1	XP_020898023.2, XP_028515274.1
OG0005812	XP_022807396.1	XP_020898026.1
OG0005813	XP_022781358.1	XP_020898040.2
OG0005814	XP_022786003.1	XP_020898043.1
OG0005815	XP_022786161.1	XP_020898044.1
OG0005816	XP_022786171.1	XP_020898045.1
OG0005817	XP_022800711.1	XP_020898048.1
OG0005818	XP_022807387.1	XP_020898053.2
OG0005819	XP_022787171.1	XP_020898054.1
OG0005820	XP_022785991.1	XP_020898060.1
OG0005821	XP_022800244.1	XP_020898064.1
OG0005822	XP_022786014.1	XP_020898075.1
OG0005823	XP_022804597.1	XP_020898076.1
OG0005824	XP_022805133.1	XP_020898078.1
OG0005825	XP_022801656.1	XP_020898080.1
OG0005826	XP_022792582.1, XP_022792571.1	XP_020898089.1
OG0005827	XP_022803842.1	XP_020898099.1
OG0005828	XP_022803857.1	XP_020898115.1
OG0005829	XP_022806161.1	XP_020898120.1
OG0005830	XP_022796023.1, XP_022796024.1	XP_020898130.1
OG0005831	XP_022796242.1	XP_020898152.1
OG0005832	XP_022799113.1	XP_020898153.1
OG0005833	XP_022784614.1	XP_020898160.1
OG0005834	XP_022784617.1	XP_020898162.1
OG0005835	XP_022792938.1	XP_020898163.1
OG0005836	XP_022792937.1	XP_020898164.1
OG0005837	XP_022785960.1	XP_020898166.1
OG0005838	XP_022790469.1	XP_020898170.1
OG0005839	XP_022785912.1	XP_020898174.1
OG0005840	XP_022790468.1	XP_020898175.1
OG0005841	XP_022790463.1	XP_020898176.1
OG0005842	XP_022781582.1	XP_020898180.1
OG0005843	XP_022801279.1	XP_020898187.1
OG0005844	XP_022790517.1	XP_020898195.1
OG0005845	XP_022797763.1	XP_020898198.1
OG0005846	XP_022781604.1	XP_020898199.1
OG0005847	XP_022781623.1	XP_020898221.1
OG0005848	XP_022781571.1	XP_020898223.1
OG0005849	XP_022806296.1, XP_022806297.1	XP_020898226.1
OG0005850	XP_022789364.1	XP_020898228.1
OG0005851	XP_022804718.1	XP_020898233.1
OG0005852	XP_022804712.1	XP_020898241.1
OG0005854	XP_022803755.1	XP_020898244.1
OG0005855	XP_022783896.1	XP_020898246.1
OG0005856	XP_022785150.1	XP_020898252.1
OG0005857	XP_022779743.1	XP_020898255.1
OG0005858	XP_022797727.1	XP_020898285.1
OG0005859	XP_022801905.1	XP_020898292.1
OG0005860	XP_022797707.1	XP_020898293.1
OG0005861	XP_022801920.1	XP_020898295.1
OG0005862	XP_022784753.1	XP_020898332.1
OG0005863	XP_022783891.1	XP_020898340.1
OG0005864	XP_022804716.1	XP_020898351.1
OG0005865	XP_022786299.1	XP_020898379.1
OG0005866	XP_022788880.1	XP_020898380.1
OG0005867	XP_022807200.1	XP_020898381.1
OG0005868	XP_022788773.1	XP_020898391.2
OG0005869	XP_022801516.1	XP_020898400.1
OG0005870	XP_022806575.1	XP_020898401.1
OG0005871	XP_022789600.1	XP_020898402.1
OG0005872	XP_022789573.1	XP_020898405.1
OG0005873	XP_022804721.1	XP_020898422.1
OG0005874	XP_022798371.1	XP_020905127.1, XP_020898425.1
OG0005875	XP_022793485.1	XP_020898426.1
OG0005876	XP_022790285.1	XP_020898430.1
OG0005877	XP_022800986.1	XP_020898439.1
OG0005878	XP_022781899.1	XP_020898441.1
OG0005879	XP_022797815.1, XP_022797820.1	XP_020898443.1
OG0005880	XP_022793258.1	XP_020898453.1, XP_020904069.1
OG0005881	XP_022803257.1	XP_020913560.1, XP_020898456.1, XP_028515121.1
OG0005882	XP_022793884.1	XP_020898460.1
OG0005883	XP_022800991.1	XP_020898462.1
OG0005884	XP_022781846.1	XP_020898464.2
OG0005885	XP_022805025.1	XP_020898465.1
OG0005886	XP_022789541.1	XP_020898470.1
OG0005887	XP_022781897.1	XP_020898477.1
OG0005888	XP_022789016.1	XP_020898478.1
OG0005890	XP_022781828.1	XP_020898484.1
OG0005891	XP_022781871.1	XP_020898486.1
OG0005892	XP_022781858.1	XP_020898488.1
OG0005893	XP_022789857.1	XP_020898493.1
OG0005894	XP_022789858.1	XP_020898495.1
OG0005895	XP_022789828.1	XP_020898511.1
OG0005896	XP_022789827.1	XP_020898512.1
OG0005897	XP_022789831.1	XP_020898513.1
OG0005898	XP_022808520.1	XP_020898516.1
OG0005900	XP_022784592.1	XP_020898533.2
OG0005902	XP_022804831.1	XP_020898558.1
OG0005904	XP_022795566.1, XP_022787633.1	XP_020898579.1
OG0005905	XP_022786641.1	XP_020898584.1
OG0005906	XP_022795565.1	XP_020898586.2
OG0005907	XP_022806896.1	XP_020898588.1
OG0005908	XP_022795570.1	XP_020898589.2
