gene.ID	PFAM	gene_name	total.UMIs	X..UMIs	median.fc	tf	cell_type
Spis_XP_022789987_1	ANF_receptor/7tm_3/	GPCR-glutamate.HG2.13:like:GABBR1/GABBR2:likeclu:17/23	19	5.78	2.89	no	neuron_7
Spis_XP_022803726_1	LIM/LIM/Homeodomain/	Homeodomains.LIM_LHX1/LIM_LHX3/LIM_LHX4	23	10.9	2.88	yes	neuron_7
Spis_XP_022795806_1	Peptidase_M1_N/Peptidase_M1/ERAP1_C/	glutamyl_aminopeptidase	27	1.43	2.81	no	neuron_7
Spis_XP_022785537_1	Pkinase_Tyr/	Pkinase.HG71.0:like:KSR1/KSR2:likeclu:1	17	4.37	2.73	no	neuron_7
Spis_XP_022787445_1	ANF_receptor/7tm_3/	GPCR-glutamate.HG2.14:like:GABBR1/GABBR2:likeclu:17/23	18	3.21	2.7	no	neuron_7
Spis_XP_022787696_1	C2/C2/FerI/C2/FerB/C2/C2/C2/C2/Ferlin_C/	Synaptotagmin.HG10.2:FER1L6/OTOF	29	1.61	2.64	no	neuron_7
Spis_XP_022804164_1		uncharacterized protein LOC111341455	16	3.79	2.64	no	neuron_7
Spis_XP_022780787_1	7tm_1/	GPCR-rhodopsin.HG2.23:like:CCKAR/CCKBR/GPR83/HCRTR1/HCRTR2/NPFFR1/NPFFR2/NPY1R/NPY2R/NPY4R/NPY4R2/NPY5R/PRLHR/QRFPR/TACR1/TACR2/TACR3:likeclu:10/24/34/45/49/51/53/64	23	26.14	2.62	no	neuron_7
Spis_XP_022779877_1	CAP/CAP/CAP/CAP/CAP/	GLI_pathogenesis_related_2	23	1.79	2.6	no	neuron_7
Spis_XP_022789304_1	FGF/FGF/	FGF.HG1.39:like:FGF8/FGF17/FGF18:likeclu:34	16	6.3	2.6	no	neuron_7
Spis_XP_022791288_1	7tm_1/	GPCR-rhodopsin.HG97.0:NA	16	11.27	2.55	no	neuron_7
Spis_XP_022799394_1	AA_permease_2/	solute_carrier_family_7_member_5	19	3.19	2.55	no	neuron_7
Spis_XP_022788696_1	Y_phosphatase/	Y_phosphatase.HG6.0:PTPRN/PTPRN2	26	1.18	2.51	no	neuron_7
Spis_XP_022791711_1	Ank_2/Ank_4/Ion_trans/	ion-NaKCa.HG4.1:TRPA1	13	4.53	2.51	no	neuron_7
Spis_XP_022799114_1	Ion_trans_2/Ion_trans_2/	potassium_two_pore_domain_channel_subfamily_K_member_3	17	1.9	2.48	no	neuron_7
Spis_XP_022790424_1	Tetraspanin/	CD151_molecule_Raph_blood_group_	14	2.45	2.46	no	neuron_7
Spis_XP_022800264_1	zf-C3HC4_2/WD40/WD40/WD40/	TNF_receptor_associated_factor_7	22	1.5	2.45	no	neuron_7
Spis_XP_022783838_1	Bcl-2/	BCL2_family_apoptosis_regulator_BOK	14	2.39	2.43	no	neuron_7
Spis_XP_022807964_1	MAM/F5_F8_type_C/Laminin_G_3/MAM/CUB/LRR_1/LRR_8/LRR_8/	contactin_associated_protein_family_member_4	13	7.3	2.38	no	neuron_7
Spis_XP_022789822_1	Patched/	Patched.HG2.1:NA	17	2.32	2.35	no	neuron_7
Spis_XP_022795627_1	CUB/Ig_3/Ion_trans_2/	ion-NaKCa.HG3.6:NA	13	0.98	2.33	no	neuron_7
Spis_XP_022798870_1	ASC/	epithelial-Na.HG2.17:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5:likeclu:3/8	13	14.29	2.32	no	neuron_7
Spis_XP_022792444_1	Reticulon/	reticulon_4	12	2.21	2.31	no	neuron_7
Spis_XP_022792700_1	Cu2_monooxygen/Cu2_monoox_C/	peptidylglycine_alpha_amidating_monooxygenase	19	1.73	2.31	no	neuron_7
Spis_XP_022807333_1		altered inheritance of mitochondria protein 44-like	19	0.91	2.31	no	neuron_7
Spis_XP_022793177_1	I-set/Ig_3/Ig_3/Ig_3/fn3/fn3/	fibronectin.HG16.0:like:LY75/MMP9/MRC1/MRC2/NCAM1/NCAM2/PLA2R1/SEL1L:likeclu:3/7/8	28	0.62	2.3	no	neuron_7
Spis4452_1			17	15.6	2.28	no	neuron_7
Spis_XP_022784487_1	Ets/	Ets.like:AC020909/EHF/ELF1/ELF2/ELF3/ELF4/ELF5/ETV6/ETV7/SPDEF/SPI1/SPIB/SPIC	30	1.04	2.28	yes	neuron_7
Spis_XP_022793727_1	R3H/SUZ/	R3H_domain_containing_1	16	1.78	2.27	no	neuron_7
Spis_XP_022795331_1	T-box/	T-box.TBX15/TBX18/TBX20/TBX22	14	3.71	2.26	yes	neuron_7
Spis_XP_022805129_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG1.3:AC243734/AC254952/CHRFAM7A/CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG	12	2.33	2.2	no	neuron_7
Spis_XP_022782991_1	Homeodomain/	Homeodomains.ANTP_BARX1/ANTP_BARX2	16	53.33	2.19	yes	neuron_7
Spis_XP_022792880_1	7tm_1/	GPCR-rhodopsin.HG8.17:like:ADORA2B:likeclu:11	21	1.31	2.15	no	neuron_7
Spis_XP_022781288_1	VWA_N/VWA/	calcium_voltage_gated_channel_auxiliary_subunit_alpha2delta_1	16	1.4	2.14	no	neuron_7
Spis_XP_022807962_1	MAM/MAM/MAM/Lectin_C/Laminin_G_3/Lectin_C/F5_F8_type_C/	Lectin_C.HG5.5:like:DGCR2:likeclu:1	12	3.54	2.14	no	neuron_7
Spis9154_1	Kunitz_BPTI/	tissue_factor_pathway_inhibitor	11	16.67	2.13	no	neuron_7
Spis_XP_022793145_1	7tm_1/	GPCR-rhodopsin.HG2.42:like:HCRTR1/HCRTR2:likeclu:24	21	8.43	2.12	no	neuron_7
Spis_XP_022784148_1	7tm_1/	GPCR-rhodopsin.HG3.52:NA	10	5.26	2.11	no	neuron_7
Spis_XP_022783548_1	7tm_1/7tm_1/	GPCR-rhodopsin.HG2.23:like:CCKAR/CCKBR/GPR83/HCRTR1/HCRTR2/NPFFR1/NPFFR2/NPY1R/NPY2R/NPY4R/NPY4R2/NPY5R/PRLHR/QRFPR/TACR1/TACR2/TACR3:likeclu:10/24/34/45/49/51/53/64	16	2.4	2.1	no	neuron_7
Spis_XP_022798084_1		uncharacterized protein LOC111336290	13	0.87	2.07	no	neuron_7
Spis_XP_022803051_1	Death/DEAD/Helicase_C/	DEAD.HG43.0:DDX60/DDX60L	12	1.17	2.04	no	neuron_7
Spis_XP_022798724_1	SLC3A2_N/Alpha-amylase/	solute_carrier_family_3_member_1	14	1.08	2.03	no	neuron_7
Spis_XP_022804425_1	Ank_2/Ion_trans/	ion-NaKCa.HG4.1:TRPA1	11	5.05	2.03	no	neuron_7
Spis_XP_022793709_1	GAIN/GPS/7tm_2/	GPCR-secretin.HG1.5:ADGRD2	8	2.32	2.01	no	neuron_7
Spis_XP_022781204_1	ANF_receptor/7tm_3/	GPCR-glutamate.HG2.14:like:GABBR1/GABBR2:likeclu:17/23	12	15.19	2	no	neuron_7
Spis_XP_022784169_1		uncharacterized protein LOC111324795 isoform X1	20	1.47	2	no	neuron_7
Spis_XP_022785362_1		uncharacterized protein LOC111325756 isoform X2	956	63.1	21.91	no	neuron_8
Spis_XP_022796049_1	Laminin_G_3/ShK/Kazal_2/EGF/ShK/	Laminin.HG14.3:NA	425	57.51	14.69	no	neuron_8
Spis_XP_022805129_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG1.3:AC243734/AC254952/CHRFAM7A/CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG	184	35.8	9.01	no	neuron_8
Spis_XP_022805130_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG1.3:AC243734/AC254952/CHRFAM7A/CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG	129	59.72	6.74	no	neuron_8
Spis_XP_022785063_1	Calx-beta/Zona_pellucida/	CUB_and_zona_pellucida_like_domains_1	137	25.37	6.69	no	neuron_8
Spis_XP_022791135_1	DSL/EGF/EGF/EGF/EGF/EGF/EGF/hEGF/EGF/EGF/EGF/EGF/EGF/EGF/hEGF/EGF/EGF/EGF/EGF/EGF/	DSL.HG1.0:DLL1/DLL4/JAG1/JAG2	133	16.69	6.34	no	neuron_8
Spis_XP_022803366_1	ANF_receptor/Lig_chan-Glu_bd/Lig_chan/	ion-glutamate.HG1.5:like:GRIA1/GRIA2/GRIA3/GRIA4/GRID1/GRID2/GRIK1/GRIK2/GRIK3/GRIK4/GRIK5:likeclu:23/25/27	200	36.1	6.25	no	neuron_8
Spis_XP_022789071_1	7tm_1/	GPCR-rhodopsin.HG11.14:like:GPR176:likeclu:1	186	19.54	6.04	no	neuron_8
Spis_XP_022805592_1	SNF/SNF/	solute_carrier_family_6_member_1	138	17.38	5.79	no	neuron_8
Spis_XP_022779877_1	CAP/CAP/CAP/CAP/CAP/	GLI_pathogenesis_related_2	110	8.54	5.26	no	neuron_8
Spis_XP_022786096_1	PKD_channel/Fer4_24/	ion-NaKCa.HG2.2:PKD2/PKD2L1/PKD2L2	136	1.58	4.52	no	neuron_8
Spis_XP_022784111_1		uncharacterized protein LOC111324746	264	33.55	4.45	no	neuron_8
Spis_XP_022793474_1	Laminin_G_3/	Laminin.HG25.0:CLSTN1	249	3.1	4.44	no	neuron_8
Spis_XP_022780538_1		uncharacterized protein LOC111321827	127	19.63	4.35	no	neuron_8
Spis_XP_022803962_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG2.15:GABRB1/GABRB2/GABRB3/GABRD/GABRP/GABRQ/GABRR1/GABRR2/GABRR3	79	36.57	4.18	no	neuron_8
Spis_XP_022800545_1	S8_pro-domain/Peptidase_S8/P_proprotein/	proprotein_convertase_subtilisin_kexin_type_1	98	3.71	4.01	no	neuron_8
Spis_XP_022788369_1	Anoct_dimer/Anoctamin/	anoctamin_7	77	7.32	3.97	no	neuron_8
Spis_XP_022810272_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/	ion-NaKCa.HG9.3:SCN10A/SCN11A/SCN1A/SCN2A/SCN3A/SCN4A/SCN5A/SCN7A/SCN8A/SCN9A	82	6.15	3.88	no	neuron_8
Spis_XP_022808090_1	PDZ/NO_synthase/Flavodoxin_1/FAD_binding_1/NAD_binding_1/	NO_synthase.HG1.1:NOS1/NOS2/NOS3	106	26.5	3.75	no	neuron_8
Spis_XP_022790141_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG2.15:GABRB1/GABRB2/GABRB3/GABRD/GABRP/GABRQ/GABRR1/GABRR2/GABRR3	54	25.84	3.7	no	neuron_8
Spis_XP_022787696_1	C2/C2/FerI/C2/FerB/C2/C2/C2/C2/Ferlin_C/	Synaptotagmin.HG10.2:FER1L6/OTOF	91	5.06	3.68	no	neuron_8
Spis_XP_022780388_1	LIM/LIM/Homeodomain/	Homeodomains.LIM_ISL1/LIM_ISL2	73	7.87	3.65	yes	neuron_8
Spis_XP_022799093_1	GST_N_4/GST_C_6/	failed_axon_connections_homolog_metaxin_like_GST_domain_containing	256	2.01	3.49	no	neuron_8
Spis_XP_022791711_1	Ank_2/Ank_4/Ion_trans/	ion-NaKCa.HG4.1:TRPA1	55	19.16	3.48	no	neuron_8
Spis_XP_022805062_1	RRM_7/CEBP_ZZ/	RRM.HG36.0:CPEB2/CPEB3/CPEB4	50	7.82	3.47	no	neuron_8
Spis_XP_022803360_1	DAG_kinase_N/EF-hand_7/C1_1/C1_1/DAGK_cat/DAGK_acc/	diacylglycerol_kinase_beta	85	9.98	3.38	no	neuron_8
Spis_XP_022801659_1	F5_F8_type_C/REJ/GPS/PLAT/	polycystin_1_like_2_gene_pseudogene_	78	16.12	3.36	no	neuron_8
Spis_XP_022780520_1	7tm_1/	GPCR-rhodopsin.HG34.1:GPR153/GPR162	52	26	3.34	no	neuron_8
Spis_XP_022780503_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/Ca_chan_IQ/	ion-NaKCa.HG6.2:CACNA1A/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNA1F/CACNA1S	65	2.69	3.27	no	neuron_8
Spis_XP_022790995_1	C2/C2/	Synaptotagmin.HG4.1:SYT14/SYT16	60	10.08	3.26	no	neuron_8
Spis_XP_022806326_1	Zona_pellucida/	CUB_and_zona_pellucida_like_domains_1	48	13.71	3.23	no	neuron_8
Spis_XP_022789304_1	FGF/FGF/	FGF.HG1.39:like:FGF8/FGF17/FGF18:likeclu:34	57	22.44	3.18	no	neuron_8
Spis_XP_022795393_1	Ank_2/Ank/Ank_2/Ank_2/Ank_2/KAP_NTPase/	kinase_D_interacting_substrate_220	57	8.3	3.17	no	neuron_8
Spis_XP_022801660_1	F5_F8_type_C/REJ/	coagulation_factor_VIII	43	36.75	3.17	no	neuron_8
Spis_XP_022781270_1	GATA/GATA/	GATA.GATA1/GATA2/GATA3	46	6.42	3.15	yes	neuron_8
Spis_XP_022798445_1	RGS/	RGS.HG1.8:like:RGS17/RGS19/RGS20:likeclu:9	59	10.63	3.13	no	neuron_8
Spis_XP_022777961_1		uncharacterized protein LOC111319452	52	25.62	3.07	no	neuron_8
Spis_XP_022785315_1	PH_14/EF-hand_like/PI-PLC-X/PI-PLC-Y/C2/	phospholipase_C_beta_1	46	5.32	2.98	no	neuron_8
Spis_XP_022800775_1	SBP_bac_3/Lig_chan/	ion-glutamate.HG1.5:like:GRIA1/GRIA2/GRIA3/GRIA4/GRID1/GRID2/GRIK1/GRIK2/GRIK3/GRIK4/GRIK5:likeclu:23/25/27	59	40.69	2.97	no	neuron_8
Spis_XP_022781275_1	7tm_1/	GPCR-rhodopsin.HG16.3:NA	46	10.09	2.96	no	neuron_8
Spis_XP_022788930_1	SMP_C2CD2L/C2/C1_1/	Synaptotagmin.HG5.1:RGS3	63	3.25	2.96	no	neuron_8
Spis_XP_022801297_1	DCX/DCX/Pkinase/	Pkinase.HG58.2:DCLK1/DCLK2/DCLK3	71	2.88	2.95	no	neuron_8
Spis_XP_022805137_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG1.3:AC243734/AC254952/CHRFAM7A/CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG	41	22.78	2.93	no	neuron_8
Spis_XP_022786579_1	Synapsin/Synapsin_C/	Synapsin.HG1.0:SYN1/SYN2/SYN3	48	5.26	2.85	no	neuron_8
Spis2147_1			45	5.51	2.84	no	neuron_8
Spis_XP_022809335_1	zf-C4/Hormone_recep/	zf-C4_Nuclear_receptors.like:NR2E1/NR2E3/NR2F1/NR2F2/NR2F6	41	2.26	2.84	yes	neuron_8
Spis_XP_022789110_1	Ig_3/I-set/	basigin_Ok_blood_group_	70	3.34	2.81	no	neuron_8
Spis_XP_022794929_1	Ion_trans_2/	ion-glutamate.HG2.9:NA	42	12.65	2.8	no	neuron_8
Spis_XP_022785537_1	Pkinase_Tyr/	Pkinase.HG71.0:like:KSR1/KSR2:likeclu:1	40	10.28	2.77	no	neuron_8
Spis_XP_022794106_1	Oxysterol_BP/	oxysterol_binding_protein_2	44	4.08	2.76	no	neuron_8
Spis_XP_022799114_1	Ion_trans_2/Ion_trans_2/	potassium_two_pore_domain_channel_subfamily_K_member_3	50	5.58	2.76	no	neuron_8
Spis_XP_022798724_1	SLC3A2_N/Alpha-amylase/	solute_carrier_family_3_member_1	50	3.84	2.72	no	neuron_8
Spis_XP_022785645_1	GSHPx/	glutathione_peroxidase_5	35	6.59	2.68	no	neuron_8
Spis_XP_022790491_1	7tm_1/	GPCR-rhodopsin.HG3.80:NA	61	1.3	2.65	no	neuron_8
Spis_XP_022795627_1	CUB/Ig_3/Ion_trans_2/	ion-NaKCa.HG3.6:NA	40	3	2.65	no	neuron_8
Spis_XP_022801665_1	PKD_channel/	ion-NaKCa.HG2.32:like:PKD1L3/PKD2/PKD2L1/PKD2L2/PKDREJ:likeclu:2/14	43	11.38	2.64	no	neuron_8
Spis_XP_022804409_1	ANF_receptor/	ANF_receptor.HG2.2:like:GABBR1/GABBR2:likeclu:6/12	35	16.06	2.64	no	neuron_8
Spis_XP_022789887_1	GCM/	GCM.GCM1/GCM2	32	27.59	2.63	yes	neuron_8
Spis_XP_022792444_1	Reticulon/	reticulon_4	34	6.25	2.63	no	neuron_8
Spis_XP_022800264_1	zf-C3HC4_2/WD40/WD40/WD40/	TNF_receptor_associated_factor_7	52	3.55	2.63	no	neuron_8
Spis_XP_022791202_1	Kinesin/PH/	kinesin_family_member_16B	71	2.25	2.6	no	neuron_8
Spis_XP_022800472_1	CDK5_activator/	cyclin_dependent_kinase_5_regulatory_subunit_1	35	11.55	2.59	no	neuron_8
Spis_XP_022786723_1		aurelin-like	110	33.64	2.55	no	neuron_8
Spis_XP_022795630_1	CH/CH/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/Spectrin/PH_9/	Spectrin.HG1.12:SPTB/SPTBN1/SPTBN2/SPTBN4	126	2.02	2.55	no	neuron_8
Spis_XP_022780262_1	ANF_receptor/Pkinase_Tyr/Guanylate_cyc/	ANF_receptor.HG3.13:like:GUCY2D/GUCY2F/NPR1/NPR2/NPR3:likeclu:1/7	64	3.69	2.54	no	neuron_8
Spis_XP_022806717_1	HMG_box/	HMGbox_Sox.BBX/CIC	51	2.46	2.5	yes	neuron_8
Spis_XP_022784057_1	Ank_2/Ank_2/Ank_2/Ank/Ank_4/Ank_2/Ank_2/Ion_trans/	ion-NaKCa.HG4.1:TRPA1	32	6.53	2.43	no	neuron_8
Spis_XP_022795419_1	Pyr_redox_3/	FAD_dependent_oxidoreductase_domain_containing_2	36	4.03	2.43	no	neuron_8
Spis_XP_022795806_1	Peptidase_M1_N/Peptidase_M1/ERAP1_C/	glutamyl_aminopeptidase	49	2.59	2.43	no	neuron_8
Spis_XP_022793389_1	Ion_trans/Ion_trans/Ion_trans/Ion_trans/GPHH/Ca_chan_IQ/	ion-NaKCa.HG6.2:CACNA1A/CACNA1B/CACNA1C/CACNA1D/CACNA1E/CACNA1F/CACNA1S	35	2.46	2.41	no	neuron_8
Spis_XP_022801036_1	PLAT/	polycystin_1_like_2_gene_pseudogene_	31	32.63	2.4	no	neuron_8
Spis_XP_022804335_1	PID/PID/	PID.HG3.1:APBB1/APBB2/APBB3	42	2.73	2.37	no	neuron_8
Spis_XP_022805937_1	AC_N/Guanylate_cyc/DUF1053/Guanylate_cyc/	adenylate_cyclase_5	59	1.73	2.36	no	neuron_8
Spis_XP_022785299_1		1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase classes I and II-like	37	9.34	2.34	no	neuron_8
Spis_XP_022797727_1	zf-C3HC4_2/PDZ/	PDZ_domain_containing_ring_finger_3	35	5.19	2.34	no	neuron_8
Spis_XP_022786606_1		uncharacterized protein LOC111326799 isoform X2	40	2.97	2.31	no	neuron_8
Spis_XP_022804586_1	AA_permease/	solute_carrier_family_12_member_8	27	4.17	2.3	no	neuron_8
Spis_XP_022785711_1	BTB_2/Ion_trans/	ion-NaKCa.HG8.9:like:KCNB1/KCNB2/KCNF1/KCNG1/KCNG2/KCNG3/KCNG4/KCNS1/KCNS2/KCNS3/KCNV1/KCNV2:likeclu:8	27	10.93	2.29	no	neuron_8
Spis_XP_022785723_1	Cation_ATPase_N/E1-E2_ATPase/E1-E2_ATPase/Cation_ATPase/Hydrolase_3/Cation_ATPase_C/ATP_Ca_trans_C/	PMCA.HG3.0:ATP2B1/ATP2B2/ATP2B3/ATP2B4	57	2.31	2.29	no	neuron_8
Spis_XP_022788615_1	PID_2/	PID.HG1.10:PID1	25	14.45	2.29	no	neuron_8
Spis_XP_022788696_1	Y_phosphatase/	Y_phosphatase.HG6.0:PTPRN/PTPRN2	51	2.31	2.27	no	neuron_8
Spis_XP_022792818_1	DC_STAMP/DC_STAMP/	DC_STAMP_domain_containing_2	29	3.22	2.26	no	neuron_8
Spis_XP_022804559_1		trichohyalin-like	29	4.37	2.26	no	neuron_8
Spis_XP_022782220_1		uncharacterized protein LOC111323182	27	13.43	2.25	no	neuron_8
Spis_XP_022788946_1	ANF_receptor/7tm_3/	GPCR-glutamate.HG2.13:like:GABBR1/GABBR2:likeclu:17/23	57	2.51	2.24	no	neuron_8
Spis_XP_022786122_1	GPS/7tm_2/	GPCR-secretin.HG1.16:like:ADGRD1:likeclu:14	41	8.25	2.23	no	neuron_8
Spis_XP_022792700_1	Cu2_monooxygen/Cu2_monoox_C/	peptidylglycine_alpha_amidating_monooxygenase	35	3.18	2.23	no	neuron_8
Spis_XP_022797738_1	Katanin_con80/	uncharacterized protein LOC111335992	24	11.94	2.23	no	neuron_8
Spis_XP_022799552_1	VIT_2/VWA_3/	von_Willebrand_factor_A_domain_containing_5B1	29	5.5	2.19	no	neuron_8
Spis_XP_022781687_1	BTB_2/Ion_trans/	ion-NaKCa.HG8.10:like:KCNB1/KCNB2/KCNF1/KCNG1/KCNG2/KCNG3/KCNG4/KCNS1/KCNS2/KCNS3/KCNV1/KCNV2:likeclu:8	28	4.7	2.18	no	neuron_8
Spis_XP_022787605_1	Neur_chan_LBD/Neur_chan_memb/	ion-neuro-gated.HG1.3:AC243734/AC254952/CHRFAM7A/CHRNA1/CHRNA2/CHRNA3/CHRNA4/CHRNA5/CHRNA6/CHRNA7/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNE/CHRNG	24	4.39	2.17	no	neuron_8
Spis_XP_022792123_1	RRM_8/RRM_5/	RRM.HG18.1:AC008982/HNRNPL/HNRNPLL	40	3.55	2.17	no	neuron_8
Spis_XP_022781828_1	Myosin_head/Myosin_TH1/SH3_9/	Myosin.HG5.2:MYO1E/MYO1F	46	2.52	2.16	no	neuron_8
Spis_XP_022802652_1	ASC/	epithelial-Na.HG2.13:like:ASIC1/ASIC2/ASIC3/ASIC4/ASIC5:likeclu:3/8	26	31.33	2.16	no	neuron_8
Spis_XP_022808868_1	fn3/	titin	30	7.59	2.16	no	neuron_8
Spis_XP_022810577_1	Reticulon/	reticulon_4	36	2.48	2.15	no	neuron_8
Spis_XP_022786120_1	ANF_receptor/Lig_chan-Glu_bd/Lig_chan/CaM_bdg_C0/	ion-glutamate.HG3.0:GRIN1	29	5.85	2.14	no	neuron_8
Spis_XP_022791463_1	RCC1/RCC1/RCC1/RCC1/RCC1/RCC1/	HECT_and_RLD_domain_containing_E3_ubiquitin_protein_ligase_family_member_1	75	4.64	2.12	no	neuron_8
Spis_XP_022783838_1	Bcl-2/	BCL2_family_apoptosis_regulator_BOK	25	4.27	2.11	no	neuron_8
Spis_XP_022786367_1	7tm_1/	GPCR-rhodopsin.HG11.41:like:GPR176:likeclu:1	22	19.13	2.11	no	neuron_8
Spis_XP_022800497_1	Astacin/	meprin_A_subunit_beta	46	1.81	2.09	no	neuron_8
Spis_XP_022779673_1	fn3/Ion_trans_2/	ion-NaKCa.HG3.24:NA	23	10.36	2.08	no	neuron_8
Spis_XP_022780225_1	ANF_receptor/ANF_receptor/Pkinase_Tyr/Guanylate_cyc/	ANF_receptor.HG3.13:like:GUCY2D/GUCY2F/NPR1/NPR2/NPR3:likeclu:1/7	28	11.24	2.06	no	neuron_8
Spis_XP_022785592_1	zf-C3HC4_2/zf-TRAF/	TNF_receptor_associated_factor_6	63	1.57	2.06	no	neuron_8
Spis_XP_022803051_1	Death/DEAD/Helicase_C/	DEAD.HG43.0:DDX60/DDX60L	35	3.41	2.06	no	neuron_8
Spis_XP_022779918_1	Ig_3/I-set/I-set/I-set/fn3/fn3/fn3/fn3/	fibronectin.HG10.9:IGDCC3/IGDCC4/PRTG	40	3	2.04	no	neuron_8
Spis_XP_022784321_1	CH/WW/IQ/IQ/IQ/RasGAP/RasGAP_C/	RasGAP.HG2.1:IQGAP1/IQGAP2/IQGAP3	35	3.55	2.04	no	neuron_8
Spis_XP_022787020_1	RRM_1/RRM_1/RRM_1/	RRM.HG6.6:ELAVL1/ELAVL2/ELAVL3/ELAVL4	21	6.91	2.03	no	neuron_8
Spis_XP_022800065_1	GPS/7tm_2/	GPCR-secretin.HG1.5:ADGRD2	25	1.68	2.02	no	neuron_8
Spis_XP_022786756_1	RSN1_TM/PHM7_cyt/RSN1_7TM/	transmembrane_protein_63B	28	2.39	2.01	no	neuron_8
Spis_XP_022793727_1	R3H/SUZ/	R3H_domain_containing_1	28	3.12	2.01	no	neuron_8
Spis_XP_022784831_1		LWamide neuropeptides-like	2873	85.92	45.2	no	neuron_9
Spis_XP_022789719_1		uncharacterized protein LOC111329322 isoform X2	826	64.84	37.27	no	neuron_9
Spis_XP_022805563_1	TSP1_ADAMTS/TSP1_ADAMTS/TSP1_ADAMTS/	ADAM_metallopeptidase_with_thrombospondin_type_1_motif_6	160	58.61	9.18	no	neuron_9
Spis_XP_022799114_1	Ion_trans_2/Ion_trans_2/	potassium_two_pore_domain_channel_subfamily_K_member_3	146	16.29	6.7	no	neuron_9
Spis_XP_022800545_1	S8_pro-domain/Peptidase_S8/P_proprotein/	proprotein_convertase_subtilisin_kexin_type_1	138	5.23	5.97	no	neuron_9
Spis_XP_022787668_1	ShK/CAP/	GLI_pathogenesis_related_2	90	42.06	5.82	no	neuron_9
Spis_XP_022787696_1	C2/C2/FerI/C2/FerB/C2/C2/C2/C2/Ferlin_C/	Synaptotagmin.HG10.2:FER1L6/OTOF	101	5.61	5.65	no	neuron_9
Spis_XP_022799394_1	AA_permease_2/	solute_carrier_family_7_member_5	110	18.49	5.58	no	neuron_9
Spis_XP_022784809_1		uncharacterized protein LOC111325284 isoform X1	81	35.68	5.51	no	neuron_9
Spis_XP_022785645_1	GSHPx/	glutathione_peroxidase_5	71	13.37	5.19	no	neuron_9
Spis2727_1			139	43.71	4.77	no	neuron_9
Spis_XP_022786096_1	PKD_channel/Fer4_24/	ion-NaKCa.HG2.2:PKD2/PKD2L1/PKD2L2	101	1.17	4.62	no	neuron_9
Spis_XP_022788696_1	Y_phosphatase/	Y_phosphatase.HG6.0:PTPRN/PTPRN2	75	3.39	4.02	no	neuron_9
Spis_XP_022798724_1	SLC3A2_N/Alpha-amylase/	solute_carrier_family_3_member_1	54	4.15	3.53	no	neuron_9
Spis13572_1			46	42.59	3.39	no	neuron_9
Spis_XP_022788369_1	Anoct_dimer/Anoctamin/	anoctamin_7	45	4.28	3.33	no	neuron_9
Spis_XP_022800472_1	CDK5_activator/	cyclin_dependent_kinase_5_regulatory_subunit_1	35	11.55	3.29	no	neuron_9
Spis_XP_022779110_1	Ion_trans/cNMP_binding/	ion-NaKCa.HG11.2:like:CNGA1/CNGA2/CNGA3/CNGA4:likeclu:5	41	15.3	3.28	no	neuron_9
Spis_XP_022780263_1	ANF_receptor/Pkinase_Tyr/Guanylate_cyc/	ANF_receptor.HG3.13:like:GUCY2D/GUCY2F/NPR1/NPR2/NPR3:likeclu:1/7	44	4.32	3.27	no	neuron_9
Spis_XP_022805062_1	RRM_7/CEBP_ZZ/	RRM.HG36.0:CPEB2/CPEB3/CPEB4	32	5.01	3.25	no	neuron_9
Spis_XP_022804335_1	PID/PID/	PID.HG3.1:APBB1/APBB2/APBB3	50	3.26	3.24	no	neuron_9
Spis9154_1	Kunitz_BPTI/	tissue_factor_pathway_inhibitor	27	40.91	3.06	no	neuron_9
