aip_LOC	aip_cluster	nvec	nvec_cluster	spis	spis_cell_type	xenia	xenia_cluster
LOC110243867	NA	XP_048586127.1	NA	XP_022787385.1	NA	Xe_007219	NA
LOC110243873	NA	XP_001631198.3	NA	XP_022782238.1	NA	Xe_012358	16
LOC110243875	NA	XP_032235826.1	NA	XP_022782274.1	NA	Xe_000961	NA
LOC110243877	NA	XP_048585681.1	NA	XP_022784296.1	NA	Xe_012226	NA
LOC110243878	NA	XP_048585680.1	NA	XP_022784345.1	NA	Xe_012227	NA
LOC110243882	NA	XP_001640517.2	NA	XP_022806435.1	NA	Xe_011715	NA
LOC110243893	NA	XP_001633842.1	NA	XP_022779164.1	NA	Xe_002410	10
LOC110243894	NA	XP_048590446.1	NA	XP_022804527.1	NA	Xe_002811	NA
LOC110243895	NA	XP_048589999.1	NA	XP_022804528.1	NA	Xe_002800	NA
LOC110243898	NA	XP_001635628.1	NA	XP_022791823.1	NA	Xe_028905	10
LOC110243934	NA	XP_032219155.2	NA	XP_022805506.1	NA	Xe_006086	NA
LOC110243939	NA	XP_048576898.1	NA	XP_022791347.1	NA	Xe_006070	NA
LOC110243942	NA	XP_001638477.2	NA	XP_022781074.1	NA	Xe_005270	NA
LOC110243950	14	XP_032220211.2	gland.mucous	XP_022791309.1	gland_7, gland_10	Xe_006072	NA
LOC110243959	NA	XP_048587186.1	NA	XP_022794330.1	NA	Xe_007907	10
LOC110243992	NA	XP_048583101.1	NA	XP_022803718.1	NA	Xe_004521	NA
LOC110243967	NA	XP_048583041.1	NA	XP_022803710.1	NA	Xe_004706	NA
LOC110243970	NA	XP_001639528.2	NA	XP_022790611.1	neuron_10	Xe_004993	8, 10
LOC110243968	NA	XP_048587757.1	NA	XP_022794329.1	NA	Xe_007908	10
LOC110243975	NA	XP_001639526.2	NA	XP_022803712.1	neuron_10	Xe_004518	9
LOC110243978	NA	XP_001639527.2	ectoderm.embryonic, endomesoderm.embryonic	XP_022803732.1	NA	Xe_004992	10
LOC110243979	NA	XP_001631721.1	NA	XP_022803708.1	NA	Xe_004705	NA
LOC110243980	NA	XP_001639623.2	NA	XP_022803714.1	NA	Xe_004991	NA
LOC110243977	NA	XP_048587328.1	NA	XP_022805009.1	NA	Xe_007899	NA
LOC110243985	NA	XP_032220497.2	NA	XP_022803707.1	NA	Xe_010410	NA
LOC110243986	NA	XP_001639525.3	NA	XP_022803720.1	NA	Xe_004520	NA
LOC110243991	NA	XP_001639630.1	NA	XP_022803702.1	NA	Xe_004523	7
LOC110243988	NA	XP_032231642.2	NA	XP_022790561.1	NA	Xe_008260	NA
LOC110243994	NA	XP_001631723.2	NA	XP_022803726.1	neuron_7, neuron_14	Xe_004478	NA
LOC110244001	NA	XP_001622655.2	NA	XP_022794295.1	NA	Xe_007960	NA
LOC110244009	NA	XP_001632886.1	NA	XP_022797909.1	NA	Xe_014785	NA
LOC110244012	NA	XP_032237486.1	NA	XP_022783395.1	NA	Xe_015983	NA
LOC110244019	NA	XP_001641753.3	NA	XP_022801379.1	NA	Xe_014662	NA
LOC110244048	NA	XP_001627276.3	NA	XP_022802365.1	NA	Xe_000286	NA
LOC110244054	NA	XP_048582756.1	NA	XP_022802372.1	NA	Xe_000198	10
LOC110244056	NA	XP_048581970.1	NA	XP_022785765.1	NA	Xe_004984	NA
LOC110244060	NA	XP_001635548.2	NA	XP_022791443.1	NA	Xe_014556	NA
LOC110244062	NA	XP_001627297.1	NA	XP_022786828.1	NA	Xe_000290	NA
LOC110244063	NA	XP_032230865.1	NA	XP_022808616.1	NA	Xe_000287	8
LOC110244075	NA	XP_032230201.2	NA	XP_022784019.1	NA	Xe_002162	NA
LOC110244080	NA	XP_032229965.2	NA	XP_022803765.1	NA	Xe_003029	NA
LOC110244101	NA	XP_048579411.1	NA	XP_022800608.1	NA	Xe_021511	10
LOC110244102	NA	XP_001640982.1	NA	XP_022800606.1	NA	Xe_021489	NA
LOC110244104	NA	XP_048579363.1	NA	XP_022785203.1	NA	Xe_021887	14
LOC110244108	NA	XP_032240262.2	NA	XP_022788521.1	NA	Xe_000710	11
LOC110244107	NA	XP_001635460.1	NA	XP_022794306.1	neuron_13	Xe_007952	NA
LOC110244121	NA	XP_001630420.2	NA	XP_022793205.1	NA	Xe_014224	NA
LOC110244122	NA	XP_048588395.1	NA	XP_022793164.1	NA	Xe_014227	NA
LOC110244125	NA	XP_032240263.2	NA	XP_022798824.1	NA	Xe_022196	NA
LOC110244128	NA	XP_032228703.1	NA	XP_022782814.1	NA	Xe_008348	NA
LOC110244135	NA	XP_001635037.1	NA	XP_022798823.1	NA	Xe_022195	10
LOC110244136	NA	XP_001634492.3	NA	XP_022785195.1	NA	Xe_021886	NA
LOC110244140	NA	XP_032240340.1	NA	XP_022785202.1	NA	Xe_022226	NA
LOC110244141	NA	XP_032240341.2	ectoderm.embryonic	XP_022785200.1	NA	Xe_022225	10
LOC110244143	NA	XP_048580317.1	NA	XP_022785277.1	neuron_6, neuron_10, gland_5	Xe_021966	NA
LOC110244144	NA	XP_048579959.1	NA	XP_022803602.1	NA	Xe_009287	NA
LOC110244148	NA	XP_001626440.1	NA	XP_022785323.1	NA	Xe_021520	NA
LOC110244150	NA	XP_001636813.2	NA	XP_022804470.1	NA	Xe_009289	NA
LOC110244151	NA	XP_032241383.2	cnidocyte.mature	XP_022785315.1	neuron_8	Xe_021980	NA
LOC110244155	NA	XP_048579218.1	NA	XP_022794614.1	NA	Xe_021825	NA
LOC110244169	NA	XP_032233648.1	NA	XP_022789945.1	NA	Xe_021953	11
LOC110244171	NA	XP_001640912.2	NA	XP_022797396.1	NA	Xe_009663	NA
LOC110244173	NA	XP_032234865.2	NA	XP_022793161.1	Immune_2	Xe_014223	NA
LOC110244179	NA	XP_032239528.2	NA	XP_022785282.1	NA	Xe_021974	NA
LOC110244181	NA	XP_001629466.3	NA	XP_022788525.1	NA	Xe_000707	NA
LOC110244187	NA	XP_048579081.1	NA	XP_022805855.1	NA	Xe_021289	NA
LOC110244197	NA	XP_001638406.1	NA	XP_022794988.1	NA	Xe_002757	NA
LOC110244205	NA	XP_048578973.1	NA	XP_022798519.1	NA	Xe_009964	NA
LOC110244207	NA	XP_048579505.1	NA	XP_022798815.1	NA	Xe_021850	NA
LOC110244209	NA	XP_001625030.2	cnidocyte	XP_022798515.1	NA	Xe_009966	NA
LOC110244216	NA	XP_001625038.3	NA	XP_022798517.1	NA	Xe_009967	NA
LOC110244224	NA	XP_001630002.3	NA	XP_022793074.1	germline_sperm	Xe_015603	15
LOC110244225	NA	XP_048588699.1	NA	XP_022801444.1	germline_sperm	Xe_014828	NA
LOC110244227	NA	XP_032227435.2	NA	XP_022801436.1	NA	Xe_014992	NA
LOC110244230	NA	XP_048588627.1	NA	XP_022788164.1	NA	Xe_014619	NA
LOC110244242	NA	XP_001632060.1	NA	XP_022801438.1	NA	Xe_014829	NA
LOC110244245	NA	XP_048588033.1	NA	XP_022797703.1	NA	Xe_014345	NA
LOC110244246	NA	XP_001637354.2	NA	XP_022797547.1	epidermis_2, calicoblast, neuron_6, neuron_12, neuron_13	Xe_014342	3, 5, 9
LOC110244247	NA	XP_001637299.2	NA	XP_022798344.1	NA	Xe_014344	NA
LOC110244248	NA	XP_001632730.3	NA	XP_022801790.1	NA	Xe_014157	NA
LOC110244250	NA	XP_032237702.2	NA	XP_022791249.1	NA	Xe_014161	NA
LOC110244251	NA	XP_001624323.1	NA	XP_022790261.1	NA	Xe_014466	NA
LOC110244253	NA	XP_048588455.1	NA	XP_022805828.1	NA	Xe_014732	NA
LOC110244254	NA	XP_048588453.1	NA	XP_022805835.1	NA	Xe_014601	NA
LOC110244256	NA	XP_032237701.2	ectoderm.embryonic	XP_022791225.1	NA	Xe_014160	NA
LOC110244257	NA	XP_048588636.1	NA	XP_022788197.1	NA	Xe_014616	NA
LOC110244268	NA	XP_032219240.2	NA	XP_022798672.1	NA	Xe_022342	NA
LOC110244274	NA	XP_001641945.1	NA	XP_022799991.1	NA	Xe_022332	NA
LOC110244275	NA	XP_048589938.1	NA	XP_022795104.1	NA	Xe_002541	NA
LOC110244286	NA	XP_032217791.1	NA	XP_022785204.1	NA	Xe_000624	2
LOC110244287	NA	XP_001626973.2	NA	XP_022786642.1	NA	Xe_010058	NA
LOC110244289	NA	XP_032243302.2	NA	XP_022785215.1	NA	Xe_008311	14
LOC110244320	NA	XP_048586688.1	NA	XP_022778800.1	NA	Xe_012405	NA
LOC110244322	NA	XP_032226264.2	NA	XP_022809389.1	NA	Xe_012510	NA
LOC110244324	NA	XP_048586309.1	NA	XP_022810414.1	NA	Xe_011969	NA
LOC110244328	8	XP_032226262.1	NA	XP_022809381.1	NA	Xe_012509	NA
LOC110244334	NA	XP_048586434.1	NA	XP_022807374.1	NA	Xe_011870	NA
LOC110244345	NA	XP_032229100.2	NA	XP_022786644.1	NA	Xe_001171	NA
LOC110244346	NA	XP_001625740.2	NA	XP_022786646.1	NA	Xe_000757	NA
LOC110244347	NA	XP_001640165.2	NA	XP_022783188.1	NA	Xe_000823	NA
LOC110244348	NA	XP_001625753.1	NA	XP_022786623.1	NA	Xe_000554	NA
LOC110244349	NA	XP_001637175.1	NA	XP_022786594.1	NA	Xe_000755	NA
LOC110244354	NA	XP_001636034.3	NA	XP_022783190.1	NA	Xe_000495	NA
LOC110244357	5	XP_032241588.2	NA	XP_022783154.1	neuron_2, neuron_4	Xe_000489	NA
LOC110244374	NA	XP_001629273.2	NA	XP_022781295.1	NA	Xe_016041	NA
LOC110244380	NA	XP_001632838.2	NA	XP_022798338.1	NA	Xe_014425	NA
LOC110244381	NA	XP_032237830.1	NA	XP_022798332.1	NA	Xe_014433	16
LOC110244382	13	XP_048589384.1	NA	XP_022781234.1	neuron_13	Xe_016068	NA
LOC110244389	NA	XP_032233360.2	NA	XP_022781291.1	NA	Xe_016040	NA
LOC110244390	NA	XP_032233362.2	NA	XP_022781293.1	NA	Xe_016042	NA
LOC110244391	NA	XP_001629272.1	NA	XP_022781272.1	NA	Xe_016043	NA
LOC110244414	NA	XP_032242792.2	NA	XP_022802672.1	NA	Xe_018667	16
LOC110244417	NA	XP_001636929.3	NA	XP_022785188.1	NA	Xe_016585	NA
LOC110244432	NA	XP_001634640.2	NA	XP_022793598.1	NA	Xe_003294	NA
LOC110244452	NA	XP_032236923.1	NA	XP_022805583.1	NA	Xe_004695	NA
LOC110244498	NA	XP_048587232.1	NA	XP_022805562.1	NA	Xe_007483	NA
LOC110244508	NA	XP_048587167.1	NA	XP_022794319.1	NA	Xe_008013	NA
LOC110244509	4	XP_032225886.2	NA	XP_022794304.1	NA	Xe_008778	NA
LOC110244519	NA	XP_001634668.3	NA	XP_022802811.1	NA	Xe_007479	NA
LOC110244520	NA	XP_048587607.1	NA	XP_022794210.1	NA	Xe_007978	NA
LOC110244516	NA	XP_032221943.2	NA	XP_022805728.1	NA	Xe_003242	NA
LOC110244543	NA	XP_048583989.1	NA	XP_022789037.1	NA	Xe_003172	NA
LOC110244546	NA	XP_032227777.2	NA	XP_022788477.1	NA	Xe_002087	NA
LOC110244548	NA	XP_032227776.2	NA	XP_022790028.1	NA	Xe_002143	9
LOC110244557	NA	XP_032236245.2	NA	XP_022801545.1	NA	Xe_003266	NA
LOC110244561	NA	XP_001638852.3	NA	XP_022804968.1	NA	Xe_011773	15
LOC110244568	NA	XP_001632845.2	NA	XP_022805122.1	NA	Xe_014978	NA
LOC110244572	NA	XP_001628071.3	NA	XP_022799708.1	NA	Xe_016108	NA
LOC110244580	NA	XP_001627004.2	NA	XP_022791357.1	NA	Xe_005522	NA
LOC110244581	NA	XP_032238815.2	NA	XP_022790011.1	NA	Xe_005674	NA
LOC110244583	NA	XP_032230548.1	NA	XP_022791319.1	NA	Xe_005523	NA
LOC110244587	NA	XP_032232835.2	NA	XP_022805389.1	NA	Xe_005240	16
LOC110244590	NA	XP_032232836.2	NA	XP_022794225.1	NA	Xe_005241	NA
LOC110244591	NA	XP_001633673.2	NA	XP_022790016.1	germline_sperm	Xe_005675	NA
LOC110244611	NA	XP_048576423.1	NA	XP_022805415.1	neuron_13	Xe_005267	NA
LOC110244612	NA	XP_048577159.1	NA	XP_022794184.1	neuron_10	Xe_005378	NA
LOC110244613	NA	XP_048576399.1	NA	XP_022791324.1	NA	Xe_005382	10
LOC110244631	NA	XP_032220735.2	NA	XP_022782022.1	NA	Xe_015003	NA
LOC110244632	NA	XP_001641214.2	NA	XP_022781702.1	NA	Xe_024621	NA
LOC110244633	NA	XP_048584985.1	NA	XP_022780047.1	mitotic_host_cells	Xe_015805	NA
LOC110244638	NA	XP_001634804.2	NA	XP_022780009.1	neuron_12, neuron_13	Xe_027230	NA
LOC110244645	NA	XP_048585199.1	NA	XP_022806815.1	NA	Xe_015806	NA
LOC110244686	NA	XP_048579029.1	NA	XP_022805194.1	NA	Xe_008641	NA
LOC110244706	NA	XP_001635768.2	NA	XP_022780817.1	NA	Xe_008411	NA
LOC110244703	NA	XP_001622916.1	NA	XP_022797379.1	NA	Xe_003234	NA
LOC110244707	NA	XP_048578983.1	NA	XP_022780810.1	germline_sperm	Xe_008512	NA
LOC110244726	NA	XP_032229932.1	NA	XP_022790146.1	NA	Xe_007816	10, 16
LOC110244728	4	XP_048587338.1	NA	XP_022793353.1	NA	Xe_008243	2, 12
LOC110244729	NA	XP_001639269.2	NA	XP_022795314.1	NA	Xe_007841	NA
LOC110244741	NA	XP_032241882.2	cnidocyte	XP_022797180.1	NA	Xe_007921	14
LOC110244739	NA	XP_032217735.1	NA	XP_022784558.1	NA	Xe_003518	5, 9, 15
LOC110244754	NA	XP_032240914.1	NA	XP_022786407.1	neuron_13	Xe_007842	NA
LOC110244755	NA	XP_032241885.1	NA	XP_022781912.1	NA	Xe_007457	NA
LOC110244756	NA	XP_048586853.1	NA	XP_022787115.1	NA	Xe_014907	NA
LOC110244757	NA	XP_001636298.2	NA	XP_022786482.1	NA	Xe_008292	NA
LOC110244759	NA	XP_048587528.1	NA	XP_022779260.1	NA	Xe_008067	10
LOC110244760	NA	XP_001635358.1	NA	XP_022779280.1	NA	Xe_008066	NA
LOC110244762	NA	XP_001619878.2	NA	XP_022782799.1	NA	Xe_008024	2, 12
LOC110244763	NA	XP_048587693.1	NA	XP_022793660.1	NA	Xe_008045	NA
LOC110244768	NA	XP_032228695.1	NA	XP_022788984.1	NA	Xe_008334	NA
LOC110244773	NA	XP_032241929.2	NA	XP_022780235.1	NA	Xe_008358	NA
LOC110244774	NA	XP_001639276.1	NA	XP_022781924.1	NA	Xe_007458	NA
LOC110244777	NA	XP_032236242.1	NA	XP_022801551.1	NA	Xe_010390	14
LOC110244779	NA	XP_001639214.3	NA	XP_022780982.1	neuron_3, neuron_4, neuron_14	Xe_008077	8
LOC110244780	NA	XP_048587067.1	NA	XP_022793390.1	NA	Xe_018623	NA
LOC110244781	NA	XP_048587072.1	NA	XP_022793375.1	NA	Xe_008254	NA
LOC110244782	NA	XP_001639274.2	endomesoderm	XP_022787854.1	NA	Xe_000261	2, 12, 16
LOC110244784	NA	XP_001634368.2	NA	XP_022793364.1	NA	Xe_008249	10, 15
LOC110244789	NA	XP_001635424.3	NA	XP_022781878.1	NA	Xe_007990	NA
LOC110244811	NA	XP_001626619.3	NA	XP_022786390.1	NA	Xe_007826	NA
LOC110244820	NA	XP_032230264.2	NA	XP_022803147.1	NA	Xe_007839	14
LOC110244831	NA	XP_048586989.1	NA	XP_022806791.1	NA	Xe_007963	NA
LOC110244834	NA	XP_032232605.1	NA	XP_022793351.1	NA	Xe_008194	NA
LOC110244835	NA	XP_001628581.3	NA	XP_022793394.1	NA	Xe_027490	NA
LOC110244854	NA	XP_032241943.2	NA	XP_022803144.1	NA	Xe_008266	10
LOC110244857	NA	XP_032232606.1	NA	XP_022793374.1	NA	Xe_008195	NA
LOC110244859	NA	XP_048587041.1	NA	XP_022781834.1	NA	Xe_007984	NA
LOC110244860	NA	XP_032220134.1	NA	XP_022806522.1	NA	Xe_003114	NA
LOC110244861	NA	XP_001635419.1	NA	XP_022806793.1	NA	Xe_007830	NA
LOC110244862	NA	XP_032220057.1	NA	XP_022786391.1	NA	Xe_007827	16
LOC110244863	NA	XP_032220058.1	NA	XP_022786448.1	neuron_10, neuron_11, neuron_12	Xe_007845	1, 4, 7
LOC110244866	NA	XP_001636359.2	NA	XP_022797221.1	NA	Xe_007961	NA
LOC110244878	NA	XP_048587140.1	NA	XP_022793354.1	NA	Xe_008253	NA
LOC110244879	NA	XP_032239615.2	NA	XP_022793376.1	NA	Xe_008250	2
LOC110244880	NA	XP_001634327.1	NA	XP_022793362.1	NA	Xe_008255	NA
LOC110244885	NA	XP_048587150.1	NA	XP_022787877.1	NA	Xe_008033	NA
LOC110244888	NA	XP_032232600.1	NA	XP_022793395.1	NA	Xe_008196	NA
LOC110244890	NA	XP_001622605.1	NA	XP_022795311.1	NA	Xe_007814	NA
LOC110244891	NA	XP_048587544.1	NA	XP_022795289.1	NA	Xe_007506	NA
LOC110244894	NA	XP_032225527.1	NA	XP_022795305.1	NA	Xe_007815	16
LOC110244898	NA	XP_032240773.1	NA	XP_022780193.1	NA	Xe_008048	NA
LOC110244899	NA	XP_001635374.3	NA	XP_022780195.1	germline_sperm	Xe_008049	NA
LOC110244910	NA	XP_032239813.2	NA	XP_022801049.1	NA	Xe_009442	NA
LOC110244914	NA	XP_001634264.2	NA	XP_022785138.1	NA	Xe_022037	16
LOC110244922	NA	XP_032233795.2	NA	XP_022782450.1	NA	Xe_021874	NA
LOC110244924	NA	XP_048578253.1	NA	XP_022782718.1	NA	Xe_009726	NA
LOC110244932	NA	XP_032242625.1	NA	XP_022798342.1	neuron_13	Xe_021467	10
LOC110244935	NA	XP_048579476.1	NA	XP_022789958.1	NA	Xe_021254	NA
LOC110244936	NA	XP_048578246.1	NA	XP_022786313.1	NA	Xe_006833	NA
LOC110244940	NA	XP_032241154.2	ectoderm.embryonic, endomesoderm.embryonic	XP_022801048.1	NA	Xe_009438	2, 12
LOC110244941	NA	XP_032233844.2	NA	XP_022795060.1	NA	Xe_000542	NA
LOC110244943	NA	XP_048580197.1	NA	XP_022801041.1	neuron_13	Xe_016528	NA
LOC110244946	NA	XP_048579658.1	NA	XP_022796054.1	NA	Xe_021845	NA
LOC110244951	NA	XP_001641441.1	NA	XP_022795841.1	germline_sperm	Xe_014319	1, 4, 7
LOC110244952	NA	XP_001635644.1	NA	XP_022796086.1	NA	Xe_022046	9, 16
LOC110244953	NA	XP_032233801.2	NA	XP_022789933.1	NA	Xe_021299	NA
LOC110244956	NA	XP_048579718.1	NA	XP_022798806.1	neuron_13	Xe_022198	NA
LOC110244957	NA	XP_032222802.2	NA	XP_022798842.1	NA	Xe_022197	NA
LOC110244961	NA	XP_001635618.1	NA	XP_022792054.1	NA	Xe_009672	10
LOC110244962	NA	XP_001631346.1	NA	XP_022795619.1	NA	Xe_021872	NA
LOC110244963	NA	XP_001635716.1	ectoderm.embryonic	XP_022795622.1	germline_sperm	Xe_026649	NA
LOC110244967	NA	XP_048580042.1	NA	XP_022789918.1	NA	Xe_021257	NA
LOC110244970	NA	XP_001641490.2	NA	XP_022796035.1	NA	Xe_022045	NA
LOC110244972	NA	XP_032240260.1	NA	XP_022796072.1	NA	Xe_021519	NA
LOC110244973	NA	XP_032222181.2	NA	XP_022793118.1	neuron_13	Xe_021497	NA
LOC110244974	NA	XP_048580204.1	NA	XP_022795114.1	NA	Xe_010127	NA
LOC110244976	NA	XP_001635653.1	NA	XP_022795620.1	NA	Xe_008062	NA
LOC110244988	NA	XP_001629639.1	NA	XP_022782420.1	neuron_13	Xe_021873	NA
LOC110244995	NA	XP_032239854.1	NA	XP_022789936.1	NA	Xe_022199	NA
LOC110245000	NA	XP_048579479.1	NA	XP_022795004.1	NA	Xe_010045	NA
LOC110245003	NA	XP_032222874.1	NA	XP_022782732.1	NA	Xe_009657	NA
LOC110245009	NA	XP_001637918.2	NA	XP_022798376.1	NA	Xe_021469	NA
LOC110245011	NA	XP_032222955.2	NA	XP_022794628.1	NA	Xe_021494	NA
LOC110245020	NA	XP_001639013.2	NA	XP_022804254.1	NA	Xe_000578	NA
LOC110245022	NA	XP_032229004.1	NA	XP_022795208.1	NA	Xe_000401	NA
LOC110245023	NA	XP_001623406.2	NA	XP_022779718.1	NA	Xe_010056	NA
LOC110245028	NA	XP_001623407.1	NA	XP_022804251.1	NA	Xe_000379	NA
LOC110245027	15	XP_048581430.1	NA	XP_022784568.1	NA	Xe_003413	NA
LOC110245035	NA	XP_001624739.2	NA	XP_022785666.1	germline_sperm	Xe_024463	NA
LOC110245004	NA	XP_032220676.1	NA	XP_022792971.1	NA	Xe_013201	NA
LOC110245043	NA	XP_032233015.2	NA	XP_022785667.1	Immune_2	Xe_027961	10
LOC110245044	NA	XP_032222586.1	NA	XP_022790448.1	NA	Xe_027205	NA
LOC110245050	9	XP_032222587.2	NA	XP_022790872.1	NA	Xe_027227	NA
LOC110245052	NA	XP_001641368.2	NA	XP_022785685.1	NA	Xe_003170	NA
LOC110245066	NA	XP_048589216.1	NA	XP_022807025.1	NA	Xe_014103	NA
LOC110245070	NA	XP_032239653.2	NA	XP_022789099.1	NA	Xe_004797	NA
LOC110245071	NA	XP_001633806.1	NA	XP_022800940.1	NA	Xe_014084	NA
LOC110245079	NA	XP_001630034.2	NA	XP_022795371.1	NA	Xe_014759	NA
LOC110245080	NA	XP_032219600.2	NA	XP_022788024.1	NA	Xe_012185	NA
LOC110245084	NA	XP_001641788.1	NA	XP_022800957.1	NA	Xe_014088	NA
LOC110245110	NA	XP_032217714.2	NA	XP_022805097.1	NA	Xe_003468	14
LOC110245163	NA	XP_032222880.2	NA	XP_022800565.1	NA	Xe_022218	NA
LOC110245167	NA	XP_001634521.1	NA	XP_022800480.1	NA	Xe_010075	NA
LOC110245168	9	XP_048579623.1	NA	XP_022791864.1	NA	Xe_009244	NA
LOC110245169	NA	XP_032241438.1	NA	XP_022785626.1	NA	Xe_025184	NA
LOC110245166	NA	XP_032237569.2	NA	XP_022806271.1	NA	Xe_003609	10
LOC110245170	NA	XP_001636882.2	NA	XP_022797427.1	neuron_12	Xe_009895	1, 2, 4, 7, 10
LOC110245172	NA	XP_032222878.2	NA	XP_022801937.1	NA	Xe_021991	2, 12
LOC110245176	NA	XP_032222876.2	NA	XP_022800577.1	NA	Xe_021529	NA
LOC110245179	NA	XP_032239558.1	NA	XP_022787466.1	NA	Xe_000914	NA
LOC110245184	NA	XP_048576744.1	NA	XP_022790770.1	NA	Xe_021862	NA
LOC110245187	NA	XP_048579618.1	NA	XP_022785601.1	NA	Xe_001126	NA
LOC110245188	NA	XP_048577554.1	NA	XP_022789956.1	NA	Xe_008394	15
LOC110245199	NA	XP_001638988.2	NA	XP_022797490.1	NA	Xe_003355	NA
LOC110245200	NA	XP_048587877.1	NA	XP_022803846.1	NA	Xe_028851	NA
LOC110245201	NA	XP_048580548.1	NA	XP_022797500.1	NA	Xe_004315	NA
LOC110245203	NA	XP_032230059.2	NA	XP_022797501.1	NA	Xe_004670	NA
LOC110245204	NA	XP_048587874.1	NA	XP_022797494.1	NA	Xe_004678	NA
LOC110245205	NA	XP_048587876.1	NA	XP_022803847.1	NA	Xe_003337	NA
LOC110245209	NA	XP_032237643.1	NA	XP_022797493.1	NA	Xe_004661	15
LOC110245212	NA	XP_032228180.1	NA	XP_022803562.1	NA	Xe_003361	NA
LOC110245215	NA	XP_001637469.2	NA	XP_022793569.1	NA	Xe_003374	NA
LOC110245218	NA	XP_001637395.1	NA	XP_022803551.1	NA	Xe_003362	NA
LOC110245219	NA	XP_001637396.1	NA	XP_022793544.1	NA	Xe_004276	NA
LOC110245221	NA	XP_048585964.1	NA	XP_022800804.1	NA	Xe_012305	NA
LOC110245231	NA	XP_001640598.1	NA	XP_022800815.1	NA	Xe_012304	NA
LOC110245237	NA	XP_032243331.2	NA	XP_022805090.1	NA	Xe_003870	NA
LOC110245267	NA	XP_048579197.1	NA	XP_022804103.1	NA	Xe_003278	NA
LOC110245272	NA	XP_001636454.1	NA	XP_022784451.1	neuron_10	Xe_003784	1, 2, 4, 7
LOC110245274	NA	XP_032221971.2	NA	XP_022802237.1	NA	Xe_003286	NA
LOC110245276	NA	XP_048580969.1	NA	XP_022797499.1	NA	Xe_004672	NA
LOC110245281	NA	XP_032230525.1	NA	XP_022795146.1	NA	Xe_003373	6
LOC110245283	9	XP_032239923.1	cnidocyte	XP_022799403.1	NA	Xe_003436	NA
LOC110245284	NA	XP_001634599.3	NA	XP_022788180.1	NA	Xe_003325	10
LOC110245287	NA	XP_048583229.1	NA	XP_022783428.1	NA	Xe_003336	NA
LOC110245297	NA	XP_048579296.1	NA	XP_022801148.1	NA	Xe_003619	NA
LOC110245311	NA	XP_032226945.2	NA	XP_022784547.1	neuron_13	Xe_003293	10
LOC110245317	NA	XP_032217949.1	NA	XP_022805013.1	NA	Xe_001878	NA
LOC110245302	NA	XP_048585461.1	NA	XP_022789365.1	NA	Xe_013870	NA
LOC110245329	NA	XP_001635686.2	NA	XP_022787287.1	NA	Xe_009755	NA
LOC110245342	NA	XP_032217760.1	cnidocyte	XP_022802321.1	NA	Xe_004317	NA
LOC110245344	9	XP_001637407.2	cnidocyte, secretory	XP_022802311.1	gland_3_digestive	Xe_004316	1, 2, 11
LOC110245349	NA	XP_048576857.1	NA	XP_022805795.1	NA	Xe_006096	NA
LOC110245347	NA	XP_032232972.2	NA	XP_022790847.1	NA	Xe_016845	NA
LOC110245353	NA	XP_001632239.3	NA	XP_022799801.1	NA	Xe_005488	NA
LOC110245355	NA	XP_032237161.1	NA	XP_022799808.1	NA	Xe_005485	NA
LOC110245357	NA	XP_001632238.2	NA	XP_022799792.1	NA	Xe_005484	NA
LOC110245359	NA	XP_048576676.1	NA	XP_022799811.1	NA	Xe_005374	NA
LOC110245360	NA	XP_001632278.2	NA	XP_022799793.1	NA	Xe_005375	NA
LOC110245361	NA	XP_032222530.2	NA	XP_022804187.1	NA	Xe_006923	NA
LOC110245370	NA	XP_032220810.1	NA	XP_022793025.1	NA	Xe_013339	NA
LOC110245380	NA	XP_032220201.2	NA	XP_022792230.1	NA	Xe_012976	NA
LOC110245386	NA	XP_032223574.1	NA	XP_022781507.1	NA	Xe_005103	NA
LOC110245390	NA	XP_032242276.2	NA	XP_022800551.1	NA	Xe_005061	NA
LOC110245400	NA	XP_032242257.2	NA	XP_022800523.1	NA	Xe_005059	NA
LOC110245401	NA	XP_001636589.3	NA	XP_022800538.1	NA	Xe_005060	NA
LOC110245415	NA	XP_001631240.1	NA	XP_022779893.1	NA	Xe_008506	NA
LOC110245429	NA	XP_048583216.1	NA	XP_022783516.1	NA	Xe_004371	10
LOC110245434	NA	XP_001638207.2	NA	XP_022802770.1	NA	Xe_004365	NA
LOC110245435	NA	XP_032218770.1	NA	XP_022802769.1	NA	Xe_004364	NA
LOC110245398	NA	XP_001635314.1	NA	XP_022802653.1	NA	Xe_013897	10
LOC110245431	NA	XP_001631783.2	NA	XP_022799618.1	NA	Xe_008152	NA
LOC110245443	NA	XP_001635812.2	NA	XP_022799622.1	NA	Xe_008138	NA
LOC110245447	NA	XP_032229512.2	NA	XP_022797550.1	NA	Xe_021971	NA
LOC110245448	NA	XP_032218550.1	NA	XP_022779180.1	NA	Xe_015685	NA
LOC110245466	NA	XP_048580113.1	NA	XP_022800494.1	NA	Xe_001240	NA
LOC110245476	NA	XP_048587896.1	NA	XP_022795586.1	NA	Xe_000861	NA
LOC110245493	NA	XP_032241491.1	NA	XP_022788566.1	NA	Xe_000702	NA
LOC110245494	NA	XP_032222231.2	NA	XP_022785612.1	neuron_10	Xe_001382	NA
