Orthogroup	aip_longest_isoforms	nvec_longest_isoform
OG0004940	XP_020894204.1	XP_032241174.2
OG0004941	XP_020894212.1	XP_032218353.2
OG0004942	XP_020894218.1	XP_001629479.2
OG0004943	XP_020894223.1	XP_032218240.1
OG0004944	XP_020894224.1	XP_048579612.1
OG0004945	XP_020894225.1	XP_032222903.1
OG0004946	XP_020898777.1, XP_020894226.1	XP_032222174.2
OG0004947	XP_020894227.1	XP_001641640.2
OG0004948	XP_020894228.1	XP_048580157.1
OG0004949	XP_020894229.1	XP_001625173.2
OG0004950	XP_020894233.1	XP_001641448.2
OG0004951	XP_020894245.1	XP_048579769.1
OG0004952	XP_020894253.1	XP_001629491.2
OG0004953	XP_020894255.1	XP_001629465.1
OG0004954	XP_020894269.1, XP_028516856.1	XP_048586534.1
OG0004956	XP_020894271.1	XP_032238380.2
OG0004957	XP_020894272.1	XP_048586184.1
OG0004958	XP_020894279.1	XP_001632291.2
OG0004959	XP_020894281.1	XP_001628103.3
OG0004960	XP_020894283.1	XP_032238381.2
OG0004961	XP_020894284.1	XP_032238382.2
OG0004962	XP_020894285.1	XP_001633289.3
OG0004963	XP_020894289.1	XP_001632290.2
OG0004964	XP_020894291.1	XP_032219619.2
OG0004965	XP_020894292.1	XP_048586315.1
OG0004966	XP_020894309.2	XP_001635105.3
OG0004967	XP_020894315.1	XP_048586141.1
OG0004968	XP_020894320.1	XP_032219620.2
OG0004969	XP_020894323.1	XP_048586135.1
OG0004970	XP_020894324.1	XP_032237226.2
OG0004971	XP_020894325.1	XP_032226598.2
OG0004972	XP_020894333.1	XP_032241645.2
OG0004973	XP_020894334.1	XP_048586503.1
OG0004974	XP_020894336.1	XP_048586501.1
OG0004975	XP_020894337.1	XP_001638867.3
OG0004976	XP_020894347.2	XP_001633338.3
OG0004977	XP_020894349.1	XP_048585916.1
OG0004978	XP_020906489.1, XP_020894358.1	XP_032240484.1
OG0004979	XP_020894361.1	XP_048576820.1
OG0004980	XP_020894368.1	XP_048576538.1
OG0004981	XP_020894369.1	XP_032218420.2
OG0004982	XP_020894370.1	XP_001637977.2
OG0004983	XP_020894371.1	XP_001637976.1
OG0004984	XP_020894372.1	XP_032218455.2
OG0004985	XP_020894390.1, XP_020912028.1	XP_032219115.2
OG0004986	XP_020894391.1	XP_048576866.1
OG0004987	XP_020894399.1	XP_048576547.1
OG0004988	XP_020894400.2	XP_001638035.3
OG0004989	XP_020894401.1	XP_001628774.2
OG0004990	XP_020906464.1, XP_020894403.1	XP_001628642.2
OG0004991	XP_020894411.1	XP_001637979.3
OG0004992	XP_020894416.1	XP_032225192.1
OG0004993	XP_020894418.1	XP_048576389.1
OG0004994	XP_020894423.1	XP_048576583.1
OG0004995	XP_020894431.1	XP_001628674.3
OG0004996	XP_020894433.1	XP_048577105.1
OG0004997	XP_020894437.1	XP_032218434.1
OG0004998	XP_020894448.1	XP_048581780.1
OG0004999	XP_020894452.1	XP_032227152.2
OG0005000	XP_020894460.1	XP_048580917.1
OG0005001	XP_020894466.1	XP_032220904.1
OG0005003	XP_020894481.1	XP_001632967.1
OG0005004	XP_020894483.2	XP_001634651.2
OG0005005	XP_020894484.1	XP_001638671.2
OG0005006	XP_020894518.1	XP_032239153.2
OG0005007	XP_020894520.1	XP_048582026.1
OG0005008	XP_020894526.1	XP_048583111.1
OG0005009	XP_020894535.1	XP_001624127.1
OG0005010	XP_020894537.1	XP_001631942.2
OG0005011	XP_020894539.1	XP_001639467.1
OG0005012	XP_020894540.1	XP_032225545.2
OG0005013	XP_020894543.1	XP_032226538.2
OG0005014	XP_020894550.1	XP_032238496.2
OG0005015	XP_020894557.1	XP_032234155.2
OG0005016	XP_020894558.1	XP_032234117.2
OG0005017	XP_020894559.2	XP_001631481.3
OG0005018	XP_020894560.1	XP_001629750.2
OG0005019	XP_020894561.1	XP_032238328.1
OG0005020	XP_020894563.1	XP_001639500.2
OG0005021	XP_020894566.1	XP_032234100.2
OG0005022	XP_020894585.1	XP_032236162.1
OG0005023	XP_020894590.1	XP_001631496.1
OG0005024	XP_020894591.1	XP_001627928.3
OG0005025	XP_020894592.1	XP_001627913.3
OG0005026	XP_020894593.1	XP_032243122.2
OG0005027	XP_020894594.2	XP_048582476.1
OG0005028	XP_020894595.1	XP_001623576.1
OG0005029	XP_020894600.1	XP_001639468.1
OG0005030	XP_020894603.1	XP_048585711.1
OG0005031	XP_020894604.1	XP_001627918.3
OG0005032	XP_020894605.1	XP_001628185.2
OG0005033	XP_020894613.1	XP_048581898.1
OG0005034	XP_020894615.1	XP_001633952.2
OG0005035	XP_020894619.1	XP_048582682.1
OG0005036	XP_020894620.1	XP_001626338.3
OG0005037	XP_020894623.1	XP_048582125.1, XP_048582349.1, XP_048582348.1
OG0005038	XP_020894624.1	XP_032239140.2
OG0005039	XP_020894627.1	XP_032239133.2
OG0005040	XP_020894628.1	XP_001631463.2
OG0005041	XP_020894631.1	XP_048584994.1
OG0005042	XP_020894635.1, XP_020907784.1	XP_001639440.2
OG0005043	XP_020894636.1	XP_001628193.3
OG0005044	XP_020894637.1	XP_032236795.1
OG0005045	XP_020894659.2	XP_032234160.2
OG0005046	XP_020894662.1	XP_048582473.1
OG0005047	XP_020894664.2	XP_001633951.3
OG0005048	XP_020894667.1	XP_048582126.1
OG0005049	XP_020894675.1	XP_048582336.1
OG0005050	XP_020894676.1	XP_032228103.1
OG0005051	XP_020894677.1	XP_048581793.1
OG0005052	XP_020894685.1	XP_032242346.2
OG0005053	XP_020894693.1	XP_032220459.1
OG0005054	XP_020894694.1	XP_001636677.1
OG0005055	XP_020894698.1	XP_001639631.3
OG0005056	XP_020894699.1	XP_001636707.2
OG0005057	XP_020894705.1	XP_001625582.2
OG0005058	XP_020894707.1	XP_048584725.1
OG0005059	XP_020894711.1	XP_001635283.2
OG0005060	XP_020894712.1	XP_048584526.1
OG0005061	XP_020894713.1	XP_032240588.1
OG0005062	XP_020894715.1	XP_032240732.2
OG0005064	XP_020894722.1	XP_032240120.2
OG0005065	XP_020894723.1	XP_048585345.1
OG0005066	XP_020894725.1	XP_032222635.1
OG0005067	XP_020894734.1	XP_001628923.2
OG0005068	XP_020894739.1	XP_032220711.2
OG0005069	XP_020894753.1	XP_048585587.1
OG0005071	XP_020894761.2	XP_032233010.2
OG0005072	XP_020894767.1	XP_048586809.1
OG0005073	XP_020894772.1	XP_032239900.2
OG0005074	XP_020894773.1	XP_001638290.2
OG0005075	XP_020894774.1	XP_001637196.1
OG0005076	XP_020894777.1	XP_032230594.2
OG0005077	XP_020894782.1	XP_048586806.1
OG0005078	XP_020894803.1	XP_048590340.1
OG0005079	XP_020894804.1	XP_048590221.1
OG0005080	XP_020894805.1	XP_048590670.1
OG0005081	XP_020894806.1	XP_048590671.1
OG0005082	XP_020894808.1	XP_032229578.1
OG0005083	XP_020894811.1	XP_048590561.1
OG0005084	XP_020894816.1	XP_032229584.1
OG0005085	XP_020894819.1	XP_032219080.1
OG0005086	XP_020894821.1	XP_032229592.1
OG0005087	XP_020894828.2	XP_048590163.1
OG0005088	XP_020894830.1	XP_048590164.1
OG0005089	XP_020894836.1	XP_001630673.2
OG0005090	XP_020894837.1	XP_048584996.1
OG0005091	XP_020894838.1	XP_001626107.1
OG0005092	XP_020894840.2	XP_048590423.1
OG0005093	XP_020894849.1	XP_001630648.3
OG0005094	XP_020894850.1	XP_048590306.1
OG0005095	XP_020894862.1	XP_001626109.3
OG0005096	XP_020894870.1	XP_048585988.1
OG0005097	XP_020894876.1	XP_001631204.1
OG0005098	XP_020894877.1	XP_048586451.1
OG0005099	XP_020894880.1	XP_032222638.1
OG0005100	XP_020894881.1	XP_001633343.2
OG0005101	XP_020894883.1	XP_048586185.1
OG0005102	XP_020894884.1	XP_048586415.1
OG0005103	XP_020894896.1	XP_048586340.1
OG0005104	XP_020894900.1	XP_048586431.1
OG0005105	XP_020894902.1	XP_032240462.2
OG0005106	XP_020894903.1	XP_001635069.1
OG0005107	XP_020894904.1	XP_048585878.1
OG0005108	XP_020894909.1	XP_001631179.2
OG0005109	XP_020894912.1	XP_032235861.2
OG0005110	XP_020894915.1	XP_032241705.2
OG0005111	XP_020894918.1	XP_032235850.2
OG0005112	XP_020894920.1, XP_020909262.1	XP_032229226.2
OG0005113	XP_020894921.1	XP_001628603.2, XP_048586558.1
OG0005114	XP_020894923.1, XP_020904083.1	XP_048579290.1
OG0005115	XP_020894928.1	XP_001628618.2
OG0005116	XP_020894929.1	XP_032235865.1
OG0005117	XP_020894930.1	XP_032235862.2
OG0005119	XP_020894934.1	XP_032237172.1
OG0005120	XP_020894942.1	XP_032230595.1
OG0005121	XP_020894945.1	XP_048586054.1
OG0005122	XP_020894952.1	XP_001628609.2
OG0005123	XP_020894953.1	XP_001627766.2
OG0005124	XP_020894954.1	XP_001632230.1
OG0005125	XP_020894961.1	XP_048586344.1
OG0005126	XP_020894964.1	XP_001633302.1
OG0005127	XP_020894966.1	XP_048585247.1
OG0005128	XP_020894974.1	XP_001627502.2
OG0005129	XP_020894975.1	XP_001641855.3
OG0005130	XP_020894979.1	XP_032223095.2
OG0005131	XP_020894980.1	XP_001631068.1
OG0005132	XP_020911775.1, XP_020894981.1	XP_048589341.1
OG0005133	XP_020894986.1	XP_001641786.2
OG0005134	XP_020894990.1	XP_032218186.2
OG0005135	XP_020894998.1	XP_001640901.1
OG0005136	XP_020895006.1	XP_048589177.1
OG0005137	XP_020895008.1	XP_032223217.1
OG0005138	XP_020895016.1	XP_001641223.1
OG0005139	XP_020895020.1	XP_001641871.3
OG0005140	XP_020895027.1	XP_001626216.2
OG0005141	XP_020895037.1	XP_001641672.1
OG0005142	XP_020895040.1	XP_001641667.2
OG0005143	XP_020895047.1	XP_001641748.1
OG0005144	XP_020895054.1	XP_048577253.1
OG0005145	XP_020895058.2	XP_001640504.3
OG0005146	XP_020895062.1	XP_001635639.2
OG0005147	XP_020895072.2	XP_032239758.2
OG0005148	XP_020895128.1, XP_020895073.1	XP_032233165.1
OG0005149	XP_020895075.1	XP_001625949.3
OG0005150	XP_020895078.1	XP_048579965.1
OG0005151	XP_020895083.1	XP_001641595.2
OG0005152	XP_020895090.1	XP_048579649.1
OG0005153	XP_020895092.1	XP_032231885.2
OG0005154	XP_020895096.1	XP_001647519.1
OG0005155	XP_020895098.1	XP_001641499.2
OG0005156	XP_020895103.1	XP_048576432.1
OG0005157	XP_020895106.1	XP_032231557.1
OG0005158	XP_020895107.1	XP_001641593.1
OG0005159	XP_020895108.1	XP_048577519.1
OG0005161	XP_020895125.2	XP_032226681.1
OG0005162	XP_020895130.1	XP_001641354.1
OG0005163	XP_020895131.1	XP_032241094.2
OG0005164	XP_020895142.2	XP_032241474.2
OG0005165	XP_020904752.2, XP_020904753.1, XP_020895145.2	XP_032232038.2
OG0005166	XP_020899535.1, XP_020895146.2	XP_001634832.3
OG0005167	XP_020895147.1, XP_020897395.1	XP_048581844.1
OG0005168	XP_020895156.1	XP_001632969.2
OG0005169	XP_020895158.1	XP_001632930.1
OG0005170	XP_020895169.1	XP_048575627.1
OG0005171	XP_020895180.1	XP_048588551.1
OG0005172	XP_020895184.1	XP_032227974.2
OG0005173	XP_020895186.1, XP_020895226.1	XP_048579338.1
OG0005174	XP_020895188.1, XP_020895228.1	XP_001629456.2
OG0005175	XP_020895189.1	XP_048580377.1
OG0005176	XP_020895190.1	XP_001629998.1
OG0005177	XP_020895191.1	XP_032234277.2
OG0005178	XP_020895197.1	XP_001627303.1
OG0005179	XP_020895205.1	XP_001624814.1
OG0005180	XP_020895206.1	XP_032227966.1
OG0005181	XP_020895209.1, XP_020906086.1	XP_048588234.1
OG0005182	XP_020895212.1	XP_048588821.1
OG0005183	XP_020895214.1	XP_001627150.3, XP_032236917.2
OG0005184	XP_020895215.1	XP_032233912.1
OG0005185	XP_020895220.1	XP_001624805.1
OG0005186	XP_020895224.1	XP_001637325.1
OG0005187	XP_020895230.1	XP_048588258.1
OG0005188	XP_020895235.1	XP_048588552.1
OG0005189	XP_020895237.1	XP_032236916.2
OG0005190	XP_020895241.1	XP_048588733.1
OG0005191	XP_020895243.1	XP_032236127.2
OG0005192	XP_020895244.1	XP_032227095.2
OG0005193	XP_020895246.1	XP_048588256.1
OG0005194	XP_020895251.1, XP_020896371.1, XP_020896248.1	XP_001633227.2
OG0005195	XP_020895268.1	XP_001631871.2
OG0005197	XP_020895288.1	XP_032237946.2
OG0005198	XP_020895290.1	XP_001633506.2
OG0005199	XP_020895292.1	XP_048581637.1
OG0005200	XP_020895304.1	XP_048581031.1
OG0005201	XP_020895323.2	XP_048580840.1
OG0005202	XP_020895327.1	XP_032237942.2
OG0005203	XP_020895336.1	XP_001629232.3
OG0005204	XP_020895337.1	XP_001629381.1
OG0005205	XP_020895338.1	XP_032234994.1
OG0005206	XP_020895342.1	XP_048590257.1
OG0005207	XP_020895347.1	XP_032229757.2
OG0005208	XP_020895350.1	XP_032229762.2
OG0005209	XP_020895352.1	XP_032234949.1
OG0005210	XP_020895353.1	XP_001626688.3
OG0005211	XP_020895358.1	XP_048590065.1
OG0005212	XP_020895359.1	XP_048590264.1
OG0005213	XP_020895361.1	XP_001625539.2
OG0005214	XP_020895362.1	XP_032229572.2
OG0005215	XP_020895364.1	XP_048590330.1
OG0005216	XP_020895366.1	XP_032228878.2
OG0005217	XP_020895368.1	XP_001623157.2
OG0005218	XP_020895371.1	XP_048590675.1
OG0005219	XP_020895375.1	XP_001622688.3
OG0005220	XP_020895378.1	XP_032232371.1
OG0005221	XP_020895379.1	XP_032217821.2
OG0005222	XP_020895384.1	XP_001626294.2
OG0005223	XP_020895388.1	XP_001631819.2
OG0005224	XP_020895389.1	XP_032237045.2
OG0005225	XP_020895390.1	XP_048590451.1
OG0005226	XP_020895393.1	XP_001626102.3
OG0005227	XP_020895402.1	XP_032225514.1
OG0005228	XP_020895409.1	XP_001624377.2
OG0005230	XP_020895413.1	XP_001636068.2
OG0005231	XP_020895414.1	XP_001625304.3
OG0005232	XP_020895415.1	XP_048589943.1
OG0005233	XP_020895417.1	XP_048589941.1
OG0005234	XP_020895418.1	XP_032217851.1
OG0005235	XP_020895420.1	XP_032217910.2
OG0005236	XP_020895421.1	XP_032236396.2
OG0005237	XP_020895425.1	XP_048590393.1
OG0005238	XP_020895426.1, XP_020895448.1	XP_032234940.1
OG0005239	XP_020895428.1	XP_032232314.1
OG0005240	XP_020895429.1	XP_032232318.2
OG0005241	XP_020895431.2	XP_001626693.3
OG0005242	XP_020895434.1	XP_032240194.2
OG0005243	XP_020895438.1	XP_001636006.2
OG0005244	XP_020895449.1	XP_048585584.1
OG0005245	XP_020895462.1	XP_048590077.1
OG0005246	XP_020895463.1	XP_001638507.2
OG0005248	XP_020895473.1	XP_048590548.1
OG0005249	XP_020895484.1	XP_001626281.2
OG0005250	XP_020895487.1	XP_048590678.1
OG0005251	XP_020895489.1	XP_032219054.1
OG0005252	XP_020895496.1	XP_048590205.1
OG0005253	XP_020895498.1	XP_048590053.1
OG0005254	XP_020895501.1	XP_048590467.1
OG0005255	XP_020895514.1	XP_001629218.2
OG0005256	XP_020895516.1	XP_032233330.2
OG0005257	XP_020895524.1	XP_001638316.3
OG0005258	XP_020895526.1	XP_048590338.1
OG0005259	XP_020895527.1	XP_032233286.1
OG0005260	XP_020895529.1	XP_032232780.2
OG0005261	XP_020895540.1	XP_032222478.1
OG0005262	XP_020895541.1	XP_048585360.1
OG0005263	XP_020895543.1	XP_032233221.1
OG0005264	XP_020895546.1	XP_032222624.1
OG0005265	XP_020895566.1	XP_032226341.2
OG0005266	XP_020895571.1	XP_048585014.1
OG0005267	XP_020895574.1	XP_048584583.1
OG0005268	XP_020895575.1	XP_048584584.1
OG0005269	XP_020895577.1	XP_001635152.3
OG0005270	XP_020895578.1	XP_032230846.1
OG0005271	XP_020895579.1	XP_001641306.1
OG0005272	XP_020895581.1	XP_001636548.1
OG0005273	XP_020895590.1	XP_001623806.2
OG0005274	XP_020895591.1	XP_001641308.2
OG0005275	XP_020895601.1	XP_001634827.2
OG0005276	XP_020895608.2	XP_001641369.2
OG0005277	XP_020895614.1	XP_001624909.2
OG0005278	XP_020895615.1	XP_032228130.2
OG0005279	XP_020895616.1	XP_001624910.2
OG0005280	XP_020895622.1	XP_001634096.3
OG0005281	XP_020895623.1	XP_032224268.2
OG0005282	XP_020895624.1	XP_032225299.2
OG0005283	XP_020895625.1	XP_048577979.1
OG0005284	XP_020895633.1	XP_032238167.1
OG0005285	XP_020895635.1	XP_032228131.1
OG0005286	XP_020895636.1	XP_048577743.1
OG0005287	XP_020895640.1	XP_001630637.2
OG0005288	XP_020895642.1	XP_001634099.1
OG0005289	XP_020895644.1	XP_032242470.2
OG0005290	XP_020895650.1	XP_001624350.1
OG0005291	XP_020895658.1	XP_001624344.3
OG0005292	XP_020895670.1	XP_048577449.1
OG0005293	XP_020895671.1	XP_001625953.1
OG0005294	XP_020895672.1	XP_048577820.1
OG0005295	XP_020895677.1	XP_048577491.1
OG0005296	XP_020895679.1	XP_001638736.1
OG0005297	XP_020895680.1	XP_001630881.2
OG0005298	XP_020895684.1	XP_048578233.1
OG0005299	XP_020895686.1	XP_048577717.1
OG0005300	XP_020908484.1, XP_020895719.2	XP_032240211.1
OG0005301	XP_020895724.1	XP_032230990.1
OG0005302	XP_020895730.1	XP_001639511.1
OG0005303	XP_020895731.1	XP_032243134.2
OG0005304	XP_020895733.1	XP_048583055.1
OG0005305	XP_020895744.1	XP_048583795.1
OG0005306	XP_020895749.1	XP_001622470.1
OG0005307	XP_020895753.1	XP_032221265.2
OG0005308	XP_020895763.1	XP_001632624.1
OG0005309	XP_020895766.1	XP_032229065.1
OG0005310	XP_020895768.1	XP_048580424.1
OG0005311	XP_020895777.1	XP_032233859.2
OG0005312	XP_020895779.1	XP_001628145.2
OG0005313	XP_020895780.1	XP_048584956.1
OG0005314	XP_020895782.1	XP_032241072.1
OG0005315	XP_020895788.1	XP_001629333.1
OG0005316	XP_020895790.1	XP_032238553.1
OG0005317	XP_020895791.1	XP_001632656.2
OG0005318	XP_020895793.1	XP_001641062.2
OG0005319	XP_020895800.1	XP_001635623.2
OG0005320	XP_020895803.1	XP_001641455.1
OG0005321	XP_020895804.1	XP_032239555.2
OG0005322	XP_020895805.1	XP_032225445.2
OG0005323	XP_020895806.1	XP_048579988.1
OG0005324	XP_020895807.1	XP_048578258.1
OG0005325	XP_020895809.1	XP_001635673.1
OG0005326	XP_020895811.1	XP_001626437.2
OG0005327	XP_020895820.1	XP_001635633.2
OG0005328	XP_020895821.1	XP_048582341.1
OG0005329	XP_020895823.1	XP_001635632.1
OG0005330	XP_020895827.1	XP_001640937.1
OG0005331	XP_020895828.1	XP_032229881.1
OG0005332	XP_020895831.1	XP_032228433.2
OG0005333	XP_020895833.1	XP_048589669.1
OG0005335	XP_020895849.1	XP_001647517.3
OG0005336	XP_020895850.1	XP_001635664.2
OG0005337	XP_020895857.1	XP_032234244.2
OG0005338	XP_020895865.1	XP_032236371.2
OG0005339	XP_020895868.1	XP_032236368.2
OG0005340	XP_020895869.1, XP_020917725.1	XP_048589784.1
OG0005341	XP_020895872.1	XP_048589259.1
OG0005342	XP_020895876.1	XP_048589708.1
OG0005343	XP_020895888.1	XP_001629940.3
OG0005344	XP_020895891.1	XP_048589145.1
OG0005345	XP_020895902.1	XP_032219262.2
OG0005346	XP_020895904.1	XP_032228831.1
OG0005347	XP_020895907.1	XP_032228833.1
OG0005348	XP_020895913.1	XP_048581126.1
OG0005349	XP_020895920.1	XP_048575725.1
OG0005350	XP_020895922.1	XP_001638600.2
OG0005351	XP_020895934.1	XP_001633500.3
OG0005352	XP_020895956.1	XP_048581100.1, XP_048590505.1, XP_032239884.2
OG0005353	XP_020895962.1	XP_032240270.2
OG0005354	XP_020895963.1	XP_048580089.1
OG0005355	XP_020895965.1	XP_048580123.1
OG0005356	XP_020895969.1	XP_048584356.1
OG0005358	XP_020895993.1	XP_048582360.1
OG0005359	XP_020895994.1	XP_032239447.2
OG0005360	XP_020895997.1	XP_032220461.2
OG0005361	XP_020895998.1	XP_001636595.2
OG0005362	XP_020896001.1	XP_032238470.2
OG0005363	XP_020896009.1	XP_048581796.1
OG0005364	XP_020896014.2	XP_048580679.1
OG0005366	XP_020896047.1	XP_048582391.1
OG0005367	XP_020896056.1	XP_032234114.2
OG0005368	XP_020896058.1	XP_048582422.1
OG0005369	XP_020896059.1	XP_032242375.1
OG0005370	XP_020896061.1	XP_032238511.2
OG0005371	XP_020896063.1	XP_001629751.1
OG0005372	XP_020896067.1	XP_032231314.2
OG0005373	XP_020896068.1	XP_032231312.1
OG0005374	XP_020896069.1	XP_001639522.3
OG0005375	XP_020896070.1	XP_048582037.1
OG0005376	XP_020896071.1	XP_001639570.2
OG0005377	XP_020896072.1	XP_001631948.1
OG0005378	XP_020896075.1	XP_032232146.2
OG0005379	XP_020896076.1	XP_001639517.2
OG0005380	XP_020896077.1	XP_001637178.3
OG0005381	XP_020896079.1	XP_048582159.1
OG0005382	XP_020896080.1	XP_001633360.2
OG0005383	XP_020896082.1	XP_032236503.2
OG0005384	XP_020896086.1	XP_001631732.2
OG0005385	XP_020896093.1	XP_001629768.2
OG0005386	XP_020896094.1	XP_001629747.2
OG0005387	XP_020896096.1, XP_020896099.1	XP_032225600.2
OG0005388	XP_020896103.1	XP_048581979.1
OG0005389	XP_020896111.1	XP_032243074.2
OG0005390	XP_020896112.2	XP_048582342.1
OG0005391	XP_020896118.1	XP_048582424.1
OG0005392	XP_020896121.1	XP_032223693.1
OG0005393	XP_020896133.1	XP_048590645.1
OG0005394	XP_020896135.1	XP_032243328.2
OG0005395	XP_020896137.1	XP_032239553.1
OG0005396	XP_020896139.1	XP_032232322.1
OG0005397	XP_020896143.1	XP_048579784.1
OG0005398	XP_020896145.1	XP_001626514.2
OG0005399	XP_020896161.1	XP_032232321.2
OG0005400	XP_020896166.1	XP_032243069.2
OG0005401	XP_020896177.1	XP_001625860.2
OG0005402	XP_020896178.1	XP_001637535.1
OG0005403	XP_020896179.1	XP_032219051.1
OG0005404	XP_020896181.1	XP_032233287.1
OG0005405	XP_020896184.1	XP_032237036.1
OG0005406	XP_020896185.1	XP_032219685.1
OG0005407	XP_020896187.1	XP_001638385.2
OG0005408	XP_020896188.1	XP_048590277.1
OG0005409	XP_020896194.1	XP_001638384.2
OG0005410	XP_020896197.1	XP_001632163.2
OG0005411	XP_020896199.1	XP_048590378.1
OG0005412	XP_020896200.1	XP_032240215.1
OG0005414	XP_020896202.1	XP_048590571.1
OG0005415	XP_020896215.1	XP_048581791.1
OG0005416	XP_020896224.1	XP_032219468.1
OG0005417	XP_020896225.1	XP_001638948.3
OG0005418	XP_020896231.1	XP_001632646.2
OG0005419	XP_020896234.1	XP_048585850.1
OG0005420	XP_020896235.1	XP_032243076.2
OG0005421	XP_020896246.1	XP_048581177.1
OG0005422	XP_020896256.1	XP_001638230.1
OG0005423	XP_020896258.1	XP_001638255.2
OG0005424	XP_020896259.1	XP_001637231.2
OG0005425	XP_020896261.1	XP_032243067.2
OG0005426	XP_020896263.1	XP_048588286.1
OG0005427	XP_020896281.1	XP_032243125.1
OG0005428	XP_020896285.1	XP_032221330.1
OG0005429	XP_020896288.1	XP_001622502.3
OG0005430	XP_020896289.1	XP_001623402.2
OG0005431	XP_020896291.1	XP_032226352.2
OG0005432	XP_020896298.1	XP_001630310.1
OG0005433	XP_020896306.2	XP_048579867.1
OG0005434	XP_020896311.1	XP_048579870.1
OG0005435	XP_020896314.1, XP_020896313.1	XP_001622431.3
OG0005436	XP_020896317.1	XP_032219671.2
OG0005437	XP_020896319.1	XP_048587883.1
OG0005438	XP_020896320.1	XP_048583199.1
OG0005439	XP_020896321.1	XP_048578101.1
OG0005440	XP_020896322.1	XP_001637205.1
OG0005441	XP_020896325.2	XP_032243144.1
OG0005442	XP_020896326.1	XP_032219676.1
OG0005443	XP_020896331.1	XP_001635443.1
OG0005444	XP_020896343.1	XP_048587040.1
OG0005445	XP_020896347.1	XP_032240931.1
OG0005447	XP_020896351.1	XP_032240888.1
OG0005448	XP_020896355.2	XP_032231683.2
OG0005449	XP_020896357.1	XP_048587037.1
OG0005450	XP_020896358.1	XP_001635481.3
OG0005451	XP_020896391.1	XP_032240929.1
OG0005452	XP_020896392.1, XP_028517347.1	XP_001640609.2
OG0005453	XP_020896400.1	XP_032232270.1
OG0005454	XP_020896405.2	XP_001635485.2
OG0005455	XP_020896406.1	XP_032240928.1
OG0005456	XP_020896430.1	XP_032219736.2
OG0005457	XP_020896436.1	XP_048585101.1
OG0005458	XP_020896439.1	XP_032222580.2
OG0005459	XP_028515036.1, XP_020896451.1	XP_048582118.1, XP_001628321.1
OG0005460	XP_020896461.1	XP_001628437.3
OG0005461	XP_020896466.2	XP_032242606.1
OG0005462	XP_020896467.1	XP_032233496.2
OG0005463	XP_020896469.1	XP_032242610.1
OG0005464	XP_020896470.1	XP_048577016.1
OG0005465	XP_020896472.1	XP_032243267.1
OG0005466	XP_020896474.1	XP_032232271.1
OG0005467	XP_020896480.1	XP_032237953.2
OG0005468	XP_020896486.1	XP_001628415.2
OG0005469	XP_020896487.1	XP_048579811.1
OG0005470	XP_020896490.1	XP_032240330.2
OG0005471	XP_020896492.1	XP_032226915.2
OG0005472	XP_020896497.1	XP_001627051.1
OG0005473	XP_020896498.1	XP_001641645.2
OG0005474	XP_020896501.1, XP_020899219.1	XP_048588119.1
OG0005475	XP_020896525.1, XP_020899231.1	XP_001632032.3
OG0005476	XP_020896530.1	XP_001625251.3
OG0005477	XP_020910943.1, XP_020896533.1	XP_032231581.2
OG0005478	XP_020896542.1	XP_032230931.2
OG0005479	XP_020896546.1	XP_048588747.1
OG0005480	XP_020896554.1	XP_048590212.1
OG0005481	XP_020896555.1	XP_032218930.2
OG0005482	XP_020896556.1	XP_032219057.2
OG0005483	XP_020896558.1	XP_001634617.2
OG0005484	XP_020896565.1	XP_001628349.2
OG0005485	XP_020896566.2	XP_001628329.2
OG0005486	XP_020896568.1	XP_032232312.1
OG0005487	XP_020896574.1	XP_001628350.1
OG0005488	XP_020896579.1	XP_032226244.1
OG0005489	XP_020896581.1	XP_001631558.3
OG0005490	XP_020896585.1	XP_001628328.1
OG0005491	XP_020896612.1	XP_032220532.1
OG0005492	XP_020896618.1	XP_001635226.3
OG0005493	XP_020896632.1	XP_048577098.1
OG0005494	XP_020896637.1	XP_032219162.2
OG0005495	XP_020896643.2	XP_001638010.1
OG0005496	XP_020896650.1	XP_001638485.2
OG0005497	XP_020896652.1	XP_001626021.1
OG0005498	XP_020905911.1, XP_028517751.1, XP_020896656.1	XP_048587692.1
OG0005499	XP_020896671.1	XP_032242481.2
OG0005500	XP_020896680.1	XP_001623001.3
OG0005501	XP_020896697.1	XP_001638781.2
OG0005502	XP_020896707.1	XP_001636767.3
OG0005503	XP_020896708.1	XP_032235155.2
OG0005504	XP_020896709.1	XP_001636725.3
OG0005505	XP_020896717.1	XP_032221819.2
OG0005506	XP_020896725.1	XP_032219514.2
OG0005507	XP_020896728.1	XP_001640689.1
OG0005508	XP_020896729.1	XP_032221687.1
OG0005509	XP_020896733.1	XP_001636174.1
OG0005510	XP_020896734.1	XP_048586381.1
OG0005511	XP_020896737.1	XP_048585779.1
OG0005512	XP_020896739.1	XP_032231872.2
OG0005513	XP_020896751.1	XP_001632217.1
OG0005514	XP_020896752.2	XP_032237108.1
OG0005515	XP_020896754.2	XP_032237135.2
OG0005516	XP_020896755.1	XP_048586027.1
OG0005517	XP_020896757.1	XP_001640531.2
OG0005518	XP_020896758.1	XP_001635091.2
OG0005519	XP_020896759.1	XP_001640639.3
OG0005520	XP_020896762.1	XP_048586403.1
