Orthogroup	aip_longest_isoforms	xenia_longest_isoforms
OG0003995	XP_020917474.1	Xe_023647-T1
OG0003996	XP_020917491.1	Xe_015654-T1, Xe_025422-T1
OG0003997	XP_020917496.1	Xe_025417-T1, Xe_015649-T1
OG0003998	XP_020917497.1	Xe_025420-T1, Xe_015652-T1
OG0003999	XP_020917509.1	Xe_025421-T1, Xe_015653-T1
OG0004000	XP_028519730.1, XP_020917530.1	Xe_015951-T1
OG0004001	XP_020917532.1	Xe_015651-T1, Xe_025419-T1
OG0004002	XP_020917570.2	Xe_008572-T1
OG0004003	XP_020917640.2, XP_028515000.1	Xe_012611-T1
OG0004004	XP_028515941.1, XP_020917701.2	Xe_012841-T1
OG0004005	XP_020917738.1	Xe_015844-T1
OG0004006	XP_020917861.1, XP_028512486.1	Xe_001168-T1
OG0004007	XP_028512455.1	Xe_000747-T1
OG0004009	XP_028512516.1	Xe_001460-T1, Xe_012112-T1
OG0004010	XP_028512553.1	Xe_002415-T1
OG0004011	XP_028512591.1	Xe_007875-T1
OG0004013	XP_028512632.1	Xe_000609-T1
OG0004014	XP_028512652.1, XP_028514395.1	Xe_010570-T1
OG0004016	XP_028512710.1	Xe_011701-T1, Xe_012096-T2
OG0004017	XP_028512712.1	Xe_011700-T2, Xe_011702-T1, Xe_012097-T1, Xe_014498-T1
OG0004018	XP_028512746.1, XP_028516475.1	Xe_007438-T1
OG0004019	XP_028512751.1	Xe_007351-T1, Xe_007392-T1
OG0004020	XP_028512762.1, XP_028512771.1	Xe_002053-T1
OG0004021	XP_028512768.1, XP_028513562.1	Xe_007508-T1
OG0004022	XP_028512859.1	Xe_022038-T1, Xe_022039-T1
OG0004023	XP_028512872.1	Xe_009518-T1, Xe_028906-T1
OG0004024	XP_028512886.1	Xe_014195-T1
OG0004026	XP_028512969.1	Xe_010191-T1, Xe_010878-T1
OG0004027	XP_028513076.1	Xe_022035-T1
OG0004028	XP_028513087.1	Xe_004319-T1, Xe_004235-T1
OG0004030	XP_028513158.1	Xe_005721-T1
OG0004031	XP_028516502.1, XP_028513213.1	Xe_006981-T1
OG0004033	XP_028513296.1	Xe_002634-T1
OG0004034	XP_028513376.1, XP_028513373.1	Xe_010073-T1
OG0004035	XP_028513411.1	Xe_005464-T1, Xe_005483-T1
OG0004037	XP_028519748.1, XP_028513444.1	Xe_008278-T1
OG0004038	XP_028513457.1	Xe_028840-T1
OG0004039	XP_028515273.1, XP_028513462.1	Xe_002860-T1
OG0004040	XP_028513526.1	Xe_011291-T1, Xe_000457-T2
OG0004041	XP_028513572.1	Xe_015735-T1
OG0004042	XP_028519437.1, XP_028513599.1	Xe_000561-T1
OG0004043	XP_028513642.1	Xe_000864-T1, Xe_000868-T1
OG0004045	XP_028513670.1	Xe_002508-T1
OG0004046	XP_028514553.1, XP_028513778.1	Xe_014353-T1
OG0004047	XP_028513781.1	Xe_021878-T1
OG0004048	XP_028513791.1	Xe_000060-T1, Xe_028911-T1
OG0004049	XP_028519580.1, XP_028513834.1	Xe_010719-T1
OG0004051	XP_028513885.1	Xe_011738-T1
OG0004052	XP_028514010.1	Xe_022406-T1, Xe_004072-T1
OG0004054	XP_028514094.1	Xe_015621-T1
OG0004055	XP_028514102.1	Xe_019781-T1, Xe_005071-T1
OG0004056	XP_028514148.1	Xe_005215-T1
OG0004058	XP_028514247.1	Xe_013537-T1, Xe_013538-T1
OG0004059	XP_028514250.1	Xe_013145-T1, Xe_013142-T1
OG0004062	XP_028514353.1	Xe_014780-T1
OG0004063	XP_028514426.1, XP_028514427.1	Xe_021787-T1
OG0004064	XP_028514462.1, XP_028517974.1, XP_028517088.1	Xe_015096-T1
OG0004065	XP_028514491.1	Xe_028072-T1, Xe_022205-T1
OG0004066	XP_028514544.1	Xe_020956-T1
OG0004067	XP_028514581.1, XP_028514578.1	Xe_005659-T1, Xe_005669-T1, Xe_005664-T1
OG0004068	XP_028516694.1, XP_028514664.1	Xe_012794-T1
OG0004069	XP_028517011.1, XP_028514678.1	Xe_001194-T1
OG0004070	XP_028514767.1	Xe_001876-T1, Xe_019414-T1, Xe_022826-T1, Xe_017629-T1
OG0004071	XP_028518671.1, XP_028514778.1	Xe_000828-T1
OG0004072	XP_028514865.1	Xe_002490-T1
OG0004073	XP_028514869.1	Xe_016562-T1, Xe_021965-T1
OG0004074	XP_028514880.1	Xe_018438-T1, Xe_018436-T1
OG0004075	XP_028514884.1	Xe_027449-T1, Xe_016573-T1
OG0004077	XP_028514917.1	Xe_009479-T1
OG0004078	XP_028514928.1	Xe_002673-T1, Xe_002744-T1
OG0004079	XP_028514992.1	Xe_000988-T1
OG0004080	XP_028514996.1, XP_028514995.1	Xe_013009-T1
OG0004081	XP_028515116.1	Xe_022398-T1
OG0004082	XP_028515197.1	Xe_005295-T1, Xe_018779-T1
OG0004083	XP_028515203.1, XP_028515204.1	Xe_021925-T1
OG0004085	XP_028515242.1	Xe_015313-T1
OG0004089	XP_028515417.1	Xe_011459-T1, Xe_011460-T1
OG0004090	XP_028515436.1	Xe_005288-T1
OG0004091	XP_028515467.1	Xe_028979-T1
OG0004092	XP_028515524.1, XP_028518145.1	Xe_020500-T1
OG0004093	XP_028515560.1	Xe_005004-T1, Xe_016469-T1
OG0004094	XP_028515627.1	Xe_018694-T1, Xe_018703-T1
OG0004095	XP_028515638.1	Xe_009799-T1
OG0004096	XP_028515677.1	Xe_027741-T1
OG0004098	XP_028515818.1	Xe_002761-T1
OG0004099	XP_028515845.1	Xe_021812-T1
OG0004100	XP_028515867.1	Xe_028995-T1, Xe_029129-T2, Xe_029132-T1
OG0004101	XP_028516013.1, XP_028516021.1	Xe_008246-T1
OG0004102	XP_028516087.1	Xe_001908-T1
OG0004103	XP_028516095.1, XP_028516209.1	Xe_008418-T1
OG0004105	XP_028519267.1, XP_028516128.1	Xe_009760-T1
OG0004106	XP_028516130.1	Xe_000909-T1, Xe_000907-T1
OG0004108	XP_028516156.1, XP_028516157.1	Xe_016114-T2
OG0004109	XP_028516211.1	Xe_021547-T1, Xe_021553-T1
OG0004110	XP_028516233.1	Xe_014989-T1, Xe_017205-T1
OG0004111	XP_028516246.1	Xe_011911-T1
OG0004113	XP_028516271.1, XP_028517105.1	Xe_002620-T1
OG0004115	XP_028516302.1	Xe_004522-T1
OG0004116	XP_028516367.1	Xe_009856-T1
OG0004118	XP_028516504.1	Xe_005726-T1
OG0004120	XP_028517571.1, XP_028516525.1	Xe_008737-T1
OG0004121	XP_028516532.1	Xe_003429-T1, Xe_003432-T1
OG0004122	XP_028516596.1	Xe_021535-T1
OG0004123	XP_028516603.1	Xe_015999-T1
OG0004125	XP_028516756.1	Xe_012670-T1
OG0004127	XP_028516812.1	Xe_013161-T1, Xe_013160-T1
OG0004129	XP_028516885.1	Xe_006635-T1, Xe_006643-T1
OG0004131	XP_028517151.1	Xe_022361-T1
OG0004133	XP_028517280.1	Xe_022793-T1
OG0004135	XP_028517365.1	Xe_012038-T1
OG0004136	XP_028517376.1, XP_028517375.1	Xe_012190-T1
OG0004137	XP_028517394.1	Xe_004355-T1, Xe_004212-T1
OG0004138	XP_028517424.1	Xe_014240-T1
OG0004139	XP_028517449.1, XP_028517487.1	Xe_004781-T1
OG0004140	XP_028517544.1	Xe_012979-T1, Xe_012981-T1
OG0004141	XP_028517555.1	Xe_018067-T1, Xe_018194-T1, Xe_019241-T1, Xe_026535-T1
OG0004142	XP_028517665.1	Xe_015418-T1, Xe_015421-T1
OG0004144	XP_028517897.1, XP_028517894.1	Xe_016129-T1
OG0004145	XP_028517972.1	Xe_010660-T1
OG0004146	XP_028518057.1	Xe_025859-T1
OG0004147	XP_028518170.1, XP_028518179.1	Xe_021879-T1
OG0004148	XP_028518194.1	Xe_022702-T1
OG0004149	XP_028518207.1	Xe_027682-T1, Xe_023883-T1
OG0004150	XP_028518246.1	Xe_007510-T1, Xe_023875-T1
OG0004151	XP_028518260.1	Xe_028687-T1, Xe_010902-T1
OG0004152	XP_028518384.1	Xe_012335-T1
OG0004153	XP_028518430.1	Xe_009296-T1
OG0004155	XP_028518467.1	Xe_004436-T1
OG0004156	XP_028518555.1	Xe_004918-T1
OG0004158	XP_028518668.1, XP_028518667.1	Xe_013899-T1
OG0004159	XP_028518917.1	Xe_012544-T1, Xe_017115-T1
OG0004161	XP_028519033.1	Xe_014022-T1
OG0004164	XP_028519247.1	Xe_004716-T1, Xe_004718-T1
OG0004165	XP_028519248.1	Xe_004423-T1
OG0004166	XP_028519291.1	Xe_002247-T1
OG0004167	XP_028519292.1	Xe_002245-T1, Xe_002246-T1
OG0004168	XP_028519293.1, XP_028519300.1	Xe_002264-T1
OG0004169	XP_028519363.1	Xe_007315-T1, Xe_009004-T2
OG0004170	XP_028519460.1	Xe_008556-T1
OG0004171	XP_028519556.1	Xe_002959-T1
OG0004172	XP_028519596.1, XP_028519599.1	Xe_002160-T1
OG0004173	XP_028519605.1	Xe_012941-T1, Xe_012940-T1
OG0004174	XP_028519606.1, XP_028519612.1	Xe_012815-T1
OG0004177	XP_028519764.1	Xe_023667-T1, Xe_023457-T1
OG0004439	XP_020891794.1	Xe_001122-T1
OG0004441	XP_020891809.1	Xe_000787-T1
OG0004442	XP_020891810.1	Xe_001155-T1
OG0004443	XP_020891811.1	Xe_000445-T1
OG0004444	XP_020891812.1	Xe_000527-T1
OG0004445	XP_020891820.1	Xe_000846-T1
OG0004447	XP_020891828.1	Xe_001166-T1
OG0004448	XP_020891830.2	Xe_000796-T1
OG0004449	XP_020891831.1	Xe_000368-T1
OG0004451	XP_020891838.1	Xe_021864-T1
OG0004452	XP_020891852.1	Xe_021684-T1
OG0004453	XP_020891866.1	Xe_024939-T1
OG0004454	XP_020891869.1	Xe_022302-T1
OG0004456	XP_020891893.1	Xe_012106-T1
OG0004457	XP_020891895.1	Xe_012119-T1
OG0004458	XP_020891899.1	Xe_012748-T1
OG0004459	XP_020891905.1	Xe_012242-T1
OG0004460	XP_020891906.1	Xe_012105-T1
OG0004461	XP_020891914.1	Xe_012231-T1
OG0004462	XP_020891922.1	Xe_010155-T1
OG0004463	XP_020891939.1	Xe_012420-T1
OG0004464	XP_020891940.2	Xe_012418-T1
OG0004465	XP_020891941.1	Xe_000973-T1
OG0004466	XP_020891942.1	Xe_000974-T1
OG0004467	XP_020891943.1	Xe_011899-T1
OG0004468	XP_020891950.1	Xe_011900-T1
OG0004469	XP_020891955.1	Xe_012253-T1
OG0004470	XP_020891959.1	Xe_012247-T1
OG0004471	XP_020891963.1	Xe_012243-T1
OG0004472	XP_020891964.1	Xe_012244-T1
OG0004473	XP_020891965.1	Xe_012118-T1
OG0004474	XP_020891975.1	Xe_012154-T1
OG0004475	XP_020891977.1	Xe_012115-T1
OG0004476	XP_020891982.1	Xe_012354-T1
OG0004477	XP_020891983.1	Xe_012113-T1
OG0004478	XP_020891986.1	Xe_011987-T1
OG0004479	XP_020891987.1	Xe_012017-T1
OG0004480	XP_020891991.1	Xe_000392-T1
OG0004481	XP_020891994.1	Xe_014387-T1
OG0004482	XP_020891996.1	Xe_014774-T1
OG0004483	XP_020892000.1	Xe_002542-T1
OG0004484	XP_020892001.1	Xe_002404-T1
OG0004485	XP_020892004.1	Xe_002427-T1
OG0004486	XP_020892008.1	Xe_014677-T1
OG0004489	XP_020892027.1	Xe_002374-T1
OG0004490	XP_020892029.1	Xe_002638-T1
OG0004491	XP_020892038.1	Xe_002365-T1
OG0004493	XP_020892055.2	Xe_002414-T1
OG0004494	XP_020892063.1	Xe_009934-T1
OG0004495	XP_020892067.1	Xe_002641-T1
OG0004496	XP_020892068.1	Xe_002639-T1
OG0004498	XP_020892075.1	Xe_002075-T1
OG0004499	XP_020892076.1	Xe_009659-T1
OG0004501	XP_020892082.1	Xe_003096-T1
OG0004502	XP_020892084.1	Xe_001959-T1
OG0004504	XP_020892133.1	Xe_002993-T1
OG0004506	XP_020892139.1	Xe_021579-T1
OG0004507	XP_020892140.1	Xe_009527-T1
OG0004508	XP_020892157.1	Xe_000469-T1
OG0004509	XP_020892163.1	Xe_013935-T1
OG0004510	XP_020892174.1	Xe_013950-T1
OG0004512	XP_020892182.1	Xe_001085-T1
OG0004513	XP_020892183.1	Xe_013610-T1
OG0004514	XP_020892186.1	Xe_010081-T1
OG0004515	XP_020892189.1	Xe_013202-T1
OG0004516	XP_020892194.1	Xe_000695-T1
OG0004517	XP_020892198.1	Xe_002205-T1
OG0004518	XP_020892206.1	Xe_022048-T1
OG0004520	XP_020892209.1	Xe_015544-T1
OG0004521	XP_020892211.1	Xe_015422-T1
OG0004522	XP_020892216.1	Xe_013205-T1
OG0004523	XP_020892229.1	Xe_000468-T1
OG0004524	XP_020892232.1	Xe_010080-T1
OG0004526	XP_020892236.1	Xe_013203-T1
OG0004527	XP_020892243.1	Xe_021822-T1
OG0004528	XP_020892247.1	Xe_012496-T1
OG0004529	XP_020892250.1	Xe_013200-T1
OG0004530	XP_020892256.1	Xe_009847-T1
OG0004531	XP_020892259.1	Xe_009633-T1
OG0004532	XP_020892272.1	Xe_013129-T1
OG0004535	XP_020892276.2	Xe_010162-T1
OG0004536	XP_020892279.1	Xe_000406-T1
OG0004537	XP_020892280.1	Xe_000467-T1
OG0004538	XP_020892309.1	Xe_003394-T1
OG0004539	XP_020892316.1	Xe_013778-T1
OG0004540	XP_020892321.1	Xe_012285-T1
OG0004541	XP_020892329.1	Xe_012166-T1
OG0004542	XP_020892330.1	Xe_003444-T1
OG0004543	XP_020892331.1	Xe_012187-T1
OG0004544	XP_020892332.1	Xe_013608-T1
OG0004545	XP_020892339.1	Xe_013265-T1
OG0004546	XP_020892342.1	Xe_013951-T1
OG0004547	XP_020892344.1	Xe_013229-T1
OG0004548	XP_020892347.1	Xe_001881-T1
OG0004549	XP_020892348.2	Xe_013211-T1
OG0004550	XP_020892350.1	Xe_013172-T1
OG0004551	XP_020892352.1	Xe_013146-T1
OG0004552	XP_020892353.1	Xe_012313-T2
OG0004553	XP_020892354.1	Xe_012230-T1
OG0004554	XP_020892356.1	Xe_012284-T1
OG0004555	XP_020892357.1	Xe_013261-T1
OG0004557	XP_020892383.1	Xe_011854-T1
OG0004558	XP_020892386.2	Xe_011855-T1
OG0004560	XP_020892404.2, XP_020892435.1	Xe_019766-T1
OG0004561	XP_020892409.2	Xe_002546-T1
OG0004562	XP_020892410.1	Xe_007973-T1
OG0004563	XP_020892411.1	Xe_007924-T1
OG0004564	XP_020892414.1	Xe_013232-T1
OG0004565	XP_020892419.1	Xe_007933-T1
OG0004566	XP_020892420.1	Xe_003438-T1
OG0004567	XP_020892425.1	Xe_007972-T1
OG0004568	XP_020892426.1	Xe_008352-T1
OG0004570	XP_020892445.1	Xe_021760-T1
OG0004571	XP_020892448.1	Xe_021610-T1
OG0004572	XP_020892449.1	Xe_021652-T1
OG0004573	XP_020892450.1	Xe_022276-T1
OG0004574	XP_020892451.1	Xe_022279-T1
OG0004575	XP_020892453.1	Xe_021773-T1
OG0004576	XP_020892455.1	Xe_021706-T1
OG0004577	XP_020892457.1	Xe_022347-T1
OG0004578	XP_020892459.1	Xe_021653-T1
OG0004579	XP_020892460.1	Xe_022283-T1
OG0004580	XP_020892463.1	Xe_021690-T1
OG0004581	XP_020892470.1	Xe_014126-T1
OG0004582	XP_020892471.1	Xe_021611-T1
OG0004583	XP_020892472.1	Xe_021704-T1
OG0004584	XP_020892474.1	Xe_022343-T1
OG0004586	XP_020892478.2	Xe_021655-T1
OG0004587	XP_020892487.1	Xe_015971-T1
OG0004588	XP_020892495.1	Xe_021630-T1
OG0004589	XP_020892497.1	Xe_022394-T1
OG0004590	XP_020892500.1	Xe_022320-T1
OG0004591	XP_020892512.1	Xe_008297-T1
OG0004592	XP_020892520.1	Xe_010541-T1
OG0004593	XP_020892521.1	Xe_010837-T1
OG0004594	XP_020892522.1	Xe_010392-T1
OG0004595	XP_020892524.1	Xe_011212-T1
OG0004596	XP_020892525.1	Xe_011638-T1
OG0004597	XP_020892526.1	Xe_022308-T1
OG0004598	XP_020892528.1	Xe_010534-T1
OG0004599	XP_020892529.1	Xe_010272-T1
OG0004600	XP_020892545.1	Xe_010949-T1
OG0004602	XP_020892584.1	Xe_012310-T1
OG0004603	XP_020892591.1	Xe_012374-T1
OG0004604	XP_020892594.1	Xe_012100-T1
OG0004605	XP_020892596.1	Xe_012013-T1
OG0004606	XP_020892598.1	Xe_012321-T1
OG0004608	XP_020892601.1	Xe_012256-T1
OG0004609	XP_020892602.1	Xe_012143-T1
OG0004610	XP_020892604.1	Xe_012346-T1
OG0004611	XP_020892614.1	Xe_011742-T1
OG0004613	XP_020892624.1	Xe_012373-T1
OG0004614	XP_020892625.1	Xe_015689-T1
OG0004615	XP_020892627.2	Xe_011952-T1
OG0004618	XP_020892654.1	Xe_007498-T1
OG0004619	XP_020892658.1	Xe_007882-T1
OG0004620	XP_020892659.1	Xe_007767-T1
OG0004621	XP_020892670.1	Xe_007502-T1
OG0004622	XP_020892671.1	Xe_021957-T1
OG0004623	XP_020892672.1	Xe_008054-T1
OG0004625	XP_020892675.1	Xe_008303-T1
OG0004626	XP_020892682.1	Xe_008037-T1
OG0004627	XP_020892688.1	Xe_007462-T1
OG0004628	XP_020892689.1	Xe_007901-T1
OG0004629	XP_020892712.1	Xe_008247-T1
OG0004630	XP_020892713.1	Xe_007501-T1
OG0004631	XP_020892714.1	Xe_021958-T1
OG0004632	XP_020892728.1	Xe_008573-T1
OG0004633	XP_020892741.1	Xe_008428-T1
OG0004634	XP_020892743.1	Xe_028893-T1
OG0004635	XP_020892744.1	Xe_008421-T1
OG0004636	XP_020892745.1	Xe_008469-T1
OG0004637	XP_020892747.1	Xe_008446-T1
OG0004638	XP_020892753.1	Xe_008608-T1
OG0004639	XP_020892754.1	Xe_003279-T1
OG0004640	XP_020892765.1	Xe_008420-T1
OG0004641	XP_020892771.1	Xe_008419-T1
OG0004643	XP_020892787.1	Xe_008424-T1
OG0004645	XP_020892809.1	Xe_004312-T1
OG0004646	XP_020892826.1	Xe_004662-T1
OG0004647	XP_020892827.1	Xe_014254-T1
OG0004648	XP_020892832.1	Xe_021403-T1
OG0004649	XP_020892835.1	Xe_000889-T1
OG0004650	XP_020892836.1	Xe_000725-T1
OG0004651	XP_020892837.1	Xe_000723-T1
OG0004652	XP_020892838.1	Xe_010185-T1
OG0004653	XP_020892840.1	Xe_015552-T1
OG0004654	XP_020892842.1	Xe_022238-T1
OG0004655	XP_020892844.1	Xe_009599-T1
OG0004656	XP_020892845.1	Xe_009600-T1
OG0004657	XP_020892846.1	Xe_010133-T1
OG0004659	XP_020892848.1	Xe_022143-T1
OG0004660	XP_020892855.1	Xe_001329-T1
OG0004661	XP_020892856.1	Xe_015548-T1
OG0004662	XP_020892857.1	Xe_021866-T2
OG0004663	XP_020892860.1	Xe_022139-T1
OG0004664	XP_020892888.1	Xe_021404-T1
OG0004665	XP_020892903.1	Xe_014653-T1
OG0004666	XP_020892904.2	Xe_015515-T1
OG0004667	XP_020892905.1	Xe_000820-T1
OG0004668	XP_020892906.1	Xe_021824-T1
OG0004669	XP_020892909.1	Xe_010055-T1
OG0004670	XP_020892910.1	Xe_014651-T1
OG0004671	XP_020892915.2	Xe_004873-T1
OG0004672	XP_020892921.1	Xe_006337-T1
OG0004673	XP_020892928.1	Xe_005226-T1
OG0004675	XP_020892942.1	Xe_005337-T1
OG0004676	XP_020892944.2	Xe_010143-T1
OG0004677	XP_020892947.1	Xe_005632-T1
OG0004679	XP_020892959.1	Xe_024409-T1
OG0004680	XP_020892961.1	Xe_005292-T1
OG0004681	XP_020892979.1	Xe_005324-T1
OG0004682	XP_020892980.1	Xe_005427-T1
OG0004684	XP_020893001.1	Xe_005212-T1
OG0004685	XP_020893008.1	Xe_005210-T1
OG0004686	XP_020893015.1	Xe_005284-T1
OG0004687	XP_020893019.1	Xe_011273-T1
OG0004688	XP_020893022.1	Xe_005272-T1
OG0004689	XP_020893025.1	Xe_005213-T1
OG0004690	XP_020893028.2	Xe_005214-T1
OG0004691	XP_020893039.1	Xe_022156-T1
OG0004692	XP_020893053.1	Xe_021262-T1
OG0004693	XP_020893055.1	Xe_002333-T1
OG0004694	XP_020893057.1	Xe_022237-T1
OG0004695	XP_020893058.1	Xe_001968-T1
OG0004696	XP_020893060.1	Xe_009601-T1
OG0004697	XP_020893065.1	Xe_009602-T1
OG0004698	XP_020893067.1	Xe_021271-T1
OG0004699	XP_020893068.1	Xe_021261-T1
OG0004700	XP_020893070.1	Xe_021527-T1
OG0004701	XP_020893071.1	Xe_010079-T1
OG0004702	XP_020893076.1	Xe_014611-T1
OG0004703	XP_020893077.1	Xe_014197-T1
OG0004704	XP_020893079.1	Xe_021534-T1
OG0004706	XP_020893086.1	Xe_021970-T1, Xe_021968-T1
OG0004707	XP_020893093.1	Xe_009872-T1
OG0004708	XP_020893096.1	Xe_025194-T1
OG0004709	XP_020893098.1	Xe_003906-T1
OG0004710	XP_020893105.1	Xe_022157-T1
OG0004711	XP_020893108.1	Xe_022194-T1
OG0004712	XP_020893109.1	Xe_022127-T1
OG0004713	XP_020893111.1	Xe_021429-T1
OG0004715	XP_020893113.1	Xe_005041-T1
OG0004716	XP_020893115.1	Xe_021183-T1
OG0004717	XP_020893121.1	Xe_001279-T1
OG0004718	XP_020893135.1	Xe_009644-T1
OG0004719	XP_020893136.1	Xe_009645-T1
OG0004720	XP_020893138.1	Xe_000886-T1
OG0004721	XP_020893141.1	Xe_021820-T1
OG0004722	XP_020893144.1	Xe_014280-T1
OG0004723	XP_020893145.1	Xe_022159-T1
OG0004724	XP_020893146.1	Xe_021880-T1
OG0004725	XP_020893148.1	Xe_021370-T1
OG0004726	XP_020893156.1	Xe_001298-T1
OG0004727	XP_020893159.1	Xe_021369-T1
OG0004728	XP_020893160.1	Xe_021860-T1
OG0004729	XP_020893161.1	Xe_009992-T1
OG0004730	XP_020893166.2	Xe_022146-T1
OG0004731	XP_020893167.1	Xe_022126-T1
OG0004732	XP_020893169.1	Xe_021393-T1
OG0004733	XP_020893170.1	Xe_021522-T1
OG0004735	XP_020893188.1	Xe_021842-T1
OG0004736	XP_020893190.1	Xe_022192-T1
OG0004737	XP_020893195.2	Xe_009734-T1
OG0004738	XP_020893200.1	Xe_022129-T1
OG0004739	XP_020893201.1	Xe_022128-T1
OG0004740	XP_020893203.1	Xe_021513-T1
OG0004741	XP_020893210.1	Xe_021518-T1
OG0004742	XP_020893212.1	Xe_021512-T1
OG0004744	XP_020893214.1	Xe_016052-T1
OG0004745	XP_020893226.1	Xe_010134-T1
OG0004746	XP_020893232.1	Xe_021525-T1
OG0004747	XP_020893237.1	Xe_021295-T1
OG0004749	XP_020893250.1	Xe_009253-T1
OG0004750	XP_020893253.1	Xe_009792-T1
OG0004751	XP_020893254.1	Xe_009515-T1
OG0004753	XP_020893269.1	Xe_005478-T1, Xe_005460-T1
OG0004754	XP_020893272.1	Xe_005458-T1, Xe_005476-T1
OG0004755	XP_020893273.1	Xe_006276-T1
OG0004756	XP_020893274.1	Xe_006275-T1
OG0004757	XP_020893276.1	Xe_005410-T1
OG0004758	XP_020893284.1	Xe_005749-T1
OG0004759	XP_020893288.1	Xe_005239-T1
OG0004760	XP_020893294.1	Xe_005237-T1
OG0004761	XP_020893298.1	Xe_005412-T1
OG0004762	XP_020893300.1	Xe_007026-T1
OG0004763	XP_020893304.1	Xe_015729-T1
OG0004765	XP_020893307.1	Xe_006286-T1
OG0004766	XP_020893310.1	Xe_004238-T1
OG0004767	XP_020893313.1	Xe_022188-T1
OG0004768	XP_020893315.1	Xe_016032-T1
OG0004770	XP_020893323.1	Xe_005578-T1
OG0004771	XP_020893330.1	Xe_005677-T1
OG0004772	XP_020893332.1	Xe_005680-T1
OG0004774	XP_020893336.1	Xe_005678-T1
OG0004775	XP_020893351.1	Xe_008131-T1
OG0004776	XP_020893365.1	Xe_013788-T1
OG0004777	XP_020893369.1	Xe_013986-T1
OG0004778	XP_020893373.1	Xe_013136-T1
OG0004779	XP_020893374.1	Xe_013135-T1
OG0004780	XP_020893375.1	Xe_013137-T1
OG0004781	XP_020893377.1	Xe_013133-T1
OG0004782	XP_020893378.1	Xe_013134-T1
OG0004783	XP_020893383.1	Xe_013050-T1
OG0004784	XP_020893386.1	Xe_013170-T1
OG0004785	XP_020893387.1	Xe_013968-T1
OG0004786	XP_020893390.1	Xe_013253-T1
OG0004787	XP_020893391.1	Xe_013856-T1
OG0004788	XP_020893394.1	Xe_013797-T1
OG0004791	XP_020893411.1	Xe_015989-T1
OG0004792	XP_020893423.2	Xe_002784-T1
OG0004793	XP_020893426.1	Xe_002871-T1
OG0004794	XP_020893430.1	Xe_002785-T1
OG0004795	XP_020893476.1, XP_020893443.1	Xe_016037-T1
OG0004796	XP_020893450.1	Xe_001148-T1
OG0004797	XP_020893455.1	Xe_000687-T1
OG0004798	XP_020893461.1	Xe_000777-T2
OG0004799	XP_020893468.1	Xe_010164-T1
OG0004800	XP_020893469.1	Xe_000619-T1
OG0004801	XP_020893472.1	Xe_000930-T1
OG0004802	XP_020893473.1	Xe_009711-T1
OG0004803	XP_020893474.1	Xe_000496-T1
OG0004804	XP_020893481.1	Xe_004927-T1
OG0004805	XP_020893489.1	Xe_025181-T1
OG0004806	XP_020893490.1	Xe_004928-T1
OG0004807	XP_020893492.1	Xe_002485-T1
OG0004808	XP_020893496.1	Xe_000174-T1
OG0004809	XP_020893497.1	Xe_004401-T1
OG0004811	XP_020893517.1	Xe_011213-T1
OG0004812	XP_020893531.1	Xe_012511-T1
OG0004813	XP_020893533.1	Xe_011872-T1
OG0004814	XP_020893535.1	Xe_011783-T1
OG0004815	XP_020893538.1	Xe_011752-T1
OG0004816	XP_020893540.1	Xe_012093-T1
OG0004817	XP_020893557.1	Xe_012059-T1
OG0004818	XP_020893559.1	Xe_011943-T1
OG0004819	XP_020893567.1	Xe_002486-T1
OG0004821	XP_020893572.1	Xe_004502-T1
OG0004822	XP_020893580.1	Xe_020588-T1
OG0004824	XP_020893608.1	Xe_004829-T1
OG0004825	XP_020893609.1	Xe_000245-T1
OG0004826	XP_020893610.1	Xe_004739-T1
OG0004827	XP_020893618.1	Xe_004618-T1
OG0004828	XP_020893620.1	Xe_004869-T1
OG0004829	XP_020893623.1	Xe_004867-T1
OG0004830	XP_020893644.1	Xe_009928-T1
OG0004831	XP_020893647.1	Xe_027959-T1
OG0004832	XP_020893650.1	Xe_009862-T1
OG0004833	XP_020893652.1	Xe_026009-T1
OG0004834	XP_020893663.1	Xe_024222-T1
OG0004835	XP_020893679.1	Xe_003916-T1
OG0004837	XP_020893697.1	Xe_000348-T1
OG0004838	XP_020893701.1	Xe_010163-T1
OG0004839	XP_020893706.1	Xe_000845-T1
OG0004840	XP_020893708.1	Xe_001205-T1
OG0004841	XP_020893714.1	Xe_001256-T1
OG0004842	XP_020893719.1	Xe_001215-T1
OG0004843	XP_020893723.1	Xe_000366-T1
OG0004844	XP_020893732.2	Xe_019265-T1
OG0004845	XP_020893737.1	Xe_000309-T1
OG0004846	XP_020893758.1	Xe_008134-T1
OG0004847	XP_020893767.1	Xe_000238-T1
OG0004848	XP_020893771.1	Xe_020602-T1
OG0004849	XP_020893772.1	Xe_004468-T1
OG0004850	XP_020893773.1	Xe_020607-T1
OG0004851	XP_020893777.1	Xe_019259-T1
OG0004852	XP_020893778.1	Xe_004537-T1
OG0004853	XP_020893787.1	Xe_004926-T1
OG0004855	XP_020893790.1	Xe_000295-T1
OG0004856	XP_020893791.1	Xe_020599-T1
OG0004857	XP_020893805.1	Xe_020606-T1
OG0004858	XP_020893806.1	Xe_021637-T1
OG0004859	XP_020893810.1	Xe_019870-T1
OG0004860	XP_020893812.1	Xe_000247-T1
