Orthogroup	Duplications (all)	Duplications (50% support)
OG0002792	5	5
OG0002793	5	5
OG0002794	5	5
OG0002795	5	5
OG0002796	5	5
OG0002797	5	5
OG0002798	5	5
OG0002799	5	5
OG0002800	5	5
OG0002801	5	5
OG0002802	5	5
OG0002803	5	5
OG0002804	5	5
OG0002805	5	5
OG0002806	5	5
OG0002807	5	5
OG0002808	5	5
OG0002809	5	5
OG0002810	5	5
OG0002811	5	5
OG0002812	5	5
OG0002813	5	5
OG0002814	5	5
OG0002815	5	5
OG0002816	5	5
OG0002817	5	5
OG0002818	5	5
OG0002819	5	5
OG0002820	5	5
OG0002821	5	5
OG0002822	5	5
OG0002823	5	5
OG0002824	5	5
OG0002825	5	5
OG0002826	5	5
OG0002827	5	5
OG0002828	5	5
OG0002829	5	5
OG0002830	5	5
OG0002831	5	5
OG0002832	5	5
OG0002833	5	5
OG0002834	5	5
OG0002835	5	5
OG0002836	5	5
OG0002837	5	5
OG0002838	5	5
OG0002839	5	5
OG0002840	5	5
OG0002841	5	5
OG0002842	5	5
OG0002843	5	5
OG0002844	5	5
OG0002845	5	5
OG0002846	5	5
OG0002847	5	5
OG0002848	5	5
OG0002849	5	5
OG0002850	1	1
OG0002851	1	1
OG0002852	1	1
OG0002853	1	1
OG0002854	1	1
OG0002855	1	1
OG0002856	1	1
OG0002857	1	1
OG0002858	3	3
OG0002859	1	1
OG0002860	1	1
OG0002861	1	1
OG0002862	3	3
OG0002863	1	1
OG0002864	1	1
OG0002865	1	1
OG0002866	1	1
OG0002867	1	1
OG0002868	1	1
OG0002869	1	1
OG0002870	1	1
OG0002871	3	3
OG0002872	1	1
OG0002873	2	2
OG0002874	1	1
OG0002875	2	2
OG0002876	4	4
OG0002877	3	3
OG0002878	1	1
OG0002879	1	1
OG0002880	1	1
OG0002881	1	1
OG0002882	1	1
OG0002883	1	1
OG0002884	1	1
OG0002885	1	1
OG0002886	3	3
OG0002887	1	1
OG0002888	1	1
OG0002889	3	3
OG0002890	1	1
OG0002891	2	2
OG0002892	4	4
OG0002893	3	3
OG0002894	1	1
OG0002895	1	1
OG0002896	2	2
OG0002897	1	1
OG0002898	1	1
OG0002899	1	1
OG0002900	1	1
OG0002901	1	1
OG0002902	1	1
OG0002903	1	1
OG0002904	1	1
OG0002905	1	1
OG0002906	3	3
OG0002907	1	1
OG0002908	1	1
OG0002909	2	2
OG0002910	2	2
OG0002911	1	1
OG0002912	1	1
OG0002913	1	1
OG0002914	2	2
OG0002915	1	1
OG0002916	1	1
OG0002917	1	1
OG0002918	1	1
OG0002919	1	1
OG0002920	1	1
OG0002921	2	2
OG0002922	1	1
OG0002923	1	1
OG0002924	1	1
OG0002925	1	1
OG0002926	1	1
OG0002927	1	1
OG0002928	3	3
OG0002929	1	1
OG0002930	1	1
OG0002931	1	1
OG0002932	1	1
OG0002933	2	2
OG0002934	1	1
OG0002935	1	1
OG0002936	2	2
OG0002937	4	4
OG0002938	1	1
OG0002939	1	1
OG0002940	1	1
OG0002941	4	4
OG0002942	1	1
OG0002943	1	1
OG0002944	1	1
OG0002945	2	2
OG0002946	2	2
OG0002947	1	1
OG0002948	1	1
OG0002949	1	1
OG0002950	4	4
OG0002951	1	1
OG0002952	1	1
OG0002953	1	1
OG0002954	1	1
OG0002955	2	2
OG0002956	1	1
OG0002957	1	1
OG0002958	1	1
OG0002959	1	1
OG0002960	1	1
OG0002961	1	1
OG0002962	1	1
OG0002963	4	4
OG0002964	1	1
OG0002965	1	0
OG0002966	2	2
OG0002967	4	4
OG0002968	1	1
OG0002969	4	4
OG0002970	2	2
OG0002971	1	1
OG0002972	1	1
OG0002973	2	2
OG0002974	1	1
OG0002975	2	2
OG0002976	1	1
OG0002977	1	1
OG0002978	1	1
OG0002979	4	4
OG0002980	1	1
OG0002981	2	2
OG0002982	1	1
OG0002983	1	1
OG0002984	3	3
OG0002985	1	1
OG0002986	4	4
OG0002987	1	1
OG0002988	1	1
OG0002989	2	2
OG0002990	1	1
OG0002991	1	1
OG0002992	1	1
OG0002993	1	1
OG0002994	1	1
OG0002995	1	1
OG0002996	1	1
OG0002997	1	1
OG0002998	1	1
OG0002999	1	1
OG0003000	1	1
OG0003001	1	1
OG0003002	1	1
OG0003003	3	3
OG0003004	1	1
OG0003005	1	1
OG0003006	1	1
OG0003007	1	1
OG0003008	1	1
OG0003009	1	1
OG0003010	1	1
OG0003011	1	1
OG0003012	1	1
OG0003013	1	1
OG0003014	1	1
OG0003015	1	1
OG0003016	1	1
OG0003017	2	2
OG0003018	1	1
OG0003019	1	1
OG0003020	4	4
OG0003021	3	3
OG0003022	1	1
OG0003023	4	4
OG0003024	2	2
OG0003025	1	1
OG0003026	1	1
OG0003027	1	1
OG0003028	1	1
OG0003029	1	1
OG0003030	2	2
OG0003031	1	1
OG0003032	1	1
OG0003033	1	1
OG0003034	1	1
OG0003035	1	1
OG0003036	1	1
OG0003037	1	1
OG0003038	1	1
OG0003039	1	1
OG0003040	3	3
OG0003041	1	1
OG0003042	1	1
OG0003043	1	1
OG0003044	1	1
OG0003045	1	1
OG0003046	1	1
OG0003047	1	1
OG0003048	1	1
OG0003049	1	1
OG0003050	2	2
OG0003051	1	1
OG0003052	1	1
OG0003053	1	1
OG0003054	1	1
OG0003055	1	1
OG0003056	1	1
OG0003057	1	1
OG0003058	1	1
OG0003059	4	4
OG0003060	1	1
OG0003061	1	1
OG0003062	1	1
OG0003063	1	1
OG0003064	1	1
OG0003065	1	1
OG0003066	1	1
OG0003067	1	1
OG0003068	1	1
OG0003069	1	1
OG0003070	1	1
OG0003071	2	2
OG0003072	1	1
OG0003073	1	1
OG0003074	1	1
OG0003075	3	3
OG0003076	1	1
OG0003077	2	2
OG0003078	1	1
OG0003079	1	1
OG0003080	1	1
OG0003081	1	1
OG0003082	1	1
OG0003083	1	1
OG0003084	3	3
OG0003085	1	1
OG0003086	1	1
OG0003087	1	1
OG0003088	1	1
OG0003089	2	2
OG0003090	1	0
OG0003091	1	1
OG0003092	1	1
OG0003093	1	1
OG0003094	1	1
OG0003095	2	2
OG0003096	2	2
OG0003097	2	2
OG0003098	1	1
OG0003099	1	1
OG0003100	1	1
OG0003101	1	1
OG0003102	3	3
OG0003103	2	2
OG0003104	1	1
OG0003105	1	1
OG0003106	1	1
OG0003107	1	1
OG0003108	1	1
OG0003109	1	1
OG0003110	1	1
OG0003111	1	1
OG0003112	2	2
OG0003113	1	1
OG0003114	2	2
OG0003115	1	1
OG0003116	1	0
OG0003117	1	1
OG0003118	1	1
OG0003119	1	1
OG0003120	3	3
OG0003121	1	1
OG0003122	1	1
OG0003123	3	3
OG0003124	1	1
OG0003125	1	1
OG0003126	1	1
OG0003127	1	1
OG0003128	1	1
OG0003129	1	1
OG0003130	1	1
OG0003131	3	3
OG0003132	1	1
OG0003133	2	2
OG0003134	1	1
OG0003135	1	1
OG0003136	2	2
OG0003137	2	2
OG0003138	1	1
OG0003139	1	1
OG0003140	1	1
OG0003141	1	1
OG0003142	1	1
OG0003143	1	1
OG0003144	1	1
OG0003145	1	1
OG0003146	4	4
OG0003147	3	3
OG0003148	4	4
OG0003149	1	1
OG0003150	1	1
OG0003151	1	1
OG0003152	2	2
OG0003153	1	1
OG0003154	1	1
OG0003155	1	0
OG0003156	1	1
OG0003157	2	2
OG0003158	1	1
OG0003159	1	1
OG0003160	1	1
OG0003161	1	1
OG0003162	1	1
OG0003163	1	1
OG0003164	1	1
OG0003165	1	1
OG0003166	1	1
OG0003167	1	1
OG0003168	1	1
OG0003169	1	1
OG0003170	1	1
OG0003171	1	1
OG0003172	1	1
OG0003173	4	4
OG0003174	1	1
OG0003175	3	3
OG0003176	3	3
OG0003177	1	1
OG0003178	1	1
OG0003179	1	1
OG0003180	1	1
OG0003181	1	1
OG0003182	1	1
OG0003183	1	1
OG0003184	2	2
OG0003185	3	3
OG0003186	1	1
OG0003187	1	0
OG0003188	1	1
OG0003189	1	1
OG0003190	1	1
OG0003191	1	1
OG0003192	1	1
OG0003193	1	1
OG0003194	1	1
OG0003195	1	1
OG0003196	1	1
OG0003197	1	1
OG0003198	4	4
OG0003199	2	2
OG0003200	1	1
OG0003201	1	1
OG0003202	1	1
OG0003203	1	1
OG0003204	1	1
OG0003205	2	2
OG0003206	2	2
OG0003207	1	1
OG0003208	2	2
OG0003209	3	3
OG0003210	1	1
OG0003211	1	1
OG0003212	1	1
OG0003213	2	2
OG0003214	1	1
OG0003215	1	1
OG0003216	1	1
OG0003217	1	1
OG0003218	1	1
OG0003219	1	1
OG0003220	3	3
OG0003221	3	3
OG0003222	1	1
OG0003223	1	1
OG0003224	1	1
OG0003225	1	1
OG0003226	1	1
OG0003227	1	1
OG0003228	1	1
OG0003229	2	2
OG0003230	1	1
OG0003231	1	1
OG0003232	1	1
OG0003233	1	1
OG0003234	1	1
OG0003235	1	1
OG0003236	2	2
OG0003237	3	3
OG0003238	2	2
OG0003239	1	1
OG0003240	1	1
OG0003241	1	1
OG0003242	1	1
OG0003243	1	1
OG0003244	1	1
OG0003245	1	1
OG0003246	2	2
OG0003247	1	1
OG0003248	1	1
OG0003249	1	1
OG0003250	1	1
OG0003251	1	1
OG0003252	1	1
OG0003253	1	1
OG0003254	1	1
OG0003255	1	1
OG0003256	1	1
OG0003257	1	1
OG0003258	2	2
OG0003259	1	1
OG0003260	2	2
OG0003261	2	2
OG0003262	1	1
OG0003263	1	1
OG0003264	1	1
OG0003265	1	1
OG0003266	1	1
OG0003267	1	1
OG0003268	1	1
OG0003269	1	1
OG0003270	1	1
OG0003271	1	1
OG0003272	1	1
OG0003273	1	1
OG0003274	1	1
OG0003275	2	2
OG0003276	1	1
OG0003277	1	1
OG0003278	1	1
OG0003279	4	4
OG0003280	1	1
OG0003281	1	1
OG0003282	4	4
OG0003283	1	1
OG0003284	1	1
OG0003285	1	1
OG0003286	1	1
OG0003287	1	1
OG0003288	2	2
OG0003289	1	1
OG0003290	1	1
OG0003291	1	1
OG0003292	1	1
OG0003293	1	1
OG0003294	1	1
OG0003295	2	2
OG0003296	2	2
OG0003297	1	1
OG0003298	1	1
OG0003299	4	4
OG0003300	1	1
OG0003301	3	3
OG0003302	1	1
OG0003303	1	1
OG0003304	1	1
OG0003305	1	1
OG0003306	1	1
OG0003307	1	1
OG0003308	1	1
OG0003309	1	1
OG0003310	1	1
OG0003311	1	1
OG0003312	1	1
OG0003313	1	1
OG0003314	3	3
OG0003315	1	1
OG0003316	1	1
OG0003317	1	1
OG0003318	2	2
OG0003319	1	1
OG0003320	1	1
OG0003321	1	1
OG0003322	1	1
OG0003323	4	4
OG0003324	1	1
OG0003325	1	1
OG0003326	1	1
OG0003327	1	1
OG0003328	1	1
OG0003329	1	1
OG0003330	1	1
OG0003331	1	1
OG0003332	1	1
OG0003333	1	1
OG0003334	1	1
OG0003335	4	4
OG0003336	1	1
OG0003337	1	1
OG0003338	2	2
OG0003339	4	4
OG0003340	4	4
OG0003341	1	1
OG0003342	1	1
OG0003343	1	1
OG0003344	1	1
OG0003345	4	4
OG0003346	4	4
OG0003347	4	4
OG0003348	3	3
OG0003349	2	2
OG0003350	1	1
OG0003351	2	2
OG0003352	1	1
OG0003353	1	1
OG0003354	1	1
OG0003355	3	3
OG0003356	1	1
OG0003357	1	1
OG0003358	4	4
OG0003359	1	1
OG0003360	1	1
OG0003361	1	1
OG0003362	1	1
OG0003363	1	1
OG0003364	1	1
OG0003365	1	1
OG0003366	1	1
OG0003367	1	1
OG0003368	1	1
OG0003369	1	1
OG0003370	1	1
OG0003371	1	1
OG0003372	1	1
OG0003373	1	1
OG0003374	1	1
OG0003375	3	3
OG0003376	1	1
OG0003377	1	1
OG0003378	1	1
OG0003379	2	2
OG0003380	1	1
OG0003381	1	1
OG0003382	1	1
OG0003383	1	1
OG0003384	2	2
OG0003385	3	3
OG0003386	1	1
OG0003387	1	1
OG0003388	1	1
OG0003389	1	1
OG0003390	1	0
OG0003391	1	1
OG0003392	2	2
OG0003393	1	1
OG0003394	1	1
OG0003395	1	1
OG0003396	1	1
OG0003397	2	2
OG0003398	1	1
OG0003399	1	1
OG0003400	1	1
OG0003401	1	1
OG0003402	3	3
OG0003403	2	2
OG0003404	1	1
OG0003405	1	1
OG0003406	1	1
OG0003407	1	1
OG0003408	1	1
OG0003409	1	1
OG0003410	2	2
OG0003411	1	1
OG0003412	1	1
OG0003413	4	4
OG0003414	1	1
OG0003415	1	1
OG0003416	1	1
OG0003417	1	1
OG0003418	4	4
OG0003419	1	1
OG0003420	1	1
OG0003421	1	1
OG0003422	4	4
OG0003423	1	1
OG0003424	1	1
OG0003425	1	1
OG0003426	4	4
OG0003427	1	1
OG0003428	1	1
OG0003429	1	1
OG0003430	1	1
OG0003431	1	0
OG0003432	1	1
OG0003433	1	1
OG0003434	3	3
OG0003435	1	1
OG0003436	2	2
OG0003437	1	1
OG0003438	1	1
OG0003439	1	1
OG0003440	1	1
OG0003441	2	2
OG0003442	1	1
OG0003443	3	3
OG0003444	1	1
OG0003445	2	2
OG0003446	1	1
OG0003447	1	1
OG0003448	1	1
OG0003449	1	1
OG0003450	1	1
OG0003451	1	1
OG0003452	1	1
OG0003453	1	1
OG0003454	2	2
OG0003455	1	1
OG0003456	1	1
OG0003457	1	1
OG0003458	1	1
OG0003459	1	1
OG0003460	3	3
OG0003461	1	1
OG0003462	1	1
OG0003463	1	1
OG0003464	1	1
OG0003465	1	1
OG0003466	1	1
OG0003467	1	1
OG0003468	1	1
OG0003469	2	2
OG0003470	1	1
OG0003471	1	1
OG0003472	1	1
OG0003473	1	1
OG0003474	1	1
OG0003475	1	1
OG0003476	1	1
OG0003477	1	1
OG0003478	1	1
OG0003479	1	1
OG0003480	2	2
OG0003481	1	1
OG0003482	1	1
OG0003483	1	1
OG0003484	1	1
OG0003485	1	0
OG0003486	1	1
OG0003487	4	4
OG0003488	1	1
OG0003489	1	1
OG0003490	1	1
OG0003491	1	1
OG0003492	1	1
OG0003493	1	1
OG0003494	1	1
OG0003495	1	1
OG0003496	1	1
OG0003497	1	1
OG0003498	1	1
OG0003499	1	1
OG0003500	1	1
OG0003501	1	1
OG0003502	2	2
OG0003503	1	1
OG0003504	2	2
OG0003505	1	1
OG0003506	1	1
OG0003507	1	1
OG0003508	1	1
OG0003509	2	2
OG0003510	1	1
OG0003511	1	1
OG0003512	1	1
OG0003513	1	1
OG0003514	1	1
OG0003515	3	3
OG0003516	4	4
OG0003517	1	1
OG0003518	1	1
OG0003519	1	1
OG0003520	1	1
OG0003521	1	1
OG0003522	1	1
OG0003523	1	1
OG0003524	1	1
OG0003525	2	2
OG0003526	2	2
OG0003527	1	1
OG0003528	1	1
OG0003529	1	1
OG0003530	1	1
OG0003531	1	1
OG0003532	1	1
OG0003533	1	1
OG0003534	1	1
OG0003535	1	1
OG0003536	1	1
OG0003537	1	1
OG0003538	4	4
OG0003539	1	1
OG0003540	1	1
OG0003541	1	1
OG0003542	1	1
OG0003543	2	2
OG0003544	1	1
OG0003545	1	1
OG0003546	1	1
OG0003547	2	2
OG0003548	1	1
OG0003549	1	1
OG0003550	1	1
OG0003551	1	1
OG0003552	2	2
OG0003553	1	1
OG0003554	3	3
OG0003555	1	1
OG0003556	1	1
OG0003557	2	2
OG0003558	2	2
OG0003559	1	1
OG0003560	1	1
OG0003561	1	1
OG0003562	1	1
OG0003563	1	1
OG0003564	1	1
OG0003565	1	1
OG0003566	1	1
OG0003567	1	1
OG0003568	1	1
OG0003569	2	2
OG0003570	1	1
OG0003571	1	1
OG0003572	1	1
OG0003573	1	1
OG0003574	1	1
OG0003575	1	1
OG0003576	1	1
OG0003577	1	1
OG0003578	1	1
OG0003579	2	2
OG0003580	1	1
OG0003581	1	1
OG0003582	1	1
OG0003583	1	1
OG0003584	1	1
OG0003585	1	1
OG0003586	1	1
OG0003587	1	1
OG0003588	3	3
OG0003589	2	2
OG0003590	1	1
OG0003591	1	1
OG0003592	1	1
OG0003593	1	1
OG0003594	1	1
OG0003595	1	1
OG0003596	1	1
OG0003597	1	1
OG0003598	1	1
OG0003599	1	1
OG0003600	1	1
OG0003601	1	1
OG0003602	1	1
OG0003603	4	4
OG0003604	2	2
OG0003605	1	1
OG0003606	1	1
OG0003607	2	2
OG0003608	3	3
OG0003609	1	1
OG0003610	1	1
OG0003611	2	2
OG0003612	1	1
OG0003613	2	2
OG0003614	1	1
OG0003615	1	1
OG0003616	1	1
OG0003617	1	1
OG0003618	1	1
OG0003619	1	1
OG0003620	4	4
OG0003621	1	1
OG0003622	1	1
OG0003623	1	1
OG0003624	3	3
OG0003625	1	1
OG0003626	1	1
OG0003627	1	1
OG0003628	1	1
OG0003629	1	1
OG0003630	2	2
OG0003631	2	2
OG0003632	1	1
OG0003633	1	1
OG0003634	1	1
OG0003635	1	1
OG0003636	1	1
OG0003637	1	1
OG0003638	2	2
OG0003639	1	1
OG0003640	2	2
OG0003641	1	1
OG0003642	1	1
OG0003643	1	1
OG0003644	1	1
OG0003645	1	1
OG0003646	3	3
OG0003647	1	1
OG0003648	1	1
OG0003649	1	1
OG0003650	1	1
OG0003651	1	1
OG0003652	1	1
OG0003653	1	1
OG0003654	1	1
OG0003655	3	3
OG0003656	1	1
OG0003657	1	1
OG0003658	2	2
OG0003659	1	1
OG0003660	1	1
OG0003661	1	1
OG0003662	1	1
OG0003663	2	2
OG0003664	1	1
OG0003665	1	1
OG0003666	1	1
OG0003667	1	1
OG0003668	1	1
OG0003669	1	1
OG0003670	1	1
OG0003671	1	1
OG0003672	1	1
OG0003673	1	1
OG0003674	1	1
OG0003675	2	2
OG0003676	3	3
OG0003677	1	1
OG0003678	1	1
OG0003679	1	1
OG0003680	1	1
OG0003681	1	1
OG0003682	1	1
OG0003683	1	1
OG0003684	2	2
OG0003685	1	0
OG0003686	1	1
OG0003687	1	1
OG0003688	1	1
OG0003689	1	1
OG0003690	1	1
OG0003691	1	1
OG0003692	2	2
OG0003693	2	2
OG0003694	1	1
OG0003695	2	2
OG0003696	1	1
OG0003697	1	1
OG0003698	1	1
OG0003699	2	2
OG0003700	1	1
OG0003701	1	1
OG0003702	1	1
OG0003703	1	1
OG0003704	1	1
OG0003705	1	1
OG0003706	1	1
OG0003707	1	1
OG0003708	3	3
OG0003709	3	3
OG0003710	1	1
OG0003711	1	1
OG0003712	1	1
OG0003713	3	3
OG0003714	1	1
OG0003715	1	1
OG0003716	1	1
OG0003717	2	2
OG0003718	1	1
OG0003719	1	1
OG0003720	1	1
OG0003721	1	1
OG0003722	2	2
OG0003723	1	1
OG0003724	1	1
OG0003725	1	1
OG0003726	1	1
OG0003727	1	1
OG0003728	1	1
OG0003729	1	1
OG0003730	1	1
OG0003731	1	1
OG0003732	1	1
OG0003733	1	1
OG0003734	1	1
OG0003735	1	1
OG0003736	2	2
OG0003737	2	2
OG0003738	1	1
OG0003739	1	1
OG0003740	1	1
OG0003741	1	1
OG0003742	1	1
OG0003743	1	1
OG0003744	1	1
OG0003745	1	1
OG0003746	2	2
OG0003747	3	3
OG0003748	1	1
OG0003749	1	1
OG0003750	1	1
OG0003751	2	2
OG0003752	1	1
OG0003753	1	1
OG0003754	1	1
OG0003755	1	1
OG0003756	1	1
OG0003757	3	3
OG0003758	4	4
OG0003759	1	1
OG0003760	1	0
OG0003761	1	1
OG0003762	1	1
OG0003763	1	1
OG0003764	4	4
OG0003765	1	1
OG0003766	2	2
OG0003767	1	1
OG0003768	1	1
OG0003769	4	4
OG0003770	1	1
OG0003771	1	1
OG0003772	1	1
OG0003773	1	1
OG0003774	1	1
OG0003775	1	1
OG0003776	3	3
OG0003777	1	1
OG0003778	1	1
OG0003779	1	1
OG0003780	1	1
OG0003781	1	1
OG0003782	1	1
OG0003783	1	1
OG0003784	2	2
OG0003785	2	2
OG0003786	3	3
OG0003787	1	1
OG0003788	3	3
OG0003789	1	1
OG0003790	3	3
OG0003791	1	1
OG0003792	1	1
OG0003793	1	1
OG0003794	1	1
OG0003795	2	2
OG0003796	1	1
OG0003797	1	1
OG0003798	2	2
OG0003799	1	1
OG0003800	1	1
OG0003801	1	1
OG0003802	1	1
OG0003803	1	1
OG0003804	1	1
OG0003805	1	1
OG0003806	1	1
OG0003807	1	1
OG0003808	1	1
OG0003809	2	2
OG0003810	1	1
OG0003811	1	1
OG0003812	1	1
OG0003813	1	1
OG0003814	1	1
OG0003815	1	1
OG0003816	1	0
OG0003817	2	2
OG0003818	1	1
OG0003819	1	1
OG0003820	1	1
OG0003821	1	1
OG0003822	1	1
OG0003823	1	1
OG0003824	1	1
OG0003825	1	1
OG0003826	2	2
OG0003827	2	2
OG0003828	1	1
OG0003829	1	1
OG0003830	1	1
OG0003831	1	1
OG0003832	1	1
OG0003833	1	1
OG0003834	1	1
OG0003835	1	1
OG0003836	1	1
OG0003837	1	1
OG0003838	1	1
OG0003839	1	1
OG0003840	4	4
OG0003841	1	1
OG0003842	1	1
OG0003843	1	1
OG0003844	3	3
OG0003845	1	1
OG0003846	2	2
OG0003847	1	1
OG0003848	1	1
OG0003849	1	1
OG0003850	1	1
OG0003851	1	1
OG0003852	2	2
OG0003853	1	1
OG0003854	2	2
OG0003855	1	1
OG0003856	1	1
OG0003857	1	1
OG0003858	1	1
OG0003859	1	1
OG0003860	1	1
OG0003861	4	4
OG0003862	1	1
OG0003863	1	1
OG0003864	1	1
OG0003865	1	1
OG0003866	1	1
OG0003867	2	2
OG0003868	1	1
OG0003869	1	1
OG0003870	2	2
OG0003871	1	1
OG0003872	1	1
OG0003873	1	1
OG0003874	1	1
OG0003875	1	1
OG0003876	1	1
OG0003877	1	1
OG0003878	1	1
OG0003879	1	1
OG0003880	1	1
OG0003881	1	1
OG0003882	1	1
OG0003883	1	1
OG0003884	1	1
OG0003885	2	2
OG0003886	1	1
OG0003887	1	1
OG0003888	1	1
OG0003889	1	1
OG0003890	1	1
OG0003891	1	1
OG0003892	1	1
OG0003893	1	1
OG0003894	1	1
OG0003895	2	2
OG0003896	1	1
OG0003897	1	1
OG0003898	1	1
OG0003899	1	1
OG0003900	1	1
OG0003901	1	1
OG0003902	1	1
OG0003903	1	1
OG0003904	1	1
OG0003905	1	1
OG0003906	1	1
OG0003907	2	2
OG0003908	1	1
OG0003909	1	1
OG0003910	1	1
OG0003911	1	1
OG0003912	2	2
OG0003913	1	1
OG0003914	1	1
OG0003915	1	1
OG0003916	1	1
OG0003917	1	1
OG0003918	1	1
OG0003919	2	2
OG0003920	1	1
OG0003921	1	1
OG0003922	1	1
OG0003923	1	1
OG0003924	1	1
OG0003925	1	1
OG0003926	1	1
OG0003927	1	1
OG0003928	1	1
OG0003929	1	1
OG0003930	1	1
OG0003931	1	1
OG0003932	1	1
OG0003933	1	1
OG0003934	2	2
OG0003935	1	1
OG0003936	1	1
OG0003937	1	1
OG0003938	2	2
OG0003939	1	1
OG0003940	1	1
OG0003941	1	1
OG0003942	3	3
OG0003943	1	1
OG0003944	3	3
OG0003945	1	1
OG0003946	2	2
OG0003947	1	1
OG0003948	1	1
OG0003949	1	1
OG0003950	1	1
OG0003951	1	1
OG0003952	1	1
OG0003953	1	1
OG0003954	4	4
OG0003955	1	1
OG0003956	1	1
OG0003957	1	1
OG0003958	1	1
OG0003959	1	1
OG0003960	1	1
OG0003961	1	1
OG0003962	1	1
OG0003963	2	2
OG0003964	1	1
OG0003965	1	1
OG0003966	1	1
OG0003967	1	1
OG0003968	1	1
OG0003969	1	1
OG0003970	1	1
OG0003971	2	2
OG0003972	1	1
OG0003973	1	1
OG0003974	1	1
OG0003975	1	1
OG0003976	1	1
OG0003977	1	1
OG0003978	1	1
OG0003979	1	1
OG0003980	1	1
OG0003981	1	1
OG0003982	1	1
OG0003983	1	1
OG0003984	1	1
OG0003985	1	1
OG0003986	1	1
OG0003987	1	1
OG0003988	1	1
OG0003989	1	1
OG0003990	1	1
OG0003991	1	1
OG0003992	1	1
OG0003993	1	1
OG0003994	1	1
OG0003995	1	1
OG0003996	1	1
OG0003997	1	1
OG0003998	1	1
OG0003999	1	1
OG0004000	1	1
OG0004001	1	1
OG0004002	1	1
OG0004003	1	1
OG0004004	1	1
OG0004005	1	1
OG0004006	1	1
OG0004007	1	1
OG0004008	3	3
OG0004009	1	1
OG0004010	1	1
OG0004011	2	2
OG0004012	2	2
OG0004013	1	1
OG0004014	1	1
OG0004015	2	2
OG0004016	1	1
OG0004017	3	3
OG0004018	1	1
OG0004019	1	1
OG0004020	1	1
OG0004021	1	1
OG0004022	1	0
OG0004023	1	1
OG0004024	1	1
OG0004025	2	2
OG0004026	1	1
OG0004027	1	1
OG0004028	1	1
OG0004029	2	2
OG0004030	1	1
OG0004031	1	1
OG0004032	2	2
OG0004033	1	1
OG0004034	1	1
OG0004035	1	1
OG0004036	3	3
OG0004037	1	1
OG0004038	1	1
OG0004039	1	1
OG0004040	1	1
OG0004041	1	1
OG0004042	1	1
OG0004043	1	1
OG0004044	3	3
OG0004045	1	1
OG0004046	1	1
OG0004047	1	1
OG0004048	2	2
OG0004049	1	1
OG0004050	2	2
OG0004051	1	1
OG0004052	1	1
OG0004053	2	2
OG0004054	1	1
OG0004055	1	1
OG0004056	1	1
OG0004057	2	2
OG0004058	1	1
OG0004059	1	1
OG0004060	1	1
OG0004061	3	3
OG0004062	1	1
OG0004063	1	1
OG0004064	2	2
OG0004065	1	1
OG0004066	1	1
OG0004067	3	3
OG0004068	1	1
OG0004069	1	1
OG0004070	3	3
OG0004071	1	1
OG0004072	1	0
OG0004073	1	1
OG0004074	1	0
OG0004075	1	1
OG0004076	4	4
OG0004077	1	1
OG0004078	1	1
OG0004079	1	1
OG0004080	1	1
OG0004081	1	0
OG0004082	1	1
OG0004083	1	1
OG0004084	2	2
OG0004085	1	1
OG0004086	4	4
OG0004087	2	2
OG0004088	2	2
OG0004089	1	1
OG0004090	1	1
OG0004091	1	1
OG0004092	1	1
OG0004093	1	0
OG0004094	1	1
OG0004095	1	1
OG0004096	2	2
OG0004097	1	1
OG0004098	1	1
OG0004099	2	2
OG0004100	2	2
OG0004101	1	1
OG0004102	1	1
OG0004103	1	1
OG0004104	2	2
OG0004105	1	1
OG0004106	1	0
OG0004107	2	2
OG0004108	1	1
OG0004109	1	1
OG0004110	1	1
OG0004111	1	1
OG0004112	1	1
OG0004113	1	1
OG0004114	2	2
OG0004115	1	1
OG0004116	1	1
OG0004117	2	2
OG0004118	1	1
OG0004119	2	2
OG0004120	1	1
OG0004121	1	1
OG0004122	1	1
OG0004123	1	1
OG0004124	2	2
OG0004125	1	1
OG0004126	2	2
OG0004127	1	1
OG0004128	2	2
OG0004129	1	1
OG0004130	2	2
OG0004131	1	1
OG0004132	3	3
OG0004133	1	1
OG0004134	4	4
OG0004135	1	1
OG0004136	1	1
OG0004137	1	1
OG0004138	1	1
OG0004139	1	1
OG0004140	1	1
OG0004141	3	3
OG0004142	1	0
OG0004143	4	4
OG0004144	1	1
OG0004145	1	1
OG0004146	2	2
OG0004147	1	1
OG0004148	1	1
OG0004149	1	1
OG0004150	1	1
OG0004151	1	1
OG0004152	1	1
OG0004153	2	2
OG0004154	3	3
OG0004155	1	1
OG0004156	1	1
OG0004157	3	3
OG0004158	1	1
OG0004159	1	1
OG0004160	2	2
OG0004161	1	1
OG0004162	2	2
OG0004163	2	2
OG0004164	1	1
OG0004165	1	1
OG0004166	1	1
OG0004167	1	1
OG0004168	1	1
OG0004169	1	1
OG0004170	1	1
OG0004171	1	1
OG0004172	1	1
OG0004173	1	1
OG0004174	1	1
OG0004175	2	2
OG0004176	2	2
OG0004177	1	1
OG0004178	4	4
OG0004179	3	3
OG0004180	4	4
OG0004181	4	4
OG0004182	1	1
OG0004183	4	4
OG0004184	4	4
OG0004185	3	3
OG0004186	4	4
OG0004187	4	4
OG0004188	4	4
