Master.Protein.Accessions,ID,Expal4.Quality.Tier.Quality.Tier,Expal4.prot.profile.stdev,Expal4.prot.aggv.dist.mean,Expal4.prot.aggv.dist.max,Expal4.prot.nb.feats,Expal4.prot.mean.SPS.MM,Expal4.PCA.Dim.1,Expal4.PCA.Dim.2,Expal4.PCA.Dim.3,Expal4.tSNE.Dim.1,Expal4.tSNE.Dim.2,Expal4.tSNE.2D.p40.Dim.1,Expal4.tSNE.2D.p40.Dim.2,Expal4.tSNE.3D.p40.Dim.1,Expal4.tSNE.3D.p40.Dim.2,Expal4.tSNE.3D.p40.Dim.3,Expal4.umap.Dim.1,Expal4.umap.Dim.2,Expal4.umap.3D.Dim.1,Expal4.umap.3D.Dim.2,Expal4.umap.3D.Dim.3,Expal4.126,Expal4.127N,Expal4.127C,Expal4.130C,Expal4.131N,Expal4.131C,Expal4.132N,Expal4.132C,Expal4.133N,Expal4.133C,Expal4.134N,Expal4.134C,XP,pepSize,XM,geneID,gene_coords,LOC,HumanGene,signalP,Pfam,KEGG,Panther,refseq_desc,AIP,KXJ_pepSize
KXJ25822.1,Host,tier1,0.077098204,0.3314644295009459,0.48799211539523357,3,70,0.6036145308789054,0.027790151082186663,-0.931358784,-40.51140683,63.507809788026485,60.41316539832368,87.57410160206645,-61.32633661,64.06576244558161,-87.28427616,-3.061726856,-4.465324438,3.7754200984107484,-0.996929813,-3.043829263,0.023991639220691495,0.029495997,0.050452244,0.070211332,0.070934356,0.082321783,0.0799834,0.074544367,0.083520251,0.069128391,0.045747402,0.3196688387575887,XP_020905232.1,516,XM_021049573.2,110243461,NW_018386473.1:411633-419115,LOC110243461,SCARB2,-,CD36(1),"K12384:SCARB2,_LIMP2,_CD36L2;_lysosome_membrane_protein_2",PTHR11923:SF51::FI02050P-RELATED,lysosome_membrane_protein_2,AIPGENE27709,516
KXJ25827.1,Host,tier1,0.04251026,0.15573724106878786,0.20664076501225817,5,78,-2.351502576,1.5338053304343018,0.35449794626705544,-31.96895515,-50.65458571,-20.03937606,-81.8303089,70.56984844446096,-3.784429377,68.11542554449645,1.3152248342030726,3.7973539911355725,-0.238531832,0.5524359568758381,3.9072599227612965,0.082646753,0.078737884,0.073317728,0.097963551,0.066558871,0.042082789,0.046256881,0.062858456,0.11892597385102315,0.10899211657201378,0.1893414008633128,0.032317595,XP_020905241.1,848,XM_021049582.2,110243470,NW_018386473.1:770235-779677,LOC110243470,HSPA4L,-,"HSP70(1),MreB_Mbl(1)",K09485:HSP110;_heat_shock_protein_110kDa,PTHR45639:SF5::HEAT_SHOCK_70_KDA_PROTEIN_4L,97_kDa_heat_shock_protein,AIPGENE27608,848
KXJ25834.1,Host,tier1,0.049372327858926875,NA,NA,1,70,-3.024876547,-0.162093171,0.5412927853021602,-10.22588234,-71.610238,26.678021319889737,-107.8914157,97.90792299554792,27.11666418,31.95905651877069,-0.045560112,5.562670211785553,-1.027667166,-0.893589585,4.576385608908298,0.13681232879110333,0.1261973829583075,0.11029277266732851,0.11500567803195723,0.065709267,0.027827782376694872,0.026617364,0.038775816955245436,0.088050621,0.07171487,0.17162863440662074,0.021367482,XP_028516144.1,241,XM_028660343.1,110243445,NW_018386473.1:423826-425374,LOC110243445,KCTD8,-,BTB_2(1),K21918:KCTD8_12_16;_BTB/POZ_domain-containing_protein_KCTD8/12/16,PTHR14499:SF68::BTB/POZ_DOMAIN-CONTAINING_PROTEIN_KCTD8,BTB/POZ_domain-containing_protein_KCTD8,AIPGENE27620,241
KXJ25841.1,Host,tier1,0.043435593850783626,0.096170909,0.11624877240032985,3,76.66666666666667,-2.930301387,-0.15523955,-0.247290349,4.074138753928766,-66.30454205,46.19131547749964,-88.11679092,107.46603060264512,8.220615609218077,17.839687525128532,-0.484593638,5.474982647680464,-1.635426301,-0.925920035,4.647171634988039,0.1332155754260758,0.1569165234892367,0.11174381548622371,0.07675947,0.066170758,0.034263249,0.028818289308058798,0.048874555,0.09147767,0.089992963,0.13096178245666587,0.030805349,XP_020905217.1,1234,XM_021049558.2,110243453,NW_018386473.1:257310-288099,LOC110243453,-,-,"DCX(2),Pkinase(1),PK_Tyr_Ser-Thr(1)",K08805:DCLK1_2;_doublecortin-like_kinase_1/2_[EC:2.7.11.1],PTHR24347:SF427::SERINE/THREONINE-PROTEIN_KINASE_DCLK3,LOW_QUALITY_PROTEIN:_serine/threonine-protein_kinase_DCLK1-like_isoform_X1,AIPGENE27626,994
KXJ25863.1,Host,tier1,0.04455825,0.18961308935562696,0.3721260524004085,10,75.45454545454545,-3.010222777,-0.593574197,-0.032990556,7.404178316394702,-66.1747588,48.63463917630269,-84.65062673,107.63302380297871,5.380252868921619,13.726779139537701,-0.877465936,5.499902645414594,-1.89400471,-1.046231092,4.597546100763807,0.13677102421162313,0.15725160352878786,0.13947187972726208,0.089674747,0.058162676183800686,0.035750105,0.041091408,0.039627175,0.08856549,0.095149484,0.093944296,0.024540110578911235,XP_020905262.1,486,XM_021049603.2,110243488,NW_018386473.1:199014-204428,LOC110243488,-,-,"ELFV_dehydrog(1),ELFV_dehydrog_N(1)","K00262:E1.4.1.4,_gdhA;_glutamate_dehydrogenase_(NADP+)_[EC:1.4.1.4]",PTHR43571:SF1::NADP-SPECIFIC_GLUTAMATE_DEHYDROGENASE_1-RELATED,-,AIPGENE27618,486
KXJ25866.1,Host,tier1,0.072004846,NA,NA,1,80,-3.788280414,-2.105488948,-0.043378065,18.980681477929867,-76.89006023,73.01865305171503,-93.17928094,119.41871761155022,21.141817212243403,-0.636103092,-1.626240032,6.382673479925402,-2.208579884,-2.016648786,5.127001232107567,0.22579708755318317,0.1790676131296056,0.15800459946169318,0.11162444610784142,0.040396693856598116,0.014741561927975658,0.013280967,0.034992904,0.064065606,0.044156346,0.10222565710818755,0.011646517641309629,XP_020905194.1,618,XM_021049535.2,110243433,NW_018386473.1:501160-509425,LOC110243433,PGM2,-,"PGM_PMM_II(1),PGM_PMM_IV(1),PGM_PMM_III(1),PGM_PMM_I(1)",K15779:PGM2;_phosphoglucomutase_/_phosphopentomutase_[EC:5.4.2.2_5.4.2.7],PTHR45745::PHOSPHOMANNOMUTASE_45A,"glucose_1,6-bisphosphate_synthase",AIPGENE27694,605
KXJ25869.1,Host,tier1,0.029188695,NA,NA,1,70,-1.246828612,1.2748042741472532,-0.204945257,-11.19939982,-44.26074323,18.07789945051632,-83.85640405,60.95553727851004,6.8794528271076585,39.12846455548758,0.404783177,3.980152373519012,-0.559912853,-0.250266692,3.343288873731151,0.11688175313140478,0.048543599,0.064169412,0.074685247,0.07731056,0.068130105,0.060814838,0.098944083,0.12341563487930951,0.076209018,0.1380204650944791,0.052875284,XP_020905182.1,207,XM_021049523.2,110243424,NW_018386473.1:536119-537314,LOC110243424,RAB9A,-,"Arf(1),MMR_HSR1(1),Ras(1),Roc(1)","K07899:RAB9A,_RAB9;_Ras-related_protein_Rab-9A",PTHR47981:SF1::RE17845P,ras-related_protein_Rab-9A,AIPGENE27699,207
KXJ25872.1,Host,tier2,0.026836887,NA,NA,1,60,-1.614541894,1.0555207000955402,-0.541117501,-28.82708558,-59.63622323,-10.96783106,-91.89736034,55.38646126703232,-2.708290225,66.22068169271272,0.9227020136360249,4.008996229394956,-0.491827592,0.265682242,3.6328057461412175,0.089771089,0.082868332,0.064284709,0.059071496,0.085930948,0.062483752,0.066333593,0.058025842,0.095097886,0.1453946365657111,0.12065348929885568,0.070084227,XP_020905280.1,2195,XM_021049621.2,110243503,NW_018386473.1:751212-769390,LOC110243503,-,-,"LIM(1),CH(1)",-,PTHR46767::LIM_DOMAIN_ONLY_PROTEIN_7,trichohyalin_isoform_X1,AIPGENE27638,1768
KXJ25873.1,Host,tier1,0.047014513,NA,NA,1,90,-2.729687181,-0.792377007,-0.023739062,8.327303157894383,-76.07740123,58.75660493148922,-98.90519293,104.1883384683921,23.85460422,4.148832557315896,-1.00599096,6.1365507,-1.625673073,-1.83345591,4.655220609696123,0.19032258500039084,0.13128294158153558,0.11246002153508045,0.1008925008393978,0.0644615,0.031470663,0.033706769,0.050550444854697216,0.088872736,0.071107697,0.092222951,0.032649190603082134,XP_028516173.1,1196,XM_028660372.1,110243536,NW_018386473.1:642088-654392,LOC110243536,SEC24B,-,"Sec23_trunk(1),Sec23_BS(1),zf-Sec23_Sec24(1),Sec23_helical(1),Gelsolin(1)",K14007:SEC24;_protein_transport_protein_SEC24,PTHR13803:SF1::PROTEIN_TRANSPORT_PROTEIN_SEC24A,protein_transport_protein_Sec24A,AIPGENE27679,1098
KXJ25878.1,Host,tier1,0.033645789368333616,0.22936836475750016,0.3712496469926656,6,78.33333333333333,-0.4261849,1.148824671703905,0.715286905,-8.084989048,-17.09392693,-18.25477906,-35.77470943,45.47488559173981,-16.47159042,49.902157884292045,0.4624974648380036,2.1705046084029416,-0.825839572,0.659672223,2.138304682517978,0.023910853304611082,0.030674092886790776,0.075828935,0.1100788852547905,0.086101747,0.089178647,0.10062465682130417,0.099762882,0.097372663,0.089850603,0.14346303735854024,0.053152997767275285,XP_020905276.1,1144,XM_021049617.2,110243500,NW_018386473.1:57530-68876,LOC110243500,ATP2B3,-,"E1-E2_ATPase(2),ATP_Ca_trans_C(1),Cation_ATPase_C(1),Cation_ATPase_N(1),Hydrolase_3(1),Hydrolase(1),Cation_ATPase(1)",K05850:ATP2B;_P-type_Ca2+_transporter_type_2B_[EC:7.2.2.10],PTHR24093:SF245::PLASMA_MEMBRANE_CALCIUM-TRANSPORTING_ATPASE_1,plasma_membrane_calcium-transporting_ATPase_3_isoform_X1,AIPGENE27607,1144
KXJ25880.1,Host,tier1,0.053138793029401075,0.232056122,0.44586890791128825,7,81.42857142857143,-3.374833136,0.29549882262472127,0.5504424763128092,-12.79264595,-68.25656419,22.128578488067017,-107.3817697,96.45698702,27.860708168487104,41.52173253,0.4408461947936573,4.976010209089729,-0.769895557,-0.432262074,4.4525535865358155,0.11892712639906222,0.10570004090895244,0.12422455111995234,0.11517456463453875,0.051947731,0.022054109979335094,0.022692348263671995,0.037305456727180754,0.092019608,0.10183107210881853,0.19007000834758278,0.018053383158997894,XP_020905216.1,430,XM_021049557.2,110243452,NW_018386473.1:224437-226626,LOC110243452,PAICS,-,"AIRC(1),SAICAR_synt(1)",K01587:PAICS;_phosphoribosylaminoimidazole_carboxylase_/_phosphoribosylaminoimidazole-succinocarboxamide_synthase_[EC:4.1.1.21_6.3.2.6],PTHR43599:SF3::MULTIFUNCTIONAL_PROTEIN_ADE2,multifunctional_protein_ADE2,AIPGENE27632,430
KXJ25884.1,Host,tier1,0.076971482,NA,NA,1,90,-3.799127031,-2.925217575,-0.182965634,22.349789361947366,-73.64552541,76.15757532628764,-86.86155755,123.2529019806627,9.420299133079864,-6.79342558,-1.949802961,6.191622747028655,-2.611963842,-1.877074195,5.080983131971296,0.224587412,0.19561835372548428,0.19040411693245796,0.10678028056561162,0.041213519744089676,0.016109484576340958,0.014072149,0.030859559061408855,0.042798398,0.054718422718074575,0.06112856,0.021709743,XP_028516154.1,190,XM_028660353.1,110243489,NW_018386473.1:836573-839524,LOC110243489,GAR1,-,Gar1(1),"K11128:GAR1,_NOLA1;_H/ACA_ribonucleoprotein_complex_subunit_1",PTHR23237:SF10::H/ACA_RIBONUCLEOPROTEIN_COMPLEX_SUBUNIT_1,H/ACA_ribonucleoprotein_complex_subunit_1,AIPGENE27654,192
KXJ25897.1,Host,tier1,0.050974102065665924,NA,NA,1,80,-1.520413159,0.8945887244088464,2.6939952752558627,-24.44782843,-23.73851861,-6.073214934,-46.36577718,52.348813059977466,-41.591552,39.80232598634112,-0.490750512,2.4649290671780815,-1.876515686,0.9133879498273476,2.419716933995389,0.029979831,0.078595162,0.063988526,0.2021987032332486,0.10057548382240936,0.040530113,0.037491943,0.052563552729064524,0.11797613549959875,0.076286257,0.14591213632848266,0.053902156845276585,XP_028516145.1,868,XM_028660344.1,110243421,NW_018386473.1:616983-637450,LOC110243421,-,-,"VWA_N(1),VWA(1),VGCC_alpha2(1)",-,PTHR10166::VOLTAGE-DEPENDENT_CALCIUM_CHANNEL_SUBUNIT_ALPHA-2/DELTA-RELATED,voltage-dependent_calcium_channel_subunit_alpha-2/delta-4,AIPGENE27695,1126
KXJ25899.1,Host,tier1,0.065841281,NA,NA,1,70,-2.699449261,2.8228426969719767,-0.63871163,-48.07785582,-51.47999985,-45.12615778,-91.24090353,69.01908088654756,4.798311535533386,94.28173476690296,2.381425983731307,3.8471584504476706,0.3837526870947867,1.1395660852550797,4.434242397,0.087906776,0.057383209,0.031675297,0.053383888,0.058219592,0.033800598,0.047501305,0.063509815,0.12743128189428046,0.15492876389363383,0.25321597021587156,0.031043503840460115,XP_020905231.2,641,XM_021049572.2,110243460,NW_018386473.1:363721-411680,LOC110243460,FIP1L1,-,Fip1(1),"K14405:FIP1L1,_FIP1;_pre-mRNA_3'-end-processing_factor_FIP1",PTHR13484::FIP1-LIKE_1_PROTEIN,pre-mRNA_3'-end-processing_factor_FIP1,AIPGENE27603,630
KXJ25906.1,Host,tier1,0.094891862,0.11421605003648751,0.16326150758425284,3,80,-3.148495695,-2.817887166,-2.113551108,21.979491336915203,-92.04804943,84.56719997400431,-113.5354662,125.68479061735766,42.39685953282463,-21.19764457,-1.774999416,7.729377811787999,-2.094911914,-3.069966649,5.792274336326919,0.3491060440919306,0.1468970510212635,0.1500557536367573,0.039252523,0.02841421,0.025959667230879772,0.03181153,0.077861923,0.058191341,0.025975901,0.028489046,0.03798501,XP_020904891.1,1887,XM_021049232.2,110243161,NW_018386383.1:381187-387747,LOC110243161,-,-,-,-,"PTHR34491::A-TYPE_INCLUSION_PROTEIN,_PUTATIVE-RELATED","myosin_heavy_chain,_fast_skeletal_muscle-like",AIPGENE13031,2234
KXJ25911.1,Host,tier1,0.050352518,0.2110420425377304,0.38466522615264637,8,81.25,-2.677831163,1.8858750098115826,-0.352652104,-39.16879969,-53.69100335,-29.84695575,-90.15948521,68.69976157067512,1.360973045016118,85.59587915945264,1.8641937508537039,4.013979316274274,0.007382484,0.8975787140746476,4.287808531359346,0.074648566,0.070187434,0.074126942,0.069425058,0.053732479,0.045477404,0.044319117,0.055095359,0.10963457229157288,0.1555442063508949,0.20617147147991552,0.041637391,XP_028516087.1,547,XM_028660286.1,110243061,NW_018386383.1:252229-258021,LOC110243061,CCT3,-,Cpn60_TCP1(1),"K09495:CCT3,_TRIC5;_T-complex_protein_1_subunit_gamma",PTHR11353:SF24::T-COMPLEX_PROTEIN_1_SUBUNIT_GAMMA,T-complex_protein_1_subunit_gamma,AIPGENE12996,547
KXJ25922.1,Host,tier1,0.036642488,0.13831466602042175,0.20194778450827797,4,75,-0.410729291,1.1769538659277032,1.935949511048602,-12.63189378,-25.99071512,-12.10044815,-36.56802886,48.96131008802018,-25.10639899,41.16066172410898,0.007493756,2.2375708775096177,-1.308758629,0.6940991882442376,2.195990400789615,0.033406268,0.033746894,0.08399408,0.15453042520516747,0.10957183225601347,0.081510352,0.070933888,0.092361651,0.12818779082213785,0.073081604,0.094955786,0.043719429,XP_020904802.1,410,XM_021049143.2,110243082,NW_018386383.1:22758-26661,LOC110243082,STOML2,-,"Band_7_C(1),Band_7(1)","K26392:STOML2,_SLP2;_stomatin-like_protein_2","PTHR43327:SF10::STOMATIN-LIKE_PROTEIN_2,_MITOCHONDRIAL","LOW_QUALITY_PROTEIN:_stomatin-like_protein_2,_mitochondrial",AIPGENE12973,327
KXJ25924.1,Host,tier1,0.036100121,0.3263694270616916,0.3263694270616916,2,85,-1.975089876,1.1712030883251878,0.8233098968055078,-17.45284624,-40.35345642,2.572966664219237,-68.78384536,69.86776949452985,-7.919982905,45.52306873970075,0.39854561168223057,3.557187438,-0.963846132,0.36268624000356375,3.382866876684888,0.068952233,0.057247199416452677,0.12305597551825291,0.1055411729541956,0.076282829,0.051243856,0.051186957,0.071197087,0.12091811511578272,0.091230295,0.1528345716681655,0.030309708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KXJ25926.1,Host,tier1,0.042581461717387754,NA,NA,1,70,-0.74860878,1.3740009023500652,1.9209584682722285,-25.89796526,-28.68291478,-15.33365118,-48.56534654,52.51232512662625,-32.51881203,49.06889048217147,0.18827403360505723,2.433498599634464,-1.348005199,1.0093200511427476,2.483600322458731,0.039649734594692176,0.042355941,0.045152174,0.16429365921455455,0.10221586616248049,0.068708892,0.07638736,0.073312373,0.12057028912160847,0.072045273,0.15104866485119883,0.044259774,XP_020904782.1,525,XM_021049123.2,110243064,NW_018386383.1:533479-536864,LOC110243064,-,SP(Sec/SPI),Cupin_8(1),-,PTHR12461:SF27::JMJC_DOMAIN-CONTAINING_PROTEIN,-,AIPGENE13030,1131
KXJ25928.1,Host,tier2,0.069115365,NA,NA,1,50,-3.12314374,0.1401399083614849,-0.689119326,13.641259141570167,-49.35885772,50.32982384,-56.5690451,106.48379096736039,-30.53839489,23.876978474563472,-1.145573948,4.250208434821854,-2.435197027,-0.045952451,3.988281870384938,0.072864751,0.060696266,0.2626068830184981,0.015288562059305665,0.057186243,0.047528401,0.062966056,0.034779329,0.07484574,0.13498701654117448,0.14989549874122227,0.026355254,XP_020904857.1,434,XM_021049198.2,110243132,NW_018386383.1:52971-56852,LOC110243132,-,-,"WGR(1),F-box(1)",K10798:PARP2_3_4;_poly_[ADP-ribose]_polymerase_2/3/4_[EC:2.4.2.30],PTHR10459:SF66::PROTEIN_MONO-ADP-RIBOSYLTRA:SFERASE_PARP3,-,AIPGENE13028,434
KXJ25933.1,Host,tier1,0.03727246,0.20106338856659353,0.27550403867156226,4,81.42857142857143,-2.11082388,0.5846569955822875,0.8154277656684692,-20.27213939,-41.1451632,-3.417454439,-66.16087914,74.42112433927419,-21.99420535,49.08367620127646,0.4162458410641241,3.590316064957563,-1.300530939,0.6109709402689152,3.5625215876275487,0.048346439,0.078787306,0.12849722422084472,0.11626102089991681,0.070247235,0.046500574,0.042018304,0.079673138,0.090980054,0.12068180859423895,0.1444422994635612,0.033564597770067345,XP_020904787.1,202,XM_021049128.2,110243069,NW_018386383.1:852566-854816,LOC110243069,PPIB,SP(Sec/SPI),Pro_isomerase(1),"K03768:PPIB,_ppiB;_peptidyl-prolyl_cis-trans_isomerase_B_(cyclophilin_B)_[EC:5.2.1.8]",PTHR11071:SF477::PEPTIDYL-PROLYL_CIS-TRANS_ISOMERASE_B,peptidyl-prolyl_cis-trans_isomerase_B,AIPGENE12995,202
KXJ25934.1,Host,tier1,0.086419727,NA,NA,1,85,-1.47221442,4.620613236202936,3.173516994615031,-32.94224004,-28.41818847,-23.67970718,-49.748533,54.376601548354856,-31.10611842,67.09531743143903,1.0433720308449042,2.7868769318431683,-0.746491268,1.272636987122814,3.071655908,0.007535241,0.014654866935325103,0.007686921,0.17649859442797733,0.12085255323260845,0.028377998471040965,0.091843492,0.016043630697389778,0.2338764092622478,0.066810073,0.2249904144925461,0.010829805479019758,XP_020904775.1,478,XM_021049116.2,110243060,NW_018386383.1:125855-131162,LOC110243060,-,-,-,-,-,TATA_element_modulatory_factor_isoform_X1,AIPGENE13004,478
KXJ25935.1,Host,tier1,0.044662971008230155,0.16558927213721467,0.23580873701651858,3,80,-2.063541011,0.8211227657837333,1.4989532536019023,-21.28017723,-42.4698723,-5.710040427,-66.93332997,75.82618069172496,-26.46374827,52.422809542378815,0.34895338033697776,3.5501403255023094,-1.449869369,0.7126240897951828,3.5803314975420317,0.017675178,0.098005979,0.1377102928971469,0.1274900127310858,0.097740304,0.049807293,0.034875383095220716,0.060353698,0.10355010039055719,0.13717451402200667,0.11530719240407028,0.020310052,XP_020904920.2,218,XM_021049261.2,110243185,NW_018386383.1:77754-80273,LOC110243185,SSR2,-,TRAP_beta(1),K13250:SSR2;_translocon-associated_protein_subunit_beta,PTHR12861:SF3::TRANSLOCON-ASSOCIATED_PROTEIN_SUBUNIT_BETA,translocon-associated_protein_subunit_beta,AIPGENE12990,218
KXJ25938.1,Host,tier2,0.022544187535060625,0.22270000424242872,0.299197193,4,52.5,-1.160319059,0.9869344419781597,0.676339037,-7.995578668,-34.01792701,14.017359597920754,-60.38109877,53.00846591057813,-7.37081681,34.58403486754102,0.273996951,2.8208626158806727,-0.971630061,0.28051746380734244,2.600058914656728,0.061015222362823376,0.049891159,0.10801195413234804,0.099474036,0.093078381,0.068550249,0.068992382,0.076375827,0.1128346336983724,0.10194573693478953,0.10538008637238291,0.054450334,XP_020904849.1,371,XM_021049190.2,110243126,NW_018386383.1:279144-283605,LOC110243126,NDUFA9,-,"RmlD_sub_bind(1),NAD_binding_10(1),NmrA(1),3Beta_HSD(1),Epimerase(1)",K03953:NDUFA9;_NADH_dehydrogenase_(ubiquinone)_1_alpha_subcomplex_subunit_9,"PTHR12126:SF11::NADH_DEHYDROGENASE_[UBIQUINONE]_1_ALPHA_SUBCOMPLEX_SUBUNIT_9,_MITOCHONDRIAL","NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_9,_mitochondrial",AIPGENE12922,371
KXJ25945.1,Host,tier1,0.031360617,0.24265978210887418,0.3380226697042563,3,70,-1.466039345,-0.571057071,1.2172419750477876,0.14832735896327073,-31.33687448,20.481758231083084,-45.66769523,61.100207470568414,-8.504010312,14.644011416954822,-0.599967881,3.433718389124244,-1.545946969,-0.422411658,2.722083450599751,0.11202201594821681,0.071830897,0.098678675,0.15213134885431323,0.087465467,0.049997348781338366,0.039339394,0.050865209,0.083643134,0.062143361,0.093782402,0.098100747,XP_020904847.1,679,XM_021049188.2,110243124,NW_018386383.1:115537-124442,LOC110243124,XPNPEP2,SP(Sec/SPI),"Peptidase_M24_C(1),Peptidase_M24(1),Creatinase_N(1),Creatinase_N_2(1)",K01262:pepP;_Xaa-Pro_aminopeptidase_[EC:3.4.11.9],PTHR43763:SF6::XAA-PRO_AMINOPEPTIDASE_1,xaa-Pro_aminopeptidase_1,AIPGENE12919,679
KXJ25949.1,Host,tier1,0.076531303,NA,NA,1,70,-2.665257366,3.7414001103012424,0.074368641,-48.44701143,-49.5332612,-46.72711646,-87.9153858,63.487286,1.8024960501519216,97.99969075799915,2.5841547614398648,3.716926039258238,0.49320884054995773,1.4220112125501636,4.399351596945369,0.032703692,0.037652574,0.046563001,0.063136544,0.070841707,0.030367921,0.032524267,0.068308114,0.151733051,0.1580343868610698,0.28052549202358845,0.027609249,XP_020904758.1,349,XM_021049099.2,110243046,NW_018386383.1:170604-175537,LOC110243046,SH3GL1,-,"BAR(1),BAR_2(1),SH3_1(1),SH3_2(1),SH3_9(1)",K11247:SH3GL;_endophilin-A,PTHR14167:SF45::ENDOPHILIN-A3,endophilin-A1,AIPGENE12978,349
KXJ25953.1,Host,tier1,0.081219445,0.078197605,0.092564278,4,85,-3.726354079,-2.263150071,-0.125795647,-23.4309925,-88.73802669,8.707820453,-134.4968708,143.14048454750096,-2.761297451,37.50750841828221,1.111660953905579,6.850840962067623,-2.843012019,-0.815430692,5.706368614361162,0.1211624189058595,0.3086094312774796,0.14050785384334408,0.10175103564281818,0.042808362248279656,0.018922143153644967,0.018575003324611983,0.029891648674359315,0.065605792,0.049195569,0.066064722,0.03690602,XP_020904798.2,876,XM_021049139.2,110243080,NW_018386383.1:390092-401345,LOC110243080,NAGA,SP(Sec/SPI),"Melibiase_2_C(2),Melibiase_2(2),Melibiase_C(2)",K01204:NAGA;_alpha-N-acetylgalactosaminidase_[EC:3.2.1.49],PTHR11452:SF83::ALPHA-GALACTOSIDASE,-,AIPGENE12939,470
KXJ25954.1,Host,tier1,0.037416219,0.19548118398115227,0.28545676857753566,5,80,-1.987024712,1.5604981211977749,0.8440228968692596,-26.2305132,-44.75969991,-7.834239583,-72.9647418,74.52321240300164,-14.79209874,58.9836497,0.8565253385305827,3.701464314691501,-0.917822917,0.7297831803640751,3.7510248603229055,0.061653005541716106,0.082976952,0.082695485,0.10540947906147582,0.095442598,0.042016315,0.049064735,0.062985566,0.12154933339529748,0.1342528768146856,0.13986364253207528,0.022090012,XP_020904785.1,224,XM_021049126.2,110243068,NW_018386383.1:849080-852052,LOC110243068,-,-,Pro_isomerase(1),"K03768:PPIB,_ppiB;_peptidyl-prolyl_cis-trans_isomerase_B_(cyclophilin_B)_[EC:5.2.1.8]",PTHR11071:SF477::PEPTIDYL-PROLYL_CIS-TRANS_ISOMERASE_B,peptidyl-prolyl_cis-trans_isomerase_B,AIPGENE12928,224
KXJ25956.1,Host,tier2,0.058541927,NA,NA,1,50,-3.431518497,-1.295442718,0.9999337121039233,14.359856810064887,-56.93760509,57.23709216302618,-67.74629572,107.51215930043794,-18.65896189,11.260717503942123,-1.562269793,4.711661424196324,-2.617807589,-0.604658102,4.142775953,0.091264121,0.12970032722400832,0.2136525781807713,0.13150721804759838,0.047752729,0.025372851724142994,0.030973755,0.025773173382844537,0.060261071080790554,0.094940811,0.12275026267824325,0.026051100876946207,XP_020904764.1,80,XM_021049105.2,110243051,NW_018386383.1:190213-191188,LOC110243051,LSM6,-,LSM(1),K12625:LSM6;_U6_snRNA-associated_Sm-like_protein_LSm6,PTHR11021:SF1::U6_SNRNA-ASSOCIATED_SM-LIKE_PROTEIN_LSM6,U6_snRNA-associated_Sm-like_protein_LSm6,AIPGENE13016,80
KXJ25958.1,Host,tier1,0.088954301,0.13332784482087634,0.16075207976225994,4,80,-3.066342731,-2.20465682,-1.884161961,20.145786645452638,-92.94021186,82.83056380998308,-116.0939014,124.9150050668816,45.878820398085246,-17.84323726,-1.621935569,7.655219696618646,-1.90800908,-3.040031568,5.6908927980052315,0.34964423632905556,0.13166081066665725,0.10097997051164001,0.051765643,0.038236351377089514,0.031768433,0.036954952075492487,0.046852982,0.063910403,0.034318789,0.065037279,0.048870149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KXJ25962.1,Host,tier2,0.041417650211992535,NA,NA,1,50,-2.494008281,-1.238818235,-0.458595552,10.854187614051664,-76.31302999,65.38324858460156,-99.3452638,97.16473491804362,22.79281652925685,-2.86585817,-1.143754725,5.857853237305267,-1.795642434,-1.777509073,4.374197052257976,0.1663901035855717,0.093950973882202915,0.16215768007397946,0.082164018,0.05002282,0.049364982,0.03868464,0.051207097,0.066182641,0.081935295,0.082180214,0.075759536,XP_020904878.1,338,XM_021049219.2,110243148,NW_018386383.1:668481-671624,LOC110243148,LIMS2,-,LIM(4),"K23354:LIMS1_2,_PINCH1_2;_LIM_and_senescent_cell_antigen-like-containing_domain_protein_1/2",PTHR24210::LIM_DOMAIN-CONTAINING_PROTEIN,LIM_and_senescent_cell_antigen-like-containing_domain_protein_1,AIPGENE12966,338
KXJ25965.1,Host,tier1,0.051223404911316696,0.23088025351427366,0.4316491016161951,10,82.5,-3.180836638,1.0423151161366417,-0.264877468,-20.74842436,-56.22024569,-1.499883702,-89.48873287,95.36751678183792,-9.370563222,53.14013925,0.7297964012012663,4.548947003764036,-1.068944766,0.23507775038595824,4.3323321872908505,0.070877236,0.08283085,0.16034058208472146,0.061457412674533377,0.048372608,0.031956285769718505,0.033948005,0.054475525724283325,0.099456902,0.15373099512387198,0.16948551170776405,0.033068086393576696,XP_020904780.1,574,XM_021049121.2,110243062,NW_018386383.1:710987-717357,LOC110243062,LMNB1,-,"Filament(2),LTD(1)",K07611:LMNB;_lamin_B,PTHR45721:SF11::LAMIN_DM0-RELATED,lamin-L(I),AIPGENE13029,574
