Orthogroup	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
OG0022252			XP_022793765.1	
OG0022253			XP_022793777.1	
OG0022254			XP_022793783.1	
OG0022255			XP_022793785.1	
OG0022256			XP_022793813.1	
OG0022257			XP_022793831.1	
OG0022258			XP_022793832.1	
OG0022259			XP_022793835.1	
OG0022260			XP_022793867.1	
OG0022261			XP_022793869.1	
OG0022262			XP_022793888.1	
OG0022263			XP_022793898.1	
OG0022264			XP_022793908.1	
OG0022265			XP_022793946.1	
OG0022266			XP_022793980.1	
OG0022267			XP_022793987.1	
OG0022268			XP_022794016.1	
OG0022269			XP_022794065.1	
OG0022270			XP_022794088.1	
OG0022271			XP_022794099.1	
OG0022272			XP_022794102.1	
OG0022273			XP_022794114.1	
OG0022274			XP_022794116.1	
OG0022275			XP_022794121.1	
OG0022276			XP_022794131.1	
OG0022277			XP_022794173.1	
OG0022278			XP_022794206.1	
OG0022279			XP_022794216.1	
OG0022280			XP_022794227.1	
OG0022281			XP_022794228.1	
OG0022282			XP_022794235.1	
OG0022283			XP_022794298.1	
OG0022284			XP_022794300.1	
OG0022285			XP_022794316.1	
OG0022286			XP_022794322.1	
OG0022287			XP_022794325.1	
OG0022288			XP_022794357.1	
OG0022289			XP_022794427.1	
OG0022290			XP_022794469.1	
OG0022291			XP_022794490.1	
OG0022292			XP_022794518.1	
OG0022293			XP_022794523.1	
OG0022294			XP_022794544.1	
OG0022295			XP_022794601.1	
OG0022296			XP_022794626.1	
OG0022297			XP_022794640.1	
OG0022298			XP_022794674.1	
OG0022299			XP_022794675.1	
OG0022300			XP_022794696.1	
OG0022301			XP_022794718.1	
OG0022302			XP_022794747.1	
OG0022303			XP_022794772.1	
OG0022304			XP_022794773.1	
OG0022305			XP_022794820.1	
OG0022306			XP_022794834.1	
OG0022307			XP_022794872.1	
OG0022308			XP_022794882.1	
OG0022309			XP_022794884.1	
OG0022310			XP_022794892.1	
OG0022311			XP_022794897.1	
OG0022312			XP_022794901.1	
OG0022313			XP_022794905.1	
OG0022314			XP_022794941.1	
OG0022315			XP_022794943.1	
OG0022316			XP_022794996.1	
OG0022317			XP_022795001.1	
OG0022318			XP_022795005.1	
OG0022319			XP_022795025.1	
OG0022320			XP_022795038.1	
OG0022321			XP_022795053.1	
OG0022322			XP_022795100.1	
OG0022323			XP_022795137.1	
OG0022324			XP_022795138.1	
OG0022325			XP_022795141.1	
OG0022326			XP_022795151.1	
OG0022327			XP_022795153.1	
OG0022328			XP_022795175.1	
OG0022329			XP_022795203.1	
OG0022330			XP_022795229.1	
OG0022331			XP_022795241.1	
OG0022332			XP_022795264.1	
OG0022333			XP_022795265.1	
OG0022334			XP_022795267.1	
OG0022335			XP_022795316.1	
OG0022336			XP_022795318.1	
OG0022337			XP_022795366.1	
OG0022338			XP_022795370.1	
OG0022339			XP_022795380.1	
OG0022340			XP_022795383.1	
OG0022341			XP_022795410.1	
OG0022342			XP_022795434.1	
OG0022343			XP_022795437.1	
OG0022344			XP_022795448.1	
OG0022345			XP_022795449.1	
OG0022346			XP_022795469.1	
OG0022347			XP_022795505.1	
OG0022348			XP_022795509.1	
OG0022349			XP_022795516.1	
OG0022350			XP_022795519.1	
OG0022351			XP_022795567.1	
OG0022352			XP_022795572.1	
OG0022353			XP_022795582.1	
OG0022354			XP_022795610.1	
OG0022355			XP_022795617.1	
OG0022356			XP_022795625.1	
OG0022357			XP_022795712.1	
OG0022358			XP_022795719.1	
OG0022359			XP_022795722.1	
OG0022360			XP_022795741.1	
OG0022361			XP_022795744.1	
OG0022362			XP_022795750.1	
OG0022363			XP_022795762.1	
OG0022364			XP_022795774.1	
OG0022365			XP_022795808.1	
OG0022366			XP_022795810.1	
OG0022367			XP_022795844.1	
OG0022368			XP_022795849.1	
OG0022369			XP_022795854.1	
OG0022370			XP_022795857.1	
OG0022371			XP_022795861.1	
OG0022372			XP_022795869.1	
OG0022373			XP_022795876.1	
OG0022374			XP_022795878.1	
OG0022375			XP_022795923.1	
OG0022376			XP_022795961.1	
OG0022377			XP_022795974.1	
OG0022378			XP_022795975.1	
OG0022379			XP_022795981.1	
OG0022380			XP_022795989.1	
OG0022381			XP_022796006.1	
OG0022382			XP_022796008.1	
OG0022383			XP_022796010.1	
OG0022384			XP_022796091.1	
OG0022385			XP_022796095.1	
OG0022386			XP_022796104.1	
OG0022387			XP_022796110.1	
OG0022388			XP_022796118.1	
OG0022389			XP_022796145.1	
OG0022390			XP_022796149.1	
OG0022391			XP_022796155.1	
OG0022392			XP_022796158.1	
OG0022393			XP_022796185.1	
OG0022394			XP_022796190.1	
OG0022395			XP_022796208.1	
OG0022396			XP_022796216.1	
OG0022397			XP_022796253.1	
OG0022398			XP_022796278.1	
OG0022399			XP_022796295.1	
OG0022400			XP_022796296.1	
OG0022401			XP_022796298.1	
OG0022402			XP_022796302.1	
OG0022403			XP_022796309.1	
OG0022404			XP_022796318.1	
OG0022405			XP_022796346.1	
OG0022406			XP_022796361.1	
OG0022407			XP_022796371.1	
OG0022408			XP_022796377.1	
OG0022409			XP_022796380.1	
OG0022410			XP_022796386.1	
OG0022411			XP_022796389.1	
OG0022412			XP_022796398.1	
OG0022413			XP_022796402.1	
OG0022414			XP_022796437.1	
OG0022415			XP_022796438.1	
OG0022416			XP_022796439.1	
OG0022417			XP_022796445.1	
OG0022418			XP_022796446.1	
OG0022419			XP_022796452.1	
OG0022420			XP_022796463.1	
OG0022421			XP_022796465.1	
OG0022422			XP_022796468.1	
OG0022423			XP_022796478.1	
OG0022424			XP_022796484.1	
OG0022425			XP_022796486.1	
OG0022426			XP_022796490.1	
OG0022427			XP_022796493.1	
OG0022428			XP_022796499.1	
OG0022429			XP_022796513.1	
OG0022430			XP_022796525.1	
OG0022431			XP_022796533.1	
OG0022432			XP_022796534.1	
OG0022433			XP_022796540.1	
OG0022434			XP_022796543.1	
OG0022435			XP_022796564.1	
OG0022436			XP_022796567.1	
OG0022437			XP_022796572.1	
OG0022438			XP_022796579.1	
OG0022439			XP_022796599.1	
OG0022440			XP_022796601.1	
OG0022441			XP_022796628.1	
OG0022442			XP_022796636.1	
OG0022443			XP_022796644.1	
OG0022444			XP_022796647.1	
OG0022445			XP_022796650.1	
OG0022446			XP_022796653.1	
OG0022447			XP_022796660.1	
OG0022448			XP_022796689.1	
OG0022449			XP_022796690.1	
OG0022450			XP_022796701.1	
OG0022451			XP_022796736.1	
OG0022452			XP_022796742.1	
OG0022453			XP_022796755.1	
OG0022454			XP_022796785.1	
OG0022455			XP_022796788.1	
OG0022456			XP_022796803.1	
OG0022457			XP_022796811.1	
OG0022458			XP_022796851.1	
OG0022459			XP_022796853.1	
OG0022460			XP_022796854.1	
OG0022461			XP_022796862.1	
OG0022462			XP_022796866.1	
OG0022463			XP_022796871.1	
OG0022464			XP_022796904.1	
OG0022465			XP_022796917.1	
OG0022466			XP_022796919.1	
OG0022467			XP_022796920.1	
OG0022468			XP_022796930.1	
OG0022469			XP_022796936.1	
OG0022470			XP_022796947.1	
OG0022471			XP_022796949.1	
OG0022472			XP_022796964.1	
OG0022473			XP_022796974.1	
OG0022474			XP_022796978.1	
OG0022475			XP_022796983.1	
OG0022476			XP_022797011.1	
OG0022477			XP_022797020.1	
OG0022478			XP_022797022.1	
OG0022479			XP_022797031.1	
OG0022480			XP_022797034.1	
OG0022481			XP_022797036.1	
OG0022482			XP_022797062.1	
OG0022483			XP_022797095.1	
OG0022484			XP_022797099.1	
OG0022485			XP_022797124.1	
OG0022486			XP_022797128.1	
OG0022487			XP_022797150.1	
OG0022488			XP_022797156.1	
OG0022489			XP_022797158.1	
OG0022490			XP_022797200.1	
OG0022491			XP_022797203.1	
OG0022492			XP_022797235.1	
OG0022493			XP_022797259.1	
OG0022494			XP_022797288.1	
OG0022495			XP_022797294.1	
OG0022496			XP_022797296.1	
OG0022497			XP_022797297.1	
OG0022498			XP_022797354.1	
OG0022499			XP_022797383.1	
OG0022500			XP_022797387.1	
OG0022501			XP_022797390.1	
OG0022502			XP_022797402.1	
OG0022503			XP_022797403.1	
OG0022504			XP_022797408.1	
OG0022505			XP_022797422.1	
OG0022506			XP_022797426.1	
OG0022507			XP_022797428.1	
OG0022508			XP_022797448.1	
OG0022509			XP_022797451.1	
OG0022510			XP_022797452.1	
OG0022511			XP_022797453.1	
OG0022512			XP_022797460.1	
OG0022513			XP_022797464.1	
OG0022514			XP_022797472.1	
OG0022515			XP_022797507.1	
OG0022516			XP_022797524.1	
OG0022517			XP_022797548.1	
OG0022518			XP_022797549.1	
OG0022519			XP_022797551.1	
OG0022520			XP_022797563.1	
OG0022521			XP_022797569.1	
OG0022522			XP_022797573.1	
OG0022523			XP_022797587.1	
OG0022524			XP_022797602.1	
OG0022525			XP_022797612.1	
OG0022526			XP_022797620.1	
OG0022527			XP_022797626.1	
OG0022528			XP_022797636.1	
OG0022529			XP_022797686.1	
OG0022530			XP_022797689.1	
OG0022531			XP_022797709.1	
OG0022532			XP_022797712.1	
OG0022533			XP_022797713.1	
OG0022534			XP_022797714.1	
OG0022535			XP_022797719.1	
OG0022536			XP_022797721.1	
OG0022537			XP_022797735.1	
OG0022538			XP_022797754.1	
OG0022539			XP_022797759.1	
OG0022540			XP_022797764.1	
OG0022541			XP_022797812.1	
OG0022542			XP_022797817.1	
OG0022543			XP_022797835.1	
OG0022544			XP_022797841.1	
OG0022545			XP_022797844.1	
OG0022546			XP_022797857.1	
OG0022547			XP_022797880.1	
OG0022548			XP_022797886.1	
OG0022549			XP_022797892.1	
OG0022550			XP_022797898.1	
OG0022551			XP_022797900.1	
OG0022552			XP_022797904.1	
OG0022553			XP_022797922.1	
OG0022554			XP_022797925.1	
OG0022555			XP_022797937.1	
OG0022556			XP_022797971.1	
OG0022557			XP_022797975.1	
OG0022558			XP_022797977.1	
OG0022559			XP_022797982.1	
OG0022560			XP_022798020.1	
OG0022561			XP_022798023.1	
OG0022562			XP_022798024.1	
OG0022563			XP_022798036.1	
OG0022564			XP_022798065.1	
OG0022565			XP_022798066.1	
OG0022566			XP_022798068.1	
OG0022567			XP_022798071.1	
OG0022568			XP_022798077.1	
OG0022569			XP_022798086.1	
OG0022570			XP_022798101.1	
OG0022571			XP_022798117.1	
OG0022572			XP_022798118.1	
OG0022573			XP_022798152.1	
OG0022574			XP_022798162.1	
OG0022575			XP_022798167.1	
OG0022576			XP_022798183.1	
OG0022577			XP_022798190.1	
OG0022578			XP_022798191.1	
OG0022579			XP_022798198.1	
OG0022580			XP_022798200.1	
OG0022581			XP_022798206.1	
OG0022582			XP_022798219.1	
OG0022583			XP_022798291.1	
OG0022584			XP_022798315.1	
OG0022585			XP_022798316.1	
OG0022586			XP_022798343.1	
OG0022587			XP_022798346.1	
OG0022588			XP_022798353.1	
OG0022589			XP_022798373.1	
OG0022590			XP_022798374.1	
OG0022591			XP_022798377.1	
OG0022592			XP_022798409.1	
OG0022593			XP_022798426.1	
OG0022594			XP_022798440.1	
OG0022595			XP_022798469.1	
OG0022596			XP_022798475.1	
OG0022597			XP_022798492.1	
OG0022598			XP_022798493.1	
OG0022599			XP_022798516.1	
OG0022600			XP_022798530.1	
OG0022601			XP_022798541.1	
OG0022602			XP_022798566.1	
OG0022603			XP_022798580.1	
OG0022604			XP_022798582.1	
OG0022605			XP_022798608.1	
OG0022606			XP_022798638.1	
OG0022607			XP_022798641.1	
OG0022608			XP_022798646.1	
OG0022609			XP_022798656.1	
OG0022610			XP_022798701.1	
OG0022611			XP_022798703.1	
OG0022612			XP_022798735.1	
OG0022613			XP_022798740.1	
OG0022614			XP_022798761.1	
OG0022615			XP_022798776.1	
OG0022616			XP_022798820.1	
OG0022617			XP_022798826.1	
OG0022618			XP_022798836.1	
OG0022619			XP_022798848.1	
OG0022620			XP_022798852.1	
OG0022621			XP_022798857.1	
OG0022622			XP_022798877.1	
OG0022623			XP_022798908.1	
OG0022624			XP_022798920.1	
OG0022625			XP_022798923.1	
OG0022626			XP_022798958.1	
OG0022627			XP_022798959.1	
OG0022628			XP_022798968.1	
OG0022629			XP_022798988.1	
OG0022630			XP_022799004.1	
OG0022631			XP_022799028.1	
OG0022632			XP_022799035.1	
OG0022633			XP_022799065.1	
OG0022634			XP_022799083.1	
OG0022635			XP_022799084.1	
OG0022636			XP_022799085.1	
OG0022637			XP_022799112.1	
OG0022638			XP_022799115.1	
OG0022639			XP_022799134.1	
OG0022640			XP_022799183.1	
OG0022641			XP_022799212.1	
OG0022642			XP_022799225.1	
OG0022643			XP_022799226.1	
OG0022644			XP_022799227.1	
OG0022645			XP_022799228.1	
OG0022646			XP_022799233.1	
OG0022647			XP_022799234.1	
OG0022648			XP_022799248.1	
OG0022649			XP_022799258.1	
OG0022650			XP_022799272.1	
OG0022651			XP_022799303.1	
OG0022652			XP_022799307.1	
OG0022653			XP_022799308.1	
OG0022654			XP_022799335.1	
OG0022655			XP_022799340.1	
OG0022656			XP_022799342.1	
OG0022657			XP_022799374.1	
OG0022658			XP_022799383.1	
OG0022659			XP_022799398.1	
OG0022660			XP_022799449.1	
OG0022661			XP_022799452.1	
OG0022662			XP_022799489.1	
OG0022663			XP_022799501.1	
OG0022664			XP_022799513.1	
OG0022665			XP_022799516.1	
OG0022666			XP_022799531.1	
OG0022667			XP_022799532.1	
OG0022668			XP_022799534.1	
OG0022669			XP_022799541.1	
OG0022670			XP_022799566.1	
OG0022671			XP_022799578.1	
OG0022672			XP_022799581.1	
OG0022673			XP_022799598.1	
OG0022674			XP_022799606.1	
OG0022675			XP_022799607.1	
OG0022676			XP_022799615.1	
OG0022677			XP_022799624.1	
OG0022678			XP_022799632.1	
OG0022679			XP_022799634.1	
OG0022680			XP_022799649.1	
OG0022681			XP_022799650.1	
OG0022682			XP_022799654.1	
OG0022683			XP_022799657.1	
OG0022684			XP_022799659.1	
OG0022685			XP_022799676.1	
OG0022686			XP_022799690.1	
OG0022687			XP_022799704.1	
OG0022688			XP_022799715.1	
OG0022689			XP_022799756.1	
OG0022690			XP_022799762.1	
OG0022691			XP_022799773.1	
OG0022692			XP_022799777.1	
OG0022693			XP_022799809.1	
OG0022694			XP_022799825.1	
OG0022695			XP_022799828.1	
OG0022696			XP_022799838.1	
OG0022697			XP_022799862.1	
OG0022698			XP_022799867.1	
OG0022699			XP_022799878.1	
OG0022700			XP_022799888.1	
OG0022701			XP_022799889.1	
OG0022702			XP_022799898.1	
OG0022703			XP_022799929.1	
OG0022704			XP_022799952.1	
OG0022705			XP_022799953.1	
OG0022706			XP_022799956.1	
OG0022707			XP_022799958.1	
OG0022708			XP_022799960.1	
OG0022709			XP_022799966.1	
OG0022710			XP_022799971.1	
OG0022711			XP_022799977.1	
OG0022712			XP_022799979.1	
OG0022713			XP_022800012.1	
OG0022714			XP_022800026.1	
OG0022715			XP_022800031.1	
OG0022716			XP_022800039.1	
OG0022717			XP_022800067.1	
OG0022718			XP_022800086.1	
OG0022719			XP_022800088.1	
OG0022720			XP_022800112.1	
OG0022721			XP_022800113.1	
OG0022722			XP_022800138.1	
OG0022723			XP_022800139.1	
OG0022724			XP_022800152.1	
OG0022725			XP_022800191.1	
OG0022726			XP_022800193.1	
OG0022727			XP_022800197.1	
OG0022728			XP_022800202.1	
OG0022729			XP_022800299.1	
OG0022730			XP_022800301.1	
OG0022731			XP_022800319.1	
OG0022732			XP_022800350.1	
OG0022733			XP_022800380.1	
OG0022734			XP_022800383.1	
OG0022735			XP_022800389.1	
OG0022736			XP_022800406.1	
OG0022737			XP_022800419.1	
OG0022738			XP_022800420.1	
OG0022739			XP_022800451.1	
OG0022740			XP_022800460.1	
OG0022741			XP_022800473.1	
OG0022742			XP_022800474.1	
OG0022743			XP_022800476.1	
OG0022744			XP_022800502.1	
OG0022745			XP_022800517.1	
OG0022746			XP_022800534.1	
OG0022747			XP_022800547.1	
OG0022748			XP_022800554.1	
OG0022749			XP_022800566.1	
OG0022750			XP_022800569.1	
OG0022751			XP_022800586.1	
OG0022752			XP_022800591.1	
OG0022753			XP_022800624.1	
OG0022754			XP_022800629.1	
OG0022755			XP_022800636.1	
OG0022756			XP_022800642.1	
OG0022757			XP_022800648.1	
OG0022758			XP_022800664.1	
OG0022759			XP_022800677.1	
OG0022760			XP_022800684.1	
OG0022761			XP_022800689.1	
OG0022762			XP_022800704.1	
OG0022763			XP_022800732.1	
OG0022764			XP_022800733.1	
OG0022765			XP_022800782.1	
OG0022766			XP_022800803.1	
OG0022767			XP_022800807.1	
OG0022768			XP_022800821.1	
OG0022769			XP_022800826.1	
OG0022770			XP_022800830.1	
OG0022771			XP_022800832.1	
OG0022772			XP_022800835.1	
OG0022773			XP_022800878.1	
OG0022774			XP_022800885.1	
OG0022775			XP_022800887.1	
OG0022776			XP_022800906.1	
OG0022777			XP_022800923.1	
OG0022778			XP_022800926.1	
OG0022779			XP_022800929.1	
OG0022780			XP_022800930.1	
OG0022781			XP_022800939.1	
OG0022782			XP_022800959.1	
OG0022783			XP_022800969.1	
OG0022784			XP_022800983.1	
OG0022785			XP_022800988.1	
OG0022786			XP_022801023.1	
OG0022787			XP_022801028.1	
OG0022788			XP_022801036.1	
OG0022789			XP_022801050.1	
OG0022790			XP_022801070.1	
OG0022791			XP_022801094.1	
OG0022792			XP_022801103.1	
OG0022793			XP_022801108.1	
OG0022794			XP_022801124.1	
OG0022795			XP_022801133.1	
OG0022796			XP_022801135.1	
OG0022797			XP_022801136.1	
OG0022798			XP_022801146.1	
OG0022799			XP_022801159.1	
OG0022800			XP_022801197.1	
OG0022801			XP_022801221.1	
OG0022802			XP_022801235.1	
OG0022803			XP_022801272.1	
OG0022804			XP_022801282.1	
OG0022805			XP_022801311.1	
OG0022806			XP_022801316.1	
OG0022807			XP_022801321.1	
OG0022808			XP_022801324.1	
OG0022809			XP_022801333.1	
OG0022810			XP_022801363.1	
OG0022811			XP_022801391.1	
OG0022812			XP_022801394.1	
OG0022813			XP_022801401.1	
OG0022814			XP_022801415.1	
OG0022815			XP_022801418.1	
OG0022816			XP_022801419.1	
OG0022817			XP_022801430.1	
OG0022818			XP_022801435.1	
OG0022819			XP_022801443.1	
OG0022820			XP_022801456.1	
OG0022821			XP_022801458.1	
OG0022822			XP_022801459.1	
OG0022823			XP_022801471.1	
OG0022824			XP_022801479.1	
OG0022825			XP_022801510.1	
OG0022826			XP_022801513.1	
OG0022827			XP_022801533.1	
OG0022828			XP_022801552.1	
OG0022829			XP_022801554.1	
OG0022830			XP_022801565.1	
OG0022831			XP_022801574.1	
OG0022832			XP_022801580.1	
OG0022833			XP_022801599.1	
OG0022834			XP_022801602.1	
OG0022835			XP_022801604.1	
OG0022836			XP_022801608.1	
OG0022837			XP_022801612.1	
OG0022838			XP_022801615.1	
OG0022839			XP_022801617.1	
OG0022840			XP_022801628.1	
OG0022841			XP_022801652.1	
OG0022842			XP_022801684.1	
OG0022843			XP_022801686.1	
OG0022844			XP_022801751.1	
OG0022845			XP_022801808.1	
OG0022846			XP_022801812.1	
OG0022847			XP_022801817.1	
OG0022848			XP_022801819.1	
OG0022849			XP_022801825.1	
OG0022850			XP_022801856.1	
OG0022851			XP_022801888.1	
OG0022852			XP_022801891.1	
OG0022853			XP_022801952.1	
OG0022854			XP_022801981.1	
OG0022855			XP_022801987.1	
OG0022856			XP_022801991.1	
OG0022857			XP_022802006.1	
OG0022858			XP_022802034.1	
OG0022859			XP_022802042.1	
OG0022860			XP_022802064.1	
OG0022861			XP_022802100.1	
OG0022862			XP_022802116.1	
OG0022863			XP_022802117.1	
OG0022864			XP_022802159.1	
OG0022865			XP_022802167.1	
OG0022866			XP_022802175.1	
OG0022867			XP_022802178.1	
OG0022868			XP_022802182.1	
OG0022869			XP_022802196.1	
OG0022870			XP_022802197.1	
OG0022871			XP_022802199.1	
OG0022872			XP_022802207.1	
OG0022873			XP_022802225.1	
OG0022874			XP_022802243.1	
OG0022875			XP_022802245.1	
OG0022876			XP_022802263.1	
OG0022877			XP_022802273.1	
OG0022878			XP_022802276.1	
OG0022879			XP_022802289.1	
OG0022880			XP_022802307.1	
OG0022881			XP_022802308.1	
OG0022882			XP_022802314.1	
OG0022883			XP_022802327.1	
OG0022884			XP_022802328.1	
OG0022885			XP_022802354.1	
OG0022886			XP_022802374.1	
OG0022887			XP_022802379.1	
OG0022888			XP_022802397.1	
OG0022889			XP_022802426.1	
OG0022890			XP_022802463.1	
OG0022891			XP_022802487.1	
OG0022892			XP_022802521.1	
OG0022893			XP_022802524.1	
OG0022894			XP_022802535.1	
OG0022895			XP_022802551.1	
OG0022896			XP_022802553.1	
OG0022897			XP_022802581.1	
OG0022898			XP_022802584.1	
OG0022899			XP_022802599.1	
OG0022900			XP_022802609.1	
OG0022901			XP_022802615.1	
OG0022902			XP_022802623.1	
OG0022903			XP_022802636.1	
OG0022904			XP_022802651.1	
OG0022905			XP_022802668.1	
OG0022906			XP_022802673.1	
OG0022907			XP_022802677.1	
OG0022908			XP_022802716.1	
OG0022909			XP_022802718.1	
OG0022910			XP_022802768.1	
OG0022911			XP_022802787.1	
OG0022912			XP_022802826.1	
OG0022913			XP_022802828.1	
OG0022914			XP_022802832.1	
OG0022915			XP_022802834.1	
OG0022916			XP_022802854.1	
OG0022917			XP_022802855.1	
OG0022918			XP_022802866.1	
OG0022919			XP_022802871.1	
OG0022920			XP_022802873.1	
OG0022921			XP_022802877.1	
OG0022922			XP_022802880.1	
OG0022923			XP_022802885.1	
OG0022924			XP_022802928.1	
OG0022925			XP_022802972.1	
OG0022926			XP_022802988.1	
OG0022927			XP_022803028.1	
OG0022928			XP_022803053.1	
OG0022929			XP_022803061.1	
OG0022930			XP_022803070.1	
OG0022931			XP_022803072.1	
OG0022932			XP_022803076.1	
OG0022933			XP_022803077.1	
OG0022934			XP_022803108.1	
OG0022935			XP_022803163.1	
OG0022936			XP_022803191.1	
OG0022937			XP_022803214.1	
OG0022938			XP_022803219.1	
OG0022939			XP_022803271.1	
OG0022940			XP_022803281.1	
OG0022941			XP_022803284.1	
OG0022942			XP_022803341.1	
OG0022943			XP_022803344.1	
OG0022944			XP_022803367.1	
OG0022945			XP_022803390.1	
OG0022946			XP_022803450.1	
OG0022947			XP_022803471.1	
OG0022948			XP_022803481.1	
OG0022949			XP_022803513.1	
OG0022950			XP_022803530.1	
OG0022951			XP_022803531.1	
OG0022952			XP_022803543.1	
OG0022953			XP_022803550.1	
OG0022954			XP_022803568.1	
OG0022955			XP_022803587.1	
OG0022956			XP_022803599.1	
OG0022957			XP_022803611.1	
OG0022958			XP_022803612.1	
OG0022959			XP_022803638.1	
OG0022960			XP_022803644.1	
OG0022961			XP_022803685.1	
OG0022962			XP_022803697.1	
OG0022963			XP_022803701.1	
OG0022964			XP_022803730.1	
OG0022965			XP_022803739.1	
OG0022966			XP_022803745.1	
OG0022967			XP_022803754.1	
OG0022968			XP_022803785.1	
OG0022969			XP_022803795.1	
OG0022970			XP_022803799.1	
OG0022971			XP_022803801.1	
OG0022972			XP_022803816.1	
OG0022973			XP_022803817.1	
OG0022974			XP_022803819.1	
OG0022975			XP_022803822.1	
OG0022976			XP_022803824.1	
OG0022977			XP_022803858.1	
OG0022978			XP_022803859.1	
OG0022979			XP_022803860.1	
OG0022980			XP_022803862.1	
OG0022981			XP_022803866.1	
OG0022982			XP_022803870.1	
OG0022983			XP_022803873.1	
OG0022984			XP_022803919.1	
OG0022985			XP_022803925.1	
OG0022986			XP_022803956.1	
OG0022987			XP_022803987.1	
OG0022988			XP_022804024.1	
OG0022989			XP_022804045.1	
OG0022990			XP_022804047.1	
OG0022991			XP_022804058.1	
OG0022992			XP_022804060.1	
OG0022993			XP_022804069.1	
OG0022994			XP_022804073.1	
OG0022995			XP_022804083.1	
OG0022996			XP_022804087.1	
OG0022997			XP_022804097.1	
OG0022998			XP_022804105.1	
OG0022999			XP_022804108.1	
OG0023000			XP_022804142.1	
OG0023001			XP_022804145.1	
OG0023002			XP_022804158.1	
OG0023003			XP_022804179.1	
OG0023004			XP_022804189.1	
OG0023005			XP_022804192.1	
OG0023006			XP_022804196.1	
OG0023007			XP_022804200.1	
OG0023008			XP_022804220.1	
OG0023009			XP_022804234.1	
OG0023010			XP_022804249.1	
OG0023011			XP_022804250.1	
OG0023012			XP_022804264.1	
OG0023013			XP_022804300.1	
OG0023014			XP_022804308.1	
OG0023015			XP_022804310.1	
OG0023016			XP_022804311.1	
OG0023017			XP_022804316.1	
OG0023018			XP_022804326.1	
OG0023019			XP_022804327.1	
OG0023020			XP_022804350.1	
OG0023021			XP_022804357.1	
OG0023022			XP_022804362.1	
OG0023023			XP_022804364.1	
OG0023024			XP_022804391.1	
OG0023025			XP_022804440.1	
OG0023026			XP_022804441.1	
OG0023027			XP_022804446.1	
OG0023028			XP_022804452.1	
OG0023029			XP_022804478.1	
OG0023030			XP_022804532.1	
OG0023031			XP_022804548.1	
OG0023032			XP_022804552.1	
OG0023033			XP_022804571.1	
OG0023034			XP_022804572.1	
OG0023035			XP_022804575.1	
OG0023036			XP_022804587.1	
OG0023037			XP_022804598.1	
OG0023038			XP_022804601.1	
OG0023039			XP_022804602.1	
OG0023040			XP_022804604.1	
OG0023041			XP_022804615.1	
OG0023042			XP_022804673.1	
OG0023043			XP_022804676.1	
OG0023044			XP_022804683.1	
OG0023045			XP_022804693.1	
OG0023046			XP_022804764.1	
OG0023047			XP_022804768.1	
OG0023048			XP_022804785.1	
OG0023049			XP_022804794.1	
OG0023050			XP_022804842.1	
OG0023051			XP_022804863.1	
OG0023052			XP_022804904.1	
OG0023053			XP_022804906.1	
OG0023054			XP_022804915.1	
OG0023055			XP_022804927.1	
OG0023056			XP_022804928.1	
OG0023057			XP_022804929.1	
OG0023058			XP_022804932.1	
OG0023059			XP_022804960.1	
OG0023060			XP_022804971.1	
OG0023061			XP_022804976.1	
OG0023062			XP_022804978.1	
OG0023063			XP_022804990.1	
OG0023064			XP_022805027.1	
OG0023065			XP_022805028.1	
OG0023066			XP_022805049.1	
OG0023067			XP_022805051.1	
OG0023068			XP_022805069.1	
OG0023069			XP_022805086.1	
OG0023070			XP_022805120.1	
OG0023071			XP_022805176.1	
OG0023072			XP_022805225.1	
OG0023073			XP_022805239.1	
OG0023074			XP_022805241.1	
OG0023075			XP_022805247.1	
OG0023076			XP_022805256.1	
OG0023077			XP_022805258.1	
OG0023078			XP_022805260.1	
OG0023079			XP_022805281.1	
OG0023080			XP_022805283.1	
OG0023081			XP_022805289.1	
OG0023082			XP_022805348.1	
OG0023083			XP_022805350.1	
OG0023084			XP_022805411.1	
OG0023085			XP_022805422.1	
OG0023086			XP_022805426.1	
OG0023087			XP_022805430.1	
OG0023088			XP_022805452.1	
OG0023089			XP_022805458.1	
OG0023090			XP_022805465.1	
OG0023091			XP_022805505.1	
OG0023092			XP_022805523.1	
OG0023093			XP_022805527.1	
OG0023094			XP_022805536.1	
OG0023095			XP_022805565.1	
OG0023096			XP_022805566.1	
OG0023097			XP_022805607.1	
OG0023098			XP_022805619.1	
OG0023099			XP_022805626.1	
OG0023100			XP_022805638.1	
OG0023101			XP_022805641.1	
OG0023102			XP_022805642.1	
OG0023103			XP_022805658.1	
OG0023104			XP_022805664.1	
OG0023105			XP_022805666.1	
OG0023106			XP_022805669.1	
OG0023107			XP_022805682.1	
OG0023108			XP_022805710.1	
OG0023109			XP_022805727.1	
OG0023110			XP_022805732.1	
OG0023111			XP_022805735.1	
OG0023112			XP_022805738.1	
OG0023113			XP_022805774.1	
OG0023114			XP_022805794.1	
OG0023115			XP_022805800.1	
OG0023116			XP_022805809.1	
OG0023117			XP_022805827.1	
OG0023118			XP_022805832.1	
OG0023119			XP_022805843.1	
OG0023120			XP_022805852.1	
OG0023121			XP_022805857.1	
OG0023122			XP_022805868.1	
