Orthogroup	Species	nvec_longest_isoform	Orthologs
OG0008172	aip_longest_isoforms	XP_032217753.1	XP_020909581.1
OG0008173	xenia_longest_isoforms	XP_048582517.1	Xe_005055-T1
OG0008173	aip_longest_isoforms	XP_048582517.1	XP_020909598.1
OG0008173	spis_longest_isoform_marker	XP_048582517.1	XP_022800505.1
OG0008174	spis_longest_isoform_marker	XP_032236164.2	XP_022800527.1, XP_022800526.1
OG0008174	aip_longest_isoforms	XP_032236164.2	XP_020909599.1
OG0008175	xenia_longest_isoforms	XP_048582398.1	Xe_021049-T1, Xe_020977-T1
OG0008175	aip_longest_isoforms	XP_048582398.1	XP_020909607.1
OG0008176	spis_longest_isoform_marker	XP_001639626.1	XP_022802425.1
OG0008176	aip_longest_isoforms	XP_001639626.1	XP_020909616.1, XP_020909651.1
OG0008177	xenia_longest_isoforms	XP_032236159.1	Xe_020274-T1
OG0008177	spis_longest_isoform_marker	XP_032236159.1	XP_022792073.1
OG0008177	aip_longest_isoforms	XP_032236159.1	XP_020909617.1
OG0008178	xenia_longest_isoforms	XP_001633193.1	Xe_004496-T1
OG0008178	aip_longest_isoforms	XP_001633193.1	XP_020909618.1
OG0008178	spis_longest_isoform_marker	XP_001633193.1	XP_022787611.1
OG0008179	xenia_longest_isoforms	XP_032236506.2	Xe_004395-T1
OG0008179	spis_longest_isoform_marker	XP_032236506.2	XP_022794250.1
OG0008179	aip_longest_isoforms	XP_032236506.2	XP_020909624.1
OG0008180	xenia_longest_isoforms	XP_032238487.2	Xe_004921-T1
OG0008180	aip_longest_isoforms	XP_032238487.2	XP_020909626.1
OG0008180	spis_longest_isoform_marker	XP_032238487.2	XP_022808680.1
OG0008181	xenia_longest_isoforms	XP_001623420.1	Xe_004930-T1
OG0008181	spis_longest_isoform_marker	XP_001623420.1	XP_022785815.1
OG0008181	aip_longest_isoforms	XP_001623420.1	XP_020909627.1
OG0008182	xenia_longest_isoforms	XP_001634149.2	Xe_004489-T1
OG0008182	spis_longest_isoform_marker	XP_001634149.2	XP_022793436.1
OG0008182	aip_longest_isoforms	XP_001634149.2	XP_020909633.1
OG0008183	xenia_longest_isoforms	XP_048582038.1	Xe_019282-T1
OG0008183	spis_longest_isoform_marker	XP_048582038.1	XP_022798678.1
OG0008183	aip_longest_isoforms	XP_048582038.1	XP_020909634.1
OG0008184	xenia_longest_isoforms	XP_048582533.1	Xe_006293-T1
OG0008184	spis_longest_isoform_marker	XP_048582533.1	XP_022780878.1
OG0008184	aip_longest_isoforms	XP_048582533.1	XP_020909636.1
OG0008185	xenia_longest_isoforms	XP_032220386.1	Xe_004471-T1
OG0008185	spis_longest_isoform_marker	XP_032220386.1	XP_022794257.1
OG0008185	aip_longest_isoforms	XP_032220386.1	XP_020909638.1
OG0008187	xenia_longest_isoforms	XP_048582463.1	Xe_020590-T1
OG0008187	spis_longest_isoform_marker	XP_048582463.1	XP_022780894.1
OG0008187	aip_longest_isoforms	XP_048582463.1	XP_020909652.1
OG0008188	xenia_longest_isoforms	XP_001629426.3	Xe_020916-T1
OG0008188	spis_longest_isoform_marker	XP_001629426.3	XP_022790747.1
OG0008188	aip_longest_isoforms	XP_001629426.3	XP_020909667.1
OG0008189	spis_longest_isoform_marker	XP_001629447.3, XP_001636598.3	XP_022798130.1
OG0008189	aip_longest_isoforms	XP_001629447.3, XP_001636598.3	XP_020909668.1
OG0008190	xenia_longest_isoforms	XP_001633380.2	Xe_004424-T1
OG0008190	spis_longest_isoform_marker	XP_001633380.2	XP_022808685.1
OG0008190	aip_longest_isoforms	XP_001633380.2	XP_020909673.1
OG0008191	xenia_longest_isoforms	XP_048582607.1	Xe_005143-T1
OG0008191	spis_longest_isoform_marker	XP_048582607.1	XP_022780524.1
OG0008191	aip_longest_isoforms	XP_048582607.1	XP_020909679.1
OG0008192	xenia_longest_isoforms	XP_048582357.1	Xe_019850-T1
OG0008192	aip_longest_isoforms	XP_048582357.1	XP_020909680.1
OG0008192	spis_longest_isoform_marker	XP_048582357.1	XP_022798129.1
OG0008193	xenia_longest_isoforms	XP_048582354.1	Xe_009367-T1
OG0008193	spis_longest_isoform_marker	XP_048582354.1	XP_022798111.1
OG0008193	aip_longest_isoforms	XP_048582354.1	XP_020909682.1
OG0008194	xenia_longest_isoforms	XP_032239456.2	Xe_004450-T1
OG0008194	spis_longest_isoform_marker	XP_032239456.2	XP_022793443.1
OG0008194	aip_longest_isoforms	XP_032239456.2	XP_020909691.2
OG0008195	xenia_longest_isoforms	XP_048582520.1	Xe_014101-T1
OG0008195	spis_longest_isoform_marker	XP_048582520.1	XP_022803527.1
OG0008195	aip_longest_isoforms	XP_048582520.1	XP_020909694.1
OG0008196	xenia_longest_isoforms	XP_001631077.2	Xe_016187-T1
OG0008196	spis_longest_isoform_marker	XP_001631077.2	XP_022781258.1
OG0008196	aip_longest_isoforms	XP_001631077.2	XP_020909706.1
OG0008197	xenia_longest_isoforms	XP_001628170.3	Xe_000183-T1
OG0008197	aip_longest_isoforms	XP_001628170.3	XP_020909708.1
OG0008197	spis_longest_isoform_marker	XP_001628170.3	XP_022798112.1
OG0008198	xenia_longest_isoforms	XP_048581827.1	Xe_005011-T1
OG0008198	spis_longest_isoform_marker	XP_048581827.1	XP_022804682.1
OG0008198	aip_longest_isoforms	XP_048581827.1	XP_020909709.1
OG0008199	xenia_longest_isoforms	XP_032234161.2	Xe_014803-T1
OG0008199	spis_longest_isoform_marker	XP_032234161.2	XP_022798896.1
OG0008199	aip_longest_isoforms	XP_032234161.2	XP_020909712.1
OG0008200	xenia_longest_isoforms	XP_001639625.3	Xe_004470-T1
OG0008200	spis_longest_isoform_marker	XP_001639625.3	XP_022794293.1
OG0008200	aip_longest_isoforms	XP_001639625.3	XP_020909719.1
OG0008201	xenia_longest_isoforms	XP_001641720.3	Xe_015898-T1
OG0008201	spis_longest_isoform_marker	XP_001641720.3	XP_022800662.1
OG0008201	aip_longest_isoforms	XP_001641720.3	XP_020909724.1
OG0008202	xenia_longest_isoforms	XP_048582074.1	Xe_004495-T1
OG0008202	aip_longest_isoforms	XP_048582074.1	XP_020909734.1
OG0008202	spis_longest_isoform_marker	XP_048582074.1	XP_022787572.1
OG0008203	xenia_longest_isoforms	XP_032242136.1	Xe_015829-T1
OG0008203	spis_longest_isoform_marker	XP_032242136.1	XP_022787233.1
OG0008203	aip_longest_isoforms	XP_032242136.1	XP_020909746.1
OG0008204	xenia_longest_isoforms	XP_001625208.1	Xe_004904-T1
OG0008204	spis_longest_isoform_marker	XP_001625208.1	XP_022808617.1
OG0008204	aip_longest_isoforms	XP_001625208.1	XP_020909765.1
OG0008205	spis_longest_isoform_marker	XP_032242129.1	XP_022800327.1, XP_022797526.1
OG0008205	aip_longest_isoforms	XP_032242129.1	XP_020909766.1
OG0008206	xenia_longest_isoforms	XP_032237479.2	Xe_014680-T1
OG0008206	spis_longest_isoform_marker	XP_032237479.2	XP_022796444.1
OG0008206	aip_longest_isoforms	XP_032237479.2	XP_020909774.1
OG0008207	xenia_longest_isoforms	XP_048579121.1	Xe_008474-T1
OG0008207	spis_longest_isoform_marker	XP_048579121.1	XP_022802202.1
OG0008207	aip_longest_isoforms	XP_048579121.1	XP_020909780.1
OG0008208	xenia_longest_isoforms	XP_032237724.2	Xe_008363-T1
OG0008208	spis_longest_isoform_marker	XP_032237724.2	XP_022786210.1
OG0008208	aip_longest_isoforms	XP_032237724.2	XP_020909782.1
OG0008209	xenia_longest_isoforms	XP_032237726.2	Xe_008151-T1
OG0008209	spis_longest_isoform_marker	XP_032237726.2	XP_022786188.1
OG0008209	aip_longest_isoforms	XP_032237726.2	XP_020909784.1
OG0008210	xenia_longest_isoforms	XP_048578809.1	Xe_008666-T1
OG0008210	spis_longest_isoform_marker	XP_048578809.1	XP_022792240.1
OG0008210	aip_longest_isoforms	XP_048578809.1	XP_020909788.1
OG0008211	spis_longest_isoform_marker	XP_001633719.2	XP_022792222.1, XP_022792218.1
OG0008211	aip_longest_isoforms	XP_001633719.2	XP_020909790.1
OG0008212	xenia_longest_isoforms	XP_048578528.1	Xe_008463-T1
OG0008212	spis_longest_isoform_marker	XP_048578528.1	XP_022802210.1
OG0008212	aip_longest_isoforms	XP_048578528.1	XP_020909791.1
OG0008213	xenia_longest_isoforms	XP_001624298.2	Xe_008529-T1
OG0008213	spis_longest_isoform_marker	XP_001624298.2	XP_022806349.1
OG0008213	aip_longest_isoforms	XP_001624298.2	XP_020909797.1
OG0008214	xenia_longest_isoforms	XP_001641722.2	Xe_016023-T1
OG0008214	spis_longest_isoform_marker	XP_001641722.2	XP_022800508.1
OG0008214	aip_longest_isoforms	XP_001641722.2	XP_020909829.1
OG0008215	spis_longest_isoform_marker	XP_032241274.2	XP_022792220.1
OG0008215	aip_longest_isoforms	XP_032241274.2	XP_028517505.1, XP_020909830.1
OG0008216	xenia_longest_isoforms	XP_048578530.1	Xe_008103-T1
OG0008216	spis_longest_isoform_marker	XP_048578530.1	XP_022802208.1
OG0008216	aip_longest_isoforms	XP_048578530.1	XP_020909855.1
OG0008217	xenia_longest_isoforms	XP_048589356.1	Xe_022227-T1
OG0008217	spis_longest_isoform_marker	XP_048589356.1	XP_022797126.1
OG0008217	aip_longest_isoforms	XP_048589356.1	XP_020909863.1
OG0008218	xenia_longest_isoforms	XP_048578663.1	Xe_008099-T1
OG0008218	aip_longest_isoforms	XP_048578663.1	XP_020909864.2
OG0008218	spis_longest_isoform_marker	XP_048578663.1	XP_022779889.1
OG0008219	xenia_longest_isoforms	XP_032237735.2	Xe_008391-T1
OG0008219	spis_longest_isoform_marker	XP_032237735.2	XP_022786198.1
OG0008219	aip_longest_isoforms	XP_032237735.2	XP_020909872.1
OG0008220	xenia_longest_isoforms	XP_001632907.2	Xe_012654-T1
OG0008220	spis_longest_isoform_marker	XP_001632907.2	XP_022793483.1
OG0008220	aip_longest_isoforms	XP_001632907.2	XP_020909881.1
OG0008221	xenia_longest_isoforms	XP_032237952.2	Xe_012987-T1
OG0008221	spis_longest_isoform_marker	XP_032237952.2	XP_022793504.1
OG0008221	aip_longest_isoforms	XP_032237952.2	XP_020909891.1
OG0008222	xenia_longest_isoforms	XP_032223270.2	Xe_015518-T1
OG0008222	spis_longest_isoform_marker	XP_032223270.2	XP_022794014.1
OG0008222	aip_longest_isoforms	XP_032223270.2	XP_020909893.1
OG0008223	xenia_longest_isoforms	XP_048580793.1	Xe_012895-T1
OG0008223	spis_longest_isoform_marker	XP_048580793.1	XP_022793534.1
OG0008223	aip_longest_isoforms	XP_048580793.1	XP_020909894.1
OG0008224	xenia_longest_isoforms	XP_001627231.3	Xe_012902-T1
OG0008224	spis_longest_isoform_marker	XP_001627231.3	XP_022793513.1
OG0008224	aip_longest_isoforms	XP_001627231.3	XP_020909896.1
OG0008225	xenia_longest_isoforms	XP_001625526.2	Xe_012896-T1
OG0008225	spis_longest_isoform_marker	XP_001625526.2	XP_022793535.1
OG0008225	aip_longest_isoforms	XP_001625526.2	XP_020909897.1
OG0008226	xenia_longest_isoforms	XP_032235680.2	Xe_014428-T1
OG0008226	spis_longest_isoform_marker	XP_032235680.2	XP_022804076.1
OG0008226	aip_longest_isoforms	XP_032235680.2	XP_020909913.1
OG0008227	xenia_longest_isoforms	XP_048581722.1	Xe_011490-T1
OG0008227	spis_longest_isoform_marker	XP_048581722.1	XP_022778349.1
OG0008227	aip_longest_isoforms	XP_048581722.1	XP_020909928.1
OG0008228	xenia_longest_isoforms	XP_001622285.2	Xe_008120-T1
OG0008228	spis_longest_isoform_marker	XP_001622285.2	XP_022808428.1
OG0008228	aip_longest_isoforms	XP_001622285.2	XP_020909934.1
OG0008229	xenia_longest_isoforms	XP_001642098.1	Xe_008437-T1
OG0008229	spis_longest_isoform_marker	XP_001642098.1	XP_022786184.1
OG0008229	aip_longest_isoforms	XP_001642098.1	XP_020909935.1
OG0008230	xenia_longest_isoforms	XP_048578402.1	Xe_008639-T1
OG0008230	spis_longest_isoform_marker	XP_048578402.1	XP_022786148.1
OG0008230	aip_longest_isoforms	XP_048578402.1	XP_020909937.1
OG0008231	xenia_longest_isoforms	XP_032237803.2	Xe_016467-T1
OG0008231	spis_longest_isoform_marker	XP_032237803.2	XP_022787691.1
OG0008231	aip_longest_isoforms	XP_032237803.2	XP_020909940.1
OG0008232	xenia_longest_isoforms	XP_032234772.1	Xe_008117-T1
OG0008232	spis_longest_isoform_marker	XP_032234772.1	XP_022792224.1
OG0008232	aip_longest_isoforms	XP_032234772.1	XP_020909944.1
OG0008233	xenia_longest_isoforms	XP_001642097.1	Xe_008136-T1
OG0008233	spis_longest_isoform_marker	XP_001642097.1	XP_022786195.1
OG0008233	aip_longest_isoforms	XP_001642097.1	XP_020909949.1
OG0008234	xenia_longest_isoforms	XP_048578791.1	Xe_008388-T1
OG0008234	spis_longest_isoform_marker	XP_048578791.1	XP_022786117.1
OG0008234	aip_longest_isoforms	XP_048578791.1	XP_020909951.1
OG0008235	xenia_longest_isoforms	XP_001633245.1	Xe_004799-T1
OG0008235	spis_longest_isoform_marker	XP_001633245.1	XP_022802377.1
OG0008235	aip_longest_isoforms	XP_001633245.1	XP_020909982.1
OG0008236	xenia_longest_isoforms	XP_032235233.1	Xe_015854-T1
OG0008236	spis_longest_isoform_marker	XP_032235233.1	XP_022797114.1
OG0008236	aip_longest_isoforms	XP_032235233.1	XP_020909992.1
OG0008237	xenia_longest_isoforms	XP_032230877.2	Xe_004988-T1
OG0008237	spis_longest_isoform_marker	XP_032230877.2	XP_022790634.1
OG0008237	aip_longest_isoforms	XP_032230877.2	XP_020910001.1
OG0008238	xenia_longest_isoforms	XP_032236504.2	Xe_005102-T1
OG0008238	spis_longest_isoform_marker	XP_032236504.2	XP_022781557.1
OG0008238	aip_longest_isoforms	XP_032236504.2	XP_020910003.1
OG0008239	xenia_longest_isoforms	XP_032238293.2	Xe_012811-T1
OG0008239	spis_longest_isoform_marker	XP_032238293.2	XP_022777550.1
OG0008239	aip_longest_isoforms	XP_032238293.2	XP_020910005.1
OG0008240	xenia_longest_isoforms	XP_048589335.1	Xe_015147-T1
OG0008240	spis_longest_isoform_marker	XP_048589335.1	XP_022786486.1
OG0008240	aip_longest_isoforms	XP_048589335.1	XP_020910013.1
OG0008241	xenia_longest_isoforms	XP_001641755.2	Xe_014246-T1
OG0008241	spis_longest_isoform_marker	XP_001641755.2	XP_022806086.1
OG0008241	aip_longest_isoforms	XP_001641755.2	XP_020910016.1
OG0008242	xenia_longest_isoforms	XP_032223175.2	Xe_014707-T1
OG0008242	spis_longest_isoform_marker	XP_032223175.2	XP_022796448.1
OG0008242	aip_longest_isoforms	XP_032223175.2	XP_020910018.1
OG0008243	xenia_longest_isoforms	XP_032223218.1	Xe_015719-T1
OG0008243	spis_longest_isoform_marker	XP_032223218.1	XP_022806392.1
OG0008243	aip_longest_isoforms	XP_032223218.1	XP_020910024.1
OG0008244	xenia_longest_isoforms	XP_048589141.1	Xe_014191-T1
OG0008244	spis_longest_isoform_marker	XP_048589141.1	XP_022796442.1
OG0008244	aip_longest_isoforms	XP_048589141.1	XP_020910030.1
OG0008245	xenia_longest_isoforms	XP_048589167.1	Xe_014247-T1
OG0008245	spis_longest_isoform_marker	XP_048589167.1	XP_022806552.1
OG0008245	aip_longest_isoforms	XP_048589167.1	XP_020910043.1
OG0008246	xenia_longest_isoforms	XP_032237836.2	Xe_016127-T1
OG0008246	aip_longest_isoforms	XP_032237836.2	XP_020910047.1
OG0008246	spis_longest_isoform_marker	XP_032237836.2	XP_022781227.1
OG0008247	xenia_longest_isoforms	XP_032223168.1	Xe_016110-T1
OG0008247	spis_longest_isoform_marker	XP_032223168.1	XP_022787650.1
OG0008247	aip_longest_isoforms	XP_032223168.1	XP_020910050.1
OG0008248	xenia_longest_isoforms	XP_048589414.1	Xe_014630-T1
OG0008248	spis_longest_isoform_marker	XP_048589414.1	XP_022787928.1
OG0008248	aip_longest_isoforms	XP_048589414.1	XP_020910056.1
OG0008249	xenia_longest_isoforms	XP_048589357.1	Xe_015850-T1
OG0008249	spis_longest_isoform_marker	XP_048589357.1	XP_022797132.1
OG0008249	aip_longest_isoforms	XP_048589357.1	XP_020910070.1
OG0008250	spis_longest_isoform_marker	XP_001629950.2	XP_022806561.1
OG0008250	aip_longest_isoforms	XP_001629950.2	XP_020910221.1, XP_020910086.1
OG0008251	xenia_longest_isoforms	XP_048581054.1	Xe_021749-T1
OG0008251	spis_longest_isoform_marker	XP_048581054.1	XP_022804697.1
OG0008251	aip_longest_isoforms	XP_048581054.1	XP_020910088.1
OG0008252	xenia_longest_isoforms	XP_001625966.1	Xe_011374-T1
OG0008252	spis_longest_isoform_marker	XP_001625966.1	XP_022799652.1
OG0008252	aip_longest_isoforms	XP_001625966.1	XP_020910097.1
OG0008253	xenia_longest_isoforms	XP_032229395.2	Xe_011646-T1
OG0008253	spis_longest_isoform_marker	XP_032229395.2	XP_022781353.1
OG0008253	aip_longest_isoforms	XP_032229395.2	XP_020910099.1
OG0008254	xenia_longest_isoforms	XP_032229397.2	Xe_011391-T1
OG0008254	spis_longest_isoform_marker	XP_032229397.2	XP_022799668.1
OG0008254	aip_longest_isoforms	XP_032229397.2	XP_020910101.1
OG0008256	spis_longest_isoform_marker	XP_048589218.1	XP_022777725.1, XP_022800938.1
OG0008256	aip_longest_isoforms	XP_048589218.1	XP_020910120.1
OG0008257	xenia_longest_isoforms	XP_048580952.1	Xe_021779-T1
OG0008257	spis_longest_isoform_marker	XP_048580952.1	XP_022799590.1
OG0008257	aip_longest_isoforms	XP_048580952.1	XP_020910128.1
OG0008258	xenia_longest_isoforms	XP_032237441.2	Xe_014100-T1
OG0008258	spis_longest_isoform_marker	XP_032237441.2	XP_022807031.1
OG0008258	aip_longest_isoforms	XP_032237441.2	XP_020910138.1
OG0008259	xenia_longest_isoforms	XP_048578686.1	Xe_010147-T1
OG0008259	aip_longest_isoforms	XP_048578686.1	XP_020910143.1
OG0008259	spis_longest_isoform_marker	XP_048578686.1	XP_022792741.1
OG0008260	xenia_longest_isoforms	XP_001638772.3	Xe_011482-T1
OG0008260	aip_longest_isoforms	XP_001638772.3	XP_020910163.1
OG0008260	spis_longest_isoform_marker	XP_001638772.3	XP_022785416.1
OG0008261	xenia_longest_isoforms	XP_032234237.2	Xe_014930-T1
OG0008261	spis_longest_isoform_marker	XP_032234237.2	XP_022804075.1
OG0008261	aip_longest_isoforms	XP_032234237.2	XP_020910164.1
OG0008262	xenia_longest_isoforms	XP_032238951.2	Xe_015420-T1
OG0008262	spis_longest_isoform_marker	XP_032238951.2	XP_022800453.1
OG0008262	aip_longest_isoforms	XP_032238951.2	XP_020910172.1
OG0008263	xenia_longest_isoforms	XP_001639151.1	Xe_014248-T1
OG0008263	spis_longest_isoform_marker	XP_001639151.1	XP_022806054.1
OG0008263	aip_longest_isoforms	XP_001639151.1	XP_020910176.1
OG0008264	xenia_longest_isoforms	XP_032231094.1	Xe_015716-T1
OG0008264	spis_longest_isoform_marker	XP_032231094.1	XP_022783359.1
OG0008264	aip_longest_isoforms	XP_032231094.1	XP_020910189.1
OG0008265	xenia_longest_isoforms	XP_001632877.3	Xe_014333-T1
OG0008265	spis_longest_isoform_marker	XP_001632877.3	XP_022783331.1
OG0008265	aip_longest_isoforms	XP_001632877.3	XP_020910195.1
OG0008266	xenia_longest_isoforms	XP_001633768.1	Xe_012725-T1
OG0008266	spis_longest_isoform_marker	XP_001633768.1	XP_022800442.1
OG0008266	aip_longest_isoforms	XP_001633768.1	XP_020910202.1
OG0008267	xenia_longest_isoforms	XP_032227037.2	Xe_014719-T1
OG0008267	spis_longest_isoform_marker	XP_032227037.2	XP_022807026.1
OG0008267	aip_longest_isoforms	XP_032227037.2	XP_020910209.1
OG0008268	xenia_longest_isoforms	XP_032237837.2	Xe_016202-T1
OG0008268	spis_longest_isoform_marker	XP_032237837.2	XP_022806453.1
OG0008268	aip_longest_isoforms	XP_032237837.2	XP_020910210.1
OG0008269	xenia_longest_isoforms	XP_001641838.2	Xe_015897-T1
OG0008269	spis_longest_isoform_marker	XP_001641838.2	XP_022801176.1
OG0008269	aip_longest_isoforms	XP_001641838.2	XP_020910211.1
OG0008270	xenia_longest_isoforms	XP_032242147.1	Xe_029013-T1
OG0008270	aip_longest_isoforms	XP_032242147.1	XP_020910222.1
OG0008270	spis_longest_isoform_marker	XP_032242147.1	XP_022792151.1
OG0008271	xenia_longest_isoforms	XP_048589334.1	Xe_016207-T1
OG0008271	spis_longest_isoform_marker	XP_048589334.1	XP_022805772.1
OG0008271	aip_longest_isoforms	XP_048589334.1	XP_020910237.1
OG0008272	xenia_longest_isoforms	XP_001636540.1	Xe_015704-T1
OG0008272	spis_longest_isoform_marker	XP_001636540.1	XP_022800325.1
OG0008272	aip_longest_isoforms	XP_001636540.1	XP_020910242.1
OG0008273	xenia_longest_isoforms	XP_001639149.3	Xe_014385-T1
OG0008273	spis_longest_isoform_marker	XP_001639149.3	XP_022795361.1
OG0008273	aip_longest_isoforms	XP_001639149.3	XP_020910247.1
OG0008274	xenia_longest_isoforms	XP_032220008.2	Xe_014373-T1
OG0008274	spis_longest_isoform_marker	XP_032220008.2	XP_022795346.1
OG0008274	aip_longest_isoforms	XP_032220008.2	XP_020910248.1
OG0008275	xenia_longest_isoforms	XP_001634909.2	Xe_002439-T1
OG0008275	aip_longest_isoforms	XP_001634909.2	XP_020910259.1
OG0008275	spis_longest_isoform_marker	XP_001634909.2	XP_022788154.1
OG0008276	xenia_longest_isoforms	XP_032235297.1	Xe_015853-T1
OG0008276	spis_longest_isoform_marker	XP_032235297.1	XP_022797151.1
OG0008276	aip_longest_isoforms	XP_032235297.1	XP_020910263.1
OG0008277	xenia_longest_isoforms	XP_032218950.2	Xe_002437-T1
OG0008277	spis_longest_isoform_marker	XP_032218950.2	XP_022788157.1
OG0008277	aip_longest_isoforms	XP_032218950.2	XP_020910266.1
OG0008278	xenia_longest_isoforms	XP_048583460.1	Xe_015851-T1
OG0008278	spis_longest_isoform_marker	XP_048583460.1	XP_022797117.1
OG0008278	aip_longest_isoforms	XP_048583460.1	XP_020910273.1
OG0008279	xenia_longest_isoforms	XP_048576804.1	Xe_005525-T1
OG0008279	spis_longest_isoform_marker	XP_048576804.1	XP_022806694.1
OG0008279	aip_longest_isoforms	XP_048576804.1	XP_020910288.1
OG0008280	xenia_longest_isoforms	XP_032234778.2	Xe_008624-T1
OG0008280	spis_longest_isoform_marker	XP_032234778.2	XP_022779839.1
OG0008280	aip_longest_isoforms	XP_032234778.2	XP_020910289.1
OG0008281	xenia_longest_isoforms	XP_048578769.1	Xe_008102-T1
OG0008281	spis_longest_isoform_marker	XP_048578769.1	XP_022799612.1
OG0008281	aip_longest_isoforms	XP_048578769.1	XP_020910292.1
OG0008282	xenia_longest_isoforms	XP_001623849.2	Xe_008133-T1
OG0008282	spis_longest_isoform_marker	XP_001623849.2	XP_022786202.1
OG0008282	aip_longest_isoforms	XP_001623849.2	XP_020910293.1
OG0008283	xenia_longest_isoforms	XP_032240482.2	Xe_012082-T2
OG0008283	spis_longest_isoform_marker	XP_032240482.2	XP_022783319.1
OG0008283	aip_longest_isoforms	XP_032240482.2	XP_020910295.1
OG0008284	xenia_longest_isoforms	XP_032232624.2	Xe_012088-T1
OG0008284	spis_longest_isoform_marker	XP_032232624.2	XP_022805684.1
OG0008284	aip_longest_isoforms	XP_032232624.2	XP_020910298.1
OG0008285	xenia_longest_isoforms	XP_048582362.1	Xe_004536-T1
OG0008285	spis_longest_isoform_marker	XP_048582362.1	XP_022794254.1
OG0008285	aip_longest_isoforms	XP_048582362.1	XP_020910300.1
OG0008286	xenia_longest_isoforms	XP_032238139.1	Xe_011685-T1
OG0008286	spis_longest_isoform_marker	XP_032238139.1	XP_022782021.1
OG0008286	aip_longest_isoforms	XP_032238139.1	XP_020910327.1
OG0008287	xenia_longest_isoforms	XP_048577970.1	Xe_011458-T1
OG0008287	spis_longest_isoform_marker	XP_048577970.1	XP_022805489.1
OG0008287	aip_longest_isoforms	XP_048577970.1	XP_020910329.1
OG0008288	xenia_longest_isoforms	XP_001633128.2	Xe_011684-T1
OG0008288	spis_longest_isoform_marker	XP_001633128.2	XP_022782041.1
OG0008288	aip_longest_isoforms	XP_001633128.2	XP_020910330.1
OG0008289	xenia_longest_isoforms	XP_001630917.2	Xe_011456-T1
OG0008289	spis_longest_isoform_marker	XP_001630917.2	XP_022805490.1
OG0008289	aip_longest_isoforms	XP_001630917.2	XP_020910342.1
OG0008290	xenia_longest_isoforms	XP_048577642.1	Xe_011455-T1
OG0008290	spis_longest_isoform_marker	XP_048577642.1	XP_022805491.1
OG0008290	aip_longest_isoforms	XP_048577642.1	XP_020910349.1
OG0008291	xenia_longest_isoforms	XP_001630914.3	Xe_011651-T1
OG0008291	spis_longest_isoform_marker	XP_001630914.3	XP_022805488.1
OG0008291	aip_longest_isoforms	XP_001630914.3	XP_020910353.2
OG0008292	xenia_longest_isoforms	XP_048577893.1	Xe_011457-T1
OG0008292	spis_longest_isoform_marker	XP_048577893.1	XP_022805486.1
OG0008292	aip_longest_isoforms	XP_048577893.1	XP_020910358.1
OG0008293	xenia_longest_isoforms	XP_048584912.1	Xe_011302-T1
OG0008293	spis_longest_isoform_marker	XP_048584912.1	XP_022783373.1
OG0008293	aip_longest_isoforms	XP_048584912.1	XP_020910359.1
OG0008294	xenia_longest_isoforms	XP_001639144.3	Xe_015941-T1
OG0008294	spis_longest_isoform_marker	XP_001639144.3	XP_022797140.1
OG0008294	aip_longest_isoforms	XP_001639144.3	XP_020910376.1
OG0008295	xenia_longest_isoforms	XP_001639077.1	Xe_015940-T1
OG0008295	spis_longest_isoform_marker	XP_001639077.1	XP_022797141.1
OG0008295	aip_longest_isoforms	XP_001639077.1	XP_020910383.1
OG0008296	xenia_longest_isoforms	XP_048589568.1	Xe_015101-T1
OG0008296	spis_longest_isoform_marker	XP_048589568.1	XP_022788255.1
OG0008296	aip_longest_isoforms	XP_048589568.1	XP_020910399.2
OG0008297	xenia_longest_isoforms	XP_048589409.1	Xe_014926-T1
OG0008297	spis_longest_isoform_marker	XP_048589409.1	XP_022781207.1
OG0008297	aip_longest_isoforms	XP_048589409.1	XP_020910402.1
OG0008298	xenia_longest_isoforms	XP_048587273.1	Xe_008280-T1
OG0008298	spis_longest_isoform_marker	XP_048587273.1	XP_022801845.1
OG0008298	aip_longest_isoforms	XP_048587273.1	XP_020910410.1
OG0008299	xenia_longest_isoforms	XP_001626738.1	Xe_005497-T1
OG0008299	spis_longest_isoform_marker	XP_001626738.1	XP_022801849.1
OG0008299	aip_longest_isoforms	XP_001626738.1	XP_020910412.1
OG0008300	xenia_longest_isoforms	XP_032228030.2	Xe_007442-T1
OG0008300	spis_longest_isoform_marker	XP_032228030.2	XP_022786874.1
OG0008300	aip_longest_isoforms	XP_032228030.2	XP_020910419.1
OG0008301	xenia_longest_isoforms	XP_048587751.1	Xe_008257-T1
OG0008301	spis_longest_isoform_marker	XP_048587751.1	XP_022804981.1
OG0008301	aip_longest_isoforms	XP_048587751.1	XP_020910420.1
OG0008302	xenia_longest_isoforms	XP_032228029.2	Xe_000284-T1
OG0008302	spis_longest_isoform_marker	XP_032228029.2	XP_022786873.1
OG0008302	aip_longest_isoforms	XP_032228029.2	XP_020910422.1
OG0008303	xenia_longest_isoforms	XP_032233151.1	Xe_004444-T2
OG0008303	spis_longest_isoform_marker	XP_032233151.1	XP_022785766.1
OG0008303	aip_longest_isoforms	XP_032233151.1	XP_020910437.1
OG0008304	xenia_longest_isoforms	XP_001635891.2	Xe_021533-T1
OG0008304	spis_longest_isoform_marker	XP_001635891.2	XP_022795823.1
OG0008304	aip_longest_isoforms	XP_001635891.2	XP_020910447.1
