Orthogroup	Species	xenia_longest_isoforms	Orthologs
OG0006765	spis_longest_isoform_marker	Xe_022087-T1	XP_022793154.1
OG0006766	aip_longest_isoforms	Xe_008232-T1	XP_020902674.1
OG0006766	nvec_longest_isoform	Xe_008232-T1	XP_001631787.2
OG0006766	spis_longest_isoform_marker	Xe_008232-T1	XP_022805197.1
OG0006767	nvec_longest_isoform	Xe_008404-T1	XP_001627081.1
OG0006767	aip_longest_isoforms	Xe_008404-T1	XP_020902686.1
OG0006767	spis_longest_isoform_marker	Xe_008404-T1	XP_022780724.1
OG0006768	nvec_longest_isoform	Xe_008405-T1	XP_048578534.1
OG0006768	aip_longest_isoforms	Xe_008405-T1	XP_020902687.1
OG0006768	spis_longest_isoform_marker	Xe_008405-T1	XP_022780754.1
OG0006769	aip_longest_isoforms	Xe_016563-T1	XP_020902696.1
OG0006769	nvec_longest_isoform	Xe_016563-T1	XP_001624063.3
OG0006769	spis_longest_isoform_marker	Xe_016563-T1	XP_022807347.1
OG0006770	spis_longest_isoform_marker	Xe_008402-T1	XP_022780732.1
OG0006770	nvec_longest_isoform	Xe_008402-T1	XP_048578514.1
OG0006770	aip_longest_isoforms	Xe_008402-T1	XP_020902700.1
OG0006771	aip_longest_isoforms	Xe_008403-T1	XP_020902702.1
OG0006771	spis_longest_isoform_marker	Xe_008403-T1	XP_022780733.1
OG0006771	nvec_longest_isoform	Xe_008403-T1	XP_001627091.1
OG0006773	spis_longest_isoform_marker	Xe_008401-T1	XP_022780726.1
OG0006773	nvec_longest_isoform	Xe_008401-T1	XP_001627080.3
OG0006773	aip_longest_isoforms	Xe_008401-T1	XP_020902719.1
OG0006774	aip_longest_isoforms	Xe_008174-T1	XP_020902722.1
OG0006774	nvec_longest_isoform	Xe_008174-T1	XP_032238867.2
OG0006774	spis_longest_isoform_marker	Xe_008174-T1	XP_022779932.1
OG0006775	spis_longest_isoform_marker	Xe_008127-T1	XP_022780803.1
OG0006775	aip_longest_isoforms	Xe_008127-T1	XP_020902734.1
OG0006775	nvec_longest_isoform	Xe_008127-T1	XP_032227199.1
OG0006776	spis_longest_isoform_marker	Xe_008409-T1	XP_022780814.1
OG0006776	aip_longest_isoforms	Xe_008409-T1	XP_020902736.1
OG0006776	nvec_longest_isoform	Xe_008409-T1	XP_001635767.2
OG0006777	aip_longest_isoforms	Xe_000832-T1	XP_020902739.1, XP_028515226.1
OG0006777	nvec_longest_isoform	Xe_000832-T1	XP_048576627.1
OG0006778	spis_longest_isoform_marker	Xe_001877-T1	XP_022783011.1
OG0006778	nvec_longest_isoform	Xe_001877-T1	XP_001623778.3
OG0006778	aip_longest_isoforms	Xe_001877-T1	XP_020902741.1
OG0006779	aip_longest_isoforms	Xe_008491-T1	XP_020902742.1
OG0006779	nvec_longest_isoform	Xe_008491-T1	XP_032225570.1
OG0006779	spis_longest_isoform_marker	Xe_008491-T1	XP_022783573.1
OG0006780	spis_longest_isoform_marker	Xe_009700-T1	XP_022782993.1
OG0006780	nvec_longest_isoform	Xe_009700-T1	XP_048578845.1
OG0006780	aip_longest_isoforms	Xe_009700-T1	XP_020902750.1
OG0006781	aip_longest_isoforms	Xe_008440-T1	XP_020902752.1
OG0006781	nvec_longest_isoform	Xe_008440-T1	XP_032223585.1
OG0006781	spis_longest_isoform_marker	Xe_008440-T1	XP_022802600.1
OG0006782	spis_longest_isoform_marker	Xe_008124-T1	XP_022805188.1
OG0006782	aip_longest_isoforms	Xe_008124-T1	XP_020902758.1
OG0006782	nvec_longest_isoform	Xe_008124-T1	XP_001635741.2
OG0006783	spis_longest_isoform_marker	Xe_008112-T2	XP_022806492.1
OG0006783	aip_longest_isoforms	Xe_008112-T2	XP_020902759.1
OG0006783	nvec_longest_isoform	Xe_008112-T2	XP_048578967.1
OG0006785	nvec_longest_isoform	Xe_014075-T1	XP_048575357.1
OG0006785	aip_longest_isoforms	Xe_014075-T1	XP_020902773.1
OG0006785	spis_longest_isoform_marker	Xe_014075-T1	XP_022784215.1
OG0006786	nvec_longest_isoform	Xe_008475-T1	XP_001622436.2
OG0006786	aip_longest_isoforms	Xe_008475-T1	XP_020902775.1
OG0006786	spis_longest_isoform_marker	Xe_008475-T1	XP_022798482.1
OG0006787	spis_longest_isoform_marker	Xe_008490-T1	XP_022806498.1
OG0006787	nvec_longest_isoform	Xe_008490-T1	XP_048578618.1
OG0006787	aip_longest_isoforms	Xe_008490-T1	XP_020902776.1
OG0006789	spis_longest_isoform_marker	Xe_016493-T1	XP_022784161.1
OG0006789	nvec_longest_isoform	Xe_016493-T1	XP_032230387.2
OG0006789	aip_longest_isoforms	Xe_016493-T1	XP_020902785.1
OG0006790	spis_longest_isoform_marker	Xe_008108-T1	XP_022802620.1
OG0006790	nvec_longest_isoform	Xe_008108-T1	XP_032226501.2
OG0006790	aip_longest_isoforms	Xe_008108-T1	XP_020902793.1
OG0006791	spis_longest_isoform_marker	Xe_008756-T1	XP_022802622.1
OG0006791	aip_longest_isoforms	Xe_008756-T1	XP_020902795.2
OG0006791	nvec_longest_isoform	Xe_008756-T1	XP_032223490.1
OG0006792	aip_longest_isoforms	Xe_008667-T1	XP_020902797.1
OG0006792	nvec_longest_isoform	Xe_008667-T1	XP_048578747.1
OG0006792	spis_longest_isoform_marker	Xe_008667-T1	XP_022802607.1
OG0006793	spis_longest_isoform_marker	Xe_008148-T1	XP_022805193.1
OG0006793	nvec_longest_isoform	Xe_008148-T1	XP_001635787.2
OG0006793	aip_longest_isoforms	Xe_008148-T1	XP_020902799.1
OG0006794	aip_longest_isoforms	Xe_008543-T2	XP_020902803.1
OG0006794	nvec_longest_isoform	Xe_008543-T2	XP_048578831.1
OG0006794	spis_longest_isoform_marker	Xe_008543-T2	XP_022779844.1
OG0006795	aip_longest_isoforms	Xe_016619-T1	XP_020902806.1
OG0006795	nvec_longest_isoform	Xe_016619-T1	XP_001640410.2
OG0006795	spis_longest_isoform_marker	Xe_016619-T1	XP_022780013.1
OG0006796	nvec_longest_isoform	Xe_008638-T1	XP_032238861.2
OG0006796	aip_longest_isoforms	Xe_008638-T1	XP_020902809.1
OG0006796	spis_longest_isoform_marker	Xe_008638-T1	XP_022779846.1
OG0006797	aip_longest_isoforms	Xe_008410-T1	XP_020902813.1
OG0006797	nvec_longest_isoform	Xe_008410-T1	XP_048578751.1
OG0006797	spis_longest_isoform_marker	Xe_008410-T1	XP_022780816.1
OG0006798	spis_longest_isoform_marker	Xe_000433-T1	XP_022785144.1
OG0006798	aip_longest_isoforms	Xe_000433-T1	XP_020902815.1
OG0006798	nvec_longest_isoform	Xe_000433-T1	XP_001636981.2
OG0006799	spis_longest_isoform_marker	Xe_008591-T1	XP_022783594.1
OG0006799	aip_longest_isoforms	Xe_008591-T1	XP_020902817.1
OG0006799	nvec_longest_isoform	Xe_008591-T1	XP_048578471.1
OG0006800	spis_longest_isoform_marker	Xe_008875-T1	XP_022780826.1
OG0006800	aip_longest_isoforms	Xe_008875-T1	XP_020902818.1
OG0006800	nvec_longest_isoform	Xe_008875-T1	XP_001632786.1
OG0006801	nvec_longest_isoform	Xe_008415-T1	XP_048578344.1
OG0006801	aip_longest_isoforms	Xe_008415-T1	XP_020902822.2
OG0006801	spis_longest_isoform_marker	Xe_008415-T1	XP_022806358.1
OG0006804	spis_longest_isoform_marker	Xe_018646-T1	XP_022785171.1
OG0006804	nvec_longest_isoform	Xe_018646-T1	XP_001636932.1
OG0006804	aip_longest_isoforms	Xe_018646-T1	XP_020902844.1
OG0006805	spis_longest_isoform_marker	Xe_016579-T1	XP_022780291.1
OG0006805	aip_longest_isoforms	Xe_016579-T1	XP_020902847.1
OG0006805	nvec_longest_isoform	Xe_016579-T1	XP_001630168.1
OG0006806	spis_longest_isoform_marker	Xe_020446-T1	XP_022787686.1
OG0006806	nvec_longest_isoform	Xe_020446-T1	XP_032220388.2
OG0006806	aip_longest_isoforms	Xe_020446-T1	XP_020902852.1
OG0006807	nvec_longest_isoform	Xe_008509-T1	XP_001636897.2
OG0006807	aip_longest_isoforms	Xe_008509-T1	XP_020902867.1
OG0006807	spis_longest_isoform_marker	Xe_008509-T1	XP_022802981.1
OG0006808	spis_longest_isoform_marker	Xe_004981-T1	XP_022780879.1
OG0006808	nvec_longest_isoform	Xe_004981-T1	XP_048582829.1
OG0006808	aip_longest_isoforms	Xe_004981-T1	XP_020902878.1
OG0006809	nvec_longest_isoform	Xe_020493-T1	XP_001633915.1
OG0006809	aip_longest_isoforms	Xe_020493-T1	XP_020902879.1
OG0006809	spis_longest_isoform_marker	Xe_020493-T1	XP_022802821.1
OG0006810	spis_longest_isoform_marker	Xe_004979-T1	XP_022780976.1
OG0006810	nvec_longest_isoform	Xe_004979-T1	XP_001633196.2
OG0006810	aip_longest_isoforms	Xe_004979-T1	XP_020902880.1
OG0006811	spis_longest_isoform_marker	Xe_005092-T1	XP_022794288.1
OG0006811	nvec_longest_isoform	Xe_005092-T1	XP_001629410.3
OG0006811	aip_longest_isoforms	Xe_005092-T1	XP_020902883.1
OG0006812	spis_longest_isoform_marker	Xe_000308-T1	XP_022798667.1
OG0006812	nvec_longest_isoform	Xe_000308-T1	XP_001639512.3
OG0006812	aip_longest_isoforms	Xe_000308-T1	XP_020902890.1
OG0006813	spis_longest_isoform_marker	Xe_000236-T1	XP_022793049.1
OG0006813	aip_longest_isoforms	Xe_000236-T1	XP_020902892.1
OG0006813	nvec_longest_isoform	Xe_000236-T1	XP_001624116.2
OG0006814	spis_longest_isoform_marker	Xe_019269-T1	XP_022803535.1
OG0006814	nvec_longest_isoform	Xe_019269-T1	XP_001636205.3
OG0006814	aip_longest_isoforms	Xe_019269-T1	XP_020902895.1
OG0006815	spis_longest_isoform_marker	Xe_019266-T1	XP_022803528.1
OG0006815	aip_longest_isoforms	Xe_019266-T1	XP_020902896.1
OG0006815	nvec_longest_isoform	Xe_019266-T1	XP_001631342.1
OG0006816	spis_longest_isoform_marker	Xe_000180-T1	XP_022793073.1
OG0006816	aip_longest_isoforms	Xe_000180-T1	XP_020902897.1
OG0006816	nvec_longest_isoform	Xe_000180-T1	XP_001641979.1
OG0006818	aip_longest_isoforms	Xe_012578-T1	XP_020902916.1
OG0006818	nvec_longest_isoform	Xe_012578-T1	XP_032220832.2
OG0006818	spis_longest_isoform_marker	Xe_012578-T1	XP_022805433.1
OG0006820	spis_longest_isoform_marker	Xe_012628-T1	XP_022789825.1
OG0006820	nvec_longest_isoform	Xe_012628-T1	XP_048580718.1
OG0006820	aip_longest_isoforms	Xe_012628-T1	XP_020902924.1
OG0006821	spis_longest_isoform_marker	Xe_012873-T1	XP_022789792.1
OG0006821	nvec_longest_isoform	Xe_012873-T1	XP_001639931.3
OG0006821	aip_longest_isoforms	Xe_012873-T1	XP_020902925.1
OG0006822	aip_longest_isoforms	Xe_012872-T1	XP_020902926.1
OG0006822	nvec_longest_isoform	Xe_012872-T1	XP_001639932.3
OG0006822	spis_longest_isoform_marker	Xe_012872-T1	XP_022777526.1
OG0006823	aip_longest_isoforms	Xe_023274-T1	XP_020902930.1
OG0006823	nvec_longest_isoform	Xe_023274-T1	XP_048585251.1
OG0006823	spis_longest_isoform_marker	Xe_023274-T1	XP_022778791.1
OG0006824	nvec_longest_isoform	Xe_007113-T1	XP_048585252.1
OG0006824	spis_longest_isoform_marker	Xe_007113-T1	XP_022779996.1
OG0006824	aip_longest_isoforms	Xe_007113-T1	XP_020902941.1
OG0006826	spis_longest_isoform_marker	Xe_021608-T1	XP_022780640.1
OG0006826	aip_longest_isoforms	Xe_021608-T1	XP_020902944.1
OG0006826	nvec_longest_isoform	Xe_021608-T1	XP_001635284.3
OG0006827	spis_longest_isoform_marker	Xe_025416-T1	XP_022793197.1
OG0006827	nvec_longest_isoform	Xe_025416-T1	XP_001635544.1
OG0006827	aip_longest_isoforms	Xe_025416-T1	XP_020902951.1
OG0006828	spis_longest_isoform_marker	Xe_014261-T1	XP_022791455.1
OG0006828	aip_longest_isoforms	Xe_014261-T1	XP_020902957.1
OG0006828	nvec_longest_isoform	Xe_014261-T1	XP_001630435.1
OG0006829	spis_longest_isoform_marker	Xe_016476-T1	XP_022784204.1
OG0006829	aip_longest_isoforms	Xe_016476-T1	XP_020902965.1
OG0006829	nvec_longest_isoform	Xe_016476-T1	XP_032221475.1
OG0006830	spis_longest_isoform_marker	Xe_002481-T1	XP_022800682.1
OG0006830	nvec_longest_isoform	Xe_002481-T1	XP_048590332.1
OG0006830	aip_longest_isoforms	Xe_002481-T1	XP_020902972.1
OG0006831	spis_longest_isoform_marker	Xe_002671-T1	XP_022802954.1
OG0006831	nvec_longest_isoform	Xe_002671-T1	XP_032229284.2
OG0006831	aip_longest_isoforms	Xe_002671-T1	XP_020902977.1
OG0006832	aip_longest_isoforms	Xe_002732-T1	XP_020902981.1
OG0006832	spis_longest_isoform_marker	Xe_002732-T1	XP_022798225.1
OG0006832	nvec_longest_isoform	Xe_002732-T1	XP_001638352.1
OG0006834	spis_longest_isoform_marker	Xe_002685-T1	XP_022786314.1
OG0006834	nvec_longest_isoform	Xe_002685-T1	XP_001625872.2
OG0006834	aip_longest_isoforms	Xe_002685-T1	XP_020902995.1
OG0006836	spis_longest_isoform_marker	Xe_029121-T1	XP_022802987.1
OG0006836	aip_longest_isoforms	Xe_029121-T1	XP_020902999.1
OG0006836	nvec_longest_isoform	Xe_029121-T1	XP_048575894.1
OG0006837	aip_longest_isoforms	Xe_004696-T1	XP_020903013.1
OG0006837	nvec_longest_isoform	Xe_004696-T1	XP_048577225.1
OG0006837	spis_longest_isoform_marker	Xe_004696-T1	XP_022783448.1
OG0006838	spis_longest_isoform_marker	Xe_021939-T1	XP_022807147.1
OG0006838	nvec_longest_isoform	Xe_021939-T1	XP_048581555.1
OG0006838	aip_longest_isoforms	Xe_021939-T1	XP_020903020.1
OG0006840	spis_longest_isoform_marker	Xe_000620-T1	XP_022779710.1
OG0006840	nvec_longest_isoform	Xe_000620-T1	XP_001631091.2
OG0006840	aip_longest_isoforms	Xe_000620-T1	XP_020903044.1
OG0006841	spis_longest_isoform_marker	Xe_000518-T1	XP_022785263.1
OG0006841	aip_longest_isoforms	Xe_000518-T1	XP_020903051.1
OG0006841	nvec_longest_isoform	Xe_000518-T1	XP_001640190.3
OG0006842	nvec_longest_isoform	Xe_000603-T1	XP_032221201.2
OG0006842	spis_longest_isoform_marker	Xe_000603-T1	XP_022783042.1
OG0006842	aip_longest_isoforms	Xe_000603-T1	XP_020903052.1
OG0006843	spis_longest_isoform_marker	Xe_000836-T1	XP_022779736.1
OG0006843	aip_longest_isoforms	Xe_000836-T1	XP_020903055.1
OG0006843	nvec_longest_isoform	Xe_000836-T1	XP_048584133.1
OG0006844	nvec_longest_isoform	Xe_009697-T1	XP_032221232.2
OG0006844	aip_longest_isoforms	Xe_009697-T1	XP_020903056.1
OG0006844	spis_longest_isoform_marker	Xe_009697-T1	XP_022785225.1
OG0006845	spis_longest_isoform_marker	Xe_000516-T1	XP_022785271.1
OG0006845	nvec_longest_isoform	Xe_000516-T1	XP_032221231.1
OG0006845	aip_longest_isoforms	Xe_000516-T1	XP_020903059.1
OG0006846	spis_longest_isoform_marker	Xe_005676-T1	XP_022790050.1
OG0006846	aip_longest_isoforms	Xe_005676-T1	XP_020903066.1
OG0006846	nvec_longest_isoform	Xe_005676-T1	XP_001633631.1
OG0006848	nvec_longest_isoform	Xe_007024-T1	XP_032231229.1
OG0006848	spis_longest_isoform_marker	Xe_007024-T1	XP_022785292.1
OG0006848	aip_longest_isoforms	Xe_007024-T1	XP_020903070.1
OG0006849	nvec_longest_isoform	Xe_006921-T1	XP_032238768.2
OG0006849	aip_longest_isoforms	Xe_006921-T1	XP_020903076.1
OG0006849	spis_longest_isoform_marker	Xe_006921-T1	XP_022790017.1
OG0006850	aip_longest_isoforms	Xe_005736-T1	XP_020903084.1
OG0006850	spis_longest_isoform_marker	Xe_005736-T1	XP_022803465.1
OG0006850	nvec_longest_isoform	Xe_005736-T1	XP_001624644.3
OG0006851	spis_longest_isoform_marker	Xe_005890-T1	XP_022798047.1
OG0006851	aip_longest_isoforms	Xe_005890-T1	XP_020903085.1
OG0006851	nvec_longest_isoform	Xe_005890-T1	XP_032218426.2
OG0006852	spis_longest_isoform_marker	Xe_005362-T1	XP_022785338.1
OG0006852	aip_longest_isoforms	Xe_005362-T1	XP_020903094.1
OG0006852	nvec_longest_isoform	Xe_005362-T1	XP_048576862.1
OG0006853	aip_longest_isoforms	Xe_005363-T1	XP_020903095.1
OG0006853	nvec_longest_isoform	Xe_005363-T1	XP_032231230.1
OG0006853	spis_longest_isoform_marker	Xe_005363-T1	XP_022785340.1
OG0006855	nvec_longest_isoform	Xe_005631-T1	XP_032220207.1
OG0006855	aip_longest_isoforms	Xe_005631-T1	XP_020903109.1
OG0006855	spis_longest_isoform_marker	Xe_005631-T1	XP_022803926.1
OG0006856	spis_longest_isoform_marker	Xe_003153-T1	XP_022789544.1
OG0006856	aip_longest_isoforms	Xe_003153-T1	XP_020903117.1
OG0006856	nvec_longest_isoform	Xe_003153-T1	XP_048584160.1
OG0006857	spis_longest_isoform_marker	Xe_002197-T1	XP_022787104.1
OG0006857	nvec_longest_isoform	Xe_002197-T1	XP_032217946.2
OG0006857	aip_longest_isoforms	Xe_002197-T1	XP_020903118.1
OG0006858	aip_longest_isoforms	Xe_014648-T1	XP_020903120.1
OG0006858	spis_longest_isoform_marker	Xe_014648-T1	XP_022784080.1
OG0006858	nvec_longest_isoform	Xe_014648-T1	XP_001630632.2
OG0006859	spis_longest_isoform_marker	Xe_027250-T1	XP_022807106.1
OG0006859	nvec_longest_isoform	Xe_027250-T1	XP_001626406.2
OG0006859	aip_longest_isoforms	Xe_027250-T1	XP_020903122.1
OG0006860	spis_longest_isoform_marker	Xe_002196-T1	XP_022787090.1
OG0006860	nvec_longest_isoform	Xe_002196-T1	XP_001626491.3
OG0006860	aip_longest_isoforms	Xe_002196-T1	XP_020903124.1
OG0006861	spis_longest_isoform_marker	Xe_003040-T1	XP_022803762.1
OG0006861	nvec_longest_isoform	Xe_003040-T1	XP_032239413.2
OG0006861	aip_longest_isoforms	Xe_003040-T1	XP_020903127.1
OG0006862	spis_longest_isoform_marker	Xe_003164-T2	XP_022779068.1
OG0006862	nvec_longest_isoform	Xe_003164-T2	XP_001622332.1
OG0006862	aip_longest_isoforms	Xe_003164-T2	XP_020903129.1
OG0006863	nvec_longest_isoform	Xe_003039-T1	XP_048583440.1
OG0006863	aip_longest_isoforms	Xe_003039-T1	XP_020903132.1
OG0006863	spis_longest_isoform_marker	Xe_003039-T1	XP_022803767.1
OG0006864	spis_longest_isoform_marker	Xe_011210-T1	XP_022782005.1
OG0006864	nvec_longest_isoform	Xe_011210-T1	XP_001638710.3
OG0006864	aip_longest_isoforms	Xe_011210-T1	XP_020903138.1
OG0006865	aip_longest_isoforms	Xe_002154-T1	XP_020903141.1
OG0006865	nvec_longest_isoform	Xe_002154-T1	XP_001626707.2
OG0006865	spis_longest_isoform_marker	Xe_002154-T1	XP_022788983.1
OG0006866	spis_longest_isoform_marker	Xe_002983-T1	XP_022802968.1
OG0006866	aip_longest_isoforms	Xe_002983-T1	XP_020903145.1
OG0006866	nvec_longest_isoform	Xe_002983-T1	XP_032228882.1
OG0006867	spis_longest_isoform_marker	Xe_011191-T1	XP_022783580.1
OG0006867	aip_longest_isoforms	Xe_011191-T1	XP_020903148.1
OG0006867	nvec_longest_isoform	Xe_011191-T1	XP_001633110.3
OG0006868	aip_longest_isoforms	Xe_002271-T1	XP_020903152.2
OG0006868	nvec_longest_isoform	Xe_002271-T1	XP_048583731.1
OG0006868	spis_longest_isoform_marker	Xe_002271-T1	XP_022789434.1
OG0006869	spis_longest_isoform_marker	Xe_016588-T1	XP_022794886.1
OG0006869	nvec_longest_isoform	Xe_016588-T1	XP_048575733.1
OG0006869	aip_longest_isoforms	Xe_016588-T1	XP_020903163.1
OG0006870	spis_longest_isoform_marker	Xe_018035-T1	XP_022784179.1
OG0006870	nvec_longest_isoform	Xe_018035-T1	XP_001636939.3
OG0006870	aip_longest_isoforms	Xe_018035-T1	XP_020903174.1
OG0006871	aip_longest_isoforms	Xe_022008-T1	XP_020903178.1
OG0006871	nvec_longest_isoform	Xe_022008-T1	XP_032225225.2
OG0006871	spis_longest_isoform_marker	Xe_022008-T1	XP_022798943.1
OG0006873	spis_longest_isoform_marker	Xe_004469-T1	XP_022794292.1
OG0006873	nvec_longest_isoform	Xe_004469-T1	XP_001634185.3
OG0006873	aip_longest_isoforms	Xe_004469-T1	XP_020903199.1
OG0006875	nvec_longest_isoform	Xe_008173-T1	XP_001641952.2
OG0006875	aip_longest_isoforms	Xe_008173-T1	XP_020903206.1
OG0006875	spis_longest_isoform_marker	Xe_008173-T1	XP_022779882.1
OG0006876	nvec_longest_isoform	Xe_008172-T1	XP_001641951.2
OG0006876	aip_longest_isoforms	Xe_008172-T1	XP_020903209.1
OG0006876	spis_longest_isoform_marker	Xe_008172-T1	XP_022779906.1
OG0006877	spis_longest_isoform_marker	Xe_008385-T1	XP_022791955.1
OG0006877	aip_longest_isoforms	Xe_008385-T1	XP_020903210.1
OG0006877	nvec_longest_isoform	Xe_008385-T1	XP_048578755.1
OG0006880	spis_longest_isoform_marker	Xe_008234-T1	XP_022805876.1
OG0006880	aip_longest_isoforms	Xe_008234-T1	XP_020903217.1
OG0006880	nvec_longest_isoform	Xe_008234-T1	XP_048578839.1
OG0006883	aip_longest_isoforms	Xe_008233-T1	XP_020903247.1
OG0006883	nvec_longest_isoform	Xe_008233-T1	XP_032239996.2
OG0006883	spis_longest_isoform_marker	Xe_008233-T1	XP_022779823.1
OG0006884	spis_longest_isoform_marker	Xe_008144-T1	XP_022778389.1
OG0006884	aip_longest_isoforms	Xe_008144-T1	XP_020903248.1
OG0006884	nvec_longest_isoform	Xe_008144-T1	XP_032223353.2
OG0006885	spis_longest_isoform_marker	Xe_003874-T1	XP_022801173.1
OG0006885	nvec_longest_isoform	Xe_003874-T1	XP_048580693.1
OG0006885	aip_longest_isoforms	Xe_003874-T1	XP_020903258.1
OG0006886	nvec_longest_isoform	Xe_003872-T1	XP_032234730.2
OG0006886	aip_longest_isoforms	Xe_003872-T1	XP_020903273.1
OG0006886	spis_longest_isoform_marker	Xe_003872-T1	XP_022801170.1
OG0006887	spis_longest_isoform_marker	Xe_012977-T1	XP_022797821.1
OG0006887	nvec_longest_isoform	Xe_012977-T1	XP_001641921.1
OG0006887	aip_longest_isoforms	Xe_012977-T1	XP_020903311.1
OG0006888	spis_longest_isoform_marker	Xe_012978-T1	XP_022797810.1
OG0006888	aip_longest_isoforms	Xe_012978-T1	XP_020903316.1
OG0006888	nvec_longest_isoform	Xe_012978-T1	XP_032238419.2
OG0006889	nvec_longest_isoform	Xe_014587-T1	XP_032226177.1
OG0006889	aip_longest_isoforms	Xe_014587-T1	XP_020903321.1
OG0006889	spis_longest_isoform_marker	Xe_014587-T1	XP_022786103.1
OG0006890	spis_longest_isoform_marker	Xe_012764-T1	XP_022784785.1
OG0006890	aip_longest_isoforms	Xe_012764-T1	XP_020903322.1
OG0006890	nvec_longest_isoform	Xe_012764-T1	XP_001634411.1
OG0006891	spis_longest_isoform_marker	Xe_011399-T1	XP_022789589.1
OG0006891	nvec_longest_isoform	Xe_011399-T1	XP_048580592.1
OG0006891	aip_longest_isoforms	Xe_011399-T1	XP_020903326.1
OG0006892	spis_longest_isoform_marker	Xe_012592-T1	XP_022799554.1
OG0006892	aip_longest_isoforms	Xe_012592-T1	XP_020903329.1
OG0006892	nvec_longest_isoform	Xe_012592-T1	XP_032236259.1
OG0006893	spis_longest_isoform_marker	Xe_012844-T1	XP_022788400.1
OG0006893	aip_longest_isoforms	Xe_012844-T1	XP_020903333.1
OG0006893	nvec_longest_isoform	Xe_012844-T1	XP_001629910.2
OG0006894	spis_longest_isoform_marker	Xe_012733-T1	XP_022806032.1
OG0006894	aip_longest_isoforms	Xe_012733-T1	XP_020903334.1
OG0006894	nvec_longest_isoform	Xe_012733-T1	XP_001637107.2
OG0006895	aip_longest_isoforms	Xe_012762-T1	XP_020903339.1
OG0006895	spis_longest_isoform_marker	Xe_012762-T1	XP_022799575.1
OG0006895	nvec_longest_isoform	Xe_012762-T1	XP_032235061.1
OG0006896	spis_longest_isoform_marker	Xe_012652-T1	XP_022799547.1
OG0006896	nvec_longest_isoform	Xe_012652-T1	XP_032235065.1
OG0006896	aip_longest_isoforms	Xe_012652-T1	XP_020903343.1
OG0006897	aip_longest_isoforms	Xe_012593-T1	XP_020903346.1
OG0006897	nvec_longest_isoform	Xe_012593-T1	XP_001631549.2
OG0006897	spis_longest_isoform_marker	Xe_012593-T1	XP_022799556.1
OG0006898	spis_longest_isoform_marker	Xe_012732-T1	XP_022806245.1
OG0006898	aip_longest_isoforms	Xe_012732-T1	XP_020903347.1
OG0006898	nvec_longest_isoform	Xe_012732-T1	XP_001637039.3
OG0006899	aip_longest_isoforms	Xe_012845-T1	XP_020903349.1
OG0006899	nvec_longest_isoform	Xe_012845-T1	XP_001629882.1
OG0006899	spis_longest_isoform_marker	Xe_012845-T1	XP_022788398.1
OG0006900	spis_longest_isoform_marker	Xe_012749-T1	XP_022788812.1
OG0006900	aip_longest_isoforms	Xe_012749-T1	XP_020903358.1
OG0006900	nvec_longest_isoform	Xe_012749-T1	XP_001631672.1
OG0006901	aip_longest_isoforms	Xe_012899-T1	XP_020903364.1
OG0006901	nvec_longest_isoform	Xe_012899-T1	XP_032230767.1
OG0006901	spis_longest_isoform_marker	Xe_012899-T1	XP_022793511.1
OG0006902	spis_longest_isoform_marker	Xe_009637-T1	XP_022792894.1
OG0006902	nvec_longest_isoform	Xe_009637-T1	XP_032231536.1
OG0006902	aip_longest_isoforms	Xe_009637-T1	XP_020903371.1
OG0006903	spis_longest_isoform_marker	Xe_009636-T1	XP_022792904.1
OG0006903	aip_longest_isoforms	Xe_009636-T1	XP_020903373.2
OG0006903	nvec_longest_isoform	Xe_009636-T1	XP_001634527.2
OG0006905	aip_longest_isoforms	Xe_009634-T1	XP_020903379.1
OG0006905	nvec_longest_isoform	Xe_009634-T1	XP_001634291.1
OG0006905	spis_longest_isoform_marker	Xe_009634-T1	XP_022792908.1
OG0006906	nvec_longest_isoform	Xe_021444-T1	XP_048579760.1
OG0006906	aip_longest_isoforms	Xe_021444-T1	XP_020903380.1
OG0006906	spis_longest_isoform_marker	Xe_021444-T1	XP_022794636.1
OG0006908	aip_longest_isoforms	Xe_004660-T1	XP_020903386.1
OG0006908	nvec_longest_isoform	Xe_004660-T1	XP_032218510.1, XP_032240267.2
OG0006909	spis_longest_isoform_marker	Xe_021838-T1	XP_022794599.1
OG0006909	aip_longest_isoforms	Xe_021838-T1	XP_020903388.1
OG0006909	nvec_longest_isoform	Xe_021838-T1	XP_032241087.1
OG0006910	spis_longest_isoform_marker	Xe_021493-T1	XP_022794602.1
OG0006910	nvec_longest_isoform	Xe_021493-T1	XP_032241090.1
OG0006910	aip_longest_isoforms	Xe_021493-T1	XP_020903389.1
OG0006911	nvec_longest_isoform	Xe_021492-T1	XP_001637963.2
OG0006911	aip_longest_isoforms	Xe_021492-T1	XP_020903392.1
OG0006911	spis_longest_isoform_marker	Xe_021492-T1	XP_022794609.1
OG0006912	spis_longest_isoform_marker	Xe_001290-T1	XP_022798708.1
OG0006912	aip_longest_isoforms	Xe_001290-T1	XP_020903393.1
OG0006912	nvec_longest_isoform	Xe_001290-T1	XP_048579815.1
OG0006913	spis_longest_isoform_marker	Xe_001212-T1	XP_022799438.1
OG0006913	aip_longest_isoforms	Xe_001212-T1	XP_020903398.1
OG0006913	nvec_longest_isoform	Xe_001212-T1	XP_001626449.2
