Orthogroup	Species	aip_longest_isoforms	Orthologs
OG0007326	spis_longest_isoform_marker	XP_020905181.1	XP_022781298.1
OG0007326	nvec_longest_isoform	XP_020905181.1	XP_001641734.1
OG0007327	xenia_longest_isoforms	XP_020905182.1	Xe_015595-T1
OG0007327	spis_longest_isoform_marker	XP_020905182.1	XP_022801587.1
OG0007327	nvec_longest_isoform	XP_020905182.1	XP_001626795.2
OG0007328	xenia_longest_isoforms	XP_020905183.1	Xe_015594-T1
OG0007328	spis_longest_isoform_marker	XP_020905183.1	XP_022800482.1
OG0007328	nvec_longest_isoform	XP_020905183.1	XP_001626774.1
OG0007329	xenia_longest_isoforms	XP_020905194.1	Xe_014705-T1
OG0007329	spis_longest_isoform_marker	XP_020905194.1	XP_022785745.1
OG0007329	nvec_longest_isoform	XP_020905194.1	XP_001636549.1
OG0007330	spis_longest_isoform_marker	XP_020905197.1	XP_022789513.1, XP_022804201.1
OG0007330	nvec_longest_isoform	XP_020905197.1	XP_032238965.1
OG0007331	xenia_longest_isoforms	XP_020905201.1	Xe_021358-T1
OG0007331	spis_longest_isoform_marker	XP_020905201.1	XP_022801508.1
OG0007331	nvec_longest_isoform	XP_020905201.1	XP_001636478.2
OG0007332	xenia_longest_isoforms	XP_020905203.1	Xe_015647-T1
OG0007332	spis_longest_isoform_marker	XP_020905203.1	XP_022795354.1
OG0007332	nvec_longest_isoform	XP_020905203.1	XP_001641859.1
OG0007333	xenia_longest_isoforms	XP_020905215.1	Xe_015071-T2
OG0007333	spis_longest_isoform_marker	XP_020905215.1	XP_022801298.1
OG0007333	nvec_longest_isoform	XP_020905215.1	XP_048589184.1
OG0007334	xenia_longest_isoforms	XP_020905216.1	Xe_015072-T1
OG0007334	spis_longest_isoform_marker	XP_020905216.1	XP_022801299.1
OG0007334	nvec_longest_isoform	XP_020905216.1	XP_001622041.3
OG0007335	xenia_longest_isoforms	XP_020905217.1	Xe_014574-T1
OG0007335	spis_longest_isoform_marker	XP_020905217.1	XP_022801294.1
OG0007335	nvec_longest_isoform	XP_020905217.1	XP_032242193.1
OG0007336	nvec_longest_isoform	XP_020905225.1	XP_032229787.1
OG0007336	nvec_longest_isoform	XP_028515735.1	XP_032237907.2
OG0007337	xenia_longest_isoforms	XP_020905228.1	Xe_015960-T1
OG0007337	spis_longest_isoform_marker	XP_020905228.1	XP_022793170.1
OG0007337	nvec_longest_isoform	XP_020905228.1	XP_001627443.2
OG0007338	xenia_longest_isoforms	XP_020905230.1	Xe_015797-T1
OG0007338	spis_longest_isoform_marker	XP_020905230.1	XP_022785732.1
OG0007338	nvec_longest_isoform	XP_020905230.1	XP_048589191.1
OG0007339	xenia_longest_isoforms	XP_020905231.2	Xe_015414-T1
OG0007339	spis_longest_isoform_marker	XP_020905231.2	XP_022799348.1
OG0007339	nvec_longest_isoform	XP_020905231.2	XP_032230323.1
OG0007340	xenia_longest_isoforms	XP_020905233.1	Xe_015412-T1
OG0007340	spis_longest_isoform_marker	XP_020905233.1	XP_022799350.1
OG0007340	nvec_longest_isoform	XP_020905233.1	XP_032230327.1
OG0007341	xenia_longest_isoforms	XP_020905236.1	Xe_015891-T1
OG0007341	spis_longest_isoform_marker	XP_020905236.1	XP_022807794.1
OG0007341	nvec_longest_isoform	XP_020905236.1	XP_032219882.1
OG0007342	xenia_longest_isoforms	XP_020905240.1	Xe_016115-T1
OG0007342	spis_longest_isoform_marker	XP_020905240.1	XP_022793172.1
OG0007342	nvec_longest_isoform	XP_020905240.1	XP_032231076.2
OG0007343	xenia_longest_isoforms	XP_020905247.1	Xe_015892-T1
OG0007343	nvec_longest_isoform	XP_020905247.1	XP_032223039.2
OG0007343	spis_longest_isoform_marker	XP_020905247.1	XP_022807790.1
OG0007344	xenia_longest_isoforms	XP_020905249.2	Xe_007412-T1
OG0007344	nvec_longest_isoform	XP_020905249.2	XP_048587105.1
OG0007344	spis_longest_isoform_marker	XP_020905249.2	XP_022780486.1
OG0007345	xenia_longest_isoforms	XP_020905251.1	Xe_015167-T1
OG0007345	spis_longest_isoform_marker	XP_020905251.1	XP_022788206.1
OG0007345	nvec_longest_isoform	XP_020905251.1	XP_001623746.3
OG0007346	xenia_longest_isoforms	XP_020905257.1	Xe_016009-T1
OG0007346	spis_longest_isoform_marker	XP_020905257.1	XP_022800649.1
OG0007346	nvec_longest_isoform	XP_020905257.1	XP_001636568.1
OG0007347	xenia_longest_isoforms	XP_020905271.2	Xe_008291-T1
OG0007347	spis_longest_isoform_marker	XP_020905271.2	XP_022807994.1
OG0007347	nvec_longest_isoform	XP_020905271.2	XP_048587148.1
OG0007348	spis_longest_isoform_marker	XP_020905279.1	XP_022781222.1, XP_022781300.1
OG0007348	nvec_longest_isoform	XP_020905279.1	XP_032223042.2
OG0007349	xenia_longest_isoforms	XP_020905280.1	Xe_015894-T1
OG0007349	spis_longest_isoform_marker	XP_020905280.1	XP_022807787.1
OG0007349	nvec_longest_isoform	XP_020905280.1	XP_048589206.1
OG0007350	nvec_longest_isoform	XP_020905296.1, XP_020913718.1, XP_020913714.1	XP_048582031.1
OG0007351	xenia_longest_isoforms	XP_020905298.1	Xe_015961-T1
OG0007351	spis_longest_isoform_marker	XP_020905298.1	XP_022786149.1
OG0007351	nvec_longest_isoform	XP_020905298.1	XP_032231087.2
OG0007352	xenia_longest_isoforms	XP_020905299.1	Xe_015964-T1
OG0007352	spis_longest_isoform_marker	XP_020905299.1	XP_022786452.1
OG0007352	nvec_longest_isoform	XP_020905299.1	XP_001627456.3
OG0007353	xenia_longest_isoforms	XP_020905300.1	Xe_015965-T1
OG0007353	spis_longest_isoform_marker	XP_020905300.1	XP_022786476.1
OG0007353	nvec_longest_isoform	XP_020905300.1	XP_048589340.1
OG0007354	xenia_longest_isoforms	XP_020905313.1	Xe_015482-T1
OG0007354	spis_longest_isoform_marker	XP_020905313.1	XP_022799357.1
OG0007354	nvec_longest_isoform	XP_020905313.1	XP_001626780.1
OG0007355	xenia_longest_isoforms	XP_020905317.1	Xe_014904-T1
OG0007355	spis_longest_isoform_marker	XP_020905317.1	XP_022800725.1
OG0007355	nvec_longest_isoform	XP_020905317.1	XP_048589327.1
OG0007356	nvec_longest_isoform	XP_020907328.1, XP_020905488.1, XP_020905324.1	XP_032237315.2
OG0007357	xenia_longest_isoforms	XP_020905328.1	Xe_015364-T1
OG0007357	spis_longest_isoform_marker	XP_020905328.1	XP_022799361.1
OG0007357	nvec_longest_isoform	XP_020905328.1	XP_048589812.1
OG0007358	xenia_longest_isoforms	XP_020905331.1	Xe_015365-T1
OG0007358	spis_longest_isoform_marker	XP_020905331.1	XP_022799355.1
OG0007358	nvec_longest_isoform	XP_020905331.1	XP_032230313.2
OG0007359	xenia_longest_isoforms	XP_020905332.2	Xe_016434-T1
OG0007359	spis_longest_isoform_marker	XP_020905332.2	XP_022779249.1
OG0007359	nvec_longest_isoform	XP_020905332.2	XP_048587104.1
OG0007360	spis_longest_isoform_marker	XP_020905333.1	XP_022782459.1
OG0007360	nvec_longest_isoform	XP_020905333.1	XP_032241460.1, XP_032241457.2
OG0007361	xenia_longest_isoforms	XP_020905346.2	Xe_009951-T1
OG0007361	spis_longest_isoform_marker	XP_020905346.2	XP_022786042.1
OG0007361	nvec_longest_isoform	XP_020905346.2	XP_048580075.1
OG0007362	xenia_longest_isoforms	XP_020905347.1	Xe_009530-T1
OG0007362	spis_longest_isoform_marker	XP_020905347.1	XP_022803434.1
OG0007362	nvec_longest_isoform	XP_020905347.1	XP_001641009.1
OG0007363	xenia_longest_isoforms	XP_020905348.1	Xe_022202-T1
OG0007363	spis_longest_isoform_marker	XP_020905348.1	XP_022797564.1
OG0007363	nvec_longest_isoform	XP_020905348.1	XP_001641545.1
OG0007364	xenia_longest_isoforms	XP_020905349.1	Xe_001328-T1
OG0007364	spis_longest_isoform_marker	XP_020905349.1	XP_022796365.1
OG0007364	nvec_longest_isoform	XP_020905349.1	XP_001635857.2
OG0007365	xenia_longest_isoforms	XP_020905351.1	Xe_010040-T1
OG0007365	spis_longest_isoform_marker	XP_020905351.1	XP_022803855.1
OG0007365	nvec_longest_isoform	XP_020905351.1	XP_048579321.1
OG0007366	xenia_longest_isoforms	XP_020905361.1	Xe_016289-T1
OG0007366	spis_longest_isoform_marker	XP_020905361.1	XP_022780614.1
OG0007366	nvec_longest_isoform	XP_020905361.1	XP_048575981.1
OG0007367	xenia_longest_isoforms	XP_020905369.1	Xe_018541-T1
OG0007367	spis_longest_isoform_marker	XP_020905369.1	XP_022795458.1
OG0007367	nvec_longest_isoform	XP_020905369.1	XP_048586582.1
OG0007368	xenia_longest_isoforms	XP_020905370.1	Xe_018540-T1
OG0007368	spis_longest_isoform_marker	XP_020905370.1	XP_022795409.1
OG0007368	nvec_longest_isoform	XP_020905370.1	XP_001625693.1
OG0007369	xenia_longest_isoforms	XP_020905372.1	Xe_000181-T1
OG0007369	spis_longest_isoform_marker	XP_020905372.1	XP_022781494.1
OG0007369	nvec_longest_isoform	XP_020905372.1	XP_001636656.2
OG0007370	xenia_longest_isoforms	XP_020910008.1, XP_020905886.1, XP_020905376.1	Xe_022041-T1
OG0007371	xenia_longest_isoforms	XP_020905388.1	Xe_018626-T1
OG0007371	spis_longest_isoform_marker	XP_020905388.1	XP_022802857.1
OG0007371	nvec_longest_isoform	XP_020905388.1	XP_001630166.3
OG0007372	spis_longest_isoform_marker	XP_028514807.1, XP_020905391.1	XP_022792659.1
OG0007372	nvec_longest_isoform	XP_028514807.1, XP_020905391.1	XP_048584869.1
OG0007373	xenia_longest_isoforms	XP_020905394.2	Xe_008327-T1
OG0007373	spis_longest_isoform_marker	XP_020905394.2	XP_022790592.1
OG0007373	nvec_longest_isoform	XP_020905394.2	XP_032231668.2
OG0007374	xenia_longest_isoforms	XP_020905400.1	Xe_012688-T1
OG0007374	spis_longest_isoform_marker	XP_020905400.1	XP_022780175.1
OG0007374	nvec_longest_isoform	XP_020905400.1	XP_048581013.1
OG0007375	xenia_longest_isoforms	XP_020905411.1	Xe_004985-T1
OG0007375	nvec_longest_isoform	XP_020905411.1	XP_001636588.1
OG0007375	spis_longest_isoform_marker	XP_020905411.1	XP_022781566.1
OG0007376	xenia_longest_isoforms	XP_020905412.1	Xe_013477-T1
OG0007376	spis_longest_isoform_marker	XP_020905412.1	XP_022780177.1
OG0007376	nvec_longest_isoform	XP_020905412.1	XP_032239739.1
OG0007377	xenia_longest_isoforms	XP_020905422.1	Xe_004986-T1
OG0007377	spis_longest_isoform_marker	XP_020905422.1	XP_022781539.1
OG0007377	nvec_longest_isoform	XP_020905422.1	XP_001636653.1
OG0007378	xenia_longest_isoforms	XP_020905433.1	Xe_009178-T1
OG0007378	spis_longest_isoform_marker	XP_020905433.1	XP_022782541.1
OG0007378	nvec_longest_isoform	XP_020905433.1	XP_032218355.1
OG0007379	xenia_longest_isoforms	XP_020905437.1	Xe_009480-T1
OG0007379	spis_longest_isoform_marker	XP_020905437.1	XP_022788495.1
OG0007379	nvec_longest_isoform	XP_020905437.1	XP_001634997.1
OG0007380	xenia_longest_isoforms	XP_020905439.1	Xe_021829-T1
OG0007380	spis_longest_isoform_marker	XP_020905439.1	XP_022788492.1
OG0007380	nvec_longest_isoform	XP_020905439.1	XP_001637928.1
OG0007381	xenia_longest_isoforms	XP_020905440.1	Xe_009481-T1
OG0007381	spis_longest_isoform_marker	XP_020905440.1	XP_022788497.1
OG0007381	nvec_longest_isoform	XP_020905440.1	XP_001634944.1
OG0007382	xenia_longest_isoforms	XP_020905444.1	Xe_009175-T1
OG0007382	spis_longest_isoform_marker	XP_020905444.1	XP_022782532.1
OG0007382	nvec_longest_isoform	XP_020905444.1	XP_048580109.1
OG0007383	xenia_longest_isoforms	XP_020905445.1	Xe_009483-T1
OG0007383	spis_longest_isoform_marker	XP_020905445.1	XP_022788515.1
OG0007383	nvec_longest_isoform	XP_020905445.1	XP_032222761.2
OG0007384	xenia_longest_isoforms	XP_020905452.1	Xe_008050-T1
OG0007384	spis_longest_isoform_marker	XP_020905452.1	XP_022780208.1
OG0007384	nvec_longest_isoform	XP_020905452.1	XP_048587317.1
OG0007385	xenia_longest_isoforms	XP_020905460.1	Xe_012399-T1
OG0007385	spis_longest_isoform_marker	XP_020905460.1	XP_022794645.1
OG0007385	nvec_longest_isoform	XP_020905460.1	XP_001635466.2
OG0007386	xenia_longest_isoforms	XP_020905462.2	Xe_009179-T1
OG0007386	spis_longest_isoform_marker	XP_020905462.2	XP_022782544.1
OG0007386	nvec_longest_isoform	XP_020905462.2	XP_001637919.1
OG0007387	xenia_longest_isoforms	XP_020905465.1	Xe_009784-T1
OG0007387	spis_longest_isoform_marker	XP_020905465.1	XP_022782725.1
OG0007387	nvec_longest_isoform	XP_020905465.1	XP_032241197.1
OG0007388	xenia_longest_isoforms	XP_020905478.1	Xe_022375-T1
OG0007388	spis_longest_isoform_marker	XP_020905478.1	XP_022794731.1
OG0007388	nvec_longest_isoform	XP_020905478.1	XP_032236381.1
OG0007389	xenia_longest_isoforms	XP_020905482.1	Xe_022288-T1
OG0007389	spis_longest_isoform_marker	XP_020905482.1	XP_022805221.1
OG0007389	nvec_longest_isoform	XP_020905482.1	XP_032242818.2
OG0007390	xenia_longest_isoforms	XP_020905487.1	Xe_021761-T1
OG0007390	spis_longest_isoform_marker	XP_020905487.1	XP_022806908.1
OG0007390	nvec_longest_isoform	XP_020905487.1	XP_048581420.1
OG0007391	xenia_longest_isoforms	XP_020905496.1	Xe_021771-T1
OG0007391	spis_longest_isoform_marker	XP_020905496.1	XP_022805231.1
OG0007391	nvec_longest_isoform	XP_020905496.1	XP_048580761.1
OG0007392	xenia_longest_isoforms	XP_020905500.2	Xe_022323-T1
OG0007392	spis_longest_isoform_marker	XP_020905500.2	XP_022792655.1
OG0007392	nvec_longest_isoform	XP_020905500.2	XP_001631702.1
OG0007393	xenia_longest_isoforms	XP_020905504.1	Xe_004720-T1
OG0007393	spis_longest_isoform_marker	XP_020905504.1	XP_022801385.1
OG0007393	nvec_longest_isoform	XP_020905504.1	XP_032239145.2
OG0007394	xenia_longest_isoforms	XP_020914472.1, XP_020905510.1	Xe_019847-T1
OG0007394	spis_longest_isoform_marker	XP_020914472.1, XP_020905510.1	XP_022807145.1
OG0007395	spis_longest_isoform_marker	XP_020905512.1, XP_020908667.1	XP_022806964.1
OG0007395	nvec_longest_isoform	XP_020905512.1, XP_020908667.1	XP_032223633.2
OG0007396	xenia_longest_isoforms	XP_020905514.1	Xe_022373-T1
OG0007396	spis_longest_isoform_marker	XP_020905514.1	XP_022794730.1
OG0007396	nvec_longest_isoform	XP_020905514.1	XP_001634116.2
OG0007397	xenia_longest_isoforms	XP_020905515.1	Xe_004955-T1
OG0007397	spis_longest_isoform_marker	XP_020905515.1	XP_022809333.1
OG0007397	nvec_longest_isoform	XP_020905515.1	XP_001636698.2
OG0007398	xenia_longest_isoforms	XP_020905516.2	Xe_022374-T1
OG0007398	spis_longest_isoform_marker	XP_020905516.2	XP_022794734.1
OG0007398	nvec_longest_isoform	XP_020905516.2	XP_032239366.1
OG0007399	xenia_longest_isoforms	XP_020905517.1	Xe_001260-T1
OG0007399	spis_longest_isoform_marker	XP_020905517.1	XP_022794737.1
OG0007399	nvec_longest_isoform	XP_020905517.1	XP_032237911.2
OG0007400	xenia_longest_isoforms	XP_020905521.1	Xe_015637-T1
OG0007400	spis_longest_isoform_marker	XP_020905521.1	XP_022797135.1
OG0007400	nvec_longest_isoform	XP_020905521.1	XP_048589176.1
OG0007401	xenia_longest_isoforms	XP_020905532.1	Xe_015447-T1
OG0007401	spis_longest_isoform_marker	XP_020905532.1	XP_022795343.1
OG0007401	nvec_longest_isoform	XP_020905532.1	XP_048589121.1
OG0007402	xenia_longest_isoforms	XP_020905534.1	Xe_014750-T1
OG0007402	spis_longest_isoform_marker	XP_020905534.1	XP_022795333.1
OG0007402	nvec_longest_isoform	XP_020905534.1	XP_001625425.2
OG0007403	xenia_longest_isoforms	XP_020905537.1	Xe_014371-T1
OG0007403	spis_longest_isoform_marker	XP_020905537.1	XP_022786579.1
OG0007403	nvec_longest_isoform	XP_020905537.1	XP_048589611.1
OG0007404	xenia_longest_isoforms	XP_020905538.1	Xe_014988-T1
OG0007404	spis_longest_isoform_marker	XP_020905538.1	XP_022804342.1
OG0007404	nvec_longest_isoform	XP_020905538.1	XP_032226740.2
OG0007405	spis_longest_isoform_marker	XP_020905558.2, XP_020905827.1	XP_022787116.1
OG0007405	nvec_longest_isoform	XP_020905558.2, XP_020905827.1	XP_032223121.2
OG0007406	spis_longest_isoform_marker	XP_020905566.1	XP_022793452.1
OG0007406	nvec_longest_isoform	XP_020905566.1	XP_032239008.1, XP_032240693.2
OG0007407	xenia_longest_isoforms	XP_020905573.1	Xe_022141-T1
OG0007407	spis_longest_isoform_marker	XP_020905573.1	XP_022782776.1
OG0007407	nvec_longest_isoform	XP_020905573.1	XP_032238155.2
OG0007408	xenia_longest_isoforms	XP_020905575.1	Xe_011628-T1
OG0007408	spis_longest_isoform_marker	XP_020905575.1	XP_022782791.1
OG0007408	nvec_longest_isoform	XP_020905575.1	XP_001633134.1
OG0007409	xenia_longest_isoforms	XP_020905577.1	Xe_011623-T1
OG0007409	spis_longest_isoform_marker	XP_020905577.1	XP_022794970.1
OG0007409	nvec_longest_isoform	XP_020905577.1	XP_001638725.1
OG0007410	xenia_longest_isoforms	XP_020905581.1	Xe_011046-T1
OG0007410	nvec_longest_isoform	XP_020905581.1	XP_032229416.2
OG0007410	spis_longest_isoform_marker	XP_020905581.1	XP_022788552.1
OG0007411	xenia_longest_isoforms	XP_020905582.1	Xe_011622-T1
OG0007411	spis_longest_isoform_marker	XP_020905582.1	XP_022794927.1
OG0007411	nvec_longest_isoform	XP_020905582.1	XP_032219371.1
OG0007412	xenia_longest_isoforms	XP_020905587.1	Xe_012024-T1
OG0007412	spis_longest_isoform_marker	XP_020905587.1	XP_022796510.1
OG0007412	nvec_longest_isoform	XP_020905587.1	XP_048585659.1
OG0007413	xenia_longest_isoforms	XP_020905590.1	Xe_011877-T1
OG0007413	spis_longest_isoform_marker	XP_020905590.1	XP_022804237.1
OG0007413	nvec_longest_isoform	XP_020905590.1	XP_001632366.1
OG0007414	xenia_longest_isoforms	XP_020905591.1	Xe_012192-T1
OG0007414	spis_longest_isoform_marker	XP_020905591.1	XP_022804225.1
OG0007414	nvec_longest_isoform	XP_020905591.1	XP_001632317.3
OG0007415	xenia_longest_isoforms	XP_020905598.1	Xe_012524-T1
OG0007415	spis_longest_isoform_marker	XP_020905598.1	XP_022784329.1
OG0007415	nvec_longest_isoform	XP_020905598.1	XP_032221696.2
OG0007417	xenia_longest_isoforms	XP_020905609.1	Xe_012382-T1
OG0007417	spis_longest_isoform_marker	XP_020905609.1	XP_022782223.1
OG0007417	nvec_longest_isoform	XP_020905609.1	XP_001631193.2
OG0007418	spis_longest_isoform_marker	XP_020905622.1, XP_028518284.1	XP_022809886.1
OG0007418	nvec_longest_isoform	XP_020905622.1, XP_028518284.1	XP_001626883.2
OG0007420	xenia_longest_isoforms	XP_020905630.1	Xe_011974-T1
OG0007420	spis_longest_isoform_marker	XP_020905630.1	XP_022804964.1
OG0007420	nvec_longest_isoform	XP_020905630.1	XP_001640645.1
OG0007421	xenia_longest_isoforms	XP_020905632.1	Xe_012223-T1
OG0007421	spis_longest_isoform_marker	XP_020905632.1	XP_022784295.1
OG0007421	nvec_longest_isoform	XP_020905632.1	XP_032241655.2
OG0007422	xenia_longest_isoforms	XP_020905633.1	Xe_008279-T1
OG0007422	spis_longest_isoform_marker	XP_020905633.1	XP_022809884.1
OG0007422	nvec_longest_isoform	XP_020905633.1	XP_001626864.1
OG0007423	xenia_longest_isoforms	XP_020905634.1	Xe_012224-T1
OG0007423	spis_longest_isoform_marker	XP_020905634.1	XP_022784297.1
OG0007423	nvec_longest_isoform	XP_020905634.1	XP_032241666.2
OG0007424	xenia_longest_isoforms	XP_020905635.1	Xe_012348-T1
OG0007424	spis_longest_isoform_marker	XP_020905635.1	XP_022782257.1
OG0007424	nvec_longest_isoform	XP_020905635.1	XP_001631226.2
OG0007425	xenia_longest_isoforms	XP_020905636.1	Xe_012347-T1
OG0007425	spis_longest_isoform_marker	XP_020905636.1	XP_022782235.1
OG0007425	nvec_longest_isoform	XP_020905636.1	XP_001632303.3
OG0007426	xenia_longest_isoforms	XP_020905637.1	Xe_011884-T1
OG0007426	spis_longest_isoform_marker	XP_020905637.1	XP_022791135.1
OG0007426	nvec_longest_isoform	XP_020905637.1	XP_048585833.1
OG0007427	xenia_longest_isoforms	XP_020905638.1	Xe_012532-T1
OG0007427	spis_longest_isoform_marker	XP_020905638.1	XP_022777695.1
OG0007427	nvec_longest_isoform	XP_020905638.1	XP_032221725.2
OG0007428	xenia_longest_isoforms	XP_020905639.1	Xe_011975-T1
OG0007428	nvec_longest_isoform	XP_020905639.1	XP_032221714.2
OG0007428	spis_longest_isoform_marker	XP_020905639.1	XP_022804975.1
OG0007429	xenia_longest_isoforms	XP_020905640.1	Xe_011945-T1
OG0007429	spis_longest_isoform_marker	XP_020905640.1	XP_022790946.1
OG0007429	nvec_longest_isoform	XP_020905640.1	XP_032232648.1
OG0007430	xenia_longest_isoforms	XP_020905650.1	Xe_011713-T1
OG0007430	spis_longest_isoform_marker	XP_020905650.1	XP_022806433.1
OG0007430	nvec_longest_isoform	XP_020905650.1	XP_001640514.2
OG0007431	xenia_longest_isoforms	XP_020905661.2	Xe_012254-T1
OG0007431	spis_longest_isoform_marker	XP_020905661.2	XP_022784379.1
OG0007431	nvec_longest_isoform	XP_020905661.2	XP_032232877.1
OG0007432	xenia_longest_isoforms	XP_020905664.1	Xe_011890-T1
OG0007432	spis_longest_isoform_marker	XP_020905664.1	XP_022791139.1
OG0007432	nvec_longest_isoform	XP_020905664.1	XP_032221642.2
OG0007433	xenia_longest_isoforms	XP_020905675.1	Xe_007219-T1
OG0007433	spis_longest_isoform_marker	XP_020905675.1	XP_022787385.1
OG0007433	nvec_longest_isoform	XP_020905675.1	XP_048586127.1
OG0007434	xenia_longest_isoforms	XP_020905681.1	Xe_012358-T1
OG0007434	spis_longest_isoform_marker	XP_020905681.1	XP_022782238.1
OG0007434	nvec_longest_isoform	XP_020905681.1	XP_001631198.3
OG0007435	spis_longest_isoform_marker	XP_028516262.1, XP_020905683.1	XP_022791018.1
OG0007435	nvec_longest_isoform	XP_028516262.1, XP_020905683.1	XP_048585735.1
OG0007436	xenia_longest_isoforms	XP_020905684.1	Xe_000961-T2
OG0007436	spis_longest_isoform_marker	XP_020905684.1	XP_022782274.1
OG0007436	nvec_longest_isoform	XP_020905684.1	XP_032235826.1
OG0007437	xenia_longest_isoforms	XP_020905687.1	Xe_012226-T1
OG0007437	spis_longest_isoform_marker	XP_020905687.1	XP_022784296.1
OG0007437	nvec_longest_isoform	XP_020905687.1	XP_048585681.1
OG0007438	xenia_longest_isoforms	XP_020905688.1	Xe_012227-T1
OG0007438	spis_longest_isoform_marker	XP_020905688.1	XP_022784345.1
OG0007438	nvec_longest_isoform	XP_020905688.1	XP_048585680.1
OG0007439	xenia_longest_isoforms	XP_020905694.1	Xe_011715-T1
OG0007439	spis_longest_isoform_marker	XP_020905694.1	XP_022806435.1
OG0007439	nvec_longest_isoform	XP_020905694.1	XP_001640517.2
OG0007440	spis_longest_isoform_marker	XP_020912607.1, XP_020905695.1	XP_022804224.1
OG0007440	nvec_longest_isoform	XP_020912607.1, XP_020905695.1	XP_048586435.1
OG0007441	xenia_longest_isoforms	XP_020905705.2	Xe_002410-T1
OG0007441	spis_longest_isoform_marker	XP_020905705.2	XP_022779164.1
OG0007441	nvec_longest_isoform	XP_020905705.2	XP_001633842.1
OG0007442	xenia_longest_isoforms	XP_020905706.1	Xe_002811-T1
OG0007442	spis_longest_isoform_marker	XP_020905706.1	XP_022804527.1
OG0007442	nvec_longest_isoform	XP_020905706.1	XP_048590446.1
OG0007443	xenia_longest_isoforms	XP_020905707.1	Xe_002800-T1
OG0007443	spis_longest_isoform_marker	XP_020905707.1	XP_022804528.1
OG0007443	nvec_longest_isoform	XP_020905707.1	XP_048589999.1
OG0007444	xenia_longest_isoforms	XP_020905714.1	Xe_028905-T1
OG0007444	spis_longest_isoform_marker	XP_020905714.1	XP_022791823.1
OG0007444	nvec_longest_isoform	XP_020905714.1	XP_001635628.1
OG0007445	xenia_longest_isoforms	XP_020905747.1	Xe_006086-T1
OG0007445	spis_longest_isoform_marker	XP_020905747.1	XP_022805506.1
OG0007445	nvec_longest_isoform	XP_020905747.1	XP_032219155.2
OG0007446	xenia_longest_isoforms	XP_020905750.1	Xe_006070-T1
OG0007446	spis_longest_isoform_marker	XP_020905750.1	XP_022791347.1
OG0007446	nvec_longest_isoform	XP_020905750.1	XP_048576898.1
OG0007447	xenia_longest_isoforms	XP_020905756.1	Xe_005270-T1
OG0007447	spis_longest_isoform_marker	XP_020905756.1	XP_022781074.1
OG0007447	nvec_longest_isoform	XP_020905756.1	XP_001638477.2
OG0007448	xenia_longest_isoforms	XP_020905762.1	Xe_006072-T1
OG0007448	spis_longest_isoform_marker	XP_020905762.1	XP_022791309.1
OG0007448	nvec_longest_isoform	XP_020905762.1	XP_032220211.2
OG0007449	xenia_longest_isoforms	XP_020905773.1	Xe_007907-T1
OG0007449	spis_longest_isoform_marker	XP_020905773.1	XP_022794330.1
OG0007449	nvec_longest_isoform	XP_020905773.1	XP_048587186.1
OG0007450	xenia_longest_isoforms	XP_020905778.2	Xe_004521-T1
OG0007450	spis_longest_isoform_marker	XP_020905778.2	XP_022803718.1
OG0007450	nvec_longest_isoform	XP_020905778.2	XP_048583101.1
OG0007451	xenia_longest_isoforms	XP_020905780.1	Xe_004706-T1
OG0007451	spis_longest_isoform_marker	XP_020905780.1	XP_022803710.1
OG0007451	nvec_longest_isoform	XP_020905780.1	XP_048583041.1
OG0007452	xenia_longest_isoforms	XP_020905782.1	Xe_004993-T1
OG0007452	spis_longest_isoform_marker	XP_020905782.1	XP_022790611.1
OG0007452	nvec_longest_isoform	XP_020905782.1	XP_001639528.2
OG0007453	xenia_longest_isoforms	XP_020905784.1	Xe_007908-T1
OG0007453	spis_longest_isoform_marker	XP_020905784.1	XP_022794329.1
OG0007453	nvec_longest_isoform	XP_020905784.1	XP_048587757.1
OG0007454	nvec_longest_isoform	XP_020905785.1	XP_048585998.1, XP_048582183.1, XP_048582185.1
OG0007455	xenia_longest_isoforms	XP_020905788.1	Xe_004518-T1
OG0007455	spis_longest_isoform_marker	XP_020905788.1	XP_022803712.1
OG0007455	nvec_longest_isoform	XP_020905788.1	XP_001639526.2
OG0007456	xenia_longest_isoforms	XP_020905793.1	Xe_004992-T1
OG0007456	spis_longest_isoform_marker	XP_020905793.1	XP_022803732.1
OG0007456	nvec_longest_isoform	XP_020905793.1	XP_001639527.2
OG0007457	xenia_longest_isoforms	XP_020905794.1	Xe_004705-T1
OG0007457	nvec_longest_isoform	XP_020905794.1	XP_001631721.1
OG0007457	spis_longest_isoform_marker	XP_020905794.1	XP_022803708.1
OG0007458	xenia_longest_isoforms	XP_020905795.1	Xe_004991-T1
OG0007458	spis_longest_isoform_marker	XP_020905795.1	XP_022803714.1
OG0007458	nvec_longest_isoform	XP_020905795.1	XP_001639623.2
OG0007459	xenia_longest_isoforms	XP_020905796.1	Xe_007899-T1
OG0007459	spis_longest_isoform_marker	XP_020905796.1	XP_022805009.1
OG0007459	nvec_longest_isoform	XP_020905796.1	XP_048587328.1
OG0007460	xenia_longest_isoforms	XP_020905801.1	Xe_010410-T1
OG0007460	nvec_longest_isoform	XP_020905801.1	XP_032220497.2
OG0007460	spis_longest_isoform_marker	XP_020905801.1	XP_022803707.1
