Orthogroup	Species	spis_longest_isoform_marker	Orthologs
OG0005315	xenia_longest_isoforms	XP_022787278.1	Xe_000921-T1
OG0005315	aip_longest_isoforms	XP_022787278.1	XP_020895788.1
OG0005315	nvec_longest_isoform	XP_022787278.1	XP_001629333.1
OG0005316	xenia_longest_isoforms	XP_022779336.1	Xe_018648-T1
OG0005316	nvec_longest_isoform	XP_022779336.1	XP_032238553.1
OG0005316	aip_longest_isoforms	XP_022779336.1	XP_020895790.1
OG0005317	xenia_longest_isoforms	XP_022782141.1	Xe_000611-T1
OG0005317	nvec_longest_isoform	XP_022782141.1	XP_001632656.2
OG0005317	aip_longest_isoforms	XP_022782141.1	XP_020895791.1
OG0005318	xenia_longest_isoforms	XP_022779281.1	Xe_009603-T1
OG0005318	nvec_longest_isoform	XP_022779281.1	XP_001641062.2
OG0005318	aip_longest_isoforms	XP_022779281.1	XP_020895793.1
OG0005319	xenia_longest_isoforms	XP_022794447.1	Xe_021464-T1
OG0005319	aip_longest_isoforms	XP_022794447.1	XP_020895800.1
OG0005319	nvec_longest_isoform	XP_022794447.1	XP_001635623.2
OG0005320	xenia_longest_isoforms	XP_022785290.1	Xe_022028-T1
OG0005320	nvec_longest_isoform	XP_022785290.1	XP_001641455.1
OG0005320	aip_longest_isoforms	XP_022785290.1	XP_020895803.1
OG0005321	nvec_longest_isoform	XP_022786088.1, XP_022786072.1	XP_032239555.2
OG0005321	aip_longest_isoforms	XP_022786088.1, XP_022786072.1	XP_020895804.1
OG0005322	xenia_longest_isoforms	XP_022802451.1	Xe_021841-T1
OG0005322	aip_longest_isoforms	XP_022802451.1	XP_020895805.1
OG0005322	nvec_longest_isoform	XP_022802451.1	XP_032225445.2
OG0005323	xenia_longest_isoforms	XP_022786076.1	Xe_000509-T1
OG0005323	aip_longest_isoforms	XP_022786076.1	XP_020895806.1
OG0005323	nvec_longest_isoform	XP_022786076.1	XP_048579988.1
OG0005324	xenia_longest_isoforms	XP_022786104.1	Xe_009706-T1
OG0005324	aip_longest_isoforms	XP_022786104.1	XP_020895807.1
OG0005324	nvec_longest_isoform	XP_022786104.1	XP_048578258.1
OG0005325	xenia_longest_isoforms	XP_022802454.1	Xe_021840-T1
OG0005325	aip_longest_isoforms	XP_022802454.1	XP_020895809.1
OG0005325	nvec_longest_isoform	XP_022802454.1	XP_001635673.1
OG0005326	xenia_longest_isoforms	XP_022785627.1	Xe_025186-T1
OG0005326	aip_longest_isoforms	XP_022785627.1	XP_020895811.1
OG0005326	nvec_longest_isoform	XP_022785627.1	XP_001626437.2
OG0005327	xenia_longest_isoforms	XP_022801042.1	Xe_009674-T1
OG0005327	nvec_longest_isoform	XP_022801042.1	XP_001635633.2
OG0005327	aip_longest_isoforms	XP_022801042.1	XP_020895820.1
OG0005328	xenia_longest_isoforms	XP_022782121.1	Xe_000990-T1
OG0005328	aip_longest_isoforms	XP_022782121.1	XP_020895821.1
OG0005328	nvec_longest_isoform	XP_022782121.1	XP_048582341.1
OG0005329	xenia_longest_isoforms	XP_022801054.1	Xe_001105-T1
OG0005329	aip_longest_isoforms	XP_022801054.1	XP_020895823.1
OG0005329	nvec_longest_isoform	XP_022801054.1	XP_001635632.1
OG0005330	xenia_longest_isoforms	XP_022801055.1	Xe_001104-T1
OG0005330	nvec_longest_isoform	XP_022801055.1	XP_001640937.1
OG0005330	aip_longest_isoforms	XP_022801055.1	XP_020895827.1
OG0005331	xenia_longest_isoforms	XP_022785625.1	Xe_025185-T1
OG0005331	aip_longest_isoforms	XP_022785625.1	XP_020895828.1
OG0005331	nvec_longest_isoform	XP_022785625.1	XP_032229881.1
OG0005332	xenia_longest_isoforms	XP_022791854.1	Xe_001316-T1
OG0005332	aip_longest_isoforms	XP_022791854.1	XP_020895831.1
OG0005332	nvec_longest_isoform	XP_022791854.1	XP_032228433.2
OG0005333	xenia_longest_isoforms	XP_022782058.1	Xe_000798-T1
OG0005333	aip_longest_isoforms	XP_022782058.1	XP_020895833.1
OG0005333	nvec_longest_isoform	XP_022782058.1	XP_048589669.1
OG0005334	xenia_longest_isoforms	XP_022777776.1	Xe_000442-T1
OG0005334	aip_longest_isoforms	XP_022777776.1	XP_028519294.1, XP_020895847.1
OG0005335	xenia_longest_isoforms	XP_022793110.1	Xe_021846-T1
OG0005335	aip_longest_isoforms	XP_022793110.1	XP_020895849.1
OG0005335	nvec_longest_isoform	XP_022793110.1	XP_001647517.3
OG0005336	xenia_longest_isoforms	XP_022787332.1	Xe_009820-T1
OG0005336	aip_longest_isoforms	XP_022787332.1	XP_020895850.1
OG0005336	nvec_longest_isoform	XP_022787332.1	XP_001635664.2
OG0005337	xenia_longest_isoforms	XP_022786215.1	Xe_015901-T1
OG0005337	aip_longest_isoforms	XP_022786215.1	XP_020895857.1
OG0005337	nvec_longest_isoform	XP_022786215.1	XP_032234244.2
OG0005338	xenia_longest_isoforms	XP_022787294.1	Xe_015771-T1
OG0005338	aip_longest_isoforms	XP_022787294.1	XP_020895865.1
OG0005338	nvec_longest_isoform	XP_022787294.1	XP_032236371.2
OG0005339	xenia_longest_isoforms	XP_022788076.1	Xe_015736-T1
OG0005339	aip_longest_isoforms	XP_022788076.1	XP_020895868.1
OG0005339	nvec_longest_isoform	XP_022788076.1	XP_032236368.2
OG0005340	aip_longest_isoforms	XP_022800557.1	XP_020895869.1, XP_020917725.1
OG0005340	nvec_longest_isoform	XP_022800557.1	XP_048589784.1
OG0005341	xenia_longest_isoforms	XP_022785921.1	Xe_014349-T1
OG0005341	aip_longest_isoforms	XP_022785921.1	XP_020895872.1
OG0005341	nvec_longest_isoform	XP_022785921.1	XP_048589259.1
OG0005342	xenia_longest_isoforms	XP_022787641.1	Xe_015715-T1
OG0005342	nvec_longest_isoform	XP_022787641.1	XP_048589708.1
OG0005342	aip_longest_isoforms	XP_022787641.1	XP_020895876.1
OG0005343	xenia_longest_isoforms	XP_022786255.1	Xe_015770-T1
OG0005343	aip_longest_isoforms	XP_022786255.1	XP_020895888.1
OG0005343	nvec_longest_isoform	XP_022786255.1	XP_001629940.3
OG0005344	xenia_longest_isoforms	XP_022786205.1	Xe_015902-T1
OG0005344	aip_longest_isoforms	XP_022786205.1	XP_020895891.1
OG0005344	nvec_longest_isoform	XP_022786205.1	XP_048589145.1
OG0005345	xenia_longest_isoforms	XP_022797895.1	Xe_020469-T1
OG0005345	aip_longest_isoforms	XP_022797895.1	XP_020895902.1
OG0005345	nvec_longest_isoform	XP_022797895.1	XP_032219262.2
OG0005346	xenia_longest_isoforms	XP_022795797.1	Xe_020491-T1
OG0005346	aip_longest_isoforms	XP_022795797.1	XP_020895904.1
OG0005346	nvec_longest_isoform	XP_022795797.1	XP_032228831.1
OG0005347	xenia_longest_isoforms	XP_022795795.1	Xe_020467-T1
OG0005347	nvec_longest_isoform	XP_022795795.1	XP_032228833.1
OG0005347	aip_longest_isoforms	XP_022795795.1	XP_020895907.1
OG0005348	xenia_longest_isoforms	XP_022779918.1	Xe_020701-T1
OG0005348	aip_longest_isoforms	XP_022779918.1	XP_020895913.1
OG0005348	nvec_longest_isoform	XP_022779918.1	XP_048581126.1
OG0005349	xenia_longest_isoforms	XP_022780305.1	Xe_016382-T1
OG0005349	nvec_longest_isoform	XP_022780305.1	XP_048575725.1
OG0005349	aip_longest_isoforms	XP_022780305.1	XP_020895920.1
OG0005350	xenia_longest_isoforms	XP_022795798.1	Xe_020489-T1
OG0005350	aip_longest_isoforms	XP_022795798.1	XP_020895922.1
OG0005350	nvec_longest_isoform	XP_022795798.1	XP_001638600.2
OG0005351	xenia_longest_isoforms	XP_022796889.1	Xe_020499-T1
OG0005351	nvec_longest_isoform	XP_022796889.1	XP_001633500.3
OG0005351	aip_longest_isoforms	XP_022796889.1	XP_020895934.1
OG0005353	xenia_longest_isoforms	XP_022787340.1	Xe_001365-T1
OG0005353	nvec_longest_isoform	XP_022787340.1	XP_032240270.2
OG0005353	aip_longest_isoforms	XP_022787340.1	XP_020895962.1
OG0005354	xenia_longest_isoforms	XP_022787277.1	Xe_000517-T1
OG0005354	aip_longest_isoforms	XP_022787277.1	XP_020895963.1
OG0005354	nvec_longest_isoform	XP_022787277.1	XP_048580089.1
OG0005355	xenia_longest_isoforms	XP_022787363.1	Xe_009322-T1
OG0005355	nvec_longest_isoform	XP_022787363.1	XP_048580123.1
OG0005355	aip_longest_isoforms	XP_022787363.1	XP_020895965.1
OG0005356	xenia_longest_isoforms	XP_022808499.1	Xe_003371-T1
OG0005356	nvec_longest_isoform	XP_022808499.1	XP_048584356.1
OG0005356	aip_longest_isoforms	XP_022808499.1	XP_020895969.1
OG0005358	xenia_longest_isoforms	XP_022798113.1	Xe_000293-T1
OG0005358	aip_longest_isoforms	XP_022798113.1	XP_020895993.1
OG0005358	nvec_longest_isoform	XP_022798113.1	XP_048582360.1
OG0005359	xenia_longest_isoforms	XP_022798106.1	Xe_006134-T1
OG0005359	nvec_longest_isoform	XP_022798106.1	XP_032239447.2
OG0005359	aip_longest_isoforms	XP_022798106.1	XP_020895994.1
OG0005360	xenia_longest_isoforms	XP_022804677.1	Xe_000513-T1
OG0005360	aip_longest_isoforms	XP_022804677.1	XP_020895997.1
OG0005360	nvec_longest_isoform	XP_022804677.1	XP_032220461.2
OG0005361	xenia_longest_isoforms	XP_022787656.1	Xe_004392-T1
OG0005361	aip_longest_isoforms	XP_022787656.1	XP_020895998.1
OG0005361	nvec_longest_isoform	XP_022787656.1	XP_001636595.2
OG0005362	xenia_longest_isoforms	XP_022787643.1	Xe_019262-T1
OG0005362	aip_longest_isoforms	XP_022787643.1	XP_020896001.1
OG0005362	nvec_longest_isoform	XP_022787643.1	XP_032238470.2
OG0005363	xenia_longest_isoforms	XP_022787652.1	Xe_004393-T1
OG0005363	aip_longest_isoforms	XP_022787652.1	XP_020896009.1
OG0005363	nvec_longest_isoform	XP_022787652.1	XP_048581796.1
OG0005364	xenia_longest_isoforms	XP_022783066.1	Xe_001028-T1
OG0005364	nvec_longest_isoform	XP_022783066.1	XP_048580679.1
OG0005364	aip_longest_isoforms	XP_022783066.1	XP_020896014.2
OG0005365	aip_longest_isoforms	XP_022784914.1	XP_028516356.1, XP_020904467.1, XP_020896037.1
OG0005366	xenia_longest_isoforms	XP_022798866.1	Xe_019775-T1
OG0005366	nvec_longest_isoform	XP_022798866.1	XP_048582391.1
OG0005366	aip_longest_isoforms	XP_022798866.1	XP_020896047.1
OG0005367	xenia_longest_isoforms	XP_022792059.1	Xe_020625-T1
OG0005367	nvec_longest_isoform	XP_022792059.1	XP_032234114.2
OG0005367	aip_longest_isoforms	XP_022792059.1	XP_020896056.1
OG0005368	xenia_longest_isoforms	XP_022781458.1	Xe_004966-T1
OG0005368	aip_longest_isoforms	XP_022781458.1	XP_020896058.1
OG0005368	nvec_longest_isoform	XP_022781458.1	XP_048582422.1
OG0005369	xenia_longest_isoforms	XP_022781543.1	Xe_005082-T1
OG0005369	nvec_longest_isoform	XP_022781543.1	XP_032242375.1
OG0005369	aip_longest_isoforms	XP_022781543.1	XP_020896059.1
OG0005370	xenia_longest_isoforms	XP_022781546.1	Xe_005085-T1
OG0005370	nvec_longest_isoform	XP_022781546.1	XP_032238511.2
OG0005370	aip_longest_isoforms	XP_022781546.1	XP_020896061.1
OG0005371	xenia_longest_isoforms	XP_022800562.1	Xe_005042-T1
OG0005371	aip_longest_isoforms	XP_022800562.1	XP_020896063.1
OG0005371	nvec_longest_isoform	XP_022800562.1	XP_001629751.1
OG0005372	xenia_longest_isoforms	XP_022793449.1	Xe_004490-T1
OG0005372	nvec_longest_isoform	XP_022793449.1	XP_032231314.2
OG0005372	aip_longest_isoforms	XP_022793449.1	XP_020896067.1
OG0005373	xenia_longest_isoforms	XP_022793460.1	Xe_004449-T2
OG0005373	aip_longest_isoforms	XP_022793460.1	XP_020896068.1
OG0005373	nvec_longest_isoform	XP_022793460.1	XP_032231312.1
OG0005374	xenia_longest_isoforms	XP_022803533.1	Xe_019278-T1
OG0005374	aip_longest_isoforms	XP_022803533.1	XP_020896069.1
OG0005374	nvec_longest_isoform	XP_022803533.1	XP_001639522.3
OG0005375	xenia_longest_isoforms	XP_022803518.1	Xe_019277-T1
OG0005375	aip_longest_isoforms	XP_022803518.1	XP_020896070.1
OG0005375	nvec_longest_isoform	XP_022803518.1	XP_048582037.1
OG0005376	xenia_longest_isoforms	XP_022787717.1	Xe_000269-T1
OG0005376	nvec_longest_isoform	XP_022787717.1	XP_001639570.2
OG0005376	aip_longest_isoforms	XP_022787717.1	XP_020896071.1
OG0005377	xenia_longest_isoforms	XP_022780526.1	Xe_004431-T1
OG0005377	nvec_longest_isoform	XP_022780526.1	XP_001631948.1
OG0005377	aip_longest_isoforms	XP_022780526.1	XP_020896072.1
OG0005378	xenia_longest_isoforms	XP_022781484.1	Xe_019283-T1
OG0005378	nvec_longest_isoform	XP_022781484.1	XP_032232146.2
OG0005378	aip_longest_isoforms	XP_022781484.1	XP_020896075.1
OG0005379	xenia_longest_isoforms	XP_022803519.1	Xe_000299-T1
OG0005379	aip_longest_isoforms	XP_022803519.1	XP_020896076.1
OG0005379	nvec_longest_isoform	XP_022803519.1	XP_001639517.2
OG0005380	xenia_longest_isoforms	XP_022782115.1	Xe_000855-T1
OG0005380	aip_longest_isoforms	XP_022782115.1	XP_020896077.1
OG0005380	nvec_longest_isoform	XP_022782115.1	XP_001637178.3
OG0005381	xenia_longest_isoforms	XP_022781544.1	Xe_005084-T1
OG0005381	aip_longest_isoforms	XP_022781544.1	XP_020896079.1
OG0005381	nvec_longest_isoform	XP_022781544.1	XP_048582159.1
OG0005382	xenia_longest_isoforms	XP_022801393.1	Xe_019450-T1
OG0005382	aip_longest_isoforms	XP_022801393.1	XP_020896080.1
OG0005382	nvec_longest_isoform	XP_022801393.1	XP_001633360.2
OG0005383	xenia_longest_isoforms	XP_022785810.1	Xe_005034-T1
OG0005383	nvec_longest_isoform	XP_022785810.1	XP_032236503.2
OG0005383	aip_longest_isoforms	XP_022785810.1	XP_020896082.1
OG0005384	xenia_longest_isoforms	XP_022786770.1	Xe_019332-T1
OG0005384	aip_longest_isoforms	XP_022786770.1	XP_020896086.1
OG0005384	nvec_longest_isoform	XP_022786770.1	XP_001631732.2
OG0005385	xenia_longest_isoforms	XP_022803241.1	Xe_003057-T1
OG0005385	aip_longest_isoforms	XP_022803241.1	XP_020896093.1
OG0005385	nvec_longest_isoform	XP_022803241.1	XP_001629768.2
OG0005386	xenia_longest_isoforms	XP_022798849.1	Xe_002454-T1
OG0005386	aip_longest_isoforms	XP_022798849.1	XP_020896094.1
OG0005386	nvec_longest_isoform	XP_022798849.1	XP_001629747.2
OG0005387	nvec_longest_isoform	XP_022780930.1	XP_032225600.2
OG0005387	aip_longest_isoforms	XP_022780930.1	XP_020896096.1, XP_020896099.1
OG0005388	xenia_longest_isoforms	XP_022785811.1	Xe_005031-T1
OG0005388	nvec_longest_isoform	XP_022785811.1	XP_048581979.1
OG0005388	aip_longest_isoforms	XP_022785811.1	XP_020896103.1
OG0005389	xenia_longest_isoforms	XP_022782087.1	Xe_000355-T1
OG0005389	aip_longest_isoforms	XP_022782087.1	XP_020896111.1
OG0005389	nvec_longest_isoform	XP_022782087.1	XP_032243074.2
OG0005390	xenia_longest_isoforms	XP_022808497.1	Xe_004414-T1
OG0005390	nvec_longest_isoform	XP_022808497.1	XP_048582342.1
OG0005390	aip_longest_isoforms	XP_022808497.1	XP_020896112.2
OG0005391	xenia_longest_isoforms	XP_022781440.1	Xe_004845-T2
OG0005391	nvec_longest_isoform	XP_022781440.1	XP_048582424.1
OG0005391	aip_longest_isoforms	XP_022781440.1	XP_020896118.1
OG0005392	xenia_longest_isoforms	XP_022796939.1	Xe_001055-T1
OG0005392	nvec_longest_isoform	XP_022796939.1	XP_032223693.1
OG0005392	aip_longest_isoforms	XP_022796939.1	XP_020896121.1
OG0005393	xenia_longest_isoforms	XP_022804926.1	Xe_002828-T1
OG0005393	aip_longest_isoforms	XP_022804926.1	XP_020896133.1
OG0005393	nvec_longest_isoform	XP_022804926.1	XP_048590645.1
OG0005394	xenia_longest_isoforms	XP_022782152.1	Xe_014546-T1
OG0005394	aip_longest_isoforms	XP_022782152.1	XP_020896135.1
OG0005394	nvec_longest_isoform	XP_022782152.1	XP_032243328.2
OG0005395	xenia_longest_isoforms	XP_022786102.1	Xe_001380-T1
OG0005395	nvec_longest_isoform	XP_022786102.1	XP_032239553.1
OG0005395	aip_longest_isoforms	XP_022786102.1	XP_020896137.1
OG0005396	xenia_longest_isoforms	XP_022799688.1	Xe_002463-T1
OG0005396	nvec_longest_isoform	XP_022799688.1	XP_032232322.1
OG0005396	aip_longest_isoforms	XP_022799688.1	XP_020896139.1
OG0005397	xenia_longest_isoforms	XP_022782557.1	Xe_009585-T1
OG0005397	nvec_longest_isoform	XP_022782557.1	XP_048579784.1
OG0005397	aip_longest_isoforms	XP_022782557.1	XP_020896143.1
OG0005398	xenia_longest_isoforms	XP_022804585.1	Xe_002444-T1
OG0005398	aip_longest_isoforms	XP_022804585.1	XP_020896145.1
OG0005398	nvec_longest_isoform	XP_022804585.1	XP_001626514.2
OG0005399	xenia_longest_isoforms	XP_022799699.1	Xe_002464-T1
OG0005399	nvec_longest_isoform	XP_022799699.1	XP_032232321.2
OG0005399	aip_longest_isoforms	XP_022799699.1	XP_020896161.1
OG0005400	xenia_longest_isoforms	XP_022782084.1	Xe_000356-T1
OG0005400	nvec_longest_isoform	XP_022782084.1	XP_032243069.2
OG0005400	aip_longest_isoforms	XP_022782084.1	XP_020896166.1
OG0005401	xenia_longest_isoforms	XP_022794365.1	Xe_008594-T1
OG0005401	nvec_longest_isoform	XP_022794365.1	XP_001625860.2
OG0005401	aip_longest_isoforms	XP_022794365.1	XP_020896177.1
OG0005402	xenia_longest_isoforms	XP_022807432.1	Xe_002878-T1
OG0005402	nvec_longest_isoform	XP_022807432.1	XP_001637535.1
OG0005402	aip_longest_isoforms	XP_022807432.1	XP_020896178.1
OG0005403	xenia_longest_isoforms	XP_022799967.1	Xe_002510-T1
OG0005403	nvec_longest_isoform	XP_022799967.1	XP_032219051.1
OG0005403	aip_longest_isoforms	XP_022799967.1	XP_020896179.1
OG0005404	xenia_longest_isoforms	XP_022799964.1	Xe_002509-T1
OG0005404	nvec_longest_isoform	XP_022799964.1	XP_032233287.1
OG0005404	aip_longest_isoforms	XP_022799964.1	XP_020896181.1
OG0005405	xenia_longest_isoforms	XP_022794348.1	Xe_002471-T1
OG0005405	nvec_longest_isoform	XP_022794348.1	XP_032237036.1
OG0005405	aip_longest_isoforms	XP_022794348.1	XP_020896184.1
OG0005406	xenia_longest_isoforms	XP_022805587.1	Xe_003606-T1
OG0005406	aip_longest_isoforms	XP_022805587.1	XP_020896185.1
OG0005406	nvec_longest_isoform	XP_022805587.1	XP_032219685.1
OG0005407	xenia_longest_isoforms	XP_022788156.1	Xe_002433-T1
OG0005407	aip_longest_isoforms	XP_022788156.1	XP_020896187.1
OG0005407	nvec_longest_isoform	XP_022788156.1	XP_001638385.2
OG0005408	xenia_longest_isoforms	XP_022805677.1	Xe_016004-T1
OG0005408	nvec_longest_isoform	XP_022805677.1	XP_048590277.1
OG0005408	aip_longest_isoforms	XP_022805677.1	XP_020896188.1
OG0005409	xenia_longest_isoforms	XP_022807213.1	Xe_002617-T1
OG0005409	nvec_longest_isoform	XP_022807213.1	XP_001638384.2
OG0005409	aip_longest_isoforms	XP_022807213.1	XP_020896194.1
OG0005410	xenia_longest_isoforms	XP_022795011.1	Xe_002473-T1
OG0005410	nvec_longest_isoform	XP_022795011.1	XP_001632163.2
OG0005410	aip_longest_isoforms	XP_022795011.1	XP_020896197.1
OG0005411	xenia_longest_isoforms	XP_022794994.1	Xe_002474-T1
OG0005411	nvec_longest_isoform	XP_022794994.1	XP_048590378.1
OG0005411	aip_longest_isoforms	XP_022794994.1	XP_020896199.1
OG0005412	xenia_longest_isoforms	XP_022788114.1	Xe_002496-T1
OG0005412	nvec_longest_isoform	XP_022788114.1	XP_032240215.1
OG0005412	aip_longest_isoforms	XP_022788114.1	XP_020896200.1
OG0005414	xenia_longest_isoforms	XP_022794995.1	Xe_002719-T1
OG0005414	nvec_longest_isoform	XP_022794995.1	XP_048590571.1
OG0005414	aip_longest_isoforms	XP_022794995.1	XP_020896202.1
OG0005415	xenia_longest_isoforms	XP_022796933.1	Xe_001051-T1
OG0005415	nvec_longest_isoform	XP_022796933.1	XP_048581791.1
OG0005415	aip_longest_isoforms	XP_022796933.1	XP_020896215.1
OG0005416	xenia_longest_isoforms	XP_022785576.1	Xe_011196-T1
OG0005416	nvec_longest_isoform	XP_022785576.1	XP_032219468.1
OG0005416	aip_longest_isoforms	XP_022785576.1	XP_020896224.1
OG0005417	xenia_longest_isoforms	XP_022796937.1	Xe_001052-T1
OG0005417	aip_longest_isoforms	XP_022796937.1	XP_020896225.1
OG0005417	nvec_longest_isoform	XP_022796937.1	XP_001638948.3
OG0005418	xenia_longest_isoforms	XP_022783060.1	Xe_001067-T1
OG0005418	nvec_longest_isoform	XP_022783060.1	XP_001632646.2
OG0005418	aip_longest_isoforms	XP_022783060.1	XP_020896231.1
OG0005419	xenia_longest_isoforms	XP_022783043.1	Xe_001068-T1
OG0005419	nvec_longest_isoform	XP_022783043.1	XP_048585850.1
OG0005419	aip_longest_isoforms	XP_022783043.1	XP_020896234.1
OG0005420	xenia_longest_isoforms	XP_022782165.1	Xe_000850-T1
OG0005420	aip_longest_isoforms	XP_022782165.1	XP_020896235.1
OG0005420	nvec_longest_isoform	XP_022782165.1	XP_032243076.2
OG0005421	xenia_longest_isoforms	XP_022779739.1	Xe_001262-T1
OG0005421	aip_longest_isoforms	XP_022779739.1	XP_020896246.1
OG0005421	nvec_longest_isoform	XP_022779739.1	XP_048581177.1
OG0005422	xenia_longest_isoforms	XP_022782118.1	Xe_010083-T1
OG0005422	aip_longest_isoforms	XP_022782118.1	XP_020896256.1
OG0005422	nvec_longest_isoform	XP_022782118.1	XP_001638230.1
OG0005423	xenia_longest_isoforms	XP_022787606.1	Xe_000623-T1
OG0005423	aip_longest_isoforms	XP_022787606.1	XP_020896258.1
OG0005423	nvec_longest_isoform	XP_022787606.1	XP_001638255.2
OG0005424	xenia_longest_isoforms	XP_022783085.1	Xe_001066-T1
OG0005424	aip_longest_isoforms	XP_022783085.1	XP_020896259.1
OG0005424	nvec_longest_isoform	XP_022783085.1	XP_001637231.2
OG0005425	xenia_longest_isoforms	XP_022782114.1	Xe_000853-T1
OG0005425	nvec_longest_isoform	XP_022782114.1	XP_032243067.2
OG0005425	aip_longest_isoforms	XP_022782114.1	XP_020896261.1
OG0005426	xenia_longest_isoforms	XP_022787613.1	Xe_015747-T1
OG0005426	nvec_longest_isoform	XP_022787613.1	XP_048588286.1
OG0005426	aip_longest_isoforms	XP_022787613.1	XP_020896263.1
OG0005427	xenia_longest_isoforms	XP_022795590.1	Xe_000417-T1
OG0005427	nvec_longest_isoform	XP_022795590.1	XP_032243125.1
OG0005427	aip_longest_isoforms	XP_022795590.1	XP_020896281.1
OG0005428	xenia_longest_isoforms	XP_022799763.1	Xe_009591-T1
OG0005428	nvec_longest_isoform	XP_022799763.1	XP_032221330.1
OG0005428	aip_longest_isoforms	XP_022799763.1	XP_020896285.1
OG0005429	xenia_longest_isoforms	XP_022787578.1	Xe_011967-T1
OG0005429	nvec_longest_isoform	XP_022787578.1	XP_001622502.3
OG0005429	aip_longest_isoforms	XP_022787578.1	XP_020896288.1
OG0005430	xenia_longest_isoforms	XP_022804393.1	Xe_000952-T1
OG0005430	aip_longest_isoforms	XP_022804393.1	XP_020896289.1
OG0005430	nvec_longest_isoform	XP_022804393.1	XP_001623402.2
OG0005431	xenia_longest_isoforms	XP_022804394.1	Xe_000951-T1
OG0005431	aip_longest_isoforms	XP_022804394.1	XP_020896291.1
OG0005431	nvec_longest_isoform	XP_022804394.1	XP_032226352.2
OG0005432	xenia_longest_isoforms	XP_022808504.1	Xe_003372-T1
OG0005432	aip_longest_isoforms	XP_022808504.1	XP_020896298.1
OG0005432	nvec_longest_isoform	XP_022808504.1	XP_001630310.1
OG0005433	xenia_longest_isoforms	XP_022795982.1	Xe_000525-T1
OG0005433	nvec_longest_isoform	XP_022795982.1	XP_048579867.1
OG0005433	aip_longest_isoforms	XP_022795982.1	XP_020896306.2
OG0005434	xenia_longest_isoforms	XP_022808205.1	Xe_000374-T1
OG0005434	aip_longest_isoforms	XP_022808205.1	XP_020896311.1
OG0005434	nvec_longest_isoform	XP_022808205.1	XP_048579870.1
OG0005436	xenia_longest_isoforms	XP_022782057.1	Xe_000384-T1
OG0005436	aip_longest_isoforms	XP_022782057.1	XP_020896317.1
OG0005436	nvec_longest_isoform	XP_022782057.1	XP_032219671.2
OG0005437	xenia_longest_isoforms	XP_022799772.1	Xe_025042-T1
OG0005437	aip_longest_isoforms	XP_022799772.1	XP_020896319.1
OG0005437	nvec_longest_isoform	XP_022799772.1	XP_048587883.1
OG0005438	xenia_longest_isoforms	XP_022795580.1	Xe_000418-T1
OG0005438	aip_longest_isoforms	XP_022795580.1	XP_020896320.1
OG0005438	nvec_longest_isoform	XP_022795580.1	XP_048583199.1
OG0005439	xenia_longest_isoforms	XP_022803043.1	Xe_001246-T1
OG0005439	aip_longest_isoforms	XP_022803043.1	XP_020896321.1
OG0005439	nvec_longest_isoform	XP_022803043.1	XP_048578101.1
OG0005440	xenia_longest_isoforms	XP_022777856.1	Xe_001089-T1
OG0005440	nvec_longest_isoform	XP_022777856.1	XP_001637205.1
OG0005440	aip_longest_isoforms	XP_022777856.1	XP_020896322.1
OG0005441	xenia_longest_isoforms	XP_022799738.1	Xe_009716-T1
OG0005441	nvec_longest_isoform	XP_022799738.1	XP_032243144.1
OG0005441	aip_longest_isoforms	XP_022799738.1	XP_020896325.2
OG0005442	xenia_longest_isoforms	XP_022782072.1	Xe_000799-T1
OG0005442	aip_longest_isoforms	XP_022782072.1	XP_020896326.1
OG0005442	nvec_longest_isoform	XP_022782072.1	XP_032219676.1
OG0005443	xenia_longest_isoforms	XP_022789672.1	Xe_008320-T1
OG0005443	nvec_longest_isoform	XP_022789672.1	XP_001635443.1
OG0005443	aip_longest_isoforms	XP_022789672.1	XP_020896331.1
OG0005444	xenia_longest_isoforms	XP_022794320.1	Xe_008014-T1
OG0005444	nvec_longest_isoform	XP_022794320.1	XP_048587040.1
OG0005444	aip_longest_isoforms	XP_022794320.1	XP_020896343.1
OG0005445	xenia_longest_isoforms	XP_022789692.1	Xe_008318-T1
OG0005445	aip_longest_isoforms	XP_022789692.1	XP_020896347.1
OG0005445	nvec_longest_isoform	XP_022789692.1	XP_032240931.1
OG0005446	xenia_longest_isoforms	XP_022784480.1, XP_022784481.1	Xe_007006-T1
OG0005446	aip_longest_isoforms	XP_022784480.1, XP_022784481.1	XP_020896348.1
OG0005447	xenia_longest_isoforms	XP_022789655.1	Xe_008317-T1
OG0005447	nvec_longest_isoform	XP_022789655.1	XP_032240888.1
OG0005447	aip_longest_isoforms	XP_022789655.1	XP_020896351.1
OG0005448	xenia_longest_isoforms	XP_022794317.1	Xe_008085-T1
OG0005448	nvec_longest_isoform	XP_022794317.1	XP_032231683.2
OG0005448	aip_longest_isoforms	XP_022794317.1	XP_020896355.2
OG0005449	xenia_longest_isoforms	XP_022787856.1	Xe_008792-T1
OG0005449	aip_longest_isoforms	XP_022787856.1	XP_020896357.1
OG0005449	nvec_longest_isoform	XP_022787856.1	XP_048587037.1
OG0005450	xenia_longest_isoforms	XP_022789659.1	Xe_008321-T1
OG0005450	aip_longest_isoforms	XP_022789659.1	XP_020896358.1
OG0005450	nvec_longest_isoform	XP_022789659.1	XP_001635481.3
