Orthogroup	nvec_longest_isoform	xenia_longest_isoforms
OG0005587	XP_001639706.3	Xe_013910-T1
OG0005588	XP_001623190.1	Xe_013240-T1
OG0005589	XP_032233214.2	Xe_013853-T1
OG0005590	XP_032233227.2	Xe_013893-T1
OG0005591	XP_001624451.1	Xe_013116-T1
OG0005592	XP_032227612.2	Xe_013117-T1
OG0005593	XP_032229401.1	Xe_011415-T1
OG0005594	XP_001635239.2	Xe_013854-T1
OG0005595	XP_048581696.1	Xe_021666-T1
OG0005596	XP_001633140.1	Xe_010917-T1
OG0005597	XP_032241117.1	Xe_010928-T1
OG0005598	XP_001627541.3	Xe_005365-T1
OG0005599	XP_001626005.3	Xe_005594-T1
OG0005600	XP_001631281.1	Xe_005372-T1
OG0005601	XP_032220240.1	Xe_005364-T1
OG0005602	XP_032235982.1	Xe_006926-T1
OG0005603	XP_032238811.2	Xe_005595-T1
OG0005604	XP_032229617.1	Xe_012620-T1
OG0005605	XP_001630546.3	Xe_012932-T1
OG0005606	XP_001630509.1	Xe_012952-T2
OG0005607	XP_001630545.1	Xe_004977-T1
OG0005609	XP_032239113.1	Xe_012948-T1
OG0005610	XP_032236115.2	Xe_012292-T1
OG0005611	XP_001633504.1	Xe_013011-T1
OG0005612	XP_048580934.1	Xe_012619-T1
OG0005613	XP_032234165.1	Xe_013065-T1
OG0005615	XP_032237382.2	Xe_012608-T1
OG0005616	XP_001633488.1	Xe_012850-T1
OG0005618	XP_032236861.1	Xe_014337-T1
OG0005619	XP_032236866.1	Xe_014336-T1
OG0005620	XP_032240996.2	Xe_007825-T1
OG0005621	XP_001632995.2	Xe_015367-T1
OG0005622	XP_048588564.1	Xe_014666-T1
OG0005623	XP_032240995.2	Xe_014488-T1
OG0005624	XP_001633026.1	Xe_015366-T1
OG0005625	XP_048581905.1	Xe_020481-T1
OG0005626	XP_032239754.1	Xe_013476-T1
OG0005627	XP_048584396.1	Xe_004051-T1
OG0005628	XP_048584399.1	Xe_004048-T1
OG0005629	XP_048577368.1	Xe_003389-T1
OG0005630	XP_032228357.2	Xe_005338-T1
OG0005631	XP_001625126.2	Xe_005339-T1
OG0005632	XP_001628741.2	Xe_002814-T1
OG0005633	XP_032229560.1	Xe_002776-T1
OG0005634	XP_048590317.1	Xe_002549-T1
OG0005635	XP_001628728.3	Xe_002550-T1
OG0005636	XP_001624985.1	Xe_002630-T1
OG0005638	XP_001628715.1	Xe_002813-T1
OG0005639	XP_032232779.2	Xe_014426-T1
OG0005640	XP_032228219.2	Xe_002538-T1
OG0005641	XP_048584980.1	Xe_013080-T1
OG0005642	XP_048584547.1	Xe_013152-T1
OG0005644	XP_001640887.3	Xe_016145-T1
OG0005645	XP_001628947.3	Xe_013075-T1
OG0005646	XP_032237257.2	Xe_013158-T1
OG0005647	XP_048585245.1	Xe_013154-T1
OG0005648	XP_032222101.1	Xe_013039-T1
OG0005649	XP_001629159.2	Xe_013054-T1
OG0005650	XP_048585454.1	Xe_013245-T1
OG0005652	XP_032231801.2	Xe_013684-T1
OG0005653	XP_001630988.2	Xe_013155-T1
OG0005654	XP_001640799.2	Xe_013216-T1
OG0005655	XP_048585473.1	Xe_013234-T1
OG0005656	XP_001632414.3	Xe_013157-T1
OG0005657	XP_001624593.2	Xe_013845-T1
OG0005659	XP_048583909.1	Xe_002130-T1
OG0005660	XP_048584059.1	Xe_002186-T1
OG0005661	XP_001631596.1	Xe_002187-T1
OG0005662	XP_001638185.2	Xe_002284-T1
OG0005663	XP_032218673.2	Xe_002361-T1
OG0005664	XP_048584047.1	Xe_002253-T1
OG0005665	XP_032218544.2	Xe_001963-T1
OG0005666	XP_001626398.1	Xe_003072-T1
OG0005668	XP_032229863.2	Xe_002127-T1
OG0005669	XP_001638180.2	Xe_003068-T1
OG0005671	XP_001637830.2	Xe_028847-T1
OG0005672	XP_048583838.1	Xe_003062-T1
OG0005674	XP_001634343.1	Xe_002255-T1
OG0005675	XP_048584061.1	Xe_002178-T1
OG0005676	XP_032218692.2	Xe_002203-T1
OG0005677	XP_048587400.1	Xe_008351-T1
OG0005678	XP_048587854.1	Xe_000510-T1
OG0005679	XP_032241548.2	Xe_000512-T1
OG0005680	XP_001635970.1	Xe_000511-T1
OG0005681	XP_032243149.2	Xe_001375-T1
OG0005682	XP_032243030.1	Xe_001206-T1
OG0005683	XP_001632622.1	Xe_001030-T1
OG0005684	XP_032232152.2	Xe_000893-T1
OG0005685	XP_001637219.1	Xe_001189-T1
OG0005686	XP_048582720.1	Xe_010183-T1
OG0005687	XP_032237610.1	Xe_001029-T1
OG0005688	XP_001637164.2	Xe_001190-T1
OG0005689	XP_048581610.1	Xe_001077-T1
OG0005690	XP_048585992.1	Xe_028802-T1
OG0005691	XP_001637198.2	Xe_000431-T1
OG0005692	XP_032243085.2	Xe_000514-T1
OG0005693	XP_032243089.2	Xe_000569-T1
OG0005694	XP_048581599.1	Xe_021792-T1
OG0005695	XP_001627837.2	Xe_021777-T1
OG0005696	XP_048581786.1	Xe_021603-T1
OG0005697	XP_048581604.1	Xe_029089-T1
OG0005698	XP_032236225.1	Xe_022304-T1
OG0005699	XP_048581694.1	Xe_022379-T1
OG0005700	XP_048580628.1	Xe_000413-T1
OG0005701	XP_001633510.1	Xe_022381-T1
OG0005702	XP_032238121.2	Xe_021791-T1
OG0005703	XP_048581298.1	Xe_000263-T1
OG0005705	XP_032238634.2	Xe_022322-T1
OG0005706	XP_001630564.2	Xe_021604-T1
OG0005707	XP_001636251.2	Xe_019815-T1
OG0005708	XP_032220321.2	Xe_020047-T1
OG0005709	XP_001636648.2	Xe_004652-T1
OG0005710	XP_001639597.3	Xe_020344-T1
OG0005711	XP_048582264.1	Xe_020709-T1
OG0005712	XP_001639581.1	Xe_005068-T1
OG0005713	XP_001622276.2	Xe_004603-T1
OG0005714	XP_001633233.2	Xe_004978-T1
OG0005715	XP_032234162.2	Xe_020731-T1
OG0005716	XP_032225548.1	Xe_004604-T1
OG0005717	XP_032242293.2	Xe_004650-T1
OG0005718	XP_032225538.2	Xe_004605-T1
OG0005719	XP_048581906.1	Xe_004003-T2
OG0005720	XP_001636710.2	Xe_004653-T1
OG0005721	XP_001636645.1	Xe_004654-T1
OG0005722	XP_048582833.1	Xe_004976-T1
OG0005723	XP_001633234.1	Xe_004975-T1
OG0005725	XP_048582315.1	Xe_000218-T1
OG0005726	XP_048582926.1	Xe_019814-T1
OG0005727	XP_048580033.1	Xe_009735-T1
OG0005728	XP_032232865.1	Xe_005574-T1
OG0005729	XP_048576895.1	Xe_005371-T1
OG0005730	XP_048576403.1	Xe_005327-T1
OG0005731	XP_032230121.1	Xe_028500-T1
OG0005732	XP_048577153.1	Xe_005351-T1
OG0005733	XP_001638465.1	Xe_005499-T1
OG0005734	XP_048577170.1	Xe_005413-T1
OG0005735	XP_048576852.1	Xe_005297-T1
OG0005738	XP_032232726.2	Xe_005349-T1
OG0005739	XP_001639413.2	Xe_006827-T1
OG0005740	XP_001639383.2	Xe_005398-T1
OG0005741	XP_001639373.1	Xe_006927-T1
OG0005743	XP_032218471.1	Xe_005600-T1
OG0005744	XP_001628780.2	Xe_005312-T1
OG0005745	XP_032222487.1	Xe_005352-T1
OG0005746	XP_048576768.1	Xe_005350-T1
OG0005747	XP_001628027.2	Xe_005216-T1
OG0005748	XP_001638076.1	Xe_005218-T1
OG0005749	XP_001628047.1	Xe_005217-T1
OG0005750	XP_048576900.1	Xe_006071-T1
OG0005751	XP_032224813.1	Xe_005418-T1
OG0005752	XP_032224816.1	Xe_005419-T1
OG0005753	XP_032237522.1	Xe_021173-T1
OG0005754	XP_001622522.2	Xe_000402-T1
OG0005755	XP_001633642.3	Xe_005686-T1
OG0005756	XP_048577001.1	Xe_000870-T1
OG0005757	XP_032242037.2	Xe_003791-T1
OG0005758	XP_001622095.2	Xe_005425-T1
OG0005759	XP_001641389.2	Xe_008190-T1
OG0005761	XP_001625135.2	Xe_005733-T1
OG0005762	XP_001638414.2	Xe_002519-T1
OG0005763	XP_048576853.1	Xe_005280-T1
OG0005764	XP_048577160.1	Xe_005420-T1
OG0005765	XP_032225428.2	Xe_005526-T1
OG0005766	XP_001628789.3	Xe_005402-T1
OG0005767	XP_048590208.1	Xe_002810-T1
OG0005768	XP_001631305.1	Xe_005206-T1
OG0005769	XP_001641401.2	Xe_005611-T1
OG0005770	XP_001624482.1	Xe_012483-T1
OG0005771	XP_032217893.2	Xe_002518-T1
OG0005772	XP_048576453.1	Xe_005347-T1
OG0005773	XP_048576995.1	Xe_005577-T1
OG0005774	XP_032232689.2	Xe_005785-T1
OG0005775	XP_048589915.1	Xe_002848-T1
OG0005777	XP_001629227.2	Xe_002847-T1
OG0005778	XP_032243023.2	Xe_009199-T1
OG0005779	XP_001640903.2	Xe_000397-T1
OG0005780	XP_032236645.1	Xe_002391-T1
OG0005781	XP_032221204.1	Xe_000992-T1
OG0005782	XP_048587887.1	Xe_000396-T1
OG0005783	XP_048587871.1	Xe_000503-T1
OG0005784	XP_001637143.2	Xe_000438-T1
OG0005785	XP_001637201.1	Xe_000579-T1
OG0005786	XP_001625017.2	Xe_008130-T1
OG0005787	XP_001631135.3	Xe_003920-T1
OG0005788	XP_032235701.2	Xe_003919-T1
OG0005789	XP_032221253.1	Xe_008400-T1
OG0005791	XP_048588225.1	Xe_012408-T1
OG0005792	XP_001637488.1	Xe_003596-T1
OG0005793	XP_032234722.1	Xe_003926-T1
OG0005794	XP_001624605.1	Xe_004287-T1
OG0005795	XP_032221217.2	Xe_013343-T1
OG0005796	XP_048590037.1	Xe_002570-T1
OG0005797	XP_048580198.1	Xe_010160-T1
OG0005798	XP_001639015.2	Xe_013259-T1
OG0005799	XP_001638943.1	Xe_004042-T1
OG0005800	XP_048584382.1	Xe_014885-T1
OG0005801	XP_032221969.2	Xe_003406-T1
OG0005802	XP_032219706.2	Xe_003593-T1
OG0005803	XP_001631110.1	Xe_003921-T1
OG0005804	XP_032221256.1	Xe_003296-T1
OG0005805	XP_048590612.1	Xe_004284-T1
OG0005807	XP_048590656.1	Xe_003574-T1
OG0005808	XP_032242055.1	Xe_003790-T1
OG0005809	XP_032218836.2	Xe_003399-T1
OG0005810	XP_032218838.2	Xe_003398-T1
OG0005812	XP_032225598.2	Xe_013868-T1
OG0005813	XP_048575776.1	Xe_016284-T1
OG0005814	XP_001632873.3	Xe_015798-T1
OG0005815	XP_001632824.2	Xe_016139-T1
OG0005816	XP_048589132.1	Xe_016165-T1
OG0005817	XP_032238922.1	Xe_015489-T1
OG0005818	XP_032240202.1	Xe_007091-T1
OG0005819	XP_048589386.1	Xe_016166-T1
OG0005820	XP_001633840.2	Xe_015452-T1
OG0005821	XP_032242252.1	Xe_016016-T1
OG0005822	XP_001627521.1	Xe_015799-T1
OG0005823	XP_032219060.2	Xe_002475-T1
OG0005824	XP_001627520.2	Xe_015756-T1
OG0005825	XP_001633851.1	Xe_016021-T1
OG0005827	XP_048579971.1	Xe_003638-T1
OG0005828	XP_032221329.2	Xe_003363-T1
OG0005829	XP_001637454.2	Xe_003465-T1
OG0005831	XP_032231870.2	Xe_018418-T1
OG0005832	XP_001628016.3	Xe_013808-T1
OG0005833	XP_048584818.1	Xe_013819-T1
OG0005834	XP_048585614.1	Xe_013846-T1
OG0005835	XP_001627979.2	Xe_013220-T1
OG0005836	XP_032231865.2	Xe_013219-T1
OG0005837	XP_001624444.2	Xe_013867-T1
OG0005838	XP_032233256.1	Xe_013469-T1
OG0005839	XP_032233279.1	Xe_013543-T1
OG0005840	XP_032233281.1	Xe_013549-T1
OG0005841	XP_048584784.1	Xe_013533-T1
OG0005842	XP_001627384.1	Xe_013391-T1
OG0005843	XP_001629167.1	Xe_013400-T1
OG0005844	XP_048584853.1	Xe_013847-T1
OG0005845	XP_048584952.1	Xe_013809-T1
OG0005846	XP_001627370.2	Xe_013397-T1
OG0005847	XP_001641292.2	Xe_013528-T1
OG0005848	XP_032222517.2	Xe_028976-T1
OG0005850	XP_001641179.2	Xe_013530-T1
OG0005851	XP_048583449.1	Xe_002029-T1
OG0005852	XP_048583687.1	Xe_002032-T1
OG0005854	XP_032239403.2	Xe_001886-T1
OG0005855	XP_001624074.2	Xe_002987-T1
OG0005856	XP_048584106.1	Xe_002900-T1
OG0005857	XP_048583922.1	Xe_002250-T1
OG0005858	XP_032221366.2	Xe_003339-T1
OG0005859	XP_001640222.3	Xe_003288-T1
OG0005860	XP_001640298.2	Xe_003338-T1
OG0005861	XP_001640296.3	Xe_003287-T1
OG0005862	XP_048590138.1	Xe_002561-T1
OG0005863	XP_048589947.1	Xe_011763-T1
OG0005864	XP_048583591.1	Xe_003009-T1
OG0005865	XP_048589959.1	Xe_010135-T1
OG0005866	XP_032228876.1	Xe_002728-T1
OG0005867	XP_001625547.1	Xe_002772-T1
OG0005868	XP_032236403.2	Xe_012622-T2
OG0005870	XP_001626402.1	Xe_002958-T1
OG0005871	XP_032242974.1	Xe_012698-T1
OG0005872	XP_032242939.1	Xe_012695-T1
OG0005873	XP_001639803.2	Xe_002986-T1
OG0005875	XP_032239658.1	Xe_012678-T1
OG0005876	XP_001639836.2	Xe_021627-T1
OG0005877	XP_001636999.1	Xe_012644-T1
OG0005878	XP_001626487.2	Xe_002195-T1
OG0005882	XP_048583487.1	Xe_002061-T1
OG0005883	XP_001637069.2	Xe_012643-T1
OG0005884	XP_048583814.1	Xe_002136-T1
OG0005885	XP_032218103.1	Xe_002248-T1
OG0005886	XP_032236415.2	Xe_012623-T1
OG0005887	XP_001626503.1	Xe_003093-T1
OG0005888	XP_001637663.1	Xe_006296-T1
OG0005890	XP_048583331.1	Xe_003099-T1
OG0005891	XP_048584072.1	Xe_002344-T1
OG0005892	XP_032229891.2	Xe_003101-T1
OG0005893	XP_001631645.2	Xe_013013-T1
OG0005894	XP_032236434.1	Xe_013012-T1
OG0005895	XP_032236419.1	Xe_012960-T1
OG0005896	XP_001632761.2	Xe_012958-T1
OG0005897	XP_032236424.2	Xe_012959-T1
OG0005898	XP_032219446.2	Xe_012757-T1
OG0005900	XP_032241546.2	Xe_003452-T1
OG0005902	XP_001622758.3	Xe_010571-T1
OG0005905	XP_032236297.1	Xe_001152-T1
OG0005906	XP_032236147.2	Xe_000827-T1
OG0005907	XP_001627036.1	Xe_001213-T1
OG0005908	XP_001630324.1	Xe_000826-T1
OG0005909	XP_032222179.2	Xe_001115-T2
OG0005911	XP_001625014.1	Xe_021794-T1
OG0005912	XP_032230453.1	Xe_012438-T1
OG0005913	XP_032219247.2	Xe_022372-T1
OG0005914	XP_001639950.3	Xe_016010-T1
OG0005915	XP_032222050.1	Xe_013765-T1
OG0005916	XP_001634615.1	Xe_000841-T1
OG0005917	XP_032239870.1	Xe_000958-T1
OG0005918	XP_048579969.1	Xe_009877-T1
OG0005919	XP_001629616.1	Xe_009876-T1
OG0005920	XP_001637876.1	Xe_001296-T1
OG0005921	XP_032228774.2	Xe_021478-T1
OG0005922	XP_032222365.2	Xe_021420-T1
OG0005923	XP_048580183.1	Xe_021581-T2
OG0005924	XP_048580185.1	Xe_021580-T1
OG0005925	XP_001641625.2	Xe_009182-T1
OG0005927	XP_048585673.1	Xe_003592-T1
OG0005928	XP_032240273.1	Xe_021567-T1
OG0005929	XP_048579532.1	Xe_021483-T1
OG0005930	XP_001634486.1	Xe_009920-T1
OG0005931	XP_032228413.2	Xe_009292-T1
OG0005933	XP_001640999.2	Xe_009273-T1
OG0005934	XP_032239572.1	Xe_009291-T1
OG0005935	XP_001636389.3	Xe_003878-T1
OG0005936	XP_032239848.2	Xe_022134-T1
OG0005937	XP_001626809.3	Xe_003879-T1
OG0005938	XP_001634303.3	Xe_001383-T1
OG0005939	XP_032222924.1	Xe_011036-T1
OG0005940	XP_001634294.2	Xe_009256-T1
OG0005941	XP_001634245.1	Xe_009278-T1
OG0005942	XP_048580136.1	Xe_021377-T1
OG0005943	XP_032242095.2	Xe_003877-T1
OG0005944	XP_048579826.1	Xe_000455-T1
OG0005945	XP_001641635.1	Xe_022154-T1
OG0005947	XP_032221185.2	Xe_003254-T1
OG0005948	XP_032228420.1	Xe_010017-T1
OG0005949	XP_032241395.2	Xe_025035-T1
OG0005950	XP_001629681.1	Xe_011381-T1
OG0005951	XP_048583590.1	Xe_009712-T1
OG0005953	XP_001629608.1	Xe_022255-T1
OG0005954	XP_032241163.1	Xe_010188-T1
OG0005955	XP_001635718.1	Xe_009742-T1
OG0005956	XP_032218264.2	Xe_000689-T1
OG0005957	XP_001641608.3	Xe_000911-T1
OG0005958	XP_001637913.1	Xe_009671-T1
OG0005959	XP_001641011.1	Xe_000453-T1
OG0005960	XP_032240216.1	Xe_002698-T1
OG0005961	XP_048590595.1	Xe_002697-T1
OG0005962	XP_001635956.1	Xe_003352-T1
OG0005964	XP_048581574.1	Xe_020666-T1
OG0005965	XP_001633096.1	Xe_020671-T1
OG0005966	XP_001639966.3	Xe_012597-T1
OG0005968	XP_048581704.1	Xe_020659-T1
OG0005969	XP_001630516.2	Xe_020757-T1
OG0005970	XP_048580559.1	Xe_020332-T1
OG0005971	XP_048575703.1	Xe_017424-T1
OG0005974	XP_048580401.1	Xe_000761-T1
OG0005975	XP_032226562.2	Xe_016567-T1
OG0005976	XP_001639848.2	Xe_020698-T1
OG0005977	XP_048575762.1	Xe_018007-T1
OG0005978	XP_048575372.1	Xe_016352-T1
OG0005979	XP_048575852.1	Xe_018476-T1
OG0005980	XP_001640072.1	Xe_016587-T1
OG0005982	XP_048575935.1	Xe_018450-T1
OG0005983	XP_048576151.1	Xe_018625-T1
OG0005984	XP_001625271.1	Xe_020669-T1
OG0005985	XP_001637007.1	Xe_020471-T1
OG0005986	XP_048581657.1	Xe_021563-T1
OG0005987	XP_001633519.1	Xe_020068-T1
OG0005988	XP_048580636.1	Xe_020386-T1
OG0005989	XP_001640499.1	Xe_016411-T1
OG0005990	XP_048581653.1	Xe_020342-T1
OG0005991	XP_048575826.1	Xe_016410-T1
OG0005994	XP_001637114.1	Xe_021695-T1
OG0005995	XP_048580523.1	Xe_020907-T1
OG0005996	XP_032239061.1	Xe_020496-T1
OG0005997	XP_032236440.1	Xe_021562-T1
OG0005998	XP_001630160.1	Xe_016489-T1
OG0006000	XP_048575705.1	Xe_017170-T1
OG0006001	XP_001635398.3	Xe_008183-T1
OG0006002	XP_048587241.1	Xe_007884-T1
OG0006003	XP_032234210.1	Xe_028891-T1
OG0006004	XP_048587064.1	Xe_007768-T1
OG0006006	XP_032237759.2	Xe_008149-T1
OG0006007	XP_032222513.1	Xe_023527-T1
OG0006010	XP_032240044.2	Xe_008805-T1
OG0006011	XP_032240058.2	Xe_018543-T1
OG0006012	XP_048581338.1	Xe_020689-T2
OG0006013	XP_001638623.2	Xe_020468-T1
OG0006014	XP_001633065.1	Xe_020488-T1
OG0006016	XP_001642015.1	Xe_020459-T1
OG0006017	XP_032223470.1	Xe_020453-T1
OG0006018	XP_048575697.1	Xe_017190-T1
OG0006019	XP_048575297.1	Xe_018453-T1
OG0006020	XP_048575301.1	Xe_018691-T1
OG0006021	XP_048580940.1	Xe_020695-T1
OG0006022	XP_032218374.1	Xe_010181-T1
OG0006023	XP_032219487.1	Xe_020558-T1
OG0006024	XP_032242849.2	Xe_020454-T1
OG0006025	XP_048581505.1	Xe_020498-T1
OG0006027	XP_048581193.1	Xe_020946-T1
OG0006028	XP_048581169.1	Xe_013218-T1
OG0006029	XP_001638645.1	Xe_020470-T1
OG0006030	XP_032223495.2	Xe_020457-T1
OG0006031	XP_048581154.1	Xe_020758-T1
OG0006032	XP_001639977.3	Xe_010141-T1
OG0006033	XP_032223434.1	Xe_020674-T1
OG0006034	XP_032238602.2	Xe_020676-T1
OG0006035	XP_032233732.2	Xe_011931-T1
OG0006036	XP_048589030.1	Xe_015259-T1
OG0006037	XP_048588128.1	Xe_014460-T1
OG0006038	XP_048588657.1	Xe_014122-T1
OG0006039	XP_032230927.1	Xe_015702-T1
OG0006040	XP_032240939.2	Xe_014326-T1
OG0006041	XP_048588661.1	Xe_014110-T1
OG0006042	XP_032225874.1	Xe_014469-T1
OG0006043	XP_032236935.1	Xe_014013-T1
OG0006044	XP_032230959.2	Xe_014014-T1
OG0006045	XP_048588404.1	Xe_014016-T1
OG0006046	XP_001632047.2	Xe_014025-T1
OG0006047	XP_001632003.1	Xe_014027-T1
OG0006048	XP_001635571.1	Xe_014026-T1
OG0006049	XP_001632048.2	Xe_003356-T1
OG0006051	XP_048589035.1	Xe_014832-T2
OG0006052	XP_048587941.1	Xe_014788-T1
OG0006053	XP_048589040.1	Xe_015549-T1
OG0006054	XP_001637289.2	Xe_014362-T1
OG0006055	XP_048589041.1	Xe_015296-T1
OG0006056	XP_001627329.3	Xe_014671-T1
OG0006058	XP_048589025.1	Xe_014689-T1
OG0006060	XP_001632074.1	Xe_003966-T1
OG0006061	XP_001632041.1	Xe_014908-T1
OG0006062	XP_032240517.2	Xe_013217-T1
OG0006063	XP_001628971.3	Xe_013020-T1
OG0006064	XP_001635231.3	Xe_021998-T1
OG0006065	XP_001628949.1	Xe_002015-T1
OG0006066	XP_032221124.1	Xe_016507-T1
OG0006068	XP_001641078.1	Xe_000698-T1
OG0006069	XP_048579326.1	Xe_022258-T1
OG0006070	XP_048580180.1	Xe_021273-T1
OG0006071	XP_032235837.1	Xe_002748-T1
OG0006072	XP_032240278.2	Xe_022212-T1
OG0006074	XP_032241450.2	Xe_021539-T2
OG0006075	XP_032240359.1	Xe_009767-T1
OG0006076	XP_032234531.2	Xe_021538-T1
OG0006077	XP_048577248.1	Xe_021854-T1
OG0006078	XP_032234473.1	Xe_018669-T1
OG0006079	XP_048579169.1	Xe_021989-T1
OG0006080	XP_048577094.1	Xe_009570-T1
OG0006081	XP_032239825.2	Xe_022251-T1
OG0006082	XP_032231273.1	Xe_017742-T1
OG0006084	XP_048575727.1	Xe_018574-T1
OG0006085	XP_048575714.1	Xe_016609-T1
OG0006086	XP_001640452.1	Xe_018242-T1
OG0006087	XP_032221558.2	Xe_004531-T1
OG0006088	XP_048575955.1	Xe_018243-T1
OG0006090	XP_032217823.2	Xe_002564-T1
OG0006091	XP_032236464.1	Xe_020969-T1
OG0006092	XP_032226242.1	Xe_002539-T1
OG0006093	XP_001623376.1	Xe_016576-T1
OG0006095	XP_001626435.2	Xe_021839-T1
OG0006097	XP_032226336.1	Xe_016578-T1
OG0006099	XP_048584747.1	Xe_004372-T1
OG0006101	XP_048576296.1	Xe_016559-T2
OG0006102	XP_048585329.1	Xe_009284-T1
OG0006103	XP_001634746.1	Xe_024250-T1
OG0006105	XP_048585040.1	Xe_014462-T1
OG0006106	XP_048585521.1	Xe_024328-T1
OG0006107	XP_048575640.1	Xe_018707-T1
OG0006108	XP_048585573.1	Xe_027366-T1
OG0006109	XP_001641301.3	Xe_024834-T1
OG0006110	XP_032222716.2	Xe_024415-T1
OG0006111	XP_032240554.1	Xe_019880-T1
OG0006112	XP_032240177.1	Xe_013132-T1
OG0006113	XP_032240112.2	Xe_027990-T1
OG0006114	XP_032221900.2	Xe_026559-T1
OG0006115	XP_048584998.1	Xe_026560-T1
OG0006116	XP_048585428.1	Xe_013121-T1
OG0006117	XP_032219897.2	Xe_016074-T1
OG0006118	XP_032240668.2	Xe_007460-T1
OG0006121	XP_032237262.1	Xe_023248-T1
OG0006122	XP_001624738.1	Xe_026354-T1
OG0006124	XP_032221977.2	Xe_004667-T1
OG0006125	XP_032240181.1	Xe_015815-T1
OG0006126	XP_032237258.1	Xe_027489-T1
OG0006127	XP_001626350.1	Xe_010178-T1
OG0006128	XP_001641357.2	Xe_024414-T1
OG0006129	XP_001640077.3	Xe_016313-T1
OG0006131	XP_032221889.2	Xe_023411-T1
OG0006132	XP_048585970.1	Xe_012063-T1
OG0006133	XP_032232935.2	Xe_012315-T1
OG0006134	XP_048575402.1	Xe_000475-T1
OG0006135	XP_001630217.3	Xe_011923-T1
OG0006136	XP_032226638.1	Xe_000978-T1
OG0006137	XP_032231359.2	Xe_012205-T1
OG0006138	XP_032232937.1	Xe_007820-T1
OG0006139	XP_001623672.3	Xe_012380-T2
OG0006140	XP_048579970.1	Xe_009428-T1
OG0006141	XP_032238555.1	Xe_009871-T1
OG0006142	XP_032242616.1	Xe_001345-T1
OG0006144	XP_048579299.1	Xe_009426-T1
OG0006145	XP_032222155.1	Xe_009427-T1
OG0006146	XP_001629325.3	Xe_009931-T1
OG0006147	XP_001641037.3	Xe_009521-T1
OG0006148	XP_001634558.2	Xe_028805-T1
OG0006151	XP_001629349.2	Xe_009932-T1
OG0006152	XP_048579580.1	Xe_009930-T1
OG0006153	XP_032242643.1	Xe_009985-T1
OG0006154	XP_001629054.3	Xe_018417-T1
OG0006155	XP_048579800.1	Xe_000696-T1
OG0006156	XP_032221958.2	Xe_011706-T1
OG0006157	XP_048583092.1	Xe_004818-T1
OG0006158	XP_048582469.1	Xe_005049-T1
OG0006159	XP_048583080.1	Xe_005118-T1
OG0006160	XP_032223148.2	Xe_013333-T1
OG0006161	XP_032220452.2	Xe_009607-T1
OG0006162	XP_032220446.2	Xe_004426-T1
OG0006163	XP_048582181.1	Xe_015765-T1
OG0006165	XP_032232169.2	Xe_012294-T1
OG0006166	XP_032239968.1	Xe_009341-T1
OG0006168	XP_001628223.3	Xe_009327-T1
OG0006169	XP_032230322.2	Xe_016020-T1
OG0006172	XP_048580545.1	Xe_020677-T1
OG0006173	XP_048576085.1	Xe_018732-T1
OG0006174	XP_032236307.2	Xe_002321-T1
OG0006175	XP_001640035.1	Xe_016326-T1
OG0006176	XP_032232845.2	Xe_005624-T1
OG0006178	XP_001626004.1	Xe_005596-T1
OG0006179	XP_001628795.2	Xe_005625-T1
OG0006180	XP_001632418.1	Xe_013044-T1
OG0006181	XP_001632417.1	Xe_013038-T1
OG0006183	XP_001634819.2	Xe_013857-T1
OG0006184	XP_001634754.2	Xe_013855-T1
OG0006185	XP_001640876.1	Xe_013909-T1
OG0006186	XP_001639746.2	Xe_013781-T1
OG0006187	XP_032220650.1	Xe_013793-T1
OG0006189	XP_001634765.2	Xe_012798-T1
OG0006190	XP_032240164.2	Xe_013079-T1
OG0006191	XP_048581672.1	Xe_014826-T1
OG0006192	XP_048585600.1	Xe_013931-T1
OG0006193	XP_001634809.2	Xe_013517-T1
OG0006194	XP_001633598.2	Xe_013688-T1
OG0006195	XP_048584681.1	Xe_013076-T1
OG0006196	XP_001635170.3	Xe_013887-T1
OG0006197	XP_032240486.1	Xe_013889-T1
OG0006198	XP_048585436.1	Xe_013888-T1
OG0006200	XP_048584430.1	Xe_013112-T1
OG0006201	XP_032240737.1	Xe_007484-T1
OG0006202	XP_001635222.1	Xe_013881-T1
OG0006204	XP_001640033.2	Xe_025933-T1
OG0006205	XP_001627407.2	Xe_025885-T1
OG0006206	XP_001628934.2	Xe_023275-T1
OG0006208	XP_001627408.2	Xe_025649-T1
OG0006209	XP_001639739.1	Xe_015454-T1
OG0006210	XP_032231063.1	Xe_025671-T1
OG0006211	XP_048576024.1	Xe_016383-T1
OG0006212	XP_001641208.2	Xe_013820-T1
OG0006213	XP_032239277.2	Xe_020716-T1
OG0006214	XP_032229600.2	Xe_020662-T1
OG0006215	XP_001623182.1	Xe_013084-T1
OG0006216	XP_001629022.2	Xe_018600-T1
OG0006217	XP_001638068.2	Xe_005530-T1
OG0006219	XP_001633614.1	Xe_005655-T1
OG0006220	XP_048576859.1	Xe_006976-T1
OG0006221	XP_048577188.1	Xe_005673-T1
OG0006222	XP_032235985.2	Xe_021689-T1
OG0006223	XP_048576751.1	Xe_005346-T1
OG0006225	XP_032238596.1	Xe_020328-T1
OG0006226	XP_001637989.3	Xe_005719-T1
OG0006227	XP_001638058.2	Xe_005654-T1
